Back to Contents,Data 1: Residential Propane Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPLLPA_PRS_NUS_DPG,W_EPLLPA_PRS_R10_DPG,W_EPLLPA_PRS_R1X_DPG,W_EPLLPA_PRS_SCT_DPG,W_EPLLPA_PRS_SME_DPG,W_EPLLPA_PRS_SMA_DPG,W_EPLLPA_PRS_SNH_DPG,W_EPLLPA_PRS_SRI_DPG,W_EPLLPA_PRS_SVT_DPG,W_EPLLPA_PRS_R1Y_DPG,W_EPLLPA_PRS_SDE_DPG,W_EPLLPA_PRS_SMD_DPG,W_EPLLPA_PRS_SNJ_DPG,W_EPLLPA_PRS_SNY_DPG,W_EPLLPA_PRS_SPA_DPG,W_EPLLPA_PRS_R1Z_DPG,W_EPLLPA_PRS_SFL_DPG,W_EPLLPA_PRS_SGA_DPG,W_EPLLPA_PRS_SNC_DPG,W_EPLLPA_PRS_SVA_DPG,W_EPLLPA_PRS_R20_DPG,W_EPLLPA_PRS_SIL_DPG,W_EPLLPA_PRS_SIN_DPG,W_EPLLPA_PRS_SIA_DPG,W_EPLLPA_PRS_SKS_DPG,W_EPLLPA_PRS_SKY_DPG,W_EPLLPA_PRS_SMI_DPG,W_EPLLPA_PRS_SMN_DPG,W_EPLLPA_PRS_SMO_DPG,W_EPLLPA_PRS_SNE_DPG,W_EPLLPA_PRS_SND_DPG,W_EPLLPA_PRS_SOH_DPG,W_EPLLPA_PRS_SOK_DPG,W_EPLLPA_PRS_SSD_DPG,W_EPLLPA_PRS_STN_DPG,W_EPLLPA_PRS_SWI_DPG,W_EPLLPA_PRS_R30_DPG,W_EPLLPA_PRS_SAL_DPG,W_EPLLPA_PRS_SAR_DPG,W_EPLLPA_PRS_SMS_DPG,W_EPLLPA_PRS_STX_DPG,W_EPLLPA_PRS_R40_DPG,W_EPLLPA_PRS_SCO_DPG,W_EPLLPA_PRS_SID_DPG,W_EPLLPA_PRS_SMT_DPG,W_EPLLPA_PRS_SUT_DPG
"Oct 05, 2015",1.98,2.724,2.781,2.643,2.153,2.89,2.99,3.055,3.182,2.57,2.66,2.542,3.324,2.338,2.625,2.872,4.703,1.948,2.504,2.723,1.415,1.334,1.522,0.986,1.145,1.64,1.752,1.239,1.384,1.028,1.017,1.947,1.454,1.024,3.194,1.149,2.173,2.49,1.873,2.113,2.139,1.818,1.783,2.291,1.475,2.311
"Oct 12, 2015",1.894,2.586,2.608,2.509,2.159,2.804,2.669,3.036,2.844,2.512,2.662,2.564,3.089,2.297,2.562,2.66,4.291,1.904,2.29,2.544,1.367,1.305,1.46,0.989,1.157,1.624,1.608,1.273,1.302,1.031,1.011,1.876,1.447,1.046,2.671,1.149,2.116,2.352,1.833,2.09,2.102,1.7,1.649,1.96,1.526,2.041
"Oct 19, 2015",1.893,2.569,2.604,2.547,2.148,2.79,2.67,2.959,2.841,2.471,2.658,2.577,2.984,2.261,2.512,2.662,4.279,1.923,2.292,2.541,1.376,1.297,1.452,0.987,1.153,1.632,1.651,1.277,1.32,1.043,1.019,1.888,1.449,1.061,2.672,1.165,2.106,2.364,1.804,2.048,2.11,1.732,1.64,1.994,1.594,2.12
"Oct 26, 2015",1.909,2.586,2.606,2.498,2.167,2.748,2.703,2.962,2.859,2.509,2.68,2.601,3.107,2.287,2.547,2.664,4.302,1.935,2.282,2.537,1.389,1.289,1.504,0.993,1.154,1.594,1.644,1.285,1.316,1.043,1.03,1.973,1.469,1.071,2.812,1.168,2.126,2.379,1.872,2.057,2.12,1.771,1.681,2.071,1.615,2.162
"Nov 02, 2015",1.924,2.589,2.6,2.497,2.17,2.716,2.707,2.999,2.848,2.529,2.683,2.592,3.089,2.323,2.569,2.653,4.293,1.941,2.24,2.577,1.414,1.294,1.531,0.992,1.156,1.659,1.738,1.293,1.305,1.041,1.043,2.089,1.501,1.068,2.819,1.164,2.131,2.421,1.88,2.039,2.117,1.773,1.7,2.07,1.59,2.172
"Nov 09, 2015",1.919,2.596,2.6,2.439,2.156,2.716,2.725,2.984,2.875,2.54,2.686,2.615,3.117,2.325,2.584,2.659,4.281,1.924,2.263,2.59,1.406,1.275,1.544,0.997,1.157,1.686,1.715,1.293,1.308,1.044,1.042,1.983,1.508,1.069,2.826,1.176,2.128,2.415,1.884,2.019,2.125,1.73,1.678,2.076,1.482,2.172
"Nov 16, 2015",1.938,2.632,2.635,2.487,2.145,2.772,2.79,2.981,2.896,2.572,2.749,2.598,3.166,2.349,2.63,2.702,4.358,1.932,2.324,2.593,1.413,1.292,1.549,0.997,1.162,1.661,1.723,1.289,1.333,1.048,1.041,2.009,1.472,1.071,2.897,1.178,2.129,2.451,1.807,2.039,2.123,1.751,1.732,2.018,1.493,2.178
"Nov 23, 2015",1.952,2.656,2.658,2.497,2.161,2.795,2.804,3.081,2.939,2.589,2.739,2.628,3.103,2.371,2.66,2.735,4.436,1.967,2.307,2.688,1.419,1.296,1.567,0.995,1.152,1.676,1.71,1.284,1.325,1.052,1.04,2.017,1.495,1.072,3.006,1.193,2.153,2.506,1.859,2.046,2.127,1.752,1.739,1.992,1.486,2.196
"Nov 30, 2015",1.963,2.669,2.659,2.48,2.17,2.799,2.77,3.122,2.982,2.614,2.747,2.629,3.191,2.401,2.674,2.738,4.442,1.975,2.31,2.685,1.432,1.309,1.575,0.995,1.152,1.701,1.735,1.303,1.331,1.044,1.05,2.05,1.506,1.075,3.016,1.2,2.152,2.514,1.861,2.029,2.128,1.762,1.749,2.003,1.488,2.229
"Dec 07, 2015",1.969,2.671,2.671,2.47,2.173,2.758,2.804,3.237,3.036,2.617,2.753,2.633,3.207,2.408,2.669,2.734,4.443,1.988,2.3,2.665,1.439,1.309,1.603,0.992,1.145,1.735,1.75,1.305,1.344,1.044,1.044,2.062,1.51,1.072,3.024,1.209,2.155,2.523,1.878,2.035,2.12,1.787,1.767,2.028,1.517,2.267
"Dec 14, 2015",1.979,2.684,2.652,2.511,2.186,2.732,2.825,3.204,2.892,2.646,2.755,2.651,3.238,2.41,2.732,2.749,4.531,2.014,2.271,2.684,1.443,1.319,1.599,0.991,1.142,1.735,1.745,1.309,1.371,1.032,1.034,2.041,1.527,1.074,3.066,1.222,2.173,2.533,1.934,2.045,2.131,1.815,1.772,2.068,1.569,2.304
"Dec 21, 2015",1.988,2.7,2.67,2.48,2.189,2.775,2.812,3.268,2.968,2.642,2.787,2.654,3.244,2.435,2.689,2.786,4.545,2.035,2.325,2.727,1.45,1.329,1.639,0.99,1.142,1.791,1.74,1.302,1.378,1.034,1.007,2.079,1.525,1.077,3.089,1.208,2.183,2.557,1.962,2.045,2.13,1.814,1.776,2.061,1.565,2.299
"Dec 28, 2015",1.996,2.713,2.692,2.531,2.201,2.775,2.848,3.314,2.985,2.66,2.773,2.653,3.279,2.437,2.729,2.789,4.545,2.026,2.348,2.705,1.454,1.312,1.649,1.008,1.157,1.776,1.751,1.299,1.364,1.034,1.011,2.13,1.533,1.077,3.089,1.214,2.18,2.563,1.96,2.046,2.119,1.826,1.786,2.082,1.578,2.304
"Jan 04, 2016",2.001,2.716,2.711,2.491,2.204,2.829,2.861,3.325,3.028,2.64,2.826,2.665,3.306,2.417,2.68,2.807,4.637,2.053,2.331,2.707,1.459,1.324,1.681,1.015,1.156,1.792,1.75,1.308,1.373,1.029,1.011,2.086,1.526,1.075,3.162,1.214,2.201,2.613,1.986,2.037,2.14,1.833,1.805,2.099,1.569,2.304
"Jan 11, 2016",2.014,2.733,2.723,2.473,2.217,2.862,2.868,3.346,3.037,2.666,2.822,2.678,3.308,2.434,2.727,2.818,4.643,2.061,2.348,2.711,1.469,1.326,1.695,1.01,1.152,1.828,1.761,1.315,1.399,1.033,1.009,2.128,1.525,1.077,3.172,1.213,2.211,2.623,2.004,2.053,2.143,1.84,1.809,2.154,1.567,2.301
"Jan 18, 2016",2.02,2.736,2.74,2.472,2.204,2.868,2.894,3.343,3.107,2.666,2.827,2.681,3.304,2.475,2.685,2.815,4.653,2.053,2.342,2.707,1.478,1.344,1.726,1.009,1.147,1.833,1.764,1.323,1.407,1.019,1.009,2.156,1.526,1.076,3.181,1.221,2.212,2.639,2.015,2.054,2.127,1.845,1.814,2.154,1.577,2.298
"Jan 25, 2016",2.019,2.737,2.738,2.491,2.207,2.875,2.897,3.338,3.068,2.669,2.845,2.686,3.278,2.46,2.712,2.815,4.639,2.054,2.345,2.715,1.476,1.342,1.743,1,1.162,1.84,1.747,1.323,1.413,1.009,1.009,2.177,1.537,1.077,3.178,1.195,2.203,2.63,2.036,2.039,2.11,1.853,1.813,2.164,1.599,2.295
"Feb 01, 2016",2.022,2.75,2.746,2.467,2.217,2.868,2.941,3.349,3.054,2.691,2.842,2.688,3.285,2.458,2.77,2.82,4.64,2.055,2.357,2.717,1.473,1.351,1.75,1.001,1.17,1.825,1.757,1.315,1.396,1.006,1.008,2.155,1.536,1.068,3.185,1.188,2.188,2.63,1.952,2.033,2.108,1.861,1.826,2.168,1.602,2.304
"Feb 08, 2016",2.032,2.768,2.76,2.49,2.227,2.862,2.96,3.361,3.084,2.72,2.859,2.742,3.342,2.484,2.791,2.829,4.668,2.072,2.351,2.729,1.483,1.353,1.772,1.011,1.165,1.848,1.777,1.316,1.396,1.002,1.008,2.179,1.548,1.063,3.221,1.19,2.192,2.646,1.962,2.013,2.12,1.826,1.788,2.095,1.571,2.306
"Feb 15, 2016",2.034,2.768,2.771,2.5,2.231,2.873,2.971,3.455,3.092,2.707,2.862,2.719,3.335,2.503,2.744,2.838,4.72,2.059,2.357,2.718,1.483,1.362,1.778,1.01,1.156,1.858,1.78,1.313,1.395,1.001,1.011,2.193,1.561,1.063,3.086,1.2,2.198,2.642,2.001,1.999,2.132,1.867,1.823,2.148,1.629,2.316
"Feb 22, 2016",2.028,2.76,2.77,2.535,2.241,2.896,2.941,3.426,3.075,2.695,2.764,2.723,3.327,2.486,2.745,2.829,4.752,2.082,2.357,2.603,1.475,1.352,1.775,1.01,1.149,1.837,1.783,1.27,1.372,0.995,1.008,2.196,1.565,1.063,3.131,1.199,2.205,2.658,2.026,2.002,2.129,1.865,1.821,2.141,1.628,2.311
"Feb 29, 2016",2.026,2.766,2.793,2.573,2.251,2.917,2.977,3.451,3.085,2.694,2.772,2.725,3.336,2.48,2.745,2.833,4.746,2.081,2.376,2.589,1.469,1.353,1.76,1.01,1.145,1.825,1.779,1.264,1.369,0.983,0.998,2.198,1.569,1.061,3.133,1.17,2.215,2.666,2.02,2.039,2.128,1.837,1.79,2.145,1.58,2.312
"Mar 07, 2016",2.02,2.761,2.799,2.558,2.249,2.92,2.984,3.505,3.111,2.692,2.757,2.719,3.318,2.498,2.728,2.819,4.687,2.064,2.376,2.597,1.459,1.334,1.743,1.012,1.148,1.821,1.772,1.253,1.376,0.99,1.004,2.178,1.561,1.059,3.044,1.155,2.215,2.678,2.016,2.035,2.124,1.855,1.787,2.209,1.623,2.302
"Mar 14, 2016",2.022,2.764,2.815,2.588,2.246,2.938,2.963,3.532,3.196,2.7,2.747,2.697,3.333,2.53,2.721,2.808,4.707,2.065,2.359,2.553,1.46,1.341,1.745,1.014,1.159,1.796,1.769,1.255,1.354,1.002,1.006,2.181,1.558,1.068,3.071,1.169,2.217,2.687,1.999,2.035,2.13,1.847,1.752,2.27,1.618,2.313
"Mar 21, 2016",2.014,2.754,2.822,2.592,2.264,2.927,2.989,3.549,3.181,2.682,2.744,2.698,3.324,2.526,2.678,2.797,4.721,2.063,2.361,2.471,1.453,1.336,1.732,1.015,1.164,1.788,1.726,1.25,1.363,1.002,0.999,2.174,1.549,1.051,3.058,1.17,2.225,2.7,2.007,2.047,2.132,1.824,1.751,2.169,1.583,2.313
"Mar 28, 2016",2.008,2.748,2.802,2.512,2.261,2.912,2.981,3.516,3.151,2.695,2.763,2.694,3.301,2.517,2.727,2.778,4.716,2.059,2.33,2.446,1.445,1.335,1.721,1.014,1.156,1.781,1.699,1.241,1.358,1.002,0.997,2.172,1.527,1.047,3.08,1.148,2.221,2.696,2.005,2.047,2.126,1.831,1.765,2.178,1.584,2.312
"Oct 03, 2016",1.984,2.76,2.789,2.698,2.158,2.818,3.063,3.385,3.152,2.658,2.771,2.627,3.206,2.538,2.654,2.862,4.864,1.846,2.418,2.758,1.394,1.337,1.578,0.968,1.155,1.673,1.639,1.205,1.236,1,0.953,2.027,1.406,1.001,3.291,1.146,2.091,2.495,1.776,1.896,2.116,1.893,1.844,2.059,1.675,2.34
"Oct 10, 2016",2.018,2.801,2.845,2.701,2.227,2.825,3.149,3.395,3.251,2.689,2.817,2.595,3.259,2.559,2.704,2.903,4.896,1.865,2.467,2.82,1.42,1.387,1.645,0.988,1.206,1.732,1.701,1.232,1.3,1.043,0.977,2.068,1.426,1.055,2.763,1.188,2.125,2.548,1.837,1.898,2.149,1.961,1.921,2.178,1.73,2.359
"Oct 17, 2016",2.053,2.826,2.875,2.742,2.246,2.829,3.186,3.441,3.308,2.734,2.844,2.586,3.264,2.611,2.769,2.902,4.938,1.862,2.429,2.852,1.459,1.417,1.717,1.018,1.204,1.746,1.727,1.296,1.287,1.049,1.006,2.133,1.437,1.084,2.899,1.25,2.149,2.59,1.883,1.911,2.157,2.062,1.993,2.37,1.815,2.509
"Oct 24, 2016",2.069,2.843,2.902,2.738,2.266,2.9,3.206,3.474,3.316,2.737,2.853,2.613,3.271,2.621,2.758,2.928,4.955,1.872,2.464,2.889,1.474,1.429,1.722,1.032,1.209,1.748,1.721,1.315,1.3,1.06,1.068,2.116,1.471,1.119,2.968,1.284,2.154,2.612,1.854,1.917,2.167,2.088,2.008,2.423,1.847,2.539
"Oct 31, 2016",2.059,2.827,2.918,2.733,2.292,2.917,3.223,3.47,3.328,2.736,2.844,2.617,3.277,2.61,2.765,2.874,4.657,1.918,2.456,2.892,1.479,1.415,1.73,1.035,1.229,1.743,1.727,1.33,1.291,1.064,1.09,2.156,1.471,1.123,2.903,1.304,2.061,2.213,1.866,1.898,2.171,2.102,2.02,2.425,1.858,2.574
"Nov 07, 2016",2.064,2.837,2.932,2.776,2.28,2.932,3.231,3.463,3.371,2.779,2.859,2.748,3.366,2.648,2.78,2.845,4.54,1.886,2.447,2.921,1.483,1.432,1.755,1.034,1.222,1.787,1.661,1.333,1.288,1.067,1.085,2.167,1.488,1.134,2.936,1.332,2.063,2.221,1.843,1.906,2.177,2.076,2.032,2.078,1.872,2.608
"Nov 14, 2016",2.045,2.802,2.905,2.66,2.279,2.886,3.219,3.282,3.385,2.71,2.654,2.714,3.168,2.63,2.697,2.845,4.574,1.916,2.418,2.912,1.487,1.384,1.714,1.04,1.225,1.818,1.668,1.329,1.358,1.069,1.098,2.167,1.487,1.149,2.969,1.364,2.055,2.249,1.836,1.889,2.152,1.921,1.953,2.064,1.543,2.439
"Nov 21, 2016",2.061,2.821,2.923,2.677,2.291,2.899,3.237,3.296,3.417,2.732,2.645,2.727,3.176,2.647,2.735,2.86,4.642,1.967,2.39,2.916,1.503,1.376,1.775,1.034,1.19,1.872,1.732,1.343,1.345,1.066,1.101,2.207,1.505,1.157,3.064,1.341,2.085,2.308,1.884,1.92,2.152,1.906,1.904,2.08,1.566,2.43
"Nov 28, 2016",2.077,2.836,2.93,2.688,2.302,2.896,3.262,3.286,3.409,2.756,2.674,2.726,3.187,2.66,2.779,2.87,4.657,2.002,2.443,2.801,1.519,1.383,1.802,1.038,1.194,1.883,1.746,1.353,1.345,1.075,1.105,2.3,1.52,1.159,3.078,1.353,2.097,2.328,1.899,1.933,2.159,1.928,1.919,2.13,1.588,2.452
"Dec 05, 2016",2.118,2.887,2.974,2.775,2.32,2.908,3.308,3.337,3.501,2.808,2.718,2.753,3.225,2.73,2.824,2.923,4.724,2.045,2.503,2.835,1.551,1.423,1.827,1.053,1.222,1.898,1.781,1.366,1.404,1.101,1.117,2.343,1.532,1.184,3.172,1.391,2.138,2.363,1.978,1.977,2.184,1.983,1.985,2.167,1.634,2.504
"Dec 12, 2016",2.157,2.917,2.995,2.802,2.356,2.915,3.325,3.365,3.523,2.832,2.75,2.772,3.279,2.756,2.839,2.966,4.75,2.113,2.548,2.863,1.595,1.464,1.909,1.072,1.256,1.955,1.816,1.411,1.459,1.136,1.164,2.38,1.646,1.22,3.235,1.424,2.159,2.382,2.025,1.986,2.203,2.071,2.08,2.262,1.717,2.576
"Dec 19, 2016",2.188,2.939,3.016,2.812,2.36,2.952,3.351,3.34,3.55,2.871,2.785,2.81,3.355,2.798,2.869,2.969,4.76,2.122,2.535,2.884,1.631,1.498,1.959,1.102,1.277,1.97,1.843,1.441,1.483,1.164,1.256,2.423,1.708,1.273,3.211,1.47,2.183,2.408,2.063,1.999,2.226,2.134,2.118,2.325,1.821,2.642
"Dec 26, 2016",2.213,2.959,3.028,2.828,2.387,2.956,3.377,3.35,3.526,2.904,2.79,2.829,3.419,2.822,2.911,2.98,4.78,2.141,2.535,2.902,1.661,1.522,2.004,1.121,1.308,2.007,1.873,1.463,1.549,1.177,1.294,2.494,1.671,1.306,3.244,1.476,2.189,2.374,2.026,2.05,2.245,2.185,2.154,2.395,1.901,2.666
"Jan 02, 2017",2.271,3.012,3.065,2.866,2.441,2.971,3.394,3.385,3.6,2.954,2.855,2.852,3.493,2.864,2.971,3.047,4.849,2.232,2.589,2.963,1.721,1.597,2.071,1.167,1.366,2.044,1.911,1.533,1.606,1.212,1.327,2.586,1.758,1.355,3.363,1.527,2.241,2.426,2.109,2.11,2.277,2.269,2.221,2.54,1.988,2.751
"Jan 09, 2017",2.298,3.043,3.083,2.887,2.44,2.985,3.435,3.485,3.606,3.002,2.879,2.897,3.532,2.927,3.009,3.066,4.865,2.248,2.617,2.97,1.745,1.607,2.114,1.182,1.382,2.049,1.932,1.543,1.634,1.236,1.375,2.611,1.784,1.369,3.374,1.58,2.255,2.441,2.134,2.121,2.289,2.311,2.238,2.563,2.065,2.815
"Jan 16, 2017",2.326,3.066,3.098,2.964,2.469,3.018,3.411,3.559,3.59,3.023,2.883,2.917,3.55,2.959,3.022,3.095,4.914,2.282,2.635,2.996,1.771,1.621,2.14,1.198,1.404,2.084,1.965,1.551,1.667,1.248,1.406,2.666,1.83,1.393,3.44,1.596,2.289,2.491,2.189,2.149,2.307,2.39,2.28,2.698,2.202,2.853
"Jan 23, 2017",2.354,3.106,3.128,2.977,2.489,3.045,3.438,3.561,3.653,3.071,2.936,2.99,3.619,3.014,3.05,3.133,4.934,2.329,2.668,3.053,1.79,1.65,2.161,1.208,1.43,2.112,1.983,1.562,1.704,1.256,1.419,2.682,1.843,1.409,3.493,1.607,2.317,2.52,2.204,2.173,2.344,2.421,2.317,2.749,2.231,2.855
"Jan 30, 2017",2.394,3.141,3.165,3.013,2.548,3.074,3.487,3.628,3.65,3.115,2.953,3.027,3.677,3.045,3.111,3.156,4.986,2.342,2.682,3.077,1.832,1.709,2.194,1.236,1.494,2.152,2.022,1.62,1.746,1.299,1.44,2.731,1.856,1.446,3.597,1.624,2.357,2.564,2.267,2.198,2.38,2.473,2.354,2.825,2.284,2.93
"Feb 06, 2017",2.453,3.191,3.199,3.002,2.626,3.09,3.51,3.659,3.697,3.192,3.031,3.073,3.751,3.131,3.186,3.184,5.051,2.349,2.682,3.149,1.892,1.776,2.266,1.28,1.536,2.167,2.072,1.678,1.823,1.354,1.474,2.823,1.877,1.467,3.718,1.694,2.438,2.645,2.354,2.264,2.469,2.565,2.433,2.956,2.388,3.009
"Feb 13, 2017",2.451,3.202,3.205,3.03,2.639,3.099,3.521,3.694,3.666,3.199,3.047,3.093,3.709,3.138,3.2,3.205,5.057,2.362,2.706,3.186,1.88,1.742,2.267,1.271,1.528,2.174,2.048,1.68,1.812,1.342,1.469,2.824,1.884,1.478,3.651,1.682,2.437,2.655,2.35,2.261,2.466,2.549,2.433,2.938,2.327,3.034
"Feb 20, 2017",2.447,3.208,3.211,2.998,2.65,3.094,3.539,3.674,3.683,3.2,3.046,3.054,3.705,3.147,3.205,3.217,5.078,2.373,2.715,3.197,1.87,1.734,2.266,1.264,1.494,2.173,2.045,1.674,1.781,1.318,1.446,2.836,1.878,1.45,3.659,1.654,2.434,2.66,2.333,2.262,2.461,2.543,2.418,2.954,2.323,3.03
"Feb 27, 2017",2.417,3.161,3.208,2.989,2.65,3.109,3.531,3.654,3.67,3.147,3.042,3.054,3.68,3.133,3.082,3.149,5.07,2.372,2.7,2.866,1.85,1.725,2.257,1.251,1.484,2.137,2.035,1.65,1.758,1.296,1.403,2.829,1.845,1.427,3.655,1.61,2.423,2.648,2.253,2.269,2.468,2.516,2.374,2.978,2.292,3.024
"Mar 06, 2017",2.419,3.199,3.207,2.959,2.634,3.108,3.536,3.655,3.695,3.177,3.029,3.053,3.647,3.127,3.179,3.219,5.06,2.421,2.71,3.183,1.827,1.712,2.178,1.221,1.447,2.08,2.014,1.619,1.747,1.281,1.386,2.796,1.848,1.407,3.66,1.606,2.433,2.644,2.325,2.269,2.466,2.492,2.349,2.949,2.274,2.998
"Mar 13, 2017",2.41,3.195,3.227,2.992,2.621,3.123,3.576,3.702,3.725,3.196,3.067,3.136,3.761,3.195,3.106,3.174,5.099,2.379,2.743,2.869,1.815,1.692,2.198,1.214,1.444,2.11,2.018,1.617,1.752,1.254,1.37,2.709,1.875,1.386,3.676,1.572,2.404,2.622,2.242,2.261,2.441,2.5,2.348,2.984,2.284,3.011
"Mar 20, 2017",2.405,3.196,3.228,2.988,2.607,3.131,3.582,3.703,3.733,3.202,3.076,3.135,3.769,3.214,3.1,3.167,5.109,2.373,2.721,2.875,1.805,1.696,2.201,1.205,1.443,2.103,2.006,1.584,1.722,1.238,1.34,2.71,1.871,1.368,3.71,1.565,2.403,2.642,2.246,2.257,2.426,2.488,2.339,2.966,2.26,3.016
"Mar 27, 2017",2.39,3.177,3.209,2.969,2.596,3.12,3.579,3.654,3.673,3.181,3.08,3.145,3.757,3.174,3.083,3.152,5.089,2.369,2.707,2.85,1.791,1.673,2.147,1.191,1.427,2.09,2.005,1.585,1.701,1.218,1.316,2.697,1.864,1.356,3.7,1.561,2.401,2.642,2.231,2.27,2.418,2.483,2.337,2.97,2.253,2.997
"Oct 02, 2017",2.277,3,2.895,2.767,2.524,2.884,3.011,3.377,3.276,2.972,2.926,2.943,3.45,2.892,2.963,3.103,4.789,2.114,2.771,2.927,1.727,1.588,1.911,1.302,1.5,1.97,1.878,1.581,1.668,1.366,1.311,2.475,1.816,1.387,3.119,1.515,2.296,2.511,2.033,2.293,2.28,2.005,2.009,2.217,1.606,2.492
"Oct 09, 2017",2.305,3.027,2.931,2.796,2.538,2.907,3.072,3.452,3.32,2.987,2.922,2.912,3.465,2.917,2.986,3.137,4.825,2.18,2.779,2.976,1.755,1.606,1.934,1.322,1.515,1.974,1.914,1.629,1.68,1.387,1.339,2.514,1.811,1.448,3.241,1.533,2.309,2.54,2.055,2.329,2.265,2.069,2.059,2.222,1.727,2.549
"Oct 16, 2017",2.315,3.03,2.947,2.833,2.566,2.925,3.077,3.488,3.319,2.993,2.921,2.957,3.476,2.917,2.985,3.129,4.826,2.144,2.771,2.987,1.772,1.608,1.972,1.336,1.513,1.985,1.939,1.652,1.698,1.395,1.342,2.546,1.839,1.461,3.25,1.546,2.312,2.547,2.059,2.319,2.274,2.083,2.067,2.224,1.759,2.561
"Oct 23, 2017",2.322,3.032,2.947,2.816,2.608,2.891,3.083,3.462,3.31,2.994,2.895,2.976,3.492,2.924,2.976,3.133,4.833,2.137,2.783,2.984,1.783,1.604,1.996,1.347,1.515,2.056,1.954,1.644,1.693,1.389,1.388,2.563,1.864,1.468,3.256,1.55,2.315,2.544,2.05,2.329,2.281,2.093,2.064,2.248,1.782,2.579
"Oct 30, 2017",2.344,3.046,2.963,2.806,2.624,2.916,3.086,3.472,3.352,3.017,2.906,3.03,3.497,2.94,3.003,3.136,4.837,2.15,2.782,2.982,1.812,1.621,2.057,1.384,1.542,2.078,1.965,1.676,1.714,1.401,1.431,2.625,1.879,1.509,3.203,1.592,2.332,2.558,2.058,2.353,2.299,2.106,2.07,2.3,1.776,2.612
"Nov 06, 2017",2.361,3.068,3.004,2.854,2.645,2.993,3.09,3.509,3.425,3.044,2.894,3.014,3.541,2.986,3.025,3.138,4.793,2.197,2.792,2.97,1.825,1.635,2.092,1.402,1.574,2.098,1.998,1.675,1.729,1.429,1.473,2.618,1.92,1.529,3.067,1.616,2.34,2.564,2.093,2.344,2.307,2.145,2.091,2.391,1.805,2.672
"Nov 13, 2017",2.382,3.088,3.028,2.864,2.668,3.021,3.1,3.54,3.471,3.085,2.921,3.067,3.604,3.039,3.047,3.132,4.743,2.21,2.805,2.955,1.847,1.674,2.115,1.404,1.579,2.132,2.061,1.667,1.755,1.435,1.516,2.636,1.94,1.55,3.047,1.63,2.35,2.557,2.139,2.327,2.331,2.185,2.105,2.437,1.856,2.77
"Nov 20, 2017",2.419,3.137,3.041,2.878,2.673,3.056,3.104,3.563,3.478,3.157,2.944,3.115,3.662,3.136,3.11,3.178,4.844,2.232,2.844,2.98,1.877,1.698,2.144,1.437,1.604,2.165,2.089,1.714,1.759,1.457,1.542,2.671,1.964,1.57,3.071,1.676,2.376,2.57,2.164,2.366,2.355,2.216,2.13,2.464,1.885,2.822
"Nov 27, 2017",2.435,3.146,3.044,2.886,2.678,3.057,3.103,3.547,3.484,3.182,2.938,3.117,3.659,3.191,3.124,3.174,4.827,2.247,2.833,2.985,1.898,1.728,2.179,1.458,1.613,2.197,2.095,1.738,1.778,1.477,1.561,2.682,1.972,1.576,3.065,1.707,2.391,2.582,2.193,2.365,2.376,2.231,2.142,2.484,1.904,2.834
"Dec 04, 2017",2.452,3.174,3.1,2.897,2.692,3.088,3.231,3.55,3.559,3.199,2.941,3.146,3.676,3.223,3.124,3.195,4.857,2.278,2.836,3.019,1.911,1.749,2.185,1.462,1.639,2.215,2.121,1.768,1.805,1.489,1.568,2.688,1.976,1.586,3.024,1.712,2.422,2.59,2.221,2.395,2.424,2.183,2.196,2.489,1.909,2.356
"Dec 11, 2017",2.482,3.222,3.161,2.917,2.722,3.118,3.335,3.732,3.653,3.231,2.965,3.158,3.712,3.259,3.157,3.254,4.911,2.35,2.887,3.084,1.927,1.759,2.203,1.464,1.645,2.226,2.146,1.782,1.832,1.484,1.567,2.728,1.99,1.591,3.061,1.724,2.444,2.611,2.261,2.421,2.435,2.221,2.247,2.524,1.942,2.371
"Dec 18, 2017",2.485,3.232,3.185,2.921,2.735,3.124,3.38,3.776,3.691,3.255,2.975,3.163,3.716,3.325,3.151,3.237,4.837,2.355,2.888,3.075,1.926,1.74,2.206,1.457,1.649,2.233,2.157,1.78,1.825,1.477,1.578,2.723,2.011,1.586,3.046,1.743,2.441,2.606,2.251,2.423,2.434,2.215,2.244,2.484,1.942,2.374
"Dec 25, 2017",2.496,3.248,3.207,2.926,2.753,3.128,3.451,3.783,3.681,3.276,2.987,3.168,3.735,3.358,3.166,3.244,4.837,2.361,2.904,3.074,1.935,1.745,2.224,1.463,1.643,2.236,2.175,1.783,1.835,1.482,1.58,2.725,2.026,1.596,3.058,1.755,2.443,2.606,2.265,2.425,2.432,2.225,2.25,2.49,1.954,2.395
"Jan 01, 2018",2.52,3.286,3.235,2.957,2.794,3.166,3.43,3.83,3.75,3.325,3.079,3.212,3.755,3.443,3.181,3.273,4.805,2.45,2.935,3.103,1.946,1.765,2.257,1.483,1.67,2.265,2.159,1.774,1.87,1.488,1.556,2.742,2.027,1.608,3.087,1.768,2.472,2.639,2.287,2.469,2.453,2.251,2.251,2.53,2.015,2.418
