Back to Contents,Data 1: Residential Heating Oil Weekly Heating Oil and Propane Prices (October - March),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,W_EPD2F_PRS_NUS_DPG,W_EPD2F_PRS_R10_DPG,W_EPD2F_PRS_R1X_DPG,W_EPD2F_PRS_SCT_DPG,W_EPD2F_PRS_SME_DPG,W_EPD2F_PRS_SMA_DPG,W_EPD2F_PRS_SNH_DPG,W_EPD2F_PRS_SRI_DPG,W_EPD2F_PRS_SVT_DPG,W_EPD2F_PRS_R1Y_DPG,W_EPD2F_PRS_SDE_DPG,W_EPD2F_PRS_SDC_DPG,W_EPD2F_PRS_SMD_DPG,W_EPD2F_PRS_SNJ_DPG,W_EPD2F_PRS_SNY_DPG,W_EPD2F_PRS_SPA_DPG,W_EPD2F_PRS_R1Z_DPG,W_EPD2F_PRS_SNC_DPG,W_EPD2F_PRS_SVA_DPG,W_EPD2F_PRS_R20_DPG,W_EPD2F_PRS_SIL_DPG,W_EPD2F_PRS_SIN_DPG,W_EPD2F_PRS_SIA_DPG,W_EPD2F_PRS_SKY_DPG,W_EPD2F_PRS_SMI_DPG,W_EPD2F_PRS_SMN_DPG,W_EPD2F_PRS_SNE_DPG,W_EPD2F_PRS_SOH_DPG,W_EPD2F_PRS_SWI_DPG
"Nov 02, 2020",2.131,2.138,2.04,2.023,1.856,2.077,2.082,2.205,2.04,2.234,2.356,,2.368,2.271,2.335,2.031,2.145,2.056,2.219,1.993,,2.078,1.579,1.949,1.919,2.356,1.613,1.964,1.786
"Nov 09, 2020",2.142,2.149,2.061,2.065,1.871,2.095,2.087,2.207,2.039,2.233,2.348,,2.347,2.281,2.347,2.019,2.147,2.062,2.219,2.027,,2.095,1.765,1.961,1.982,2.363,1.645,1.979,1.846
"Nov 16, 2020",2.177,2.184,2.099,2.123,1.902,2.134,2.105,2.212,2.053,2.267,2.451,,2.411,2.361,2.369,2.052,2.153,2.068,2.224,2.064,,2.122,1.737,2.045,2.015,2.406,1.708,2,1.907
"Nov 23, 2020",2.202,2.209,2.123,2.16,1.902,2.153,2.131,2.249,2.076,2.295,2.461,,2.449,2.376,2.398,2.078,2.156,2.068,2.23,2.073,,2.162,1.815,2.045,2.023,2.415,1.745,2.003,1.911
"Nov 30, 2020",2.264,2.272,2.192,2.232,1.977,2.23,2.186,2.309,2.135,2.355,2.475,,2.524,2.425,2.452,2.152,2.199,2.115,2.27,2.112,,2.195,1.84,2.055,2.039,2.439,1.779,2.069,1.94
"Dec 07, 2020",2.294,2.303,2.226,2.26,2.005,2.259,2.251,2.299,2.179,2.383,2.511,,2.534,2.464,2.482,2.173,2.23,2.159,2.289,2.131,,2.221,1.866,2.096,2.077,2.457,1.797,2.086,1.948
"Dec 14, 2020",2.339,2.346,2.277,2.324,2.051,2.307,2.289,2.348,2.215,2.417,2.585,,2.596,2.531,2.503,2.211,2.257,2.172,2.329,2.227,,2.244,1.951,2.106,2.122,2.594,1.896,2.15,1.998
"Dec 21, 2020",2.423,2.43,2.356,2.434,2.128,2.39,2.322,2.393,2.272,2.513,2.74,,2.634,2.642,2.581,2.307,2.306,2.228,2.371,2.295,,2.336,2.013,2.132,2.211,2.671,1.968,2.197,2.081
"Dec 28, 2020",2.439,2.445,2.382,2.444,2.158,2.413,2.384,2.423,2.282,2.514,2.755,,2.641,2.651,2.591,2.304,2.318,2.238,2.385,2.335,,2.365,2,2.179,2.224,2.683,1.983,2.28,2.097
"Jan 04, 2021",2.458,2.465,2.402,2.452,2.172,2.434,2.396,2.545,2.296,2.537,2.78,,2.666,2.667,2.611,2.318,2.333,2.243,2.409,2.342,,2.371,2.01,2.182,2.218,2.688,1.969,2.286,2.129
"Jan 11, 2021",2.504,2.513,2.463,2.502,2.226,2.493,2.491,2.575,2.385,2.572,2.848,,2.718,2.757,2.649,2.341,2.364,2.294,2.423,2.353,,2.37,2.032,2.195,2.247,2.742,2.001,2.273,2.122
"Jan 18, 2021",2.558,2.568,2.512,2.536,2.287,2.541,2.55,2.659,2.418,2.634,2.916,,2.742,2.783,2.705,2.427,2.411,2.334,2.477,2.396,,2.433,2.064,2.286,2.281,2.786,2.029,2.323,2.145
"Jan 25, 2021",2.569,2.579,2.521,2.546,2.289,2.55,2.566,2.671,2.435,2.646,2.945,,2.756,2.802,2.714,2.442,2.427,2.342,2.497,2.391,,2.446,2.079,2.286,2.285,2.794,2.029,2.299,2.148
"Feb 01, 2021",2.602,2.613,2.552,2.587,2.304,2.583,2.59,2.691,2.444,2.685,2.98,,2.82,2.868,2.742,2.479,2.441,2.356,2.512,2.413,,2.454,2.106,2.296,2.312,2.795,2.037,2.342,2.152
"Feb 08, 2021",2.667,2.678,2.627,2.669,2.366,2.663,2.665,2.724,2.523,2.739,2.954,,2.877,2.879,2.817,2.518,2.515,2.443,2.576,2.483,,2.536,2.197,2.386,2.403,2.839,2.12,2.395,2.266
"Feb 15, 2021",2.744,2.753,2.715,2.771,2.44,2.759,2.747,2.743,2.612,2.802,3.025,,2.983,2.933,2.888,2.563,2.579,2.491,2.655,2.576,,2.65,2.286,2.477,2.484,2.914,2.216,2.496,2.371
"Feb 22, 2021",2.808,2.817,2.772,2.82,2.501,2.82,2.805,2.797,2.68,2.873,3.135,,3.04,3.075,2.96,2.613,2.643,2.582,2.696,2.654,,2.718,2.323,2.535,2.562,2.964,2.298,2.591,2.471
"Mar 01, 2021",2.852,2.859,2.809,2.86,2.543,2.848,2.842,2.843,2.744,2.921,3.156,,3.067,3.113,3,2.661,2.689,2.629,2.74,2.727,,2.721,2.431,2.584,2.636,3.127,2.378,2.627,2.504
"Mar 08, 2021",2.884,2.89,2.838,2.895,2.584,2.882,2.843,2.866,2.768,2.956,3.152,,3.116,3.146,3.032,2.698,2.712,2.646,2.769,2.777,,2.753,2.633,2.602,2.683,3.207,2.602,2.65,2.537
"Mar 15, 2021",2.903,2.907,2.849,2.912,2.601,2.896,2.815,2.935,2.776,2.976,3.237,,3.145,3.184,3.038,2.729,2.741,2.701,2.775,2.83,,2.864,2.595,2.653,2.659,3.221,2.618,2.744,2.615
"Mar 22, 2021",2.88,2.884,2.829,2.868,2.591,2.883,2.821,2.895,2.761,2.949,3.219,,3.122,3.157,3.011,2.698,2.772,2.727,2.811,2.801,,2.791,2.438,2.717,2.624,3.198,2.558,2.715,2.596
"Mar 29, 2021",2.863,2.868,2.811,2.838,2.572,2.857,2.837,2.892,2.768,2.933,3.19,,3.085,3.167,3.004,2.666,2.764,2.718,2.803,2.781,,2.784,2.379,2.705,2.637,3.176,2.483,2.685,2.573
"Oct 04, 2021",3.175,3.178,3.081,3.17,2.852,3.101,3.038,3.248,3.002,3.284,3.334,,3.275,3.331,3.408,3,3.037,3.016,3.061,3.098,,3.057,2.868,2.921,3.114,3.437,2.832,3.026,2.94
"Oct 11, 2021",3.284,3.288,3.198,3.281,2.999,3.231,3.143,3.302,3.073,3.38,3.431,,3.379,3.443,3.517,3.117,3.146,3.121,3.176,3.18,,3.324,2.978,2.994,3.148,3.531,2.88,3.095,3.03
"Oct 18, 2021",3.366,3.374,3.28,3.355,3.088,3.31,3.221,3.435,3.175,3.47,3.55,,3.49,3.561,3.612,3.181,3.233,3.236,3.231,3.184,,3.337,3.003,3.091,3.173,3.538,2.943,3.105,3
"Oct 25, 2021",3.397,3.405,3.316,3.408,3.128,3.33,3.266,3.411,3.231,3.501,3.602,,3.538,3.597,3.641,3.198,3.293,3.281,3.304,3.213,,3.348,3.054,3.164,3.186,3.561,2.939,3.093,3.053
"Nov 01, 2021",3.395,3.403,3.319,3.38,3.139,3.348,3.277,3.437,3.261,3.492,3.6,,3.465,3.579,3.622,3.221,3.306,3.292,3.319,3.189,,3.287,3.078,3.205,3.179,3.559,2.912,3.013,3.059
"Nov 08, 2021",3.405,3.413,3.318,3.372,3.141,3.35,3.28,3.417,3.28,3.513,3.612,,3.552,3.58,3.614,3.267,3.322,3.303,3.337,3.245,,3.303,3.071,3.204,3.149,3.55,2.899,3.245,3.053
"Nov 15, 2021",3.408,3.415,3.323,3.372,3.151,3.351,3.298,3.443,3.286,3.507,3.612,,3.579,3.581,3.619,3.257,3.331,3.315,3.346,3.253,,3.309,3.062,3.198,3.162,3.547,2.859,3.285,3.022
"Nov 22, 2021",3.384,3.391,3.304,3.335,3.139,3.335,3.297,3.419,3.276,3.478,3.609,,3.551,3.558,3.582,3.235,3.32,3.304,3.334,3.238,,3.296,2.986,3.172,3.158,3.524,2.834,3.306,2.962
"Nov 29, 2021",3.363,3.371,3.291,3.301,3.14,3.35,3.296,3.305,3.25,3.446,3.62,,3.541,3.538,3.549,3.208,3.345,3.3,3.386,3.204,,3.325,2.893,3.167,3.126,3.42,2.784,3.29,2.953
"Dec 06, 2021",3.321,3.328,3.254,3.259,3.128,3.293,3.282,3.251,3.226,3.399,3.565,,3.521,3.49,3.491,3.17,3.325,3.263,3.379,3.166,,3.258,2.832,3.102,3.071,3.349,2.67,3.279,2.917
"Dec 13, 2021",3.35,3.361,3.274,3.278,3.126,3.317,3.31,3.306,3.213,3.446,3.63,,3.554,3.541,3.55,3.196,3.304,3.243,3.355,3.136,,3.258,2.872,3.11,3.098,3.35,2.687,3.198,2.891
"Dec 20, 2021",3.344,3.355,3.265,3.263,3.103,3.318,3.309,3.299,3.199,3.445,3.638,,3.586,3.539,3.546,3.175,3.294,3.223,3.356,3.127,,3.227,2.792,3.108,3.077,3.439,2.672,3.16,2.864
"Dec 27, 2021",3.366,3.379,3.287,3.299,3.115,3.334,3.316,3.353,3.205,3.472,3.632,,3.542,3.576,3.587,3.2,3.286,3.207,3.348,3.106,,3.207,2.835,3.101,3.084,3.384,2.695,3.137,2.857
"Jan 03, 2022",3.39,3.404,3.315,3.336,3.139,3.367,3.32,3.388,3.241,3.496,3.639,,3.579,3.59,3.62,3.206,3.302,3.231,3.371,3.116,,3.216,2.89,3.106,3.095,3.373,2.749,3.148,2.876
"Jan 10, 2022",3.46,3.476,3.4,3.44,3.223,3.456,3.383,3.44,3.265,3.559,3.673,,3.6,3.684,3.676,3.267,3.327,3.251,3.393,3.149,,3.292,2.972,3.132,3.123,3.383,2.847,3.19,2.908
"Jan 17, 2022",3.6,3.619,3.55,3.6,3.336,3.627,3.539,3.502,3.37,3.696,3.843,,3.736,3.86,3.814,3.413,3.418,3.338,3.478,3.215,,3.351,3.051,3.186,3.176,3.458,2.894,3.242,2.998
"Jan 24, 2022",3.671,3.692,3.631,3.675,3.441,3.677,3.641,3.704,3.456,3.763,3.963,,3.832,3.932,3.876,3.479,3.453,3.381,3.51,3.24,,3.372,3.075,3.22,3.218,3.506,2.955,3.245,3.025
"Jan 31, 2022",3.776,3.8,3.75,3.79,3.537,3.805,3.762,3.805,3.603,3.864,4.032,,3.899,4.044,3.982,3.581,3.529,3.484,3.569,3.291,,3.443,3.215,3.295,3.285,3.56,3.02,3.284,3.074
"Feb 07, 2022",3.891,3.915,3.869,3.931,3.654,3.919,3.883,3.857,3.688,3.976,4.1,,4.065,4.149,4.076,3.691,3.623,3.6,3.645,3.411,,3.589,3.239,3.38,3.449,3.666,3.108,3.348,3.273
"Feb 14, 2022",3.956,3.981,3.932,3.969,3.715,3.984,3.935,4.077,3.8,4.043,4.219,,4.15,4.236,4.154,3.753,3.687,3.673,3.699,3.453,,3.631,3.309,3.456,3.459,3.71,3.151,3.393,3.318
"Feb 21, 2022",3.956,3.977,3.918,3.929,3.733,3.966,3.951,3.993,3.853,4.047,4.231,,4.182,4.229,4.141,3.768,3.725,3.697,3.748,3.545,,3.634,3.31,3.542,3.461,3.729,3.154,3.627,3.317
"Feb 28, 2022",4.054,4.076,4.011,4.026,3.83,4.064,4.024,4.105,3.947,4.156,4.403,,4.218,4.344,4.256,3.874,3.758,3.751,3.765,3.619,,3.727,3.431,3.635,3.541,3.849,3.25,3.695,3.35
"Mar 07, 2022",4.922,4.951,4.961,5.065,4.721,5.067,4.718,5.281,4.696,4.969,5.333,,4.968,5.192,5.017,4.793,4.449,4.441,4.455,4.328,,4.496,4.084,4.465,4.329,4.372,3.83,4.521,3.988
"Mar 14, 2022",4.935,4.956,4.957,4.823,4.907,5.013,5.216,4.83,4.804,4.973,5.208,,5.003,5.181,5.001,4.836,4.628,4.584,4.666,4.511,,4.58,4.133,4.647,4.374,4.8,4.003,4.621,4.178
"Mar 21, 2022",4.886,4.907,4.908,4.829,4.815,4.934,5.097,4.987,4.784,4.924,5.134,,4.875,5.126,5.004,4.713,4.603,4.523,4.673,4.446,,4.545,4.123,4.589,4.236,4.594,4.003,4.673,4.095
"Mar 28, 2022",5.127,5.152,5.126,5.071,4.997,5.217,5.2,5.012,5.052,5.206,5.314,,5.081,5.343,5.315,4.95,4.626,4.588,4.659,4.644,,4.733,4.389,4.842,4.45,4.875,4.257,4.835,4.243
"Oct 03, 2022",4.705,4.718,4.568,4.636,4.349,4.559,4.608,4.765,4.535,4.882,4.928,,5.058,4.884,4.915,4.764,4.441,4.382,4.488,4.45,,4.422,4.123,4.378,4.401,4.599,3.892,4.681,4.066
"Oct 10, 2022",5.345,5.359,5.279,5.481,4.971,5.336,5.048,5.408,5.148,5.466,5.59,,5.436,5.499,5.529,5.335,4.798,4.753,4.83,5.052,,5.192,4.517,4.827,4.758,5.083,4.441,5.476,4.639
"Oct 17, 2022",5.722,5.748,5.706,5.786,5.42,5.756,5.724,5.846,5.456,5.827,5.908,,5.754,5.864,5.865,5.756,5.044,4.963,5.105,5.208,,5.335,4.579,5.063,4.977,5.221,4.591,5.641,4.752
"Oct 24, 2022",5.699,5.726,5.702,5.79,5.481,5.731,5.728,5.611,5.546,5.786,5.87,,5.704,5.93,5.799,5.738,5.118,5.036,5.184,5.167,,5.304,4.79,5.028,4.745,5.318,4.662,5.543,4.702
"Oct 31, 2022",5.836,5.868,5.806,5.922,5.542,5.843,5.749,5.884,5.68,5.962,6.104,,5.986,6.141,5.989,5.848,5.217,5.17,5.254,5.197,,5.256,4.734,5.116,4.76,5.217,4.516,5.693,4.697
"Nov 07, 2022",5.902,5.931,5.882,5.966,5.69,5.927,5.814,5.871,5.872,6.009,6.158,,6.043,6.157,6.06,5.863,5.405,5.265,5.516,5.326,,5.451,4.589,5.326,5.113,5.131,4.438,5.945,4.758
"Nov 14, 2022",5.783,5.805,5.744,5.667,5.69,5.815,5.814,5.615,5.781,5.884,6.093,,5.932,6.055,5.91,5.767,5.427,5.272,5.547,5.306,,5.437,4.542,5.161,5.106,4.76,4.276,6.001,4.732
"Nov 21, 2022",5.431,5.451,5.35,5.227,5.349,5.333,5.649,5.19,5.371,5.558,5.759,,5.67,5.72,5.584,5.414,5.321,5.207,5.411,5.037,,5.232,4.37,5.041,4.76,4.972,4.187,5.647,4.424
"Nov 28, 2022",5.142,5.152,5.083,4.929,5.084,5.083,5.43,4.771,5.17,5.217,5.584,,5.415,5.385,5.289,4.996,5.197,5.109,5.267,4.923,,5.017,4.198,4.859,4.7,4.881,3.995,5.491,4.334
"Dec 05, 2022",4.855,4.872,4.804,4.616,4.739,4.862,5.156,4.561,4.834,4.937,5.28,,5.044,5.053,5.073,4.635,4.85,4.869,4.834,4.498,,4.82,3.957,4.274,4.172,4.649,3.745,4.815,4.155
"Dec 12, 2022",4.545,4.568,4.503,4.295,4.467,4.517,4.923,4.323,4.604,4.622,5.007,,4.72,4.771,4.765,4.293,4.675,4.595,4.737,4.08,,4.226,3.657,4.176,3.843,4.279,3.443,4.157,3.941
"Dec 19, 2022",4.597,4.625,4.576,4.461,4.482,4.62,4.821,4.41,4.629,4.672,5.087,,4.818,4.865,4.815,4.327,4.627,4.474,4.745,4.009,,4.103,3.524,4.117,3.831,4.237,3.471,4.191,3.668
"Dec 26, 2022",4.638,4.67,4.602,4.56,4.449,4.664,4.741,4.464,4.536,4.739,5.091,,4.852,4.915,4.895,4.384,4.569,4.428,4.68,3.978,,3.926,3.607,4.089,3.805,4.219,3.443,4.177,3.613
"Jan 02, 2023",4.663,4.694,4.621,4.604,4.417,4.687,4.715,4.565,4.598,4.77,5.169,,4.972,4.974,4.884,4.449,4.554,4.402,4.673,4.015,,3.968,3.684,4.194,3.786,4.301,3.481,4.219,3.621
"Jan 09, 2023",4.546,4.573,4.501,4.459,4.328,4.583,4.586,4.47,4.432,4.644,5.15,,4.896,4.852,4.733,4.355,4.504,4.35,4.626,3.981,,3.883,3.581,4.06,3.73,4.285,3.456,4.199,3.599
"Jan 16, 2023",4.598,4.621,4.529,4.532,4.301,4.602,4.577,4.542,4.505,4.714,5.12,,4.841,4.937,4.825,4.407,4.502,4.355,4.618,4.115,,4.043,3.637,4.093,3.871,4.306,3.512,4.448,3.667
"Jan 23, 2023",4.701,4.721,4.622,4.657,4.392,4.705,4.598,4.651,4.53,4.825,5.242,,4.919,5.068,4.941,4.498,4.513,4.371,4.625,4.292,,4.227,3.792,4.172,4.044,4.39,3.659,4.677,3.86
"Jan 30, 2023",4.657,4.673,4.599,4.567,4.42,4.701,4.612,4.614,4.567,4.752,5.158,,4.888,5.035,4.825,4.481,4.534,4.359,4.672,4.321,,4.24,3.707,4.131,4.044,4.488,3.604,4.712,3.855
"Feb 06, 2023",4.463,4.478,4.43,4.304,4.339,4.509,4.601,4.416,4.368,4.527,4.925,,4.609,4.733,4.636,4.233,4.413,4.253,4.539,4.164,,4.036,3.655,3.995,3.862,4.401,3.408,4.485,3.759
"Feb 13, 2023",4.388,4.403,4.336,4.192,4.195,4.452,4.508,4.315,4.3,4.469,4.843,,4.538,4.636,4.6,4.15,4.349,4.178,4.484,4.086,,3.99,3.639,3.913,3.825,4.317,3.394,4.378,3.694
"Feb 20, 2023",4.263,4.277,4.2,4.073,4.006,4.292,4.429,4.172,4.229,4.351,4.714,,4.43,4.493,4.501,4.009,4.233,4.102,4.336,3.975,,3.907,3.496,3.822,3.739,4.296,3.379,4.19,3.6
"Feb 27, 2023",4.23,4.245,4.171,4.061,3.96,4.264,4.375,4.187,4.161,4.316,4.688,,4.392,4.464,4.477,3.959,4.207,4.069,4.315,3.929,,3.855,3.526,3.815,3.687,4.29,3.364,4.12,3.551
"Mar 06, 2023",4.245,4.261,4.19,4.111,3.953,4.271,4.374,4.259,4.146,4.334,4.705,,4.48,4.428,4.488,3.99,4.157,3.993,4.286,3.929,,3.808,3.585,3.816,3.728,4.25,3.424,4.119,3.564
"Mar 13, 2023",4.184,4.198,4.122,4.037,3.898,4.201,4.315,4.174,4.071,4.274,4.633,,4.315,4.405,4.421,3.942,4.135,3.958,4.275,3.885,,3.735,3.517,3.704,3.647,4.218,3.368,4.094,3.516
"Mar 20, 2023",4.133,4.148,4.06,3.96,3.827,4.147,4.287,4.048,4.027,4.233,4.579,,4.275,4.334,4.405,3.867,4.103,3.924,4.243,3.829,,3.689,3.454,3.66,3.571,4.194,3.271,4.026,3.462
"Mar 27, 2023",4.073,4.087,4,3.919,3.785,4.088,4.148,4.018,4.004,4.173,4.481,,4.212,4.316,4.34,3.807,4.037,3.882,4.159,3.781,,3.728,3.445,3.637,3.575,4.158,3.258,3.92,3.44
