Dependency=County	Dependency=Geometry Building Type RECS	Dependency=Vacancy Status	Option=No	Option=Yes	source_count	source_weight	sampling_probability
MO, Montgomery County	Mobile Home	Vacant	1	0	0	115	1.2032e-06
MO, Montgomery County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.86909e-06
MO, Montgomery County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	5.00035e-07
MO, Montgomery County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.51439e-06
MO, Montgomery County	Multi-Family with 5+ Units	Vacant	1	0	0	115	2.90361e-07
MO, Montgomery County	Single-Family Attached	Occupied	1	0	0	115	9.68959e-07
MO, Montgomery County	Single-Family Attached	Vacant	1	0	0	115	1.45504e-07
MO, Montgomery County	Single-Family Detached	Occupied	0.996426	0.00357386	22.0114	6159	3.05192e-05
MO, Montgomery County	Single-Family Detached	Vacant	1	0	0	115	5.22581e-06
MO, Morgan County	Mobile Home	Occupied	1	0	0	115	9.19531e-06
MO, Morgan County	Mobile Home	Vacant	1	0	0	115	5.59466e-06
MO, Morgan County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	4.39641e-06
MO, Morgan County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	3.39647e-06
MO, Morgan County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.53686e-06
MO, Morgan County	Multi-Family with 5+ Units	Vacant	1	0	0	115	5.34684e-06
MO, Morgan County	Single-Family Attached	Occupied	1	0	0	115	4.28393e-06
MO, Morgan County	Single-Family Attached	Vacant	1	0	0	115	6.492e-07
MO, Morgan County	Single-Family Detached	Occupied	0.998391	0.00160916	24.8052	15415	4.93242e-05
MO, Morgan County	Single-Family Detached	Vacant	1	0	0	115	3.19909e-05
MO, New Madrid County	Mobile Home	Occupied	1	0	0	115	5.1313e-06
MO, New Madrid County	Mobile Home	Vacant	1	0	0	115	1.19524e-06
MO, New Madrid County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	5.41224e-06
MO, New Madrid County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	9.28938e-07
MO, New Madrid County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.06297e-06
MO, New Madrid County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.15388e-07
MO, New Madrid County	Single-Family Attached	Occupied	1	0	0	115	5.80328e-07
MO, New Madrid County	Single-Family Attached	Vacant	1	0	0	115	3.72802e-09
MO, New Madrid County	Single-Family Detached	Occupied	0.997992	0.00200839	17.1717	8550	4.37918e-05
MO, New Madrid County	Single-Family Detached	Vacant	1	0	0	115	5.9599e-06
MO, Newton County	Mobile Home	Occupied	1	0	0	115	1.29822e-05
MO, Newton County	Mobile Home	Vacant	1	0	0	115	1.84546e-06
MO, Newton County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	8.62103e-06
MO, Newton County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	1.71297e-06
MO, Newton County	Multi-Family with 5+ Units	Occupied	1	0	0	115	7.89617e-06
MO, Newton County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.32447e-06
MO, Newton County	Single-Family Attached	Occupied	1	0	0	115	2.74703e-06
MO, Newton County	Single-Family Attached	Vacant	1	0	0	115	2.04001e-07
MO, Newton County	Single-Family Detached	Occupied	0.997914	0.00208626	50.8191	24359	0.000131541
MO, Newton County	Single-Family Detached	Vacant	1	0	0	115	1.39804e-05
MO, Nodaway County	Mobile Home	Occupied	1	0	0	115	3.48507e-06
MO, Nodaway County	Mobile Home	Vacant	1	0	0	115	1.356e-06
MO, Nodaway County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	4.66351e-06
MO, Nodaway County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	8.93455e-07
MO, Nodaway County	Multi-Family with 5+ Units	Occupied	1	0	0	115	2.9372e-06
MO, Nodaway County	Multi-Family with 5+ Units	Vacant	1	0	0	115	4.42286e-07
MO, Nodaway County	Single-Family Attached	Occupied	1	0	0	115	6.55129e-07
MO, Nodaway County	Single-Family Attached	Vacant	1	0	0	115	6.90455e-08
MO, Nodaway County	Single-Family Detached	Occupied	0.995383	0.00461694	44.4519	9628	4.61753e-05
MO, Nodaway County	Single-Family Detached	Vacant	1	0	0	115	1.15967e-05
MO, Oregon County	Mobile Home	Occupied	1	0	0	115	5.13581e-06
MO, Oregon County	Mobile Home	Vacant	1	0	0	115	1.43444e-06
MO, Oregon County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.97009e-06
MO, Oregon County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	2.2574e-07
MO, Oregon County	Multi-Family with 5+ Units	Occupied	1	0	0	115	8.17412e-07
MO, Oregon County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.80095e-07
MO, Oregon County	Single-Family Attached	Occupied	1	0	0	115	1.99741e-07
MO, Oregon County	Single-Family Attached	Vacant	1	0	0	115	5.27094e-08
MO, Oregon County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	2.57793e-05
MO, Oregon County	Single-Family Detached	Vacant	1	0	0	115	5.00325e-06
MO, Osage County	Mobile Home	Occupied	1	0	0	115	2.4502e-06
MO, Osage County	Mobile Home	Vacant	1	0	0	115	5.23813e-07
MO, Osage County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	4.07121e-06
MO, Osage County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	9.22203e-07
MO, Osage County	Multi-Family with 5+ Units	Occupied	1	0	0	115	3.19443e-06
MO, Osage County	Multi-Family with 5+ Units	Vacant	1	0	0	115	4.64962e-07
MO, Osage County	Single-Family Attached	Occupied	1	0	0	115	8.55142e-07
MO, Osage County	Single-Family Attached	Vacant	1	0	0	115	9.42375e-08
MO, Osage County	Single-Family Detached	Occupied	0.997578	0.0024222	15.8606	6548	3.26265e-05
MO, Osage County	Single-Family Detached	Vacant	1	0	0	115	3.95078e-06
MO, Ozark County	Mobile Home	Occupied	1	0	0	115	5.30496e-06
MO, Ozark County	Mobile Home	Vacant	1	0	0	115	1.48169e-06
MO, Ozark County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.03497e-06
MO, Ozark County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	2.33175e-07
MO, Ozark County	Multi-Family with 5+ Units	Occupied	1	0	0	115	8.44334e-07
MO, Ozark County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.86026e-07
MO, Ozark County	Single-Family Attached	Occupied	1	0	0	115	2.0632e-07
MO, Ozark County	Single-Family Attached	Vacant	1	0	0	115	5.44454e-08
MO, Ozark County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	2.66284e-05
MO, Ozark County	Single-Family Detached	Vacant	1	0	0	115	5.16803e-06
MO, Pemiscot County	Mobile Home	Occupied	1	0	0	115	4.87503e-06
MO, Pemiscot County	Mobile Home	Vacant	1	0	0	115	1.13555e-06
MO, Pemiscot County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	5.14193e-06
MO, Pemiscot County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	8.82544e-07
MO, Pemiscot County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.00988e-06
MO, Pemiscot County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.09625e-07
MO, Pemiscot County	Single-Family Attached	Occupied	1	0	0	115	5.51344e-07
MO, Pemiscot County	Single-Family Attached	Vacant	1	0	0	115	3.54183e-09
MO, Pemiscot County	Single-Family Detached	Occupied	0.998231	0.00176939	14.3727	8123	4.16046e-05
MO, Pemiscot County	Single-Family Detached	Vacant	1	0	0	115	5.66224e-06
MO, Perry County	Mobile Home	Occupied	1	0	0	115	8.09273e-06
MO, Perry County	Mobile Home	Vacant	1	0	0	115	1.93948e-06
MO, Perry County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	3.17035e-06
MO, Perry County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	3.46737e-07
MO, Perry County	Multi-Family with 5+ Units	Occupied	1	0	0	115	3.1446e-06
MO, Perry County	Multi-Family with 5+ Units	Vacant	1	0	0	115	7.64751e-07
MO, Perry County	Single-Family Attached	Occupied	1	0	0	115	8.72599e-07
MO, Perry County	Single-Family Attached	Vacant	1	0	0	115	0
MO, Perry County	Single-Family Detached	Occupied	0.997941	0.00205878	17.7199	8607	3.9324e-05
MO, Perry County	Single-Family Detached	Vacant	1	0	0	115	6.9544e-06
MO, Pettis County	Mobile Home	Occupied	1	0	0	115	6.32652e-06
MO, Pettis County	Mobile Home	Vacant	1	0	0	115	2.60634e-06
MO, Pettis County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	7.2363e-06
MO, Pettis County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	1.63884e-06
MO, Pettis County	Multi-Family with 5+ Units	Occupied	1	0	0	115	5.70324e-06
MO, Pettis County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.22591e-06
MO, Pettis County	Single-Family Attached	Occupied	1	0	0	115	1.80633e-06
MO, Pettis County	Single-Family Attached	Vacant	1	0	0	115	2.77084e-07
MO, Pettis County	Single-Family Detached	Occupied	0.996707	0.00329279	59.9419	18204	9.42361e-05
MO, Pettis County	Single-Family Detached	Vacant	1	0	0	115	1.55941e-05
MO, Phelps County	Mobile Home	Occupied	1	0	0	115	1.48424e-05
MO, Phelps County	Mobile Home	Vacant	1	0	0	115	3.4365e-06
MO, Phelps County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.2256e-05
MO, Phelps County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	1.55358e-06
MO, Phelps County	Multi-Family with 5+ Units	Occupied	1	0	0	115	5.12543e-06
MO, Phelps County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.53129e-06
MO, Phelps County	Single-Family Attached	Occupied	1	0	0	115	1.90302e-06
MO, Phelps County	Single-Family Attached	Vacant	1	0	0	115	2.58562e-08
MO, Phelps County	Single-Family Detached	Occupied	0.998033	0.00196731	38.9271	19787	8.62424e-05
MO, Phelps County	Single-Family Detached	Vacant	1	0	0	115	2.16174e-05
MO, Pike County	Mobile Home	Occupied	1	0	0	115	5.07915e-06
MO, Pike County	Mobile Home	Vacant	1	0	0	115	1.52905e-06
MO, Pike County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.37528e-06
MO, Pike County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	6.35455e-07
MO, Pike County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.92452e-06
MO, Pike County	Multi-Family with 5+ Units	Vacant	1	0	0	115	3.68997e-07
MO, Pike County	Single-Family Attached	Occupied	1	0	0	115	1.23137e-06
MO, Pike County	Single-Family Attached	Vacant	1	0	0	115	1.8491e-07
MO, Pike County	Single-Family Detached	Occupied	0.996579	0.00342138	26.7791	7827	3.87844e-05
MO, Pike County	Single-Family Detached	Vacant	1	0	0	115	6.64106e-06
MO, Platte County	Mobile Home	Occupied	1	0	0	115	2.97154e-06
MO, Platte County	Mobile Home	Vacant	1	0	0	115	3.07601e-07
MO, Platte County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.9309e-05
MO, Platte County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	9.25272e-07
MO, Platte County	Multi-Family with 5+ Units	Occupied	1	0	0	115	4.63214e-05
MO, Platte County	Multi-Family with 5+ Units	Vacant	1	0	0	115	8.26935e-06
MO, Platte County	Single-Family Attached	Occupied	1	0	0	115	1.89139e-05
MO, Platte County	Single-Family Attached	Vacant	1	0	0	115	8.74172e-07
MO, Platte County	Single-Family Detached	Occupied	0.993374	0.00662586	266.545	40228	0.000196183
MO, Platte County	Single-Family Detached	Vacant	1	0	0	115	7.90244e-06
MO, Polk County	Mobile Home	Occupied	1	0	0	115	9.76833e-06
MO, Polk County	Mobile Home	Vacant	1	0	0	115	6.22359e-06
MO, Polk County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	5.09384e-06
MO, Polk County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	6.91552e-07
MO, Polk County	Multi-Family with 5+ Units	Occupied	1	0	0	115	3.35669e-06
MO, Polk County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.20531e-07
MO, Polk County	Single-Family Attached	Occupied	1	0	0	115	1.25615e-06
MO, Polk County	Single-Family Attached	Vacant	1	0	0	115	2.16039e-07
MO, Polk County	Single-Family Detached	Occupied	0.997918	0.00208167	27.8091	13359	5.80096e-05
MO, Polk County	Single-Family Detached	Vacant	1	0	0	115	1.55447e-05
MO, Pulaski County	Mobile Home	Occupied	1	0	0	115	1.10719e-05
MO, Pulaski County	Mobile Home	Vacant	1	0	0	115	6.73646e-06
MO, Pulaski County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	5.29366e-06
MO, Pulaski County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	4.08965e-06
MO, Pulaski County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.85052e-06
MO, Pulaski County	Multi-Family with 5+ Units	Vacant	1	0	0	115	6.43806e-06
MO, Pulaski County	Single-Family Attached	Occupied	1	0	0	115	5.15822e-06
MO, Pulaski County	Single-Family Attached	Vacant	1	0	0	115	7.81693e-07
MO, Pulaski County	Single-Family Detached	Occupied	0.99752	0.00247952	46.0224	18561	5.93906e-05
MO, Pulaski County	Single-Family Detached	Vacant	1	0	0	115	3.85198e-05
MO, Putnam County	Mobile Home	Occupied	1	0	0	115	1.0747e-06
MO, Putnam County	Mobile Home	Vacant	1	0	0	115	4.18151e-07
MO, Putnam County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.4381e-06
MO, Putnam County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	2.75516e-07
MO, Putnam County	Multi-Family with 5+ Units	Occupied	1	0	0	115	9.05748e-07
MO, Putnam County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.36389e-07
MO, Putnam County	Single-Family Attached	Occupied	1	0	0	115	2.02023e-07
MO, Putnam County	Single-Family Attached	Vacant	1	0	0	115	2.12917e-08
MO, Putnam County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	1.42391e-05
MO, Putnam County	Single-Family Detached	Vacant	1	0	0	115	3.57609e-06
MO, Ralls County	Mobile Home	Occupied	1	0	0	115	2.6518e-06
MO, Ralls County	Mobile Home	Vacant	1	0	0	115	1.16468e-06
MO, Ralls County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.53982e-06
MO, Ralls County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	5.44733e-07
MO, Ralls County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.80678e-06
MO, Ralls County	Multi-Family with 5+ Units	Vacant	1	0	0	115	3.33558e-07
MO, Ralls County	Single-Family Attached	Occupied	1	0	0	115	5.14094e-07
MO, Ralls County	Single-Family Attached	Vacant	1	0	0	115	0
MO, Ralls County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	2.40506e-05
MO, Ralls County	Single-Family Detached	Vacant	1	0	0	115	5.03794e-06
MO, Randolph County	Mobile Home	Occupied	1	0	0	115	3.70646e-06
MO, Randolph County	Mobile Home	Vacant	1	0	0	115	1.52695e-06
MO, Randolph County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	4.23947e-06
MO, Randolph County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	9.60132e-07
MO, Randolph County	Multi-Family with 5+ Units	Occupied	1	0	0	115	3.3413e-06
MO, Randolph County	Multi-Family with 5+ Units	Vacant	1	0	0	115	7.18214e-07
MO, Randolph County	Single-Family Attached	Occupied	1	0	0	115	1.05826e-06
MO, Randolph County	Single-Family Attached	Vacant	1	0	0	115	1.62333e-07
MO, Randolph County	Single-Family Detached	Occupied	0.99713	0.00287023	30.611	10665	5.52092e-05
MO, Randolph County	Single-Family Detached	Vacant	1	0	0	115	9.13599e-06
MO, Ray County	Mobile Home	Occupied	1	0	0	115	4.45477e-06
MO, Ray County	Mobile Home	Vacant	1	0	0	115	1.33017e-06
MO, Ray County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	5.71726e-06
MO, Ray County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	7.38602e-07
MO, Ray County	Multi-Family with 5+ Units	Occupied	1	0	0	115	3.16592e-06
MO, Ray County	Multi-Family with 5+ Units	Vacant	1	0	0	115	5.5754e-07
MO, Ray County	Single-Family Attached	Occupied	1	0	0	115	2.30629e-06
MO, Ray County	Single-Family Attached	Vacant	1	0	0	115	1.65812e-07
MO, Ray County	Single-Family Detached	Occupied	0.995687	0.00431266	42.9843	9967	5.16229e-05
MO, Ray County	Single-Family Detached	Vacant	1	0	0	115	4.75939e-06
MO, Reynolds County	Mobile Home	Occupied	1	0	0	115	3.40338e-06
MO, Reynolds County	Mobile Home	Vacant	1	0	0	115	1.31751e-06
MO, Reynolds County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.4167e-06
MO, Reynolds County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	3.34943e-07
MO, Reynolds County	Multi-Family with 5+ Units	Occupied	1	0	0	115	7.29216e-07
MO, Reynolds County	Multi-Family with 5+ Units	Vacant	1	0	0	115	2.03205e-07
MO, Reynolds County	Single-Family Attached	Occupied	1	0	0	115	2.44895e-07
MO, Reynolds County	Single-Family Attached	Vacant	1	0	0	115	1.56027e-08
MO, Reynolds County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	1.79549e-05
MO, Reynolds County	Single-Family Detached	Vacant	1	0	0	115	4.41377e-06
MO, Ripley County	Mobile Home	Occupied	1	0	0	115	5.56056e-06
MO, Ripley County	Mobile Home	Vacant	1	0	0	115	2.1526e-06
MO, Ripley County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	2.31466e-06
MO, Ripley County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	5.47242e-07
MO, Ripley County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.19142e-06
MO, Ripley County	Multi-Family with 5+ Units	Vacant	1	0	0	115	3.32004e-07
MO, Ripley County	Single-Family Attached	Occupied	1	0	0	115	4.00118e-07
MO, Ripley County	Single-Family Attached	Vacant	1	0	0	115	2.54923e-08
MO, Ripley County	Single-Family Detached	Occupied	0.998193	0.00180748	11.8155	6537	2.93354e-05
MO, Ripley County	Single-Family Detached	Vacant	1	0	0	115	7.21137e-06
MO, Saline County	Mobile Home	Occupied	1	0	0	115	3.50663e-06
MO, Saline County	Mobile Home	Vacant	1	0	0	115	1.44463e-06
MO, Saline County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	4.0109e-06
MO, Saline County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	9.08367e-07
MO, Saline County	Multi-Family with 5+ Units	Occupied	1	0	0	115	3.16116e-06
MO, Saline County	Multi-Family with 5+ Units	Vacant	1	0	0	115	6.79492e-07
MO, Saline County	Single-Family Attached	Occupied	1	0	0	115	1.00121e-06
MO, Saline County	Single-Family Attached	Vacant	1	0	0	115	1.53581e-07
MO, Saline County	Single-Family Detached	Occupied	0.996326	0.00367391	37.0697	10090	5.22327e-05
MO, Saline County	Single-Family Detached	Vacant	1	0	0	115	8.64343e-06
MO, Schuyler County	Mobile Home	Occupied	1	0	0	115	1.07143e-06
MO, Schuyler County	Mobile Home	Vacant	1	0	0	115	4.70577e-07
MO, Schuyler County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.02619e-06
MO, Schuyler County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	2.20094e-07
MO, Schuyler County	Multi-Family with 5+ Units	Occupied	1	0	0	115	7.3001e-07
MO, Schuyler County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.34771e-07
MO, Schuyler County	Single-Family Attached	Occupied	1	0	0	115	2.07714e-07
MO, Schuyler County	Single-Family Attached	Vacant	1	0	0	115	0
MO, Schuyler County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	9.71742e-06
MO, Schuyler County	Single-Family Detached	Vacant	1	0	0	115	2.03553e-06
MO, Scotland County	Mobile Home	Occupied	1	0	0	115	1.21206e-06
MO, Scotland County	Mobile Home	Vacant	1	0	0	115	5.32341e-07
MO, Scotland County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.16088e-06
MO, Scotland County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	2.48981e-07
MO, Scotland County	Multi-Family with 5+ Units	Occupied	1	0	0	115	8.25825e-07
MO, Scotland County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.5246e-07
MO, Scotland County	Single-Family Attached	Occupied	1	0	0	115	2.34977e-07
MO, Scotland County	Single-Family Attached	Vacant	1	0	0	115	0
MO, Scotland County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	1.09928e-05
MO, Scotland County	Single-Family Detached	Vacant	1	0	0	115	2.30269e-06
MO, Scott County	Mobile Home	Occupied	1	0	0	115	1.12562e-05
MO, Scott County	Mobile Home	Vacant	1	0	0	115	1.83188e-06
MO, Scott County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	6.64004e-06
MO, Scott County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	1.76454e-06
MO, Scott County	Multi-Family with 5+ Units	Occupied	1	0	0	115	9.27235e-06
MO, Scott County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.71588e-06
MO, Scott County	Single-Family Attached	Occupied	1	0	0	115	1.86524e-06
MO, Scott County	Single-Family Attached	Vacant	1	0	0	115	4.48203e-07
MO, Scott County	Single-Family Detached	Occupied	0.99679	0.0032105	54.6555	17024	8.52982e-05
MO, Scott County	Single-Family Detached	Vacant	1	0	0	115	7.70039e-06
MO, Shannon County	Mobile Home	Occupied	1	0	0	115	3.8998e-06
MO, Shannon County	Mobile Home	Vacant	1	0	0	115	1.08922e-06
MO, Shannon County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.49596e-06
MO, Shannon County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	1.71412e-07
MO, Shannon County	Multi-Family with 5+ Units	Occupied	1	0	0	115	6.20691e-07
MO, Shannon County	Multi-Family with 5+ Units	Vacant	1	0	0	115	1.36753e-07
MO, Shannon County	Single-Family Attached	Occupied	1	0	0	115	1.51671e-07
MO, Shannon County	Single-Family Attached	Vacant	1	0	0	115	4.00241e-08
MO, Shannon County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	1.95752e-05
MO, Shannon County	Single-Family Detached	Vacant	1	0	0	115	3.79914e-06
MO, Shelby County	Mobile Home	Occupied	1	0	0	115	1.6432e-06
MO, Shelby County	Mobile Home	Vacant	1	0	0	115	7.217e-07
MO, Shelby County	Multi-Family with 2 - 4 Units	Occupied	1	0	0	115	1.57382e-06
MO, Shelby County	Multi-Family with 2 - 4 Units	Vacant	1	0	0	115	3.37547e-07
MO, Shelby County	Multi-Family with 5+ Units	Occupied	1	0	0	115	1.11958e-06
MO, Shelby County	Multi-Family with 5+ Units	Vacant	1	0	0	115	2.06691e-07
MO, Shelby County	Single-Family Attached	Occupied	1	0	0	115	3.18561e-07
MO, Shelby County	Single-Family Attached	Vacant	1	0	0	115	0
MO, Shelby County	Single-Family Detached	Occupied	0.99655	0.00345004	9448.88	2.73877e+06	1.49031e-05
MO, Shelby County	Single-Family Detached	Vacant	1	0	0	115	3.12179e-06
MO, St. Charles County	Mobile Home	Occupied	1	0	0	115	2.62686e-05
