Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage ACS	Option=Double, Clear, Metal, Air	Option=Double, Clear, Metal, Air, Exterior Clear Storm	Option=Double, Clear, Non-metal, Air	Option=Double, Clear, Non-metal, Air, Exterior Clear Storm	Option=Double, Low-E, Non-metal, Air, M-Gain	Option=Single, Clear, Metal	Option=Single, Clear, Metal, Exterior Clear Storm	Option=Single, Clear, Non-metal	Option=Single, Clear, Non-metal, Exterior Clear Storm	Option=Triple, Low-E, Non-metal, Air, L-Gain	Option=Void	source_count	source_weight	sampling_probability
4B	150-200%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	12	6629.65	0
4B	150-200%	Single-Family Detached	Owner	<1940	0.578241	0.0408607	0.0627155	0.00886343	0.0627155	0.12941	0.00914459	0.100919	0.00713129	0	0	10	6629.65	2.20646e-05
4B	150-200%	Single-Family Detached	Renter	<1940	0.122485	0.00865523	0.0556252	0.00786138	0.0556252	0.198251	0.0140092	0.483775	0.0341854	0.0195275	0	85	0	8.88796e-06
4B	200-300%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	262	5500.1	0
4B	200-300%	Single-Family Detached	Owner	<1940	0.15375	0.0108646	0.200588	0.0283486	0.200588	0.0860718	0.00608216	0.280541	0.0198241	0.013343	0	203	5500.1	4.30591e-05
4B	200-300%	Single-Family Detached	Renter	<1940	0.0654256	0.00462322	0.0785574	0.0111023	0.0785574	0.188636	0.0133297	0.522824	0.0369447	0	0	59	0	1.22448e-05
4B	300-400%	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	262	6785.13	0
4B	300-400%	Single-Family Detached	Owner	<1940	0.15375	0.0108646	0.200588	0.0283486	0.200588	0.0860718	0.00608216	0.280541	0.0198241	0.013343	0	203	6785.13	3.35133e-05
4B	300-400%	Single-Family Detached	Renter	<1940	0.0654256	0.00462322	0.0785574	0.0111023	0.0785574	0.188636	0.0133297	0.522824	0.0369447	0	0	59	0	7.21258e-06
4B	400%+	Single-Family Detached	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	10	12746	0
4B	400%+	Single-Family Detached	Owner	<1940	0.224652	0.0158748	0.107561	0.0152014	0.107561	0	0	0.425414	0.0300614	0.0736733	0	10	12746	7.75735e-05
4B	400%+	Single-Family Detached	Renter	<1940	0.313046	0.022121	0.103171	0.0145809	0.103171	0.139638	0.00986736	0.274974	0.0194307	0	0	28	0	1.01317e-05
4B	Not Available	Single-Family Detached	Not Available	<1940	0.314431	0.0222189	0.118488	0.0167456	0.118488	0.0695209	0.00491261	0.285542	0.0201775	0.0294762	0	21	36022.4	7.39568e-05
4B	Not Available	Single-Family Detached	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	20	36022.4	0
4B	Not Available	Single-Family Detached	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	120	0	0
4C	0-100%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	325	0	0
4C	0-100%	Mobile Home	Owner	1940-59	0.181756	0.0141806	0.209339	0.0323185	0.209339	0.0509103	0.0039957	0.27089	0.0208788	0.00639199	0	230	0	4.68485e-06
4C	0-100%	Mobile Home	Renter	1940-59	0.169708	0.0120897	0.127012	0.0195877	0.127012	0.112364	0.00881458	0.394263	0.0291499	0	0	95	0	1.94948e-06
4C	100-150%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	325	0	0
4C	100-150%	Mobile Home	Owner	1940-59	0.181756	0.0141806	0.209339	0.0323185	0.209339	0.0509103	0.0039957	0.27089	0.0208788	0.00639199	0	230	0	3.60501e-06
4C	100-150%	Mobile Home	Renter	1940-59	0.169708	0.0120897	0.127012	0.0195877	0.127012	0.112364	0.00881458	0.394263	0.0291499	0	0	95	0	1.14486e-06
4C	150-200%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	325	6349.5	0
4C	150-200%	Mobile Home	Owner	1940-59	0.181756	0.0141806	0.209339	0.0323185	0.209339	0.0509103	0.0039957	0.27089	0.0208788	0.00639199	0	230	6349.5	2.5062e-06
4C	150-200%	Mobile Home	Renter	1940-59	0.169708	0.0120897	0.127012	0.0195877	0.127012	0.112364	0.00881458	0.394263	0.0291499	0	0	95	0	8.12134e-07
4C	200-300%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	414	8.46322	0
4C	200-300%	Mobile Home	Owner	1940-59	0.0850675	0.0062573	0.235784	0.0367722	0.235784	0.0566324	0.00445154	0.30503	0.0224809	0.0117404	0	368	8.46322	4.18671e-06
4C	200-300%	Mobile Home	Renter	1940-59	0.13194	0.0104785	0.149989	0.0268014	0.149989	0.0262458	0.00307538	0.466082	0.0354	0	0	46	0	1.11069e-06
4C	300-400%	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	414	0	0
4C	300-400%	Mobile Home	Owner	1940-59	0.0850675	0.0062573	0.235784	0.0367722	0.235784	0.0566324	0.00445154	0.30503	0.0224809	0.0117404	0	368	0	2.36544e-06
4C	300-400%	Mobile Home	Renter	1940-59	0.13194	0.0104785	0.149989	0.0268014	0.149989	0.0262458	0.00307538	0.466082	0.0354	0	0	46	0	6.05422e-07
4C	400%+	Mobile Home	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	513	0	0
4C	400%+	Mobile Home	Owner	1940-59	0.0929494	0.00703618	0.280694	0.0436938	0.280694	0.0405205	0.00301921	0.21884	0.0169388	0.0156143	0	471	0	3.63856e-06
4C	400%+	Mobile Home	Renter	1940-59	0.0860228	0.0060787	0.204255	0.0330277	0.204255	0.18783	0.0132728	0.239438	0.0212754	0.00454457	0	42	0	7.39604e-07
4C	Not Available	Mobile Home	Not Available	1940-59	0.113818	0.00858995	0.237514	0.0370952	0.237514	0.0563911	0.00434685	0.273078	0.0207977	0.0108551	0	951	6357.96	3.09461e-06
4C	Not Available	Mobile Home	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	810	6357.96	0
4C	Not Available	Mobile Home	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	141	0	0
4C	0-100%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	13	36999.7	0
4C	0-100%	Mobile Home	Owner	1960-79	0.161425	0.0199514	0.173155	0.0428023	0.173155	0.0841562	0.0104013	0.298109	0.0368449	0	0	13	36999.7	7.95179e-05
4C	0-100%	Mobile Home	Renter	1960-79	0.152558	0.0117338	0.112347	0.0174885	0.112347	0.196383	0.0145549	0.357336	0.0252508	0	0	95	0	3.63749e-05
4C	100-150%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	13	10531.3	0
4C	100-150%	Mobile Home	Owner	1960-79	0.161425	0.0199514	0.173155	0.0428023	0.173155	0.0841562	0.0104013	0.298109	0.0368449	0	0	13	10531.3	7.30423e-05
4C	100-150%	Mobile Home	Renter	1960-79	0.152558	0.0117338	0.112347	0.0174885	0.112347	0.196383	0.0145549	0.357336	0.0252508	0	0	95	0	2.29889e-05
4C	150-200%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	13	24688.8	0
4C	150-200%	Mobile Home	Owner	1960-79	0.161425	0.0199514	0.173155	0.0428023	0.173155	0.0841562	0.0104013	0.298109	0.0368449	0	0	13	24688.8	5.87316e-05
4C	150-200%	Mobile Home	Renter	1960-79	0.152558	0.0117338	0.112347	0.0174885	0.112347	0.196383	0.0145549	0.357336	0.0252508	0	0	95	0	1.78226e-05
4C	200-300%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	439	34512.7	0
4C	200-300%	Mobile Home	Owner	1960-79	0.152291	0.0114153	0.279089	0.0443743	0.279089	0.0522747	0.00443693	0.151199	0.0114291	0.0144014	0	377	25486.5	9.37189e-05
4C	200-300%	Mobile Home	Renter	1960-79	0.130826	0.00924469	0.210747	0.0351442	0.210747	0.155724	0.013442	0.217509	0.0166155	0	0	62	9026.17	2.33974e-05
4C	300-400%	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	439	5637.88	0
4C	300-400%	Mobile Home	Owner	1960-79	0.152291	0.0114153	0.279089	0.0443743	0.279089	0.0522747	0.00443693	0.151199	0.0114291	0.0144014	0	377	5637.88	5.68936e-05
4C	300-400%	Mobile Home	Renter	1960-79	0.130826	0.00924469	0.210747	0.0351442	0.210747	0.155724	0.013442	0.217509	0.0166155	0	0	62	0	1.25299e-05
4C	400%+	Mobile Home	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	449	16085.9	0
4C	400%+	Mobile Home	Owner	1960-79	0.143461	0.0115187	0.298728	0.047183	0.298728	0.0408159	0.00327029	0.125585	0.00901115	0.0217003	0	409	16085.9	7.85516e-05
4C	400%+	Mobile Home	Renter	1960-79	0.257197	0.0197401	0.215928	0.0353244	0.215928	0.0583733	0.00559302	0.179248	0.0126671	0	0	40	0	1.6188e-05
4C	Not Available	Mobile Home	Not Available	1960-79	0.129846	0.0160484	0.239776	0.0592705	0.239776	0.0473972	0.00585808	0.233204	0.028823	0	0	18	128456	6.37776e-05
4C	Not Available	Mobile Home	Owner	1960-79	0	0	0	0	0	0	0	0	0	0	1	17	119430	0
4C	Not Available	Mobile Home	Renter	1960-79	0	0	0	0	0	0	0	0	0	0	1	136	9026.17	0
4C	0-100%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	300	18423	0
4C	0-100%	Mobile Home	Owner	1980-99	0.236267	0.0179429	0.212159	0.0302633	0.161473	0.176646	0.0127541	0.103822	0.00733643	0.0413371	0	196	18423	7.1233e-05
4C	0-100%	Mobile Home	Renter	1980-99	0.170388	0.0130531	0.172579	0.0214506	0.121539	0.283422	0.0200277	0.177209	0.0125223	0.00780888	0	104	0	3.67826e-05
4C	100-150%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	300	3123.02	0
4C	100-150%	Mobile Home	Owner	1980-99	0.236267	0.0179429	0.212159	0.0302633	0.161473	0.176646	0.0127541	0.103822	0.00733643	0.0413371	0	196	3123.02	6.78995e-05
4C	100-150%	Mobile Home	Renter	1980-99	0.170388	0.0130531	0.172579	0.0214506	0.121539	0.283422	0.0200277	0.177209	0.0125223	0.00780888	0	104	0	2.64815e-05
4C	150-200%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	300	14218.4	0
4C	150-200%	Mobile Home	Owner	1980-99	0.236267	0.0179429	0.212159	0.0302633	0.161473	0.176646	0.0127541	0.103822	0.00733643	0.0413371	0	196	14218.4	6.71854e-05
4C	150-200%	Mobile Home	Renter	1980-99	0.170388	0.0130531	0.172579	0.0214506	0.121539	0.283422	0.0200277	0.177209	0.0125223	0.00780888	0	104	0	2.29134e-05
4C	200-300%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	14	41457.1	0
4C	200-300%	Mobile Home	Owner	1980-99	0.235141	0.0290624	0.15607	0.0296763	0.0840379	0.414751	0.0512613	0	0	0	0	14	41457.1	0.000124604
4C	200-300%	Mobile Home	Renter	1980-99	0.161715	0.0114274	0.217072	0.0306068	0.156539	0.118741	0.00839071	0.26359	0.0194121	0.012505	0	49	0	3.61718e-05
4C	300-400%	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	14	15488.9	0
4C	300-400%	Mobile Home	Owner	1980-99	0.235141	0.0290624	0.15607	0.0296763	0.0840379	0.414751	0.0512613	0	0	0	0	14	15488.9	9.21319e-05
4C	300-400%	Mobile Home	Renter	1980-99	0.161715	0.0114274	0.217072	0.0306068	0.156539	0.118741	0.00839071	0.26359	0.0194121	0.012505	0	49	0	2.02318e-05
4C	400%+	Mobile Home	Not Available	1980-99	0	0	0	0	0	0	0	0	0	0	1	563	24907.7	0
4C	400%+	Mobile Home	Owner	1980-99	0.174384	0.0138187	0.362587	0.0471928	0.250893	0.0278879	0.00197066	0.0871487	0.00641902	0.0276981	0	523	24907.7	0.000168711
4C	400%+	Mobile Home	Renter	1980-99	0.109533	0.00917799	0.245748	0.0359843	0.199492	0.115267	0.00814524	0.248237	0.0192314	0.00918321	0	40	0	2.76343e-05
4C	Not Available	Mobile Home	Not Available	1980-99	0.198159	0.0244916	0.284496	0.0556787	0.165995	0.24135	0.0298297	0	0	0	0	19	117618	8.54699e-05
4C	Not Available	Mobile Home	Owner	1980-99	0	0	0	0	0	0	0	0	0	0	1	19	117618	0
4C	Not Available	Mobile Home	Renter	1980-99	0	0	0	0	0	0	0	0	0	0	1	148	0	0
4C	0-100%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	139	4488.46	0
4C	0-100%	Mobile Home	Owner	2000-09	0.202247	0.0142915	0.289845	0.0588497	0.434767	0	0	0	0	0	0	101	4488.46	1.20581e-05
4C	0-100%	Mobile Home	Renter	2000-09	0.438007	0.0345716	0.190462	0.033647	0.285694	0	0	0	0	0.0176183	0	38	0	9.04243e-06
4C	100-150%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	139	13590.9	0
4C	100-150%	Mobile Home	Owner	2000-09	0.202247	0.0142915	0.289845	0.0588497	0.434767	0	0	0	0	0	0	101	13590.9	1.44746e-05
4C	100-150%	Mobile Home	Renter	2000-09	0.438007	0.0345716	0.190462	0.033647	0.285694	0	0	0	0	0.0176183	0	38	0	6.22666e-06
4C	150-200%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	139	0	0
4C	150-200%	Mobile Home	Owner	2000-09	0.202247	0.0142915	0.289845	0.0588497	0.434767	0	0	0	0	0	0	101	0	1.35357e-05
4C	150-200%	Mobile Home	Renter	2000-09	0.438007	0.0345716	0.190462	0.033647	0.285694	0	0	0	0	0.0176183	0	38	0	5.05866e-06
4C	200-300%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	260	4442.44	0
4C	200-300%	Mobile Home	Owner	2000-09	0.272261	0.0219405	0.261553	0.051915	0.39233	0	0	0	0	0	0	239	4442.44	2.52288e-05
4C	200-300%	Mobile Home	Renter	2000-09	0.0967134	0.00683414	0.308515	0.0576294	0.462773	0	0	0	0	0.067535	0	21	0	7.49522e-06
4C	300-400%	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	260	0	0
4C	300-400%	Mobile Home	Owner	2000-09	0.272261	0.0219405	0.261553	0.051915	0.39233	0	0	0	0	0	0	239	0	1.99669e-05
4C	300-400%	Mobile Home	Renter	2000-09	0.0967134	0.00683414	0.308515	0.0576294	0.462773	0	0	0	0	0.067535	0	21	0	4.46463e-06
4C	400%+	Mobile Home	Not Available	2000-09	0	0	0	0	0	0	0	0	0	0	1	337	9282.04	0
4C	400%+	Mobile Home	Owner	2000-09	0.224909	0.0174288	0.277605	0.0526048	0.416408	0	0	0	0	0.0110449	0	321	9282.04	4.16254e-05
4C	400%+	Mobile Home	Renter	2000-09	0.0823923	0.00582216	0.336239	0.0711887	0.504358	0	0	0	0	0	0	16	0	6.00125e-06
4C	Not Available	Mobile Home	Not Available	2000-09	0.23479	0.0182254	0.274225	0.0530789	0.411337	0	0	0	0	0.00834382	0	535	31803.8	1.9929e-05
4C	Not Available	Mobile Home	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	1	483	31803.8	0
4C	Not Available	Mobile Home	Renter	2000-09	0	0	0	0	0	0	0	0	0	0	1	52	0	0
4C	0-100%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	71	5325.57	0
4C	0-100%	Mobile Home	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	51	5325.57	3.48214e-06
4C	0-100%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	20	0	2.09832e-06
4C	100-150%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	71	0	0
4C	100-150%	Mobile Home	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	51	0	3.49067e-06
4C	100-150%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	20	0	1.36687e-06
4C	150-200%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	71	0	0
4C	150-200%	Mobile Home	Owner	2010s	0	0	0	0	1	0	0	0	0	0	0	51	0	3.36616e-06
4C	150-200%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	20	0	1.18769e-06
4C	200-300%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	135	1322.5	0
4C	200-300%	Mobile Home	Owner	2010s	0	0	0	0	0.961035	0	0	0	0	0.038965	0	123	1322.5	6.6402e-06
4C	200-300%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	12	0	1.76093e-06
4C	300-400%	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	135	3885.12	0
4C	300-400%	Mobile Home	Owner	2010s	0	0	0	0	0.961035	0	0	0	0	0.038965	0	123	3885.12	4.82319e-06
4C	300-400%	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	12	0	1.0126e-06
4C	400%+	Mobile Home	Not Available	2010s	0	0	0	0	0	0	0	0	0	0	1	201	0	0
4C	400%+	Mobile Home	Owner	2010s	0	0	0	0	0.95776	0	0	0	0	0.04224	0	190	0	1.00176e-05
4C	400%+	Mobile Home	Renter	2010s	0	0	0	0	1	0	0	0	0	0	0	11	0	1.96355e-06
4C	Not Available	Mobile Home	Not Available	2010s	0	0	0	0	0.966614	0	0	0	0	0.0333864	0	305	10533.2	4.89854e-06
4C	Not Available	Mobile Home	Owner	2010s	0	0	0	0	0	0	0	0	0	0	1	272	10533.2	0
4C	Not Available	Mobile Home	Renter	2010s	0	0	0	0	0	0	0	0	0	0	1	33	0	0
4C	0-100%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	325	0	0
4C	0-100%	Mobile Home	Owner	<1940	0.181756	0.0141806	0.209339	0.0323185	0.209339	0.0509103	0.0039957	0.27089	0.0208788	0.00639199	0	230	0	1.30193e-06
4C	0-100%	Mobile Home	Renter	<1940	0.169708	0.0120897	0.127012	0.0195877	0.127012	0.112364	0.00881458	0.394263	0.0291499	0	0	95	0	1.02104e-06
4C	100-150%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	325	0	0
4C	100-150%	Mobile Home	Owner	<1940	0.181756	0.0141806	0.209339	0.0323185	0.209339	0.0509103	0.0039957	0.27089	0.0208788	0.00639199	0	230	0	1.14916e-06
4C	100-150%	Mobile Home	Renter	<1940	0.169708	0.0120897	0.127012	0.0195877	0.127012	0.112364	0.00881458	0.394263	0.0291499	0	0	95	0	3.66649e-07
4C	150-200%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	325	0	0
4C	150-200%	Mobile Home	Owner	<1940	0.181756	0.0141806	0.209339	0.0323185	0.209339	0.0509103	0.0039957	0.27089	0.0208788	0.00639199	0	230	0	7.65661e-07
4C	150-200%	Mobile Home	Renter	<1940	0.169708	0.0120897	0.127012	0.0195877	0.127012	0.112364	0.00881458	0.394263	0.0291499	0	0	95	0	3.36123e-07
4C	200-300%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	414	0	0
4C	200-300%	Mobile Home	Owner	<1940	0.0850675	0.0062573	0.235784	0.0367722	0.235784	0.0566324	0.00445154	0.30503	0.0224809	0.0117404	0	368	0	1.25409e-06
4C	200-300%	Mobile Home	Renter	<1940	0.13194	0.0104785	0.149989	0.0268014	0.149989	0.0262458	0.00307538	0.466082	0.0354	0	0	46	0	4.14597e-07
4C	300-400%	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	414	0	0
4C	300-400%	Mobile Home	Owner	<1940	0.0850675	0.0062573	0.235784	0.0367722	0.235784	0.0566324	0.00445154	0.30503	0.0224809	0.0117404	0	368	0	1.12208e-06
4C	300-400%	Mobile Home	Renter	<1940	0.13194	0.0104785	0.149989	0.0268014	0.149989	0.0262458	0.00307538	0.466082	0.0354	0	0	46	0	2.00488e-07
4C	400%+	Mobile Home	Not Available	<1940	0	0	0	0	0	0	0	0	0	0	1	513	0	0
4C	400%+	Mobile Home	Owner	<1940	0.0929494	0.00703618	0.280694	0.0436938	0.280694	0.0405205	0.00301921	0.21884	0.0169388	0.0156143	0	471	0	2.45494e-06
4C	400%+	Mobile Home	Renter	<1940	0.0860228	0.0060787	0.204255	0.0330277	0.204255	0.18783	0.0132728	0.239438	0.0212754	0.00454457	0	42	0	4.7683e-07
4C	Not Available	Mobile Home	Not Available	<1940	0.113818	0.00858995	0.237514	0.0370952	0.237514	0.0563911	0.00434685	0.273078	0.0207977	0.0108551	0	951	0	1.11527e-06
4C	Not Available	Mobile Home	Owner	<1940	0	0	0	0	0	0	0	0	0	0	1	810	0	0
4C	Not Available	Mobile Home	Renter	<1940	0	0	0	0	0	0	0	0	0	0	1	141	0	0
4C	0-100%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	135	0	0
4C	0-100%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.37687	0.0266311	0.127807	0.01872	0.127807	0.144634	0.0102204	0.156268	0.0110425	0	0	66	0	1.22565e-06
4C	0-100%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.220403	0.0155745	0.111	0.0164385	0.111	0.234314	0.0169481	0.251552	0.0198811	0.00288969	0	132	0	3.43126e-05
4C	100-150%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	135	2791.87	0
4C	100-150%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.37687	0.0266311	0.127807	0.01872	0.127807	0.144634	0.0102204	0.156268	0.0110425	0	0	66	0	9.38595e-07
4C	100-150%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.220403	0.0155745	0.111	0.0164385	0.111	0.234314	0.0169481	0.251552	0.0198811	0.00288969	0	132	2791.87	2.36339e-05
4C	150-200%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	135	0	0
4C	150-200%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.37687	0.0266311	0.127807	0.01872	0.127807	0.144634	0.0102204	0.156268	0.0110425	0	0	66	0	1.12594e-06
4C	150-200%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.220403	0.0155745	0.111	0.0164385	0.111	0.234314	0.0169481	0.251552	0.0198811	0.00288969	0	132	0	1.8684e-05
4C	200-300%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	92	7669.66	0
4C	200-300%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.489908	0.0346188	0.125472	0.0177327	0.125472	0.18701	0.0132148	0.00613747	0.000433697	0	0	23	0	2.52864e-06
4C	200-300%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.167824	0.0123808	0.163546	0.0237845	0.163546	0.120248	0.00849719	0.290618	0.0231937	0.0263625	0	69	7669.66	2.71324e-05
4C	300-400%	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	92	2148.63	0
4C	300-400%	Multi-Family with 2 - 4 Units	Owner	1940-59	0.489908	0.0346188	0.125472	0.0177327	0.125472	0.18701	0.0132148	0.00613747	0.000433697	0	0	23	0	2.50774e-06
4C	300-400%	Multi-Family with 2 - 4 Units	Renter	1940-59	0.167824	0.0123808	0.163546	0.0237845	0.163546	0.120248	0.00849719	0.290618	0.0231937	0.0263625	0	69	2148.63	1.71535e-05
4C	400%+	Multi-Family with 2 - 4 Units	Not Available	1940-59	0	0	0	0	0	0	0	0	0	0	1	158	2552.81	0
4C	400%+	Multi-Family with 2 - 4 Units	Owner	1940-59	0.367427	0.0259638	0.121953	0.0181035	0.121953	0.117118	0.00827602	0.204738	0.0144676	0	0	53	0	9.3784e-06
4C	400%+	Multi-Family with 2 - 4 Units	Renter	1940-59	0.333491	0.0235657	0.0925212	0.0140367	0.0925212	0.196181	0.0138629	0.217177	0.0166426	0	0	105	2552.81	3.64504e-05
4C	Not Available	Multi-Family with 2 - 4 Units	Not Available	1940-59	0.031194	0.00385544	0.139506	0.0344847	0.139506	0.044285	0.00547343	0.535508	0.0661864	0	0	18	15163	1.82185e-05
4C	Not Available	Multi-Family with 2 - 4 Units	Owner	1940-59	0	0	0	0	0	0	0	0	0	0	1	66	0	0
4C	Not Available	Multi-Family with 2 - 4 Units	Renter	1940-59	0	0	0	0	0	0	0	0	0	0	1	17	15163	0
4C	0-100%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	10	22894.6	0
4C	0-100%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.210124	0.0148482	0.238794	0.0337482	0.238794	0.0899659	0.00635733	0.156321	0.0110463	0	0	10	0	4.77016e-06
4C	0-100%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.222013	0.0274398	0.194365	0.0480454	0.194365	0.101355	0.012527	0.177901	0.0219878	0	0	10	22894.6	0.000103763
4C	100-150%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	11	0	0
4C	100-150%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.210124	0.0148482	0.238794	0.0337482	0.238794	0.0899659	0.00635733	0.156321	0.0110463	0	0	10	0	3.29252e-06
4C	100-150%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	0.145387	0.0359384	0.145387	0.196249	0.0242554	0.402977	0.0498062	0	0	11	0	7.02501e-05
4C	150-200%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	11	1965.55	0
4C	150-200%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.210124	0.0148482	0.238794	0.0337482	0.238794	0.0899659	0.00635733	0.156321	0.0110463	0	0	10	0	3.96905e-06
4C	150-200%	Multi-Family with 2 - 4 Units	Renter	1960-79	0	0	0.145387	0.0359384	0.145387	0.196249	0.0242554	0.402977	0.0498062	0	0	11	1965.55	6.137e-05
4C	200-300%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	12	7070.77	0
4C	200-300%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.382401	0.0270219	0.0617165	0.00872225	0.0617165	0.219564	0.0155152	0.208602	0.0147406	0	0	11	0	9.06143e-06
4C	200-300%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.294749	0.0364297	0.18948	0.0468377	0.18948	0.152012	0.018788	0.0642784	0.00794452	0	0	12	7070.77	9.95017e-05
4C	300-400%	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	12	4232.81	0
4C	300-400%	Multi-Family with 2 - 4 Units	Owner	1960-79	0.382401	0.0270219	0.0617165	0.00872225	0.0617165	0.219564	0.0155152	0.208602	0.0147406	0	0	11	0	8.00058e-06
4C	300-400%	Multi-Family with 2 - 4 Units	Renter	1960-79	0.294749	0.0364297	0.18948	0.0468377	0.18948	0.152012	0.018788	0.0642784	0.00794452	0	0	12	4232.81	6.39856e-05
4C	400%+	Multi-Family with 2 - 4 Units	Not Available	1960-79	0	0	0	0	0	0	0	0	0	0	1	93	0	0
4C	400%+	Multi-Family with 2 - 4 Units	Owner	1960-79	0.428526	0.0320652	0.0811592	0.01147	0.0811592	0.261348	0.0184678	0.0801416	0.00566311	0	0	28	0	3.31845e-05
