Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Dependency=Geometry Building Type RECS	Option=Uninsulated, Vented	Option=Wall R-5, Unvented	Option=Wall R-10, Unvented	Option=Ceiling R-13, Vented	Option=Ceiling R-19, Vented	Option=None	sampling_probability
CR10	2010s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2010s	Pier and Beam	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	2010s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR05	2010s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR03	2010s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR04	2010s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2010s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2010s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR08	2010s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR09	2010s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR10	2010s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2010s	Pier and Beam	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	<1940	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000186
CR05	<1940	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000124
CR03	<1940	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000169
CR04	<1940	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000467
CR06	<1940	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000122
CR07	<1940	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000454
CR08	<1940	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000448
CR09	<1940	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001019
CR10	<1940	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000131
CR11	<1940	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000364
CR02	1950s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000157
CR05	1950s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000105
CR03	1950s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000143
CR04	1950s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000394
CR06	1950s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000103
CR07	1950s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000383
CR08	1950s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000378
CR09	1950s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000860
CR10	1950s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000111
CR11	1950s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000307
CR02	1960s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000159
CR05	1960s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000106
CR03	1960s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000145
CR04	1960s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000399
CR06	1960s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000104
CR07	1960s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000388
CR08	1960s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000382
CR09	1960s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000871
CR10	1960s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000112
CR11	1960s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000311
CR02	1970s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000227
CR05	1970s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000152
CR03	1970s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000206
CR04	1970s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000569
CR06	1970s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000149
CR07	1970s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000554
CR08	1970s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000546
CR09	1970s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001243
CR10	1970s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000160
CR11	1970s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000444
CR02	1980s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000199
CR05	1980s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000133
CR03	1980s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000181
CR04	1980s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000499
CR06	1980s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000131
CR07	1980s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000485
CR08	1980s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000478
CR09	1980s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001090
CR10	1980s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000140
CR11	1980s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000389
CR02	1990s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000209
CR05	1990s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000140
CR03	1990s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000190
CR04	1990s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000524
CR06	1990s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000137
CR07	1990s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000510
CR08	1990s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000502
CR09	1990s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001144
CR10	1990s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000147
CR11	1990s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000409
CR02	2000s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000213
CR05	2000s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000142
CR03	2000s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000194
CR04	2000s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000534
CR06	2000s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000140
CR07	2000s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000519
CR08	2000s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000512
CR09	2000s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001166
CR10	2000s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000150
CR11	2000s	Pier and Beam	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000417
CR02	<1940	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001649
CR05	<1940	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001101
CR03	<1940	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001497
CR04	<1940	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004128
CR06	<1940	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001082
CR07	<1940	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004015
CR08	<1940	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003959
CR09	<1940	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009018
CR10	<1940	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001161
CR11	<1940	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003220
CR02	1950s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001392
CR05	1950s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000929
CR03	1950s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001264
CR04	1950s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003485
CR06	1950s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000913
CR07	1950s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003389
CR08	1950s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003342
CR09	1950s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007612
CR10	1950s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000980
CR11	1950s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.002718
CR02	1960s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001408
CR05	1960s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000940
CR03	1960s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001279
CR04	1960s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003526
CR06	1960s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000924
CR07	1960s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003430
CR08	1960s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003381
CR09	1960s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007702
CR10	1960s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000991
CR11	1960s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.002750
CR02	1970s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.002011
CR05	1970s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001342
CR03	1970s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001826
CR04	1970s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.005035
CR06	1970s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001320
CR07	1970s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004897
CR08	1970s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004828
CR09	1970s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010998
CR10	1970s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001415
CR11	1970s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003927
CR02	1980s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001763
CR05	1980s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001177
CR03	1980s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001601
CR04	1980s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004414
CR06	1980s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001157
CR07	1980s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004293
CR08	1980s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004233
CR09	1980s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009641
CR10	1980s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001241
CR11	1980s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003443
CR02	1990s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001851
CR05	1990s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001236
CR03	1990s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001681
CR04	1990s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004634
CR06	1990s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001215
CR07	1990s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004508
CR08	1990s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004444
CR09	1990s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010123
CR10	1990s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001303
CR11	1990s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003615
CR02	2000s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001887
CR05	2000s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001259
CR03	2000s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001713
CR04	2000s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004724
CR06	2000s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001238
CR07	2000s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004595
CR08	2000s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.004530
CR09	2000s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010318
CR10	2000s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001328
CR11	2000s	Slab	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.003685
CR02	<1940	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000162
CR05	<1940	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000108
CR03	<1940	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000147
CR04	<1940	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000406
CR06	<1940	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000106
CR07	<1940	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000395
CR08	<1940	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000389
CR09	<1940	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000887
CR10	<1940	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000114
CR11	<1940	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000317
CR02	1950s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000137
CR05	1950s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000091
CR03	1950s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000124
CR04	1950s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000343
CR06	1950s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000090
CR07	1950s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000333
CR08	1950s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000329
CR09	1950s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000749
CR10	1950s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000096
CR11	1950s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000267
CR02	1960s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000138
CR05	1960s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000092
CR03	1960s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000126
CR04	1960s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000347
CR06	1960s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000091
CR07	1960s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000337
CR08	1960s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000333
CR09	1960s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000757
CR10	1960s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000097
CR11	1960s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000270
CR02	1970s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000198
CR05	1970s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000132
CR03	1970s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000180
CR04	1970s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000495
CR06	1970s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000130
CR07	1970s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000482
CR08	1970s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000475
CR09	1970s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.001082
CR10	1970s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000139
CR11	1970s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000386
CR02	1980s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000173
CR05	1980s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000116
CR03	1980s	Slab	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000157
