Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2020	Dependency=PUMA Metro Status	Dependency=Tenure	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	source_count	source_weight	sampling_probability
Mountain	Multi-Family with 2 - 4 Units	20000-39999	In metro area, principal city	Renter	1980-99	0.0339589	0.199554	0.484437	0.269443	0.012606	0	0	0	0	23.4333	25287.8	5.38704e-05
Mountain	Multi-Family with 2 - 4 Units	20000-39999	In metro area, principal city	Renter	2000-09	0	0.150365	0.342491	0.507144	0	0	0	0	0	1.91139	1802.04	1.68836e-05
Mountain	Multi-Family with 2 - 4 Units	20000-39999	In metro area, principal city	Renter	2010s	0.0433216	0.0751875	0.621289	0.233555	0.0266476	0	0	0	0	0.0785875	7.52246	5.55489e-06
Mountain	Multi-Family with 2 - 4 Units	20000-39999	In metro area, principal city	Renter	<1940	0.0551765	0.33449	0.309554	0.282488	0.0182923	0	0	0	0	6.28386	140.528	7.60114e-06
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Owner	1940-59	0	0	0.0315774	0.0328945	0	0	0.935528	0	0	0.118219	4.19172	1.70177e-06
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Owner	1960-79	0	0	1	0	0	0	0	0	0	0.0947449	53.715	7.08656e-06
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Owner	1980-99	0	0	0.30655	0.69345	0	0	0	0	0	0.175358	161.725	1.30032e-05
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Owner	2000-09	0	0	0.191458	0.808542	0	0	0	0	0	0.114139	9.06004	2.91861e-06
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Owner	2010s	0	0	0.591709	0.408291	0	0	0	0	0	9.32959e-23	3.25528e-40	1.37154e-06
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Owner	<1940	0	0	0.480289	0.519711	0	0	0	0	0	0.0753183	76.3778	1.19766e-06
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Renter	1940-59	0	0.0950978	0.131598	0.0719745	0	0	0.70133	0	0	1.92787	713.435	3.30375e-05
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Renter	1960-79	0	0.274767	0.725233	0	0	0	0	0	0	1.54507	9142.35	8.35108e-05
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Renter	1980-99	0	0.545084	0.207945	0.246971	0	0	0	0	0	2.85968	27525.8	9.73508e-05
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Renter	2000-09	0	0.29209	0.220036	0.487873	0	0	0	0	0	1.86134	1542.03	4.11266e-05
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Renter	2010s	0	0	0.734063	0.265937	0	0	0	0	0	1.52144e-21	5.54052e-38	1.74452e-05
Mountain	Multi-Family with 2 - 4 Units	20000-39999	Not/partially in metro area	Renter	<1940	0	0.725011	0.175362	0.0996272	0	0	0	0	0	1.22826	12999.6	3.17407e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Owner	1940-59	0	0.22518	0.155651	0.103623	0.515546	0	0	0	0	0.0227199	83.2313	3.68574e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Owner	1960-79	0	0.207569	0.388798	0.353901	0	0.0497324	0	0	0	0.288699	1197.5	1.90446e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Owner	1980-99	0	0.158405	0.182748	0.241353	0.294438	0.123055	0	0	0	0.328031	1416.34	3.16956e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Owner	2000-09	0	0.0301583	0.0610792	0.197823	0.648045	0.062894	0	0	0	0.0553686	252.2	1.0776e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Owner	2010s	0	0.159436	0.0924252	0.224923	0.523216	0	0	0	0	0.00826218	26.0517	3.06923e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Owner	<1940	0	0.199228	0.056478	0.0419928	0.702301	0	0	0	0	0.0174444	87.2293	4.1265e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Renter	1940-59	0.00414107	0.367821	0.367009	0.18217	0.0788588	0	0	0	0	1.14398	3551.32	3.15765e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Renter	1960-79	0.0457587	0.169934	0.459473	0.311827	0	0.0130073	0	0	0	14.5364	51094.9	0.000135076
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Renter	1980-99	0.0270046	0.205821	0.34276	0.33751	0.0358252	0.0510796	0	0	0	16.5168	60432.7	0.000184554
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Renter	2000-09	0	0.0731977	0.213994	0.516752	0.147289	0.0487674	0	0	0	2.78789	10760.9	6.23092e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Renter	2010s	0	0.273043	0.228483	0.414566	0.0839078	0	0	0	0	0.416013	1111.58	2.27025e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, not/partially in principal city	Renter	<1940	0.0625616	0.476786	0.195106	0.108159	0.157388	0	0	0	0	0.878349	3721.91	1.98336e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Owner	1940-59	0.526761	0.366756	0.025648	0.0808349	0	0	0	0	0	0.00571675	5.49609	3.139e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Owner	1960-79	0.107529	0.43417	0.11146	0.34684	0	0	0	0	0	0.0663925	60.5142	6.47884e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Owner	1980-99	0.134342	0.275158	0.199451	0.391049	0	0	0	0	0	0.218064	222.137	4.08451e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Owner	2000-09	0	0.191201	0.130038	0.678761	0	0	0	0	0	0.0177869	15.8297	8.06267e-07
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Owner	2010s	0.197032	0.11919	0.29408	0.389697	0	0	0	0	0	0.000731313	0.0660799	3.28141e-07
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Owner	<1940	0.17937	0.379001	0.10473	0.3369	0	0	0	0	0	0.0584759	1.23445	2.22131e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Renter	1940-59	0.389137	0.438352	0.088403	0.0841081	0	0	0	0	0	0.41467	400.243	1.23451e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Renter	1960-79	0.059129	0.386271	0.28597	0.26863	0	0	0	0	0	4.81584	4406.83	3.94668e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Renter	1980-99	0.0586155	0.19424	0.406033	0.240316	0	0	0	0.100796	0	15.8175	16176.7	3.66822e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Renter	2000-09	0	0.165241	0.32409	0.510669	0	0	0	0	0	1.29019	1152.77	8.21596e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Renter	2010s	0.0852633	0.0834494	0.593766	0.237521	0	0	0	0	0	0.0530465	4.81214	3.17663e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	In metro area, principal city	Renter	<1940	0.0992648	0.339346	0.270422	0.262601	0	0	0	0.0283659	0	4.2416	89.8961	9.29267e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Owner	1940-59	0.0144902	0	0.0166257	0.0378364	0.0568926	0.371067	0.0860005	0	0.417088	0.709315	0.84621	1.93479e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Owner	1960-79	0.0592596	0	0.076064	0	0.491501	0	0	0	0.373175	0.56847	10.8438	3.46075e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Owner	1980-99	0	0	0.0394306	0.194863	0.765706	0	0	0	0	1.05215	32.6486	4.76604e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Owner	2000-09	0.0125821	0	0.0408225	0.376627	0.569969	0	0	0	0	0.684835	1.82901	4.9172e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Owner	2010s	0	0	0.398811	0.601189	0	0	0	0	0	5.59775e-22	6.57165e-41	6.71774e-07
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Owner	<1940	0	0	0.297268	0.702732	0	0	0	0	0	0.45191	15.4189	1.86386e-06
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Renter	1940-59	0.20479	0.0902692	0.215424	0.257399	0.0316669	0	0.200451	0	0	11.5672	144.026	1.19975e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Renter	1960-79	0.362061	0.0936031	0.42607	0	0.118266	0	0	0	0	9.27039	1845.63	3.71857e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Renter	1980-99	0	0.25551	0.168101	0.436162	0.140227	0	0	0	0	17.1581	5556.82	6.67861e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Renter	2000-09	0.04453	0.101958	0.132457	0.64161	0.0794444	0	0	0	0	11.168	311.299	2.76671e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Renter	2010s	0	0	0.558205	0.441795	0	0	0	0	0	9.12861e-21	1.1185e-38	1.01401e-05
Mountain	Multi-Family with 2 - 4 Units	40000-59999	Not/partially in metro area	Renter	<1940	0	0.516838	0.215587	0.267575	0	0	0	0	0	7.36958	2624.31	1.54938e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Owner	1940-59	0	0.0987463	0.173108	0.0895235	0.638622	0	0	0	0	0.0190356	66.8513	6.1043e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Owner	1960-79	0	0.0974216	0.462798	0.327238	0	0.112542	0	0	0	0.241883	961.828	2.95177e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Owner	1980-99	0	0.0627993	0.183744	0.188507	0.329734	0.235215	0	0	0	0.274837	1137.61	3.14875e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Owner	2000-09	0	0.0111342	0.0571898	0.143886	0.675836	0.111955	0	0	0	0.0463899	202.567	1.26116e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Owner	2010s	0	0.0688727	0.101257	0.191419	0.638451	0	0	0	0	0.00692236	20.9247	3.82819e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Owner	<1940	0	0.0827	0.0594579	0.0343416	0.8235	0	0	0	0	0.0146155	70.0625	2.63872e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Renter	1940-59	0.000943381	0.195437	0.494564	0.190695	0.11836	0	0	0	0	0.958469	2852.42	3.16299e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Renter	1960-79	0.00965553	0.0836334	0.5735	0.302346	0	0.0308652	0	0	0	12.1791	41039.4	0.00011177
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Renter	1980-99	0.00551579	0.0980519	0.414125	0.31677	0.0482105	0.117327	0	0	0	13.8384	48539.5	0.000154328
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Renter	2000-09	0	0.0320316	0.237497	0.445507	0.18207	0.102895	0	0	0	2.3358	8643.14	6.19343e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Renter	2010s	0	0.143234	0.303979	0.428449	0.124338	0	0	0	0	0.348551	892.818	2.66475e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, not/partially in principal city	Renter	<1940	0.0161967	0.287897	0.298785	0.128667	0.268455	0	0	0	0	0.735914	2989.43	1.7391e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Owner	1940-59	0.556149	0.166746	0.0314046	0.2457	0	0	0	0	0	0.00762233	7.79217	2.66621e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Owner	1960-79	0.0466855	0.0811743	0.0561229	0.433525	0.382493	0	0	0	0	0.0885233	85.7949	6.90569e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Owner	1980-99	0.0455091	0.0401394	0.0783583	0.381369	0.454624	0	0	0	0	0.290752	314.938	5.10161e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Owner	2000-09	0	0.037644	0.0689502	0.893406	0	0	0	0	0	0.0237159	22.4429	1.94911e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Owner	2010s	0.0396217	0.0103214	0.0685841	0.225605	0.655867	0	0	0	0	0.000975085	0.0936857	4.11259e-07
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Owner	<1940	0.0591158	0.0537893	0.0400302	0.319655	0.527409	0	0	0	0	0.0779678	1.75015	1.12039e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Renter	1940-59	0.421798	0.20461	0.11113	0.262462	0	0	0	0	0	0.552894	567.45	1.07545e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Renter	1960-79	0.0431858	0.121488	0.242228	0.564837	0.028261	0	0	0	0	6.42113	6247.86	3.18499e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Renter	1980-99	0.043362	0.0618782	0.348354	0.511807	0.0345993	0	0	0	0	21.09	22934.8	2.80389e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Renter	2000-09	0	0.0371156	0.196049	0.766836	0	0	0	0	0	1.72025	1634.36	6.11157e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Renter	2010s	0.0530789	0.0223709	0.428685	0.425686	0.0701796	0	0	0	0	0.0707287	6.82249	2.85157e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	In metro area, principal city	Renter	<1940	0.0716322	0.105453	0.226317	0.545553	0.0510455	0	0	0	0	5.65547	127.452	7.81591e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Owner	1940-59	0.00689369	0	0.0509013	0.0217886	0.0523803	0.661165	0.129726	0.0771454	0	0.591096	1.95718	2.53501e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Owner	1960-79	0.030128	0	0.248864	0	0.483581	0	0	0.237427	0	0.473725	25.0803	8.85989e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Owner	1980-99	0	0	0.100165	0.0931074	0.584935	0	0	0.221792	0	0.876791	75.512	1.28132e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Owner	2000-09	0.00518964	0	0.108356	0.188034	0.454954	0	0	0.243467	0	0.570696	4.23027	4.70909e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Owner	2010s	0	0	0.515507	0.146167	0	0	0	0.338325	0	4.66479e-22	1.51994e-40	1.84738e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Owner	<1940	0	0	0.278192	0.123696	0	0	0	0.598112	0	0.376591	35.6619	2.82947e-06
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Renter	1940-59	0.0742558	0.0574275	0.502674	0.112972	0.0222208	0	0.230451	0	0	9.63937	333.113	1.33652e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Renter	1960-79	0.103533	0.0469619	0.784058	0	0.0654472	0	0	0	0	7.72533	4268.7	3.93333e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Renter	1980-99	0	0.192452	0.464404	0.226645	0.116499	0	0	0	0	14.2984	12852.2	4.36415e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Renter	2000-09	0.0221962	0.0891677	0.424887	0.387115	0.0766342	0	0	0	0	9.3067	719.995	1.8673e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Renter	2010s	0	0	0.870423	0.129577	0	0	0	0	0	7.60718e-21	2.58695e-38	1.08046e-05
Mountain	Multi-Family with 2 - 4 Units	60000-99999	Not/partially in metro area	Renter	<1940	0	0.346364	0.529924	0.123711	0	0	0	0	0	6.14131	6069.69	1.14795e-05
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Owner	1940-59	0	0.215976	0.149088	0.0925776	0.542359	0	0	0	0	0.0454398	108.258	3.53558e-06
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Owner	1960-79	0	0.224279	0.419531	0.35619	0	0	0	0	0	0.577397	1557.58	1.88042e-05
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Owner	1980-99	0	0.178249	0.205364	0.252979	0.363408	0	0	0	0	0.656062	1842.23	2.11663e-05
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Owner	2000-09	0	0.0305795	0.0618487	0.186842	0.72073	0	0	0	0	0.110737	328.035	3.82526e-06
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Owner	2010s	0	0.154025	0.0891677	0.202401	0.554407	0	0	0	0	0.0165244	33.8853	8.09008e-07
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Owner	<1940	0	0.187059	0.0529566	0.0367262	0.723259	0	0	0	0	0.0348887	113.459	2.57179e-06
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Renter	1940-59	0.0172815	0.364925	0.363627	0.168352	0.0858144	0	0	0	0	2.28796	4619.18	5.29512e-05
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Renter	1960-79	0.173132	0.152856	0.41274	0.261271	0	0	0	0	0	29.0728	66458.8	0.000187263
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Renter	1980-99	0.111868	0.202702	0.33711	0.309621	0.0386991	0	0	0	0	33.0337	78604.4	0.000207837
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Renter	2000-09	0	0.0787241	0.22984	0.517686	0.17375	0	0	0	0	5.57578	13996.6	6.35892e-05
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Renter	2010s	0	0.278783	0.232971	0.394278	0.0939681	0	0	0	0	0.832025	1445.82	1.48092e-05
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, not/partially in principal city	Renter	<1940	0.217814	0.394638	0.161272	0.0833896	0.142886	0	0	0	0	1.7567	4841.06	3.06418e-05
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Owner	1940-59	0.248497	0.574613	0.0518742	0.125016	0	0	0	0	0	0.00825753	7.41303	1.67004e-06
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Owner	1960-79	0.0339806	0.455676	0.151014	0.35933	0	0	0	0	0	0.0959002	81.6204	2.79462e-06
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Owner	1980-99	0.0421755	0.286894	0.268457	0.402474	0	0	0	0	0	0.314981	299.614	3.06013e-06
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Owner	2000-09	0	0.185797	0.163124	0.651079	0	0	0	0	0	0.0256922	21.3509	8.26144e-07
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Owner	2010s	0.0629239	0.126418	0.402655	0.408003	0	0	0	0	0	0.00105634	0.0891273	8.39833e-08
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Owner	<1940	0.059958	0.420754	0.150092	0.369195	0	0	0	0	0	0.0844651	1.665	6.69801e-07
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Renter	1940-59	0.155672	0.582399	0.151623	0.110307	0	0	0	0	0	0.598968	539.84	2.68595e-05
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Renter	1960-79	0.0171452	0.371984	0.35551	0.255361	0	0	0	0	0	6.95622	5943.85	5.69268e-05
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Renter	1980-99	0.0181339	0.199576	0.538555	0.243735	0	0	0	0	0	22.8475	21818.8	4.76777e-05
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Renter	2000-09	0	0.151918	0.38464	0.463442	0	0	0	0	0	1.86361	1554.84	1.15769e-05
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Renter	2010s	0.0231268	0.0751736	0.690491	0.211209	0	0	0	0	0	0.0766228	6.49053	2.13887e-06
Mountain	Multi-Family with 2 - 4 Units	<20000	In metro area, principal city	Renter	<1940	0.0305751	0.347141	0.357112	0.265172	0	0	0	0	0	6.12676	121.25	8.20467e-06
Mountain	Multi-Family with 2 - 4 Units	<20000	Not/partially in metro area	Owner	1940-59	0.413677	0	0.24495	0.341373	0	0	0	0	0	0.295548	7.6899	1.29222e-06
Mountain	Multi-Family with 2 - 4 Units	<20000	Not/partially in metro area	Owner	1960-79	0.601534	0	0.398466	0	0	0	0	0	0	0.236862	98.5425	6.35384e-06
Mountain	Multi-Family with 2 - 4 Units	<20000	Not/partially in metro area	Owner	1980-99	0	0	0.248364	0.751636	0	0	0	0	0	0.438396	296.693	5.15878e-06
