Dependency=County	Option=1A	Option=2A	Option=2B	Option=3A	Option=3B	Option=3C	Option=4A	Option=4B	Option=4C	Option=5A	Option=5B	Option=6A	Option=6B	Option=7A	Option=7B	Option=NA
"NM, San Miguel County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Sandoval County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Santa Fe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Sierra County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Socorro County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Taos County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Torrance County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NM, Valencia County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Carson City"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Churchill County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Clark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Douglas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Elko County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Esmeralda County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Eureka County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Humboldt County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Lander County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Lyon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Mineral County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Nye County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Pershing County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Storey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, Washoe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NV, White Pine County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Albany County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Allegany County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Bronx County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Broome County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Cattaraugus County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Cayuga County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Chautauqua County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Chemung County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Chenango County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Clinton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Columbia County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Cortland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Delaware County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Dutchess County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Essex County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Fulton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Genesee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Greene County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Hamilton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Herkimer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Kings County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Lewis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Livingston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Monroe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Nassau County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Niagara County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Oneida County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Onondaga County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Ontario County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Orange County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Orleans County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Oswego County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Otsego County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Putnam County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Queens County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Rensselaer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Richmond County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Rockland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Saratoga County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Schenectady County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Schoharie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Schuyler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Seneca County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, St. Lawrence County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Steuben County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Suffolk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Sullivan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Tioga County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Tompkins County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Ulster County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Warren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Westchester County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Wyoming County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"NY, Yates County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Adams County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Allen County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Ashland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Ashtabula County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Athens County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Auglaize County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Belmont County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Brown County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Butler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Carroll County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Champaign County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Clark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Clermont County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Clinton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Columbiana County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Coshocton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Crawford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Cuyahoga County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Darke County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Defiance County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Delaware County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Erie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Fairfield County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Fayette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Fulton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Gallia County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Geauga County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Greene County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Guernsey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Hamilton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Hancock County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Hardin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Harrison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Henry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Highland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Hocking County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Holmes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Huron County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Knox County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Lake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Lawrence County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Licking County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Logan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Lorain County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Lucas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Madison County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Mahoning County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Marion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Medina County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Meigs County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Mercer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Miami County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Monroe County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Montgomery County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Morgan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Morrow County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Muskingum County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Noble County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Ottawa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Paulding County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Perry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Pickaway County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Pike County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Portage County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Preble County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Putnam County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Richland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Ross County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Sandusky County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Scioto County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Seneca County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Shelby County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Stark County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Summit County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Trumbull County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Tuscarawas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Van Wert County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Vinton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Warren County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Wayne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Williams County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Wood County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OH, Wyandot County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Adair County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Alfalfa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Atoka County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Beaver County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Beckham County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Blaine County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Bryan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Caddo County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Canadian County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Carter County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Cherokee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Choctaw County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Cimarron County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Cleveland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Coal County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Comanche County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Cotton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Craig County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Creek County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Custer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Delaware County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Dewey County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Ellis County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Garfield County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Garvin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Grady County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Grant County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Greer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Harmon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Harper County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Haskell County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Hughes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Johnston County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Kay County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Kingfisher County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Kiowa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Latimer County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Le Flore County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Logan County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Love County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Major County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Marshall County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Mayes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, McClain County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, McCurtain County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, McIntosh County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Murray County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Muskogee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Noble County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Nowata County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Okfuskee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Oklahoma County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Okmulgee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Osage County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Ottawa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Pawnee County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Payne County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Pittsburg County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Pontotoc County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Pottawatomie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Pushmataha County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Roger Mills County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Rogers County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Seminole County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Sequoyah County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Stephens County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Texas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Tillman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Tulsa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Wagoner County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Washita County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Woods County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OK, Woodward County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Baker County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Benton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Clackamas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Clatsop County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Columbia County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Coos County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Crook County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Curry County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Deschutes County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Douglas County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Gilliam County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Grant County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Harney County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Hood River County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Jackson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Josephine County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Klamath County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Lake County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Lane County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Lincoln County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Linn County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Malheur County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Marion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Morrow County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Multnomah County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Polk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Sherman County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Tillamook County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Umatilla County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Union County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Wallowa County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Wasco County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Washington County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Wheeler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"OR, Yamhill County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Adams County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Allegheny County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Armstrong County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Beaver County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Bedford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Berks County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Blair County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Bradford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Bucks County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Butler County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Cambria County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Cameron County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Carbon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Centre County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Chester County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Clarion County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Clearfield County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Clinton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Columbia County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Crawford County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Cumberland County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Dauphin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Delaware County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Elk County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Erie County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Fayette County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Forest County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Franklin County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Fulton County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Greene County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Huntingdon County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Indiana County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Jefferson County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Juniata County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"PA, Lackawanna County"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
