Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Has Zonal Electric Heating	Dependency=HVAC Heating Type	Dependency=Tenure	Option=55F	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	source_count	source_weight	sampling_probability
4C	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0.0766462	0.0184263	0.19551	0.0112113	0.227831	0.270269	0.162951	0.0371557	0	0	0	0	0	0
4C	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0.223323	0	0.327862	0.00767345	0.127773	0.235791	0.00335767	0.0629603	0	0.00628653	0.00497316	0	0	0
4C	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	10	63389.8	3.81631e-05
4C	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0.0108427	0.0182843	0.0850996	0.0948957	0.347775	0.258714	0.145623	0.0292808	0.00144641	0.00227638	0.00576245	394	6809.69	4.06807e-05
4C	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0.0866294	0	0.118003	0.0637631	0.273121	0.190122	0.0279008	0.146897	0	0.0522384	0.0413248	30	56580.1	0.000390115
4C	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	101849	0.000110876
4C	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0.0108427	0.0182843	0.0850996	0.0948957	0.347775	0.258714	0.145623	0.0292808	0.00144641	0.00227638	0.00576245	394	7917.72	0.000127953
4C	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0.131172	0	0.120622	0.0965487	0.265133	0.0994312	0.0422468	0.182273	0	0	0.0625731	21	93930.9	0.00110615
4C	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	10	26299.5	1.83638e-05
4C	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0.0108427	0.0182843	0.0850996	0.0948957	0.347775	0.258714	0.145623	0.0292808	0.00144641	0.00227638	0.00576245	394	0	2.0652e-05
4C	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0.0866294	0	0.118003	0.0637631	0.273121	0.190122	0.0279008	0.146897	0	0.0522384	0.0413248	30	26299.5	0.000189219
4C	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	24	81650.9	0.000175305
4C	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0.0108427	0.0182843	0.0850996	0.0948957	0.347775	0.258714	0.145623	0.0292808	0.00144641	0.00227638	0.00576245	394	14393.7	0.000196025
4C	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0.131172	0	0.120622	0.0965487	0.265133	0.0994312	0.0422468	0.182273	0	0	0.0625731	21	67257.2	0.00174252
4C	Multi-Family with 5+ Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47595e-06
4C	Multi-Family with 5+ Units	No	None	Owner	0	0.0332451	0.0183326	0.122688	0.066406	0.306941	0.262648	0.151522	0.0319618	0.000953988	0.0015014	0.00380066	0	0	7.33631e-06
4C	Multi-Family with 5+ Units	No	None	Renter	0	0.0824557	0.0384446	0.148508	0.0376421	0.247888	0.255459	0.0821586	0.0726568	0	0.00563314	0.0291549	0	0	5.84896e-05
4C	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	66	0	0
4C	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Owner	0	0.0766462	0.0184263	0.19551	0.0112113	0.227831	0.270269	0.162951	0.0371557	0	0	0	52	0	0
4C	Multi-Family with 5+ Units	Yes	Ducted Heat Pump	Renter	0	0.0668249	0.0563338	0.161897	0.0154119	0.238601	0.313732	0.102997	0.0272393	0	0	0.016962	64	0	0
4C	Multi-Family with 5+ Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	66	0	0
4C	Multi-Family with 5+ Units	Yes	Ducted Heating	Owner	0	0.0766462	0.0184263	0.19551	0.0112113	0.227831	0.270269	0.162951	0.0371557	0	0	0	52	0	0
4C	Multi-Family with 5+ Units	Yes	Ducted Heating	Renter	0	0.0668249	0.0563338	0.161897	0.0154119	0.238601	0.313732	0.102997	0.0272393	0	0	0.016962	64	0	0
4C	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	66	0	0
4C	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Owner	0	0.0766462	0.0184263	0.19551	0.0112113	0.227831	0.270269	0.162951	0.0371557	0	0	0	52	0	0
4C	Multi-Family with 5+ Units	Yes	Non-Ducted Heat Pump	Renter	0	0.0668249	0.0563338	0.161897	0.0154119	0.238601	0.313732	0.102997	0.0272393	0	0	0.016962	64	0	0
4C	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	66	539540	0.000135599
4C	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Owner	0	0.0766462	0.0184263	0.19551	0.0112113	0.227831	0.270269	0.162951	0.0371557	0	0	0	52	15031.4	0.000151617
4C	Multi-Family with 5+ Units	Yes	Non-Ducted Heating	Renter	0	0.0668249	0.0563338	0.161897	0.0154119	0.238601	0.313732	0.102997	0.0272393	0	0	0.016962	64	524509	0.00137742
4C	Multi-Family with 5+ Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4C	Multi-Family with 5+ Units	Yes	None	Owner	0	0.0332451	0.0183326	0.122688	0.066406	0.306941	0.262648	0.151522	0.0319618	0.000953988	0.0015014	0.00380066	0	0	0
4C	Multi-Family with 5+ Units	Yes	None	Renter	0	0.0824557	0.0384446	0.148508	0.0376421	0.247888	0.255459	0.0821586	0.0726568	0	0.00563314	0.0291549	0	0	0
4C	Single-Family Attached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	22	9633.7	1.11713e-05
4C	Single-Family Attached	No	Ducted Heat Pump	Owner	0	0	0	0.0815587	0.0917209	0.376525	0.29561	0	0.0766228	0.077962	0	0	13	9633.7	9.18303e-05
4C	Single-Family Attached	No	Ducted Heat Pump	Renter	0	0.0596737	0.101526	0.0907019	0.0529797	0.268494	0.193895	0.215058	0.0176721	0	0	0	41	0	9.20159e-05
4C	Single-Family Attached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	46451	3.90787e-05
4C	Single-Family Attached	No	Ducted Heating	Owner	0	0	0	0.0815587	0.0917209	0.376525	0.29561	0	0.0766228	0.077962	0	0	13	24096	0.000325765
4C	Single-Family Attached	No	Ducted Heating	Renter	0	0.0596737	0.101526	0.0907019	0.0529797	0.268494	0.193895	0.215058	0.0176721	0	0	0	41	22355	0.00028699
4C	Single-Family Attached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	22	13970.1	2.57467e-06
4C	Single-Family Attached	No	Non-Ducted Heat Pump	Owner	0	0	0	0.0815587	0.0917209	0.376525	0.29561	0	0.0766228	0.077962	0	0	13	6395.59	1.88502e-05
4C	Single-Family Attached	No	Non-Ducted Heat Pump	Renter	0	0.0596737	0.101526	0.0907019	0.0529797	0.268494	0.193895	0.215058	0.0176721	0	0	0	41	7574.54	1.94758e-05
4C	Single-Family Attached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	15	8830.07	1.08475e-05
4C	Single-Family Attached	No	Non-Ducted Heating	Owner	0	0	0	0.0815587	0.0917209	0.376525	0.29561	0	0.0766228	0.077962	0	0	13	0	8.26173e-05
4C	Single-Family Attached	No	Non-Ducted Heating	Renter	0	0.0596737	0.101526	0.0907019	0.0529797	0.268494	0.193895	0.215058	0.0176721	0	0	0	41	8830.07	7.94638e-05
4C	Single-Family Attached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66155e-07
4C	Single-Family Attached	No	None	Owner	0	0.0209326	0.00503236	0.108518	0.0714408	0.336015	0.294193	0.0384767	0.0672706	0.0581215	0	0	0	0	1.91102e-06
4C	Single-Family Attached	No	None	Renter	0	0.0697352	0.0684192	0.122847	0.0683776	0.297585	0.226589	0.118397	0.0280497	0	0	0	0	0	1.88838e-06
4C	Single-Family Attached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0
4C	Single-Family Attached	Yes	Ducted Heat Pump	Owner	0	0.0822534	0.0197743	0.187492	0.0120315	0.217343	0.29004	0.151192	0.0398739	0	0	0	49	0	0
4C	Single-Family Attached	Yes	Ducted Heat Pump	Renter	0	0.0820592	0.0278682	0.16222	0.0872379	0.333218	0.266636	0	0.0407609	0	0	0	19	0	0
4C	Single-Family Attached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0
4C	Single-Family Attached	Yes	Ducted Heating	Owner	0	0.0822534	0.0197743	0.187492	0.0120315	0.217343	0.29004	0.151192	0.0398739	0	0	0	49	0	0
4C	Single-Family Attached	Yes	Ducted Heating	Renter	0	0.0820592	0.0278682	0.16222	0.0872379	0.333218	0.266636	0	0.0407609	0	0	0	19	0	0
4C	Single-Family Attached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0
4C	Single-Family Attached	Yes	Non-Ducted Heat Pump	Owner	0	0.0822534	0.0197743	0.187492	0.0120315	0.217343	0.29004	0.151192	0.0398739	0	0	0	49	0	0
4C	Single-Family Attached	Yes	Non-Ducted Heat Pump	Renter	0	0.0820592	0.0278682	0.16222	0.0872379	0.333218	0.266636	0	0.0407609	0	0	0	19	0	0
4C	Single-Family Attached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	11	45341.3	1.24714e-05
4C	Single-Family Attached	Yes	Non-Ducted Heating	Owner	0	0.0822534	0.0197743	0.187492	0.0120315	0.217343	0.29004	0.151192	0.0398739	0	0	0	49	13697.3	9.10983e-05
4C	Single-Family Attached	Yes	Non-Ducted Heating	Renter	0	0.0820592	0.0278682	0.16222	0.0872379	0.333218	0.266636	0	0.0407609	0	0	0	19	31644.1	0.000102141
4C	Single-Family Attached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4C	Single-Family Attached	Yes	None	Owner	0	0.0209326	0.00503236	0.108518	0.0714408	0.336015	0.294193	0.0384767	0.0672706	0.0581215	0	0	0	0	0
4C	Single-Family Attached	Yes	None	Renter	0	0.0697352	0.0684192	0.122847	0.0683776	0.297585	0.226589	0.118397	0.0280497	0	0	0	0	0	0
4C	Single-Family Detached	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	68	272307	0.000161385
4C	Single-Family Detached	No	Ducted Heat Pump	Owner	0	0.0140674	0.0151215	0.11157	0.046977	0.351242	0.289414	0.144738	0.0133044	0	0.013566	0	66	267202	0.00141384
4C	Single-Family Detached	No	Ducted Heat Pump	Renter	0	0.0716087	0.121831	0.0918718	0.0635759	0.257356	0.135686	0.25807	0	0	0	0	32	5105.24	0.000289397
4C	Single-Family Detached	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	309	1.51483e+06	0.00074011
4C	Single-Family Detached	No	Ducted Heating	Owner	0	0.011917	0.0176796	0.0741605	0.119858	0.372566	0.23869	0.138783	0.0214738	0	0	0.00487301	279	1.35899e+06	0.00874538
4C	Single-Family Detached	No	Ducted Heating	Renter	0	0.0763002	0.129813	0.0978909	0.0302948	0.274217	0.144576	0.246909	0	0	0	0	30	155834	0.00170319
4C	Single-Family Detached	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	68	102522	6.37354e-05
4C	Single-Family Detached	No	Non-Ducted Heat Pump	Owner	0	0.0140674	0.0151215	0.11157	0.046977	0.351242	0.289414	0.144738	0.0133044	0	0.013566	0	66	95711.4	0.000547251
4C	Single-Family Detached	No	Non-Ducted Heat Pump	Renter	0	0.0716087	0.121831	0.0918718	0.0635759	0.257356	0.135686	0.25807	0	0	0	0	32	6810.66	0.000114986
4C	Single-Family Detached	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	309	206448	0.000228481
4C	Single-Family Detached	No	Non-Ducted Heating	Owner	0	0.011917	0.0176796	0.0741605	0.119858	0.372566	0.23869	0.138783	0.0214738	0	0	0.00487301	279	180404	0.00175088
4C	Single-Family Detached	No	Non-Ducted Heating	Renter	0	0.0763002	0.129813	0.0978909	0.0302948	0.274217	0.144576	0.246909	0	0	0	0	30	26043.9	0.00036941
4C	Single-Family Detached	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76938e-06
4C	Single-Family Detached	No	None	Owner	0	0.0133939	0.0184474	0.0914852	0.0964495	0.355228	0.258858	0.136422	0.0237707	0	0.0023559	0.00358963	0	0	2.83345e-05
4C	Single-Family Detached	No	None	Renter	0	0.0559845	0.0952491	0.139642	0.02382	0.312841	0.190104	0.18236	0	0	0	0	0	0	6.19291e-06
4C	Single-Family Detached	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	43	0	0
4C	Single-Family Detached	Yes	Ducted Heat Pump	Owner	0	0.0242183	0.0311912	0.194872	0	0.220567	0.365327	0.100929	0.0628954	0	0	0	32	0	0
4C	Single-Family Detached	Yes	Ducted Heat Pump	Renter	0	0	0	0.257387	0	0.42371	0.318903	0	0	0	0	0	11	0	0
4C	Single-Family Detached	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	43	0	0
4C	Single-Family Detached	Yes	Ducted Heating	Owner	0	0.0242183	0.0311912	0.194872	0	0.220567	0.365327	0.100929	0.0628954	0	0	0	32	0	0
4C	Single-Family Detached	Yes	Ducted Heating	Renter	0	0	0	0.257387	0	0.42371	0.318903	0	0	0	0	0	11	0	0
4C	Single-Family Detached	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	43	0	0
4C	Single-Family Detached	Yes	Non-Ducted Heat Pump	Owner	0	0.0242183	0.0311912	0.194872	0	0.220567	0.365327	0.100929	0.0628954	0	0	0	32	0	0
4C	Single-Family Detached	Yes	Non-Ducted Heat Pump	Renter	0	0	0	0.257387	0	0.42371	0.318903	0	0	0	0	0	11	0	0
4C	Single-Family Detached	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	43	256783	0.000163441
4C	Single-Family Detached	Yes	Non-Ducted Heating	Owner	0	0.0242183	0.0311912	0.194872	0	0.220567	0.365327	0.100929	0.0628954	0	0	0	32	187457	0.00142727
4C	Single-Family Detached	Yes	Non-Ducted Heating	Renter	0	0	0	0.257387	0	0.42371	0.318903	0	0	0	0	0	11	69325.6	0.000297302
4C	Single-Family Detached	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4C	Single-Family Detached	Yes	None	Owner	0	0.0133939	0.0184474	0.0914852	0.0964495	0.355228	0.258858	0.136422	0.0237707	0	0.0023559	0.00358963	0	0	0
4C	Single-Family Detached	Yes	None	Renter	0	0.0559845	0.0952491	0.139642	0.02382	0.312841	0.190104	0.18236	0	0	0	0	0	0	0
5A	Mobile Home	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	98	37576.1	0.00011565
5A	Mobile Home	No	Ducted Heat Pump	Owner	0	0.0208619	0	0.0488998	0.039834	0.333803	0.317449	0.12401	0.115142	0	0	0	80	33319.4	0.000332535
5A	Mobile Home	No	Ducted Heat Pump	Renter	0	0.0959222	0	0.0175073	0	0.294386	0.176922	0.267086	0.148176	0	0	0	18	4256.7	0.000130187
5A	Mobile Home	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	90	620651	0.000979335
5A	Mobile Home	No	Ducted Heating	Owner	0	0.0220831	0	0.0517623	0.0298313	0.334609	0.329939	0.109893	0.121882	0	0	0	74	528384	0.0032373
5A	Mobile Home	No	Ducted Heating	Renter	0	0.104105	0	0.0190007	0	0.279738	0.192014	0.244327	0.160816	0	0	0	16	92267.5	0.00111427
5A	Mobile Home	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	98	4875.77	6.43199e-06
5A	Mobile Home	No	Non-Ducted Heat Pump	Owner	0	0.0208619	0	0.0488998	0.039834	0.333803	0.317449	0.12401	0.115142	0	0	0	80	0	2.17175e-05
5A	Mobile Home	No	Non-Ducted Heat Pump	Renter	0	0.0959222	0	0.0175073	0	0.294386	0.176922	0.267086	0.148176	0	0	0	18	4875.77	7.27939e-06
5A	Mobile Home	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	90	55609.6	0.000212544
5A	Mobile Home	No	Non-Ducted Heating	Owner	0	0.0220831	0	0.0517623	0.0298313	0.334609	0.329939	0.109893	0.121882	0	0	0	74	40816.1	0.000643511
5A	Mobile Home	No	Non-Ducted Heating	Renter	0	0.104105	0	0.0190007	0	0.279738	0.192014	0.244327	0.160816	0	0	0	16	14793.5	0.000213295
5A	Mobile Home	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7.16921e-06
5A	Mobile Home	No	None	Owner	0	0.0216551	0	0.0533167	0.0346055	0.329255	0.329704	0.11376	0.117242	0	0.000462342	0	0	0	2.27414e-05
5A	Mobile Home	No	None	Renter	0	0.107891	0	0.0360755	0.00547868	0.265632	0.20321	0.223498	0.158215	0	0	0	0	0	7.55333e-06
5A	Mobile Home	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	96	0	0
5A	Mobile Home	Yes	Ducted Heat Pump	Owner	0	0.0141364	0	0.0890469	0.122667	0.218485	0.339195	0.178152	0.0282107	0	0.0101079	0	74	0	0
5A	Mobile Home	Yes	Ducted Heat Pump	Renter	0	0.149091	0	0.195964	0.056431	0.123742	0.318362	0.0131436	0.143266	0	0	0	22	0	0
5A	Mobile Home	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	96	0	0
5A	Mobile Home	Yes	Ducted Heating	Owner	0	0.0141364	0	0.0890469	0.122667	0.218485	0.339195	0.178152	0.0282107	0	0.0101079	0	74	0	0
5A	Mobile Home	Yes	Ducted Heating	Renter	0	0.149091	0	0.195964	0.056431	0.123742	0.318362	0.0131436	0.143266	0	0	0	22	0	0
5A	Mobile Home	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	96	0	0
5A	Mobile Home	Yes	Non-Ducted Heat Pump	Owner	0	0.0141364	0	0.0890469	0.122667	0.218485	0.339195	0.178152	0.0282107	0	0.0101079	0	74	0	0
5A	Mobile Home	Yes	Non-Ducted Heat Pump	Renter	0	0.149091	0	0.195964	0.056431	0.123742	0.318362	0.0131436	0.143266	0	0	0	22	0	0
5A	Mobile Home	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	96	41374.4	5.10901e-05
5A	Mobile Home	Yes	Non-Ducted Heating	Owner	0	0.0141364	0	0.0890469	0.122667	0.218485	0.339195	0.178152	0.0282107	0	0.0101079	0	74	28880.6	0.000152044
5A	Mobile Home	Yes	Non-Ducted Heating	Renter	0	0.149091	0	0.195964	0.056431	0.123742	0.318362	0.0131436	0.143266	0	0	0	22	12493.8	5.63452e-05
5A	Mobile Home	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5A	Mobile Home	Yes	None	Owner	0	0.0216551	0	0.0533167	0.0346055	0.329255	0.329704	0.11376	0.117242	0	0.000462342	0	0	0	0
5A	Mobile Home	Yes	None	Renter	0	0.107891	0	0.0360755	0.00547868	0.265632	0.20321	0.223498	0.158215	0	0	0	0	0	0
5A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	233	77213	0.000104578
5A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Owner	0	0.0109054	0.0132239	0.0098383	0.0723902	0.278109	0.379983	0.0129714	0.122646	0.0666029	0.0333307	0	53	0	8.13885e-05
5A	Multi-Family with 2 - 4 Units	No	Ducted Heat Pump	Renter	0	0.0385156	0.00738963	0.0760901	0.0831304	0.199171	0.288352	0.115862	0.141352	0	0.0208411	0.029297	180	77213	0.000425889
5A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	225	1.55968e+06	0.0018766
5A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Owner	0	0.0109054	0.0132239	0.0098383	0.0723902	0.278109	0.379983	0.0129714	0.122646	0.0666029	0.0333307	0	53	340724	0.00214142
5A	Multi-Family with 2 - 4 Units	No	Ducted Heating	Renter	0	0.0401899	0.00771086	0.0793977	0.086744	0.188644	0.298306	0.114419	0.142579	0	0.0217471	0.0202617	172	1.21896e+06	0.00782955
5A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	233	0	1.39016e-05
5A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Owner	0	0.0109054	0.0132239	0.0098383	0.0723902	0.278109	0.379983	0.0129714	0.122646	0.0666029	0.0333307	0	53	0	1.61273e-05
5A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heat Pump	Renter	0	0.0385156	0.00738963	0.0760901	0.0831304	0.199171	0.288352	0.115862	0.141352	0	0.0208411	0.029297	180	0	6.27593e-05
5A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	225	785682	0.0016195
5A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Owner	0	0.0109054	0.0132239	0.0098383	0.0723902	0.278109	0.379983	0.0129714	0.122646	0.0666029	0.0333307	0	53	228378	0.00195128
5A	Multi-Family with 2 - 4 Units	No	Non-Ducted Heating	Renter	0	0.0401899	0.00771086	0.0793977	0.086744	0.188644	0.298306	0.114419	0.142579	0	0.0217471	0.0202617	172	557305	0.00695496
5A	Multi-Family with 2 - 4 Units	No	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89223e-05
5A	Multi-Family with 2 - 4 Units	No	None	Owner	0	0.0102742	0.0124585	0.0210905	0.0742082	0.267194	0.380526	0.023039	0.11706	0.062748	0.0314015	0	0	0	2.16752e-05
5A	Multi-Family with 2 - 4 Units	No	None	Renter	0	0.0472153	0.0210843	0.0770406	0.0910428	0.175511	0.293569	0.107421	0.140066	0.00945976	0.0177827	0.019808	0	0	8.19329e-05
5A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0
5A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Owner	0	0	0	0.204246	0.1038	0.0895351	0.389375	0.186912	0.0261313	0	0	0	13	0	0
5A	Multi-Family with 2 - 4 Units	Yes	Ducted Heat Pump	Renter	0	0.0793467	0.0817085	0.0669904	0.111193	0.114051	0.273993	0.0754543	0.128915	0.0522998	0	0.0160486	33	0	0
5A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0
5A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Owner	0	0	0	0.204246	0.1038	0.0895351	0.389375	0.186912	0.0261313	0	0	0	13	0	0
5A	Multi-Family with 2 - 4 Units	Yes	Ducted Heating	Renter	0	0.0793467	0.0817085	0.0669904	0.111193	0.114051	0.273993	0.0754543	0.128915	0.0522998	0	0.0160486	33	0	0
5A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0
5A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Owner	0	0	0	0.204246	0.1038	0.0895351	0.389375	0.186912	0.0261313	0	0	0	13	0	0
5A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heat Pump	Renter	0	0.0793467	0.0817085	0.0669904	0.111193	0.114051	0.273993	0.0754543	0.128915	0.0522998	0	0.0160486	33	0	0
5A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	36	444239	0.000232872
5A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Owner	0	0	0	0.204246	0.1038	0.0895351	0.389375	0.186912	0.0261313	0	0	0	13	34962.9	0.000208466
5A	Multi-Family with 2 - 4 Units	Yes	Non-Ducted Heating	Renter	0	0.0793467	0.0817085	0.0669904	0.111193	0.114051	0.273993	0.0754543	0.128915	0.0522998	0	0.0160486	33	409276	0.00102621
5A	Multi-Family with 2 - 4 Units	Yes	None	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5A	Multi-Family with 2 - 4 Units	Yes	None	Owner	0	0.0102742	0.0124585	0.0210905	0.0742082	0.267194	0.380526	0.023039	0.11706	0.062748	0.0314015	0	0	0	0
5A	Multi-Family with 2 - 4 Units	Yes	None	Renter	0	0.0472153	0.0210843	0.0770406	0.0910428	0.175511	0.293569	0.107421	0.140066	0.00945976	0.0177827	0.019808	0	0	0
5A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	31	216357	0.000199003
5A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Owner	0	0	0	0.0297036	0.0340328	0.0840831	0.292197	0.303042	0.235724	0.0212169	0	0	59	43841.8	0.000136788
5A	Multi-Family with 5+ Units	No	Ducted Heat Pump	Renter	0	0	0.0667067	0.0869562	0.0713477	0.275136	0.303394	0.0875426	0.0375581	0.0375174	0.0338408	0	26	172515	0.00126769
5A	Multi-Family with 5+ Units	No	Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	319	2.11782e+06	0.00179605
5A	Multi-Family with 5+ Units	No	Ducted Heating	Owner	0	0	0	0.0192047	0.0098875	0.0922663	0.295029	0.313012	0.247319	0.0232818	0	0	54	413242	0.00173351
5A	Multi-Family with 5+ Units	No	Ducted Heating	Renter	0	0.0462259	0.0107401	0.0695778	0.0398251	0.173246	0.312988	0.149077	0.125025	0.029636	0.0161412	0.0275184	265	1.70457e+06	0.0118006
5A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	31	33382.3	4.06806e-05
5A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Owner	0	0	0	0.0297036	0.0340328	0.0840831	0.292197	0.303042	0.235724	0.0212169	0	0	59	6994.02	3.45489e-05
5A	Multi-Family with 5+ Units	No	Non-Ducted Heat Pump	Renter	0	0	0.0667067	0.0869562	0.0713477	0.275136	0.303394	0.0875426	0.0375581	0.0375174	0.0338408	0	26	26388.3	0.000279652
5A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Not Available	1	0	0	0	0	0	0	0	0	0	0	0	319	893232	0.00156456
5A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Owner	0	0	0	0.0192047	0.0098875	0.0922663	0.295029	0.313012	0.247319	0.0232818	0	0	54	109100	0.00149638
5A	Multi-Family with 5+ Units	No	Non-Ducted Heating	Renter	0	0.0462259	0.0107401	0.0695778	0.0398251	0.173246	0.312988	0.149077	0.125025	0.029636	0.0161412	0.0275184	265	784133	0.010491
