Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Option=EF 12, National Average	Option=None	Option=Void	source_count	source_weight	sampling_probability
200-300%	Single-Family Attached	DE	Renter	0.245758	0.754242	0	28	1184.55	2.64807e-05
300-400%	Single-Family Attached	DE	Not Available	0	0	1	78	4747.32	0
300-400%	Single-Family Attached	DE	Owner	0.265165	0.734835	0	51	3404.06	3.68062e-05
300-400%	Single-Family Attached	DE	Renter	0.0567641	0.943236	0	27	1343.26	1.86447e-05
400%+	Single-Family Attached	DE	Not Available	0	0	1	13	23863	0
400%+	Single-Family Attached	DE	Owner	0.195086	0.804914	0	13	23863	0.000129431
400%+	Single-Family Attached	DE	Renter	0.0691661	0.930834	0	44	0	3.92468e-05
Not Available	Single-Family Attached	DE	Not Available	0.307153	0.692847	0	18	37202.3	9.32688e-05
Not Available	Single-Family Attached	DE	Owner	0	0	1	16	32183.7	0
Not Available	Single-Family Attached	DE	Renter	0	0	1	123	5018.64	0
0-100%	Single-Family Attached	FL	Not Available	0	0	1	55	71665.3	0
0-100%	Single-Family Attached	FL	Owner	0.427469	0.572531	0	14	31473.3	0.000180174
0-100%	Single-Family Attached	FL	Renter	0.181694	0.818306	0	41	40192	0.000217299
100-150%	Single-Family Attached	FL	Not Available	0	0	1	43	33028.8	0
100-150%	Single-Family Attached	FL	Owner	0.430028	0.569972	0	25	28010.8	0.000158638
100-150%	Single-Family Attached	FL	Renter	0.19005	0.80995	0	18	5017.99	0.000153265
150-200%	Single-Family Attached	FL	Not Available	0	0	1	10	48210.6	0
150-200%	Single-Family Attached	FL	Owner	0.109868	0.890132	0	22	24650	0.000171033
150-200%	Single-Family Attached	FL	Renter	0.200963	0.799037	0	15	23560.5	0.000142919
200-300%	Single-Family Attached	FL	Not Available	0	0	1	18	79955.4	0
200-300%	Single-Family Attached	FL	Owner	0	1	0	10	49591.9	0.00038208
200-300%	Single-Family Attached	FL	Renter	0.245758	0.754242	0	28	30363.6	0.000256627
300-400%	Single-Family Attached	FL	Not Available	0	0	1	13	80100.7	0
300-400%	Single-Family Attached	FL	Owner	0.265165	0.734835	0	51	44035.7	0.000338189
300-400%	Single-Family Attached	FL	Renter	0.0567641	0.943236	0	27	36065	0.000188443
400%+	Single-Family Attached	FL	Not Available	0	0	1	28	204753	0
400%+	Single-Family Attached	FL	Owner	0.181405	0.818595	0	24	177809	0.00109055
400%+	Single-Family Attached	FL	Renter	0.0691661	0.930834	0	44	26943.4	0.000373363
Not Available	Single-Family Attached	FL	Not Available	0.116649	0.883351	0	61	517713	0.000552458
Not Available	Single-Family Attached	FL	Owner	0	0	1	43	355571	0
Not Available	Single-Family Attached	FL	Renter	0	0	1	18	162143	0
0-100%	Single-Family Attached	GA	Not Available	0	0	1	55	50394.1	0
0-100%	Single-Family Attached	GA	Owner	0.427469	0.572531	0	14	3107.69	4.00359e-05
0-100%	Single-Family Attached	GA	Renter	0.181694	0.818306	0	41	47286.4	7.22946e-05
100-150%	Single-Family Attached	GA	Not Available	0	0	1	43	30599.7	0
100-150%	Single-Family Attached	GA	Owner	0.430028	0.569972	0	25	24668.4	3.25989e-05
100-150%	Single-Family Attached	GA	Renter	0.19005	0.80995	0	18	5931.32	5.21503e-05
150-200%	Single-Family Attached	GA	Not Available	0	0	1	37	12465.6	0
150-200%	Single-Family Attached	GA	Owner	0.109868	0.890132	0	22	3280.71	3.97537e-05
150-200%	Single-Family Attached	GA	Renter	0.200963	0.799037	0	15	9184.85	4.76366e-05
200-300%	Single-Family Attached	GA	Not Available	0	0	1	73	39307	0
200-300%	Single-Family Attached	GA	Owner	0.237187	0.762813	0	45	12107.9	9.55672e-05
200-300%	Single-Family Attached	GA	Renter	0.245758	0.754242	0	28	27199.1	8.5656e-05
300-400%	Single-Family Attached	GA	Not Available	0	0	1	78	37957.7	0
300-400%	Single-Family Attached	GA	Owner	0.265165	0.734835	0	51	29494.3	9.1323e-05
300-400%	Single-Family Attached	GA	Renter	0.0567641	0.943236	0	27	8463.36	6.25446e-05
400%+	Single-Family Attached	GA	Not Available	0	0	1	20	96315.4	0
400%+	Single-Family Attached	GA	Owner	0.0517415	0.948259	0	17	88118.7	0.00036228
400%+	Single-Family Attached	GA	Renter	0.0691661	0.930834	0	44	8196.7	0.000127757
Not Available	Single-Family Attached	GA	Not Available	0.18332	0.81668	0	39	267039	9.99329e-05
Not Available	Single-Family Attached	GA	Owner	0	0	1	25	160778	0
Not Available	Single-Family Attached	GA	Renter	0	0	1	14	106262	0
0-100%	Single-Family Attached	HI	Not Available	0	0	1	16	3153.98	0
0-100%	Single-Family Attached	HI	Owner	0.263337	0.736663	0	10	0	4.30745e-06
0-100%	Single-Family Attached	HI	Renter	0.259707	0.740293	0	19	3153.98	1.67898e-05
100-150%	Single-Family Attached	HI	Not Available	0	0	1	22	504.975	0
100-150%	Single-Family Attached	HI	Owner	0.690638	0.309362	0	15	56.5003	3.75881e-06
100-150%	Single-Family Attached	HI	Renter	0.407862	0.592138	0	13	448.475	1.76762e-05
150-200%	Single-Family Attached	HI	Not Available	0	0	1	23	3465.68	0
150-200%	Single-Family Attached	HI	Owner	0.391295	0.608705	0	17	1475.21	4.58157e-06
150-200%	Single-Family Attached	HI	Renter	0.407862	0.592138	0	13	1990.47	2.06069e-05
200-300%	Single-Family Attached	HI	Not Available	0	0	1	10	6303.61	0
200-300%	Single-Family Attached	HI	Owner	0.50494	0.49506	0	44	3769.7	1.14747e-05
200-300%	Single-Family Attached	HI	Renter	0.321244	0.678756	0	15	2533.92	3.96692e-05
300-400%	Single-Family Attached	HI	Not Available	0	0	1	12	7849.57	0
300-400%	Single-Family Attached	HI	Owner	0.436659	0.563341	0	53	3799.88	1.42967e-05
300-400%	Single-Family Attached	HI	Renter	0.509484	0.490516	0	14	4049.69	2.94963e-05
400%+	Single-Family Attached	HI	Not Available	0	0	1	14	13648.1	0
400%+	Single-Family Attached	HI	Owner	0.352597	0.647403	0	82	8331.78	9.66972e-05
400%+	Single-Family Attached	HI	Renter	0.377453	0.622547	0	21	5316.31	7.91079e-05
Not Available	Single-Family Attached	HI	Not Available	0.368014	0.631986	0	31	34925.9	2.80032e-05
Not Available	Single-Family Attached	HI	Owner	0	0	1	16	17433.1	0
Not Available	Single-Family Attached	HI	Renter	0	0	1	15	17492.9	0
0-100%	Single-Family Attached	IA	Not Available	0	0	1	15	0	0
0-100%	Single-Family Attached	IA	Owner	0.558517	0.441483	0	69	0	1.02706e-05
0-100%	Single-Family Attached	IA	Renter	0.0670826	0.932917	0	10	0	1.9927e-05
100-150%	Single-Family Attached	IA	Not Available	0	0	1	21	8003.49	0
100-150%	Single-Family Attached	IA	Owner	0.681358	0.318642	0	94	5215.96	1.15549e-05
100-150%	Single-Family Attached	IA	Renter	0.530342	0.469658	0	12	2787.53	1.49717e-05
150-200%	Single-Family Attached	IA	Not Available	0	0	1	21	8152.61	0
150-200%	Single-Family Attached	IA	Owner	0.523038	0.476962	0	11	4777.62	1.49338e-05
150-200%	Single-Family Attached	IA	Renter	0.372612	0.627388	0	10	3374.99	1.32384e-05
200-300%	Single-Family Attached	IA	Not Available	0	0	1	47	12029.8	0
200-300%	Single-Family Attached	IA	Owner	0.390304	0.609696	0	33	8099.01	4.08178e-05
200-300%	Single-Family Attached	IA	Renter	0.407771	0.592229	0	14	3930.78	2.47173e-05
300-400%	Single-Family Attached	IA	Not Available	0	0	1	40	13059.3	0
300-400%	Single-Family Attached	IA	Owner	0.493138	0.506862	0	28	11267.6	4.40016e-05
300-400%	Single-Family Attached	IA	Renter	0.225597	0.774403	0	12	1791.69	1.86835e-05
400%+	Single-Family Attached	IA	Not Available	0	0	1	11	26382.2	0
400%+	Single-Family Attached	IA	Owner	0.409484	0.590516	0	10	21903.4	0.000127997
400%+	Single-Family Attached	IA	Renter	0.0981847	0.901815	0	21	4478.7	3.96373e-05
Not Available	Single-Family Attached	IA	Not Available	0.228263	0.771737	0	20	67627.3	2.69412e-05
Not Available	Single-Family Attached	IA	Owner	0	0	1	16	51263.6	0
Not Available	Single-Family Attached	IA	Renter	0	0	1	56	16363.7	0
0-100%	Single-Family Attached	ID	Not Available	0	0	1	55	3726.33	0
0-100%	Single-Family Attached	ID	Owner	0.43334	0.56666	0	33	0	4.59591e-06
0-100%	Single-Family Attached	ID	Renter	0.351592	0.648408	0	22	3726.33	1.11686e-05
100-150%	Single-Family Attached	ID	Not Available	0	0	1	12	4306.39	0
100-150%	Single-Family Attached	ID	Owner	0.541751	0.458249	0	63	2891.19	4.99677e-06
100-150%	Single-Family Attached	ID	Renter	0.454294	0.545706	0	25	1415.2	9.696e-06
150-200%	Single-Family Attached	ID	Not Available	0	0	1	127	3669.52	0
150-200%	Single-Family Attached	ID	Owner	0.460538	0.539462	0	108	1275.16	5.60058e-06
150-200%	Single-Family Attached	ID	Renter	0.265016	0.734984	0	19	2394.36	9.98362e-06
200-300%	Single-Family Attached	ID	Not Available	0	0	1	30	7588.79	0
200-300%	Single-Family Attached	ID	Owner	0.273087	0.726913	0	21	5621.7	1.31765e-05
200-300%	Single-Family Attached	ID	Renter	0.175961	0.824039	0	35	1967.09	1.62052e-05
300-400%	Single-Family Attached	ID	Not Available	0	0	1	27	3513.99	0
300-400%	Single-Family Attached	ID	Owner	0.404592	0.595408	0	17	2602.03	1.10855e-05
300-400%	Single-Family Attached	ID	Renter	0.382188	0.617812	0	10	911.958	1.0556e-05
400%+	Single-Family Attached	ID	Not Available	0	0	1	46	2442.23	0
400%+	Single-Family Attached	ID	Owner	0.291452	0.708548	0	34	1635.79	3.03274e-05
400%+	Single-Family Attached	ID	Renter	0.336522	0.663478	0	12	806.441	1.66929e-05
Not Available	Single-Family Attached	ID	Not Available	0.354831	0.645169	0	14	25247.2	1.28644e-05
Not Available	Single-Family Attached	ID	Owner	0	0	1	59	14025.9	0
Not Available	Single-Family Attached	ID	Renter	0	0	1	34	11221.4	0
0-100%	Single-Family Attached	IL	Not Available	0	0	1	25	34228.2	0
0-100%	Single-Family Attached	IL	Owner	0.41416	0.58584	0	71	5034.67	8.75006e-05
0-100%	Single-Family Attached	IL	Renter	0.414642	0.585358	0	22	29193.5	0.000104261
100-150%	Single-Family Attached	IL	Not Available	0	0	1	30	19338.9	0
100-150%	Single-Family Attached	IL	Owner	0.300473	0.699527	0	14	13430.9	7.07826e-05
100-150%	Single-Family Attached	IL	Renter	0.250143	0.749857	0	16	5907.94	5.80386e-05
150-200%	Single-Family Attached	IL	Not Available	0	0	1	25	10604.9	0
150-200%	Single-Family Attached	IL	Owner	0.223335	0.776665	0	12	5622.36	8.1057e-05
150-200%	Single-Family Attached	IL	Renter	0.273257	0.726743	0	13	4982.58	5.58904e-05
200-300%	Single-Family Attached	IL	Not Available	0	0	1	10	25850.9	0
200-300%	Single-Family Attached	IL	Owner	0.267536	0.732464	0	29	25336.2	0.000205033
200-300%	Single-Family Attached	IL	Renter	0.331727	0.668273	0	16	514.778	0.000100984
300-400%	Single-Family Attached	IL	Not Available	0	0	1	36	22801.8	0
300-400%	Single-Family Attached	IL	Owner	0.38316	0.61684	0	23	16993.5	0.000213658
300-400%	Single-Family Attached	IL	Renter	0.10963	0.89037	0	13	5808.35	8.05522e-05
400%+	Single-Family Attached	IL	Not Available	0	0	1	38	160352	0
400%+	Single-Family Attached	IL	Owner	0.211106	0.788894	0	35	145340	0.000886596
400%+	Single-Family Attached	IL	Renter	0.273924	0.726076	0	20	15012.2	0.000182924
Not Available	Single-Family Attached	IL	Not Available	0.180035	0.819965	0	61	273177	0.000136457
Not Available	Single-Family Attached	IL	Owner	0	0	1	48	211757	0
Not Available	Single-Family Attached	IL	Renter	0	0	1	13	61419.3	0
0-100%	Single-Family Attached	IN	Not Available	0	0	1	25	10673.6	0
0-100%	Single-Family Attached	IN	Owner	0.41416	0.58584	0	71	2785.8	2.92148e-05
0-100%	Single-Family Attached	IN	Renter	0.414642	0.585358	0	22	7887.79	7.45098e-05
100-150%	Single-Family Attached	IN	Not Available	0	0	1	30	19741.5	0
100-150%	Single-Family Attached	IN	Owner	0.300473	0.699527	0	14	11181.7	2.30426e-05
100-150%	Single-Family Attached	IN	Renter	0.250143	0.749857	0	16	8559.81	3.84924e-05
150-200%	Single-Family Attached	IN	Not Available	0	0	1	25	18771.4	0
150-200%	Single-Family Attached	IN	Owner	0.223335	0.776665	0	12	6756.78	2.75766e-05
150-200%	Single-Family Attached	IN	Renter	0.273257	0.726743	0	13	12014.6	3.44172e-05
200-300%	Single-Family Attached	IN	Not Available	0	0	1	11	14800.5	0
200-300%	Single-Family Attached	IN	Owner	0.267536	0.732464	0	29	9907.3	6.77875e-05
200-300%	Single-Family Attached	IN	Renter	0.331727	0.668273	0	16	4893.19	5.85359e-05
300-400%	Single-Family Attached	IN	Not Available	0	0	1	36	20363.5	0
300-400%	Single-Family Attached	IN	Owner	0.38316	0.61684	0	23	10617	5.83776e-05
300-400%	Single-Family Attached	IN	Renter	0.10963	0.89037	0	13	9746.51	4.02605e-05
400%+	Single-Family Attached	IN	Not Available	0	0	1	15	40705.9	0
400%+	Single-Family Attached	IN	Owner	0.645806	0.354194	0	13	36769.4	0.000159158
400%+	Single-Family Attached	IN	Renter	0.273924	0.726076	0	20	3936.43	6.83878e-05
Not Available	Single-Family Attached	IN	Not Available	0.324056	0.675944	0	38	125056	0.000102503
Not Available	Single-Family Attached	IN	Owner	0	0	1	25	78018	0
Not Available	Single-Family Attached	IN	Renter	0	0	1	13	47038.3	0
0-100%	Single-Family Attached	KS	Not Available	0	0	1	15	9404.35	0
0-100%	Single-Family Attached	KS	Owner	0.558517	0.441483	0	69	0	1.00142e-05
0-100%	Single-Family Attached	KS	Renter	0.0670826	0.932917	0	10	9404.35	3.56545e-05
100-150%	Single-Family Attached	KS	Not Available	0	0	1	21	329.17	0
100-150%	Single-Family Attached	KS	Owner	0.681358	0.318642	0	94	0	9.1567e-06
100-150%	Single-Family Attached	KS	Renter	0.530342	0.469658	0	12	329.17	2.42217e-05
150-200%	Single-Family Attached	KS	Not Available	0	0	1	21	3682.77	0
150-200%	Single-Family Attached	KS	Owner	0.523038	0.476962	0	11	0	1.03663e-05
150-200%	Single-Family Attached	KS	Renter	0.372612	0.627388	0	10	3682.77	2.40477e-05
200-300%	Single-Family Attached	KS	Not Available	0	0	1	47	16668.7	0
200-300%	Single-Family Attached	KS	Owner	0.390304	0.609696	0	33	11605.8	2.48794e-05
200-300%	Single-Family Attached	KS	Renter	0.407771	0.592229	0	14	5062.9	4.59487e-05
300-400%	Single-Family Attached	KS	Not Available	0	0	1	40	5880.11	0
300-400%	Single-Family Attached	KS	Owner	0.493138	0.506862	0	28	1047.46	2.43224e-05
300-400%	Single-Family Attached	KS	Renter	0.225597	0.774403	0	12	4832.65	3.51503e-05
400%+	Single-Family Attached	KS	Not Available	0	0	1	73	16560.5	0
400%+	Single-Family Attached	KS	Owner	0.427883	0.572117	0	52	5724.49	7.34883e-05
400%+	Single-Family Attached	KS	Renter	0.0981847	0.901815	0	21	10836	6.57562e-05
Not Available	Single-Family Attached	KS	Not Available	0.261583	0.738417	0	15	52525.5	3.417e-05
Not Available	Single-Family Attached	KS	Owner	0	0	1	95	18377.7	0
Not Available	Single-Family Attached	KS	Renter	0	0	1	56	34147.8	0
0-100%	Single-Family Attached	KY	Not Available	0	0	1	20	17031.8	0
0-100%	Single-Family Attached	KY	Owner	0.53025	0.46975	0	77	2035.05	1.27258e-05
0-100%	Single-Family Attached	KY	Renter	0.362477	0.637523	0	16	14996.8	3.05059e-05
100-150%	Single-Family Attached	KY	Not Available	0	0	1	13	6458.35	0
100-150%	Single-Family Attached	KY	Owner	0.626386	0.373614	0	100	1428.79	1.18595e-05
100-150%	Single-Family Attached	KY	Renter	0.343134	0.656866	0	39	5029.56	1.98785e-05
150-200%	Single-Family Attached	KY	Not Available	0	0	1	13	9546.98	0
150-200%	Single-Family Attached	KY	Owner	0.53765	0.46235	0	102	1383.68	1.43975e-05
150-200%	Single-Family Attached	KY	Renter	0.193772	0.806228	0	27	8163.3	1.76399e-05
200-300%	Single-Family Attached	KY	Not Available	0	0	1	11	10312.3	0
200-300%	Single-Family Attached	KY	Owner	0.202763	0.797237	0	10	4038.7	3.51476e-05
200-300%	Single-Family Attached	KY	Renter	0.21943	0.78057	0	13	6273.57	3.07091e-05
300-400%	Single-Family Attached	KY	Not Available	0	0	1	16	6959.89	0
300-400%	Single-Family Attached	KY	Owner	0.487662	0.512338	0	233	5718.94	3.00606e-05
300-400%	Single-Family Attached	KY	Renter	0.384242	0.615758	0	20	1240.95	2.02422e-05
400%+	Single-Family Attached	KY	Not Available	0	0	1	11	14824.6	0
400%+	Single-Family Attached	KY	Owner	0.300852	0.699148	0	23	8455.07	8.64636e-05
400%+	Single-Family Attached	KY	Renter	0.210812	0.789188	0	11	6369.57	3.63409e-05
Not Available	Single-Family Attached	KY	Not Available	0.220606	0.779394	0	38	65133.9	2.61828e-05
Not Available	Single-Family Attached	KY	Owner	0	0	1	15	23060.2	0
Not Available	Single-Family Attached	KY	Renter	0	0	1	23	42073.7	0
0-100%	Single-Family Attached	LA	Not Available	0	0	1	22	5438.04	0
0-100%	Single-Family Attached	LA	Owner	0.324517	0.675483	0	115	0	1.30501e-05
0-100%	Single-Family Attached	LA	Renter	0.279752	0.720248	0	18	5438.04	5.62941e-05
100-150%	Single-Family Attached	LA	Not Available	0	0	1	20	3205.11	0
100-150%	Single-Family Attached	LA	Owner	0.556429	0.443571	0	145	0	9.91108e-06
100-150%	Single-Family Attached	LA	Renter	0.346648	0.653352	0	15	3205.11	2.78002e-05
150-200%	Single-Family Attached	LA	Not Available	0	0	1	23	10390.4	0
150-200%	Single-Family Attached	LA	Owner	0.559668	0.440332	0	158	2994.07	9.70205e-06
150-200%	Single-Family Attached	LA	Renter	0.250245	0.749755	0	16	7396.34	2.31167e-05
200-300%	Single-Family Attached	LA	Not Available	0	0	1	24	4464.94	0
200-300%	Single-Family Attached	LA	Owner	0.312916	0.687084	0	14	4464.94	1.94638e-05
200-300%	Single-Family Attached	LA	Renter	0	1	0	10	0	3.28804e-05
300-400%	Single-Family Attached	LA	Not Available	0	0	1	15	2679.37	0
300-400%	Single-Family Attached	LA	Owner	0.435258	0.564742	0	267	2679.37	1.64198e-05
300-400%	Single-Family Attached	LA	Renter	0.329684	0.670316	0	39	0	2.13487e-05
400%+	Single-Family Attached	LA	Not Available	0	0	1	32	13375.6	0
400%+	Single-Family Attached	LA	Owner	0.0600141	0.939986	0	23	8817.11	5.76317e-05
400%+	Single-Family Attached	LA	Renter	0.286086	0.713914	0	44	4558.52	4.31314e-05
Not Available	Single-Family Attached	LA	Not Available	0.237743	0.762257	0	16	39553.5	5.69394e-05
Not Available	Single-Family Attached	LA	Owner	0	0	1	47	18955.5	0
Not Available	Single-Family Attached	LA	Renter	0	0	1	53	20598	0
0-100%	Single-Family Attached	MA	Not Available	0	0	1	11	8162.62	0
0-100%	Single-Family Attached	MA	Owner	0.351247	0.648753	0	36	4618.38	2.72821e-05
0-100%	Single-Family Attached	MA	Renter	0	1	0	13	3544.25	6.48657e-05
100-150%	Single-Family Attached	MA	Not Available	0	0	1	62	4773.95	0
100-150%	Single-Family Attached	MA	Owner	0.506328	0.493672	0	57	2494.18	2.26595e-05
100-150%	Single-Family Attached	MA	Renter	0.148754	0.851246	0	25	2279.78	3.89516e-05
150-200%	Single-Family Attached	MA	Not Available	0	0	1	12	4246.32	0
150-200%	Single-Family Attached	MA	Owner	0.443465	0.556535	0	87	3198.5	2.80778e-05
150-200%	Single-Family Attached	MA	Renter	0.00148357	0.998516	0	11	1047.82	3.44367e-05
200-300%	Single-Family Attached	MA	Not Available	0	0	1	14	20026.8	0
200-300%	Single-Family Attached	MA	Owner	0.163922	0.836078	0	11	14060.7	8.00902e-05
200-300%	Single-Family Attached	MA	Renter	0.357604	0.642396	0	22	5966.1	5.72279e-05
300-400%	Single-Family Attached	MA	Not Available	0	0	1	10	15419.8	0
300-400%	Single-Family Attached	MA	Owner	0.40329	0.59671	0	20	13297.8	8.35776e-05
300-400%	Single-Family Attached	MA	Renter	0.356958	0.643042	0	11	2121.96	4.50983e-05
400%+	Single-Family Attached	MA	Not Available	0	0	1	42	102145	0
400%+	Single-Family Attached	MA	Owner	0.0921375	0.907863	0	38	91368.2	0.000445256
400%+	Single-Family Attached	MA	Renter	0.12838	0.87162	0	14	10777.1	0.000128761
Not Available	Single-Family Attached	MA	Not Available	0.140718	0.859282	0	61	154775	8.16371e-05
Not Available	Single-Family Attached	MA	Owner	0	0	1	52	129038	0
Not Available	Single-Family Attached	MA	Renter	0	0	1	31	25737	0
0-100%	Single-Family Attached	MD	Not Available	0	0	1	12	44240.8	0
0-100%	Single-Family Attached	MD	Owner	0.427469	0.572531	0	14	15468.8	0.000114634
0-100%	Single-Family Attached	MD	Renter	0.181694	0.818306	0	41	28772	0.000178463
100-150%	Single-Family Attached	MD	Not Available	0	0	1	11	44951.5	0
100-150%	Single-Family Attached	MD	Owner	0.430028	0.569972	0	25	22559.4	9.02644e-05
100-150%	Single-Family Attached	MD	Renter	0.19005	0.80995	0	18	22392.1	9.96673e-05
150-200%	Single-Family Attached	MD	Not Available	0	0	1	37	15092.7	0
150-200%	Single-Family Attached	MD	Owner	0.109868	0.890132	0	22	9724.19	0.000106853
150-200%	Single-Family Attached	MD	Renter	0.200963	0.799037	0	15	5368.47	9.18689e-05
200-300%	Single-Family Attached	MD	Not Available	0	0	1	13	39829.3	0
200-300%	Single-Family Attached	MD	Owner	0.413504	0.586496	0	11	29807	0.000275633
200-300%	Single-Family Attached	MD	Renter	0.245758	0.754242	0	28	10022.2	0.000172798
300-400%	Single-Family Attached	MD	Not Available	0	0	1	18	48324.4	0
300-400%	Single-Family Attached	MD	Owner	0.422599	0.577401	0	14	40513.3	0.000292128
300-400%	Single-Family Attached	MD	Renter	0.0567641	0.943236	0	27	7811.11	0.0001398
400%+	Single-Family Attached	MD	Not Available	0	0	1	47	180252	0
400%+	Single-Family Attached	MD	Owner	0.293389	0.706611	0	40	153950	0.00148101
400%+	Single-Family Attached	MD	Renter	0.0691661	0.930834	0	44	26301.8	0.000380525
Not Available	Single-Family Attached	MD	Not Available	0.359144	0.640856	0	80	372691	0.000450562
Not Available	Single-Family Attached	MD	Owner	0	0	1	60	272023	0
Not Available	Single-Family Attached	MD	Renter	0	0	1	20	100668	0
0-100%	Single-Family Attached	ME	Not Available	0	0	1	11	0	0
0-100%	Single-Family Attached	ME	Owner	0.351247	0.648753	0	36	0	3.50976e-06
0-100%	Single-Family Attached	ME	Renter	0	1	0	13	0	5.55766e-06
100-150%	Single-Family Attached	ME	Not Available	0	0	1	62	2936.47	0
100-150%	Single-Family Attached	ME	Owner	0.506328	0.493672	0	57	2936.47	3.56317e-06
100-150%	Single-Family Attached	ME	Renter	0.148754	0.851246	0	25	0	3.82817e-06
150-200%	Single-Family Attached	ME	Not Available	0	0	1	12	170.713	0
150-200%	Single-Family Attached	ME	Owner	0.443465	0.556535	0	87	170.713	4.11521e-06
