Dependency=County	Option=CAISO	Option=ERCOT	Option=MISO	Option=NEISO	Option=None	Option=NYISO	Option=PJM	Option=SPP	source_count	source_weight	sampling_probability
NM, De Baca County	0	0	0	0	1	0	0	0	1186	1024	7.63864e-06
NM, Dona Ana County	0	0	0	0	1	0	0	0	9774	84121	0.00062751
NM, Eddy County	0	0	0	0	0	0	0	1	8281	23428	0.000174763
NM, Grant County	0	0	0	0	1	0	0	0	3284	14678	0.000109492
NM, Guadalupe County	0	0	0	0	1	0	0	0	1708	2344	1.74853e-05
NM, Harding County	0	0	0	0	1	0	0	0	1000	514	3.83424e-06
NM, Hidalgo County	0	0	0	0	1	0	0	0	1200	2399	1.78956e-05
NM, Lea County	0	0	0	0	0	0	0	1	7869	25340	0.000189026
NM, Lincoln County	0	0	0	0	1	0	0	0	4338	17671	0.000131818
NM, Los Alamos County	0	0	0	0	1	0	0	0	611	8309	6.19819e-05
NM, Luna County	0	0	0	0	1	0	0	0	5797	10958	8.17424e-05
NM, McKinley County	0	0	0	0	1	0	0	0	14746	25768	0.000192219
NM, Mora County	0	0	0	0	1	0	0	0	1542	2947	2.19835e-05
NM, Otero County	0	0	0	0	1	0	0	0	4567	30976	0.000231069
NM, Quay County	0	0	0	0	0	0	0	1	3334	5549	4.13934e-05
NM, Rio Arriba County	0	0	0	0	1	0	0	0	8372	19557	0.000145888
NM, Roosevelt County	0	0	0	0	0	0	0	1	2929	8299	6.19073e-05
NM, San Juan County	0	0	0	0	1	0	0	0	16290	49607	0.000370049
NM, San Miguel County	0	0	0	0	1	0	0	0	4031	15535	0.000115885
NM, Sandoval County	0	0	0	0	1	0	0	0	9707	54193	0.000404257
NM, Santa Fe County	0	0	0	0	1	0	0	0	6090	71751	0.000535235
NM, Sierra County	0	0	0	0	1	0	0	0	2614	8289	6.18327e-05
NM, Socorro County	0	0	0	0	1	0	0	0	3811	8004	5.97067e-05
NM, Taos County	0	0	0	0	1	0	0	0	4283	20359	0.000151871
NM, Torrance County	0	0	0	0	1	0	0	0	3467	7753	5.78345e-05
NM, Union County	0	0	0	0	1	0	0	0	1504	2306	1.72019e-05
NM, Valencia County	0	0	0	0	1	0	0	0	2640	30256	0.000225698
NV, Carson City	0	0	0	0	1	0	0	0	1450	23459	0.000174995
NV, Churchill County	0	0	0	0	1	0	0	0	3065	10683	7.96912e-05
NV, Clark County	0	0	0	0	1	0	0	0	24521	864164	0.00644633
NV, Douglas County	0	0	0	0	1	0	0	0	2164	23810	0.000177613
NV, Elko County	0	0	0	0	1	0	0	0	8771	20425	0.000152363
NV, Esmeralda County	0	0	0	0	1	0	0	0	1607	969	7.22835e-06
NV, Eureka County	0	0	0	0	1	0	0	0	1795	1146	8.54873e-06
NV, Humboldt County	0	0	0	0	1	0	0	0	4502	7223	5.38808e-05
NV, Lander County	0	0	0	0	1	0	0	0	1484	2505	1.86864e-05
NV, Lincoln County	0	0	0	0	1	0	0	0	2757	2581	1.92533e-05
NV, Lyon County	0	0	0	0	1	0	0	0	4336	22427	0.000167297
NV, Mineral County	0	0	0	0	1	0	0	0	1886	2775	2.07004e-05
NV, Nye County	0	0	0	0	1	0	0	0	7418	21786	0.000162515
NV, Pershing County	0	0	0	0	1	0	0	0	2842	2403	1.79255e-05
NV, Storey County	0	0	0	0	1	0	0	0	1061	2001	1.49267e-05
NV, Washoe County	0	0	0	0	1	0	0	0	10793	187716	0.00140029
NV, White Pine County	0	0	0	0	1	0	0	0	4086	4444	3.31505e-05
NY, Albany County	0	0	0	0	0	1	0	0	7035	138448	0.00103277
NY, Allegany County	0	0	0	0	0	1	0	0	3967	25991	0.000193883
NY, Bronx County	0	0	0	0	0	1	0	0	5498	522401	0.00389691
NY, Broome County	0	0	0	0	0	1	0	0	5760	89919	0.000670761
NY, Cattaraugus County	0	0	0	0	0	1	0	0	5098	40973	0.000305643
NY, Cayuga County	0	0	0	0	0	1	0	0	3597	36418	0.000271664
NY, Chautauqua County	0	0	0	0	0	1	0	0	6396	66722	0.00049772
NY, Chemung County	0	0	0	0	0	1	0	0	3125	38372	0.00028624
NY, Chenango County	0	0	0	0	0	1	0	0	3509	24817	0.000185125
NY, Clinton County	0	0	0	0	0	1	0	0	3554	35948	0.000268158
NY, Columbia County	0	0	0	0	0	1	0	0	3868	32863	0.000245145
NY, Cortland County	0	0	0	0	0	1	0	0	2298	20492	0.000152862
NY, Delaware County	0	0	0	0	0	1	0	0	4809	31158	0.000232427
NY, Dutchess County	0	0	0	0	0	1	0	0	6548	119023	0.000887864
NY, Erie County	0	0	0	0	0	1	0	0	13550	421361	0.00314319
NY, Essex County	0	0	0	0	0	1	0	0	3343	25756	0.00019213
NY, Franklin County	0	0	0	0	0	1	0	0	3155	25324	0.000188907
NY, Fulton County	0	0	0	0	0	1	0	0	2305	28632	0.000213584
NY, Genesee County	0	0	0	0	0	1	0	0	2321	25657	0.000191391
NY, Greene County	0	0	0	0	0	1	0	0	2856	29282	0.000218432
NY, Hamilton County	0	0	0	0	0	1	0	0	1592	8776	6.54658e-05
NY, Herkimer County	0	0	0	0	0	1	0	0	4104	33368	0.000248913
NY, Jefferson County	0	0	0	0	0	1	0	0	6526	58728	0.000438088
NY, Kings County	0	0	0	0	0	1	0	0	9764	1.02175e+06	0.00762183
NY, Lewis County	0	0	0	0	0	1	0	0	3087	15287	0.000114035
NY, Livingston County	0	0	0	0	0	1	0	0	3456	27313	0.000203744
NY, Madison County	0	0	0	0	0	1	0	0	3421	31774	0.000237022
NY, Monroe County	0	0	0	0	0	1	0	0	11308	324405	0.00241994
NY, Montgomery County	0	0	0	0	0	1	0	0	2764	23208	0.000173123
NY, Nassau County	0	0	0	0	0	1	0	0	22127	467127	0.00348458
NY, New York County	0	0	0	0	0	1	0	0	3950	866644	0.00646483
NY, Niagara County	0	0	0	0	0	1	0	0	4786	99162	0.000739708
NY, Oneida County	0	0	0	0	0	1	0	0	8619	103958	0.000775486
NY, Onondaga County	0	0	0	0	0	1	0	0	9890	204504	0.00152552
NY, Ontario County	0	0	0	0	0	1	0	0	3815	49693	0.00037069
NY, Orange County	0	0	0	0	0	1	0	0	10034	139757	0.00104253
NY, Orleans County	0	0	0	0	0	1	0	0	1525	18509	0.00013807
NY, Oswego County	0	0	0	0	0	1	0	0	5347	53687	0.000400484
NY, Otsego County	0	0	0	0	0	1	0	0	4607	30684	0.00022889
NY, Putnam County	0	0	0	0	0	1	0	0	2423	38321	0.00028586
NY, Queens County	0	0	0	0	0	1	0	0	14858	846689	0.00631598
NY, Rensselaer County	0	0	0	0	0	1	0	0	4987	71760	0.0005353
NY, Richmond County	0	0	0	0	0	1	0	0	5078	178603	0.00133231
NY, Rockland County	0	0	0	0	0	1	0	0	4764	104651	0.000780655
NY, Saratoga County	0	0	0	0	0	1	0	0	6301	101985	0.000760769
NY, Schenectady County	0	0	0	0	0	1	0	0	3346	68236	0.000509014
NY, Schoharie County	0	0	0	0	0	1	0	0	2805	17229	0.000128522
NY, Schuyler County	0	0	0	0	0	1	0	0	1880	9544	7.11946e-05
NY, Seneca County	0	0	0	0	0	1	0	0	2199	16230	0.000121069
NY, St. Lawrence County	0	0	0	0	0	1	0	0	7066	52272	0.000389929
NY, Steuben County	0	0	0	0	0	1	0	0	6628	48813	0.000364126
NY, Suffolk County	0	0	0	0	0	1	0	0	28892	570464	0.00425544
NY, Sullivan County	0	0	0	0	0	1	0	0	5172	49645	0.000370332
NY, Tioga County	0	0	0	0	0	1	0	0	2437	22170	0.000165379
NY, Tompkins County	0	0	0	0	0	1	0	0	3082	42118	0.000314184
NY, Ulster County	0	0	0	0	0	1	0	0	6195	83762	0.000624832
NY, Warren County	0	0	0	0	0	1	0	0	2931	39045	0.00029126
NY, Washington County	0	0	0	0	0	1	0	0	2983	28996	0.000216299
NY, Wayne County	0	0	0	0	0	1	0	0	3791	41421	0.000308985
NY, Westchester County	0	0	0	0	0	1	0	0	15170	369925	0.0027595
NY, Wyoming County	0	0	0	0	0	1	0	0	1982	18072	0.00013481
NY, Yates County	0	0	0	0	0	1	0	0	1885	13729	0.000102413
OH, Adams County	0	0	0	0	0	0	1	0	1789	12782	9.53488e-05
OH, Allen County	0	0	0	0	0	0	1	0	6015	44850	0.000334564
OH, Ashland County	0	0	0	0	0	0	1	0	4140	22104	0.000164887
OH, Ashtabula County	0	0	0	0	0	0	1	0	3880	45850	0.000342024
OH, Athens County	0	0	0	0	0	0	1	0	3069	26370	0.00019671
OH, Auglaize County	0	0	0	0	0	0	1	0	3411	19679	0.000146798
OH, Belmont County	0	0	0	0	0	0	1	0	5996	32119	0.000239594
OH, Brown County	0	0	0	0	0	0	1	0	2629	19599	0.000146201
OH, Butler County	0	0	0	0	0	0	1	0	6185	149418	0.0011146
OH, Carroll County	0	0	0	0	0	0	1	0	2068	13543	0.000101025
OH, Champaign County	0	0	0	0	0	0	1	0	1903	16684	0.000124456
OH, Clark County	0	0	0	0	0	0	1	0	4049	61143	0.000456102
OH, Clermont County	0	0	0	0	0	0	1	0	3670	81711	0.000609533
OH, Clinton County	0	0	0	0	0	0	1	0	1939	18060	0.00013472
OH, Columbiana County	0	0	0	0	0	0	1	0	5312	46591	0.00034755
OH, Coshocton County	0	0	0	0	0	0	1	0	2650	16358	0.000122024
OH, Crawford County	0	0	0	0	0	0	1	0	2765	20013	0.000149289
OH, Cuyahoga County	0	0	0	0	1	0	0	0	15396	618673	0.00461506
OH, Darke County	0	0	0	0	0	0	1	0	5132	22716	0.000169452
OH, Defiance County	0	0	0	0	0	0	1	0	3259	16712	0.000124665
OH, Delaware County	0	0	0	0	0	0	1	0	3817	69557	0.000518867
OH, Erie County	0	0	0	0	1	0	0	0	3061	37715	0.000281339
OH, Fairfield County	0	0	0	0	0	0	1	0	4455	59609	0.00044466
OH, Fayette County	0	0	0	0	0	0	1	0	1408	12671	9.45207e-05
OH, Franklin County	0	0	0	0	0	0	1	0	22826	540779	0.004034
OH, Fulton County	0	0	0	0	0	0	1	0	3192	17367	0.000129551
OH, Gallia County	0	0	0	0	0	0	1	0	1972	13727	0.000102398
OH, Geauga County	0	0	0	0	0	0	1	0	1606	36733	0.000274015
OH, Greene County	0	0	0	0	0	0	1	0	4465	69139	0.00051575
OH, Guernsey County	0	0	0	0	0	0	1	0	3769	19110	0.000142553
OH, Hamilton County	0	0	0	0	0	0	1	0	10808	377268	0.00281427
OH, Hancock County	0	0	0	0	0	0	1	0	3315	33569	0.000250412
OH, Hardin County	0	0	0	0	0	0	1	0	1669	13104	9.77506e-05
OH, Harrison County	0	0	0	0	0	0	1	0	1968	8065	6.01617e-05
OH, Henry County	0	0	0	0	0	0	1	0	2897	11987	8.94184e-05
OH, Highland County	0	0	0	0	0	0	1	0	2182	19167	0.000142978
OH, Hocking County	0	0	0	0	0	0	1	0	1736	13279	9.90562e-05
OH, Holmes County	0	0	0	0	0	0	1	0	3178	13550	0.000101078
OH, Huron County	0	0	0	0	0	0	1	0	4141	25099	0.000187229
OH, Jackson County	0	0	0	0	0	0	1	0	2075	14565	0.000108649
OH, Jefferson County	0	0	0	0	0	0	1	0	3747	32458	0.000242123
OH, Knox County	0	0	0	0	0	0	1	0	5537	25462	0.000189936
OH, Lake County	0	0	0	0	1	0	0	0	3633	101885	0.000760021
OH, Lawrence County	0	0	0	0	0	0	1	0	2519	27313	0.000203744
OH, Licking County	0	0	0	0	0	0	1	0	8547	69927	0.000521627
OH, Logan County	0	0	0	0	0	0	1	0	2777	23174	0.000172869
OH, Lorain County	0	0	0	0	0	0	1	0	6353	128766	0.000960543
OH, Lucas County	0	0	0	0	0	0	1	0	8911	202307	0.00150913
OH, Madison County	0	0	0	0	0	0	1	0	1774	15964	0.000119085
OH, Mahoning County	0	0	0	0	0	0	1	0	6247	111275	0.000830067
OH, Marion County	0	0	0	0	0	0	1	0	2148	27783	0.00020725
OH, Medina County	0	0	0	0	0	0	1	0	2649	70709	0.000527462
OH, Meigs County	0	0	0	0	0	0	1	0	1663	11004	8.20856e-05
OH, Mercer County	0	0	0	0	0	0	1	0	3485	17712	0.000132124
OH, Miami County	0	0	0	0	0	0	1	0	3612	44178	0.000329549
OH, Monroe County	0	0	0	0	0	0	1	0	1826	7457	5.56262e-05
OH, Montgomery County	0	0	0	0	0	0	1	0	11371	254383	0.0018976
OH, Morgan County	0	0	0	0	0	0	1	0	1671	7834	5.84385e-05
OH, Morrow County	0	0	0	0	0	0	1	0	1672	14088	0.000105091
OH, Muskingum County	0	0	0	0	0	0	1	0	3982	37774	0.000281778
OH, Noble County	0	0	0	0	0	0	1	0	1717	6034	4.50112e-05
OH, Ottawa County	0	0	0	0	0	0	1	0	2460	28012	0.000208958
OH, Paulding County	0	0	0	0	0	0	1	0	1570	8685	6.47867e-05
OH, Perry County	0	0	0	0	0	0	1	0	2235	15105	0.000112677
OH, Pickaway County	0	0	0	0	0	0	1	0	1759	21150	0.000157771
OH, Pike County	0	0	0	0	0	0	1	0	1872	12533	9.34914e-05
OH, Portage County	0	0	0	0	0	0	1	0	5671	68106	0.000508045
OH, Preble County	0	0	0	0	0	0	1	0	3151	17859	0.000133221
OH, Putnam County	0	0	0	0	0	0	1	0	3805	13774	0.000102749
OH, Richland County	0	0	0	0	0	0	1	0	6337	54210	0.000404385
OH, Ross County	0	0	0	0	0	0	1	0	2944	31807	0.000237268
OH, Sandusky County	0	0	0	0	0	0	1	0	2944	26229	0.000195658
OH, Scioto County	0	0	0	0	0	0	1	0	3529	34046	0.00025397
OH, Seneca County	0	0	0	0	0	0	1	0	2769	23971	0.000178814
OH, Shelby County	0	0	0	0	0	0	1	0	2789	20327	0.000151631
OH, Stark County	0	0	0	0	0	0	1	0	12218	165524	0.00123474
OH, Summit County	0	0	0	0	0	0	1	0	11076	245164	0.00182883
OH, Trumbull County	0	0	0	0	0	0	1	0	5949	95466	0.000712139
OH, Tuscarawas County	0	0	0	0	0	0	1	0	6681	39947	0.000297989
OH, Union County	0	0	0	0	0	0	1	0	3245	20030	0.000149416
OH, Van Wert County	0	0	0	0	0	0	1	0	2898	12662	9.44535e-05
OH, Vinton County	0	0	0	0	0	0	1	0	1222	6174	4.60555e-05
OH, Warren County	0	0	0	0	0	0	1	0	4357	83747	0.000624719
OH, Washington County	0	0	0	0	0	0	1	0	3173	28083	0.000209488
OH, Wayne County	0	0	0	0	0	0	1	0	4238	46002	0.000343157
OH, Williams County	0	0	0	0	0	0	1	0	3985	16522	0.000123248
OH, Wood County	0	0	0	0	0	0	1	0	5270	53406	0.000398388
OH, Wyandot County	0	0	0	0	0	0	1	0	1559	9881	7.37083e-05
OK, Adair County	0	0	0	0	0	0	0	1	2373	9247	6.89791e-05
OK, Alfalfa County	0	0	0	0	0	0	0	1	2420	2742	2.04543e-05
OK, Atoka County	0	0	0	0	0	0	0	1	2104	6339	4.72865e-05
OK, Beaver County	0	0	0	0	0	0	0	1	2238	2666	1.98873e-05
OK, Beckham County	0	0	0	0	0	0	0	1	3324	9905	7.38875e-05
OK, Blaine County	0	0	0	0	0	0	0	1	2325	4834	3.60599e-05
OK, Bryan County	0	0	0	0	0	0	0	1	3876	19911	0.000148529
OK, Caddo County	0	0	0	0	0	0	0	1	4794	13208	9.85267e-05
OK, Canadian County	0	0	0	0	0	0	0	1	4522	47126	0.000351542
OK, Carter County	0	0	0	0	0	0	0	1	2911	21497	0.00016036
OK, Cherokee County	0	0	0	0	0	0	0	1	3886	21684	0.000161754
OK, Choctaw County	0	0	0	0	0	0	0	1	2374	7517	5.60739e-05
OK, Cimarron County	0	0	0	0	0	0	0	1	2212	1575	1.17489e-05
OK, Cleveland County	0	0	0	0	0	0	0	1	5647	110336	0.000823064
OK, Coal County	0	0	0	0	0	0	0	1	1048	2801	2.08944e-05
OK, Comanche County	0	0	0	0	0	0	0	1	6581	51611	0.000384998
OK, Cotton County	0	0	0	0	0	0	0	1	1603	3006	2.24236e-05
OK, Craig County	0	0	0	0	0	0	0	1	1928	6730	5.02032e-05
OK, Creek County	0	0	0	0	0	0	0	1	6074	30063	0.000224258
OK, Custer County	0	0	0	0	0	0	0	1	3751	12442	9.28126e-05
OK, Delaware County	0	0	0	0	0	0	0	1	3866	24903	0.000185767
OK, Dewey County	0	0	0	0	0	0	0	1	2480	2442	1.82164e-05
OK, Ellis County	0	0	0	0	0	0	0	1	1847	2273	1.69557e-05
OK, Garfield County	0	0	0	0	0	0	0	1	4538	26849	0.000200283
OK, Garvin County	0	0	0	0	0	0	0	1	3581	12833	9.57293e-05
OK, Grady County	0	0	0	0	0	0	0	1	5254	22482	0.000167707
OK, Grant County	0	0	0	0	0	0	0	1	1991	2468	1.84104e-05
OK, Greer County	0	0	0	0	0	0	0	1	1809	2731	2.03722e-05
OK, Harmon County	0	0	0	0	0	0	0	1	840	1538	1.14729e-05
OK, Harper County	0	0	0	0	0	0	0	1	1260	1888	1.40837e-05
OK, Haskell County	0	0	0	0	0	0	0	1	1682	6040	4.5056e-05
OK, Hughes County	0	0	0	0	0	0	0	1	2226	6238	4.65331e-05
OK, Jackson County	0	0	0	0	0	0	0	1	4345	12135	9.05225e-05
OK, Jefferson County	0	0	0	0	0	0	0	1	1263	3400	2.53626e-05
OK, Johnston County	0	0	0	0	0	0	0	1	2009	5138	3.83276e-05
OK, Kay County	0	0	0	0	0	0	0	1	4193	21617	0.000161255
OK, Kingfisher County	0	0	0	0	0	0	0	1	3283	6472	4.82786e-05
OK, Kiowa County	0	0	0	0	0	0	0	1	2902	5173	3.85886e-05
OK, Latimer County	0	0	0	0	0	0	0	1	1537	4977	3.71265e-05
OK, Le Flore County	0	0	0	0	0	0	0	1	5215	21719	0.000162015
OK, Lincoln County	0	0	0	0	0	0	0	1	3509	15261	0.000113841
OK, Logan County	0	0	0	0	0	0	0	1	3077	17261	0.000128761
OK, Love County	0	0	0	0	0	0	0	1	1154	4534	3.3822e-05
OK, Major County	0	0	0	0	0	0	0	1	2684	3648	2.72127e-05
OK, Marshall County	0	0	0	0	0	0	0	1	1467	10038	7.48797e-05
OK, Mayes County	0	0	0	0	0	0	0	1	3454	19262	0.000143687
OK, McClain County	0	0	0	0	0	0	0	1	1944	14760	0.000110104
OK, McCurtain County	0	0	0	0	0	0	0	1	6292	15560	0.000116072
OK, McIntosh County	0	0	0	0	0	0	0	1	3324	13427	0.00010016
OK, Murray County	0	0	0	0	0	0	0	1	1853	6786	5.0621e-05
OK, Muskogee County	0	0	0	0	0	0	0	1	6127	30902	0.000230517
OK, Noble County	0	0	0	0	0	0	0	1	2845	5305	3.95733e-05
OK, Nowata County	0	0	0	0	0	0	0	1	1541	4816	3.59255e-05
OK, Okfuskee County	0	0	0	0	0	0	0	1	2871	5297	3.95136e-05
OK, Oklahoma County	0	0	0	0	0	0	0	1	16518	330235	0.00246343
OK, Okmulgee County	0	0	0	0	0	0	0	1	3686	17811	0.000132863
OK, Osage County	0	0	0	0	0	0	0	1	6917	21438	0.000159919
OK, Ottawa County	0	0	0	0	0	0	0	1	3026	14058	0.000104867
OK, Pawnee County	0	0	0	0	0	0	0	1	2163	7739	5.773e-05
OK, Payne County	0	0	0	0	0	0	0	1	4116	35079	0.000261676
OK, Pittsburg County	0	0	0	0	0	0	0	1	5845	22900	0.000170825
OK, Pontotoc County	0	0	0	0	0	0	0	1	3365	16723	0.000124747
OK, Pottawatomie County	0	0	0	0	0	0	0	1	3998	29633	0.00022105
OK, Pushmataha County	0	0	0	0	0	0	0	1	2815	6114	4.5608e-05
OK, Roger Mills County	0	0	0	0	0	0	0	1	1522	1902	1.41882e-05
OK, Rogers County	0	0	0	0	0	0	0	1	4337	36449	0.000271895
OK, Seminole County	0	0	0	0	0	0	0	1	2398	11660	8.69791e-05
OK, Sequoyah County	0	0	0	0	0	0	0	1	3879	18879	0.000140831
OK, Stephens County	0	0	0	0	0	0	0	1	4441	20696	0.000154384
OK, Texas County	0	0	0	0	0	0	0	1	5203	8185	6.10569e-05
OK, Tillman County	0	0	0	0	0	0	0	1	2548	4042	3.01518e-05
OK, Tulsa County	0	0	0	0	0	0	0	1	13536	277178	0.00206764
OK, Wagoner County	0	0	0	0	0	0	0	1	3842	30858	0.000230189
OK, Washington County	0	0	0	0	0	0	0	1	3291	23627	0.000176249
OK, Washita County	0	0	0	0	0	0	0	1	3013	5458	4.07146e-05
OK, Woods County	0	0	0	0	0	0	0	1	1720	4453	3.32176e-05
OK, Woodward County	0	0	0	0	0	0	0	1	2685	8932	6.66293e-05
OR, Baker County	0	0	0	0	1	0	0	0	4964	8831	6.58758e-05
OR, Benton County	0	0	0	0	1	0	0	0	2979	37270	0.000278019
OR, Clackamas County	0	0	0	0	1	0	0	0	9638	161005	0.00120103
OR, Clatsop County	0	0	0	0	1	0	0	0	4099	21869	0.000163134
OR, Columbia County	0	0	0	0	1	0	0	0	2763	20707	0.000154466
OR, Coos County	0	0	0	0	1	0	0	0	5953	30481	0.000227376
OR, Crook County	0	0	0	0	1	0	0	0	2488	10339	7.71251e-05
OR, Curry County	0	0	0	0	1	0	0	0	3072	12621	9.41478e-05
OR, Deschutes County	0	0	0	0	1	0	0	0	8088	82918	0.000618535
OR, Douglas County	0	0	0	0	1	0	0	0	14088	49082	0.000366132
OR, Gilliam County	0	0	0	0	1	0	0	0	964	1051	7.84006e-06
OR, Grant County	0	0	0	0	1	0	0	0	4290	4310	3.21509e-05
OR, Harney County	0	0	0	0	1	0	0	0	3343	3805	2.83838e-05
OR, Hood River County	0	0	0	0	1	0	0	0	1303	9523	7.1038e-05
OR, Jackson County	0	0	0	0	1	0	0	0	9606	92223	0.000687949
OR, Jefferson County	0	0	0	0	1	0	0	0	3921	9771	7.28879e-05
OR, Josephine County	0	0	0	0	1	0	0	0	3856	38089	0.000284129
OR, Klamath County	0	0	0	0	1	0	0	0	11279	32828	0.000244884
OR, Lake County	0	0	0	0	1	0	0	0	3436	4414	3.29268e-05
OR, Lane County	0	0	0	0	1	0	0	0	14532	158237	0.00118039
OR, Lincoln County	0	0	0	0	1	0	0	0	3974	30798	0.000229741
OR, Linn County	0	0	0	0	1	0	0	0	6885	49096	0.000366236
OR, Malheur County	0	0	0	0	1	0	0	0	4601	11640	8.68299e-05
OR, Marion County	0	0	0	0	1	0	0	0	8237	122874	0.000916593
OR, Morrow County	0	0	0	0	1	0	0	0	1965	4470	3.33445e-05
OR, Multnomah County	0	0	0	0	1	0	0	0	17292	332417	0.0024797
OR, Polk County	0	0	0	0	1	0	0	0	3129	30859	0.000230196
OR, Sherman County	0	0	0	0	1	0	0	0	500	939	7.00459e-06
OR, Tillamook County	0	0	0	0	1	0	0	0	4568	18520	0.000138152
OR, Umatilla County	0	0	0	0	1	0	0	0	6196	29791	0.000222229
OR, Union County	0	0	0	0	1	0	0	0	4634	11510	8.58602e-05
OR, Wallowa County	0	0	0	0	1	0	0	0	2754	4098	3.05695e-05
OR, Wasco County	0	0	0	0	1	0	0	0	3138	11410	8.51141e-05
OR, Washington County	0	0	0	0	1	0	0	0	8380	219819	0.00163976
OR, Wheeler County	0	0	0	0	1	0	0	0	1448	974	7.26568e-06
OR, Yamhill County	0	0	0	0	1	0	0	0	4258	37701	0.000281235
PA, Adams County	0	0	0	0	0	0	1	0	4429	41344	0.00030841
PA, Allegheny County	0	0	0	0	0	0	1	0	30519	590150	0.00440229
PA, Armstrong County	0	0	0	0	0	0	1	0	4315	32427	0.000241893
PA, Beaver County	0	0	0	0	0	0	1	0	5770	78304	0.000584117
PA, Bedford County	0	0	0	0	0	0	1	0	6915	24029	0.000179247
PA, Berks County	0	0	0	0	0	0	1	0	13195	164853	0.00122974
PA, Blair County	0	0	0	0	0	0	1	0	5654	56059	0.000418177
PA, Bradford County	0	0	0	0	0	0	1	0	4488	30107	0.000224586
PA, Bucks County	0	0	0	0	0	0	1	0	12334	246869	0.00184155
PA, Butler County	0	0	0	0	0	0	1	0	6001	80168	0.000598022
PA, Cambria County	0	0	0	0	0	0	1	0	7005	65215	0.000486479
PA, Cameron County	0	0	0	0	0	0	1	0	885	4403	3.28447e-05
PA, Carbon County	0	0	0	0	0	0	1	0	3264	34387	0.000256513
PA, Centre County	0	0	0	0	0	0	1	0	4583	64938	0.000484413
PA, Chester County	0	0	0	0	0	0	1	0	10296	195720	0.00146
PA, Clarion County	0	0	0	0	0	0	1	0	3296	20034	0.000149446
PA, Clearfield County	0	0	0	0	0	0	1	0	8307	38627	0.000288142
PA, Clinton County	0	0	0	0	0	0	1	0	3236	18985	0.000141621
PA, Columbia County	0	0	0	0	0	0	1	0	3914	29596	0.000220775
PA, Crawford County	0	0	0	0	0	0	1	0	4969	44386	0.000331102
PA, Cumberland County	0	0	0	0	0	0	1	0	9437	102772	0.000766637
PA, Dauphin County	0	0	0	0	0	0	1	0	8651	121889	0.000909243
PA, Delaware County	0	0	0	0	0	0	1	0	9503	221969	0.0016558
PA, Elk County	0	0	0	0	0	0	1	0	2255	17536	0.000130812
PA, Erie County	0	0	0	0	0	0	1	0	7498	119931	0.000894639
PA, Fayette County	0	0	0	0	0	0	1	0	7449	62798	0.000468448
PA, Forest County	0	0	0	0	0	0	1	0	908	8473	6.32053e-05
PA, Franklin County	0	0	0	0	0	0	1	0	6168	64178	0.000478743
PA, Fulton County	0	0	0	0	0	0	1	0	1077	7112	5.30527e-05
PA, Greene County	0	0	0	0	0	0	1	0	2969	16469	0.000122852
PA, Huntingdon County	0	0	0	0	0	0	1	0	3339	22391	0.000167028
PA, Indiana County	0	0	0	0	0	0	1	0	4821	38450	0.000286822
PA, Jefferson County	0	0	0	0	0	0	1	0	3472	22392	0.000167035
PA, Juniata County	0	0	0	0	0	0	1	0	1684	10987	8.19587e-05
PA, Lackawanna County	0	0	0	0	0	0	1	0	8487	97449	0.000726932
PA, Lancaster County	0	0	0	0	0	0	1	0	13278	206308	0.00153898
PA, Lawrence County	0	0	0	0	0	0	1	0	3968	40723	0.000303777
PA, Lebanon County	0	0	0	0	0	0	1	0	5847	56176	0.000419052
PA, Lehigh County	0	0	0	0	0	0	1	0	11761	143538	0.00107074
PA, Luzerne County	0	0	0	0	0	0	1	0	11669	148154	0.00110517
PA, Lycoming County	0	0	0	0	0	0	1	0	6993	52644	0.000392704
PA, McKean County	0	0	0	0	0	0	1	0	3312	21021	0.000156809
PA, Mercer County	0	0	0	0	0	0	1	0	5639	51604	0.000384945
PA, Mifflin County	0	0	0	0	0	0	1	0	2256	21537	0.000160658
PA, Monroe County	0	0	0	0	0	0	1	0	6015	80675	0.000601804
PA, Montgomery County	0	0	0	0	0	0	1	0	13769	327785	0.00244515
PA, Montour County	0	0	0	0	0	0	1	0	1254	8048	6.00348e-05
PA, Northampton County	0	0	0	0	0	0	1	0	9309	121207	0.000904156
PA, Northumberland County	0	0	0	0	0	0	1	0	7446	44930	0.000335161
PA, Perry County	0	0	0	0	0	0	1	0	2549	20486	0.000152817
PA, Philadelphia County	0	0	0	0	0	0	1	0	18872	671125	0.00500633
PA, Pike County	0	0	0	0	0	0	1	0	3736	38506	0.000287239
PA, Potter County	0	0	0	0	0	0	1	0	2363	12832	9.57215e-05
PA, Schuylkill County	0	0	0	0	0	0	1	0	6872	68954	0.000514371
PA, Snyder County	0	0	0	0	0	0	1	0	3582	16141	0.000120405
PA, Somerset County	0	0	0	0	0	0	1	0	5002	37953	0.000283115
PA, Sullivan County	0	0	0	0	0	0	1	0	1056	6297	4.69732e-05
PA, Susquehanna County	0	0	0	0	0	0	1	0	3918	23001	0.000171579
PA, Tioga County	0	0	0	0	0	0	1	0	3046	21447	0.000159986
PA, Union County	0	0	0	0	0	0	1	0	2219	17089	0.000127477
PA, Venango County	0	0	0	0	0	0	1	0	2998	27300	0.000203647
PA, Warren County	0	0	0	0	0	0	1	0	2660	23357	0.000174234
