Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=State	Dependency=Vintage ACS	Option=Central AC	Option=Ducted Heat Pump	Option=Evaporative or Swamp Cooler	Option=Non-Ducted Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
Multi-Family with 5+ Units	Non-Ducted Heat Pump	ME	1980-99	0	0	0	1	0	0	16	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	ME	1980-99	0.089355	0	0	0	0.121679	0.788966	32	14158.4	9.05671e-05
Multi-Family with 5+ Units	None	ME	1980-99	0.349729	0	0	0	0.430406	0.219865	11	0	1.03047e-06
Multi-Family with 5+ Units	Ducted Heat Pump	ME	2000-09	0	1	0	0	0	0	43	0	0
Multi-Family with 5+ Units	Ducted Heating	ME	2000-09	0.703982	0	0	0	0.0369779	0.259041	11	2712.98	1.69015e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	ME	2000-09	0	0	0	1	0	0	10	3451.71	1.51609e-06
Multi-Family with 5+ Units	Non-Ducted Heating	ME	2000-09	0.333596	0	0	0	0.111921	0.554482	19	0	2.93245e-05
Multi-Family with 5+ Units	None	ME	2000-09	0.349729	0	0	0	0.430406	0.219865	11	0	3.55879e-07
Multi-Family with 5+ Units	Ducted Heat Pump	ME	2010s	0	1	0	0	0	0	43	0	1.37941e-06
Multi-Family with 5+ Units	Ducted Heating	ME	2010s	0.853721	0	0	0	0	0.146279	14	0	9.50323e-06
Multi-Family with 5+ Units	Non-Ducted Heat Pump	ME	2010s	0	0	0	1	0	0	10	0	7.73874e-07
Multi-Family with 5+ Units	Non-Ducted Heating	ME	2010s	0.343655	0	0	0	0.238146	0.418199	10	0	8.64591e-06
Multi-Family with 5+ Units	None	ME	2010s	0.349729	0	0	0	0.430406	0.219865	11	0	9.52402e-07
Multi-Family with 5+ Units	Ducted Heat Pump	ME	<1940	0	1	0	0	0	0	17	0	5.29445e-06
Multi-Family with 5+ Units	Ducted Heating	ME	<1940	0.20371	0	0	0	0.409195	0.387095	21	11124.7	6.12802e-05
Multi-Family with 5+ Units	Non-Ducted Heat Pump	ME	<1940	0	0	0	1	0	0	16	5194.28	3.2993e-06
Multi-Family with 5+ Units	Non-Ducted Heating	ME	<1940	0.069371	0	0	0	0.21369	0.716939	24	2403.72	6.81053e-05
Multi-Family with 5+ Units	None	ME	<1940	0.349729	0	0	0	0.430406	0.219865	11	0	1.18353e-06
Single-Family Attached	Ducted Heat Pump	ME	1940-59	0	1	0	0	0	0	67	0	3.01949e-08
Single-Family Attached	Ducted Heating	ME	1940-59	0.373286	0	0	0	0.0295298	0.597185	20	1811.39	4.90378e-06
Single-Family Attached	Non-Ducted Heat Pump	ME	1940-59	0	0	0	1	0	0	30	0	5.85734e-08
Single-Family Attached	Non-Ducted Heating	ME	1940-59	0.182638	0	0	0	0.271685	0.545677	17	419.797	2.42943e-06
Single-Family Attached	None	ME	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	0
Single-Family Attached	Ducted Heat Pump	ME	1960-79	0	1	0	0	0	0	20	0	3.20486e-07
Single-Family Attached	Ducted Heating	ME	1960-79	0.396851	0	0	0	0.0995252	0.503624	156	1097.14	1.0306e-05
Single-Family Attached	Non-Ducted Heat Pump	ME	1960-79	0	0	0	1	0	0	30	0	9.97456e-08
Single-Family Attached	Non-Ducted Heating	ME	1960-79	0.248024	0	0	0	0.114894	0.637082	120	1228.97	7.3664e-06
Single-Family Attached	None	ME	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	0
Single-Family Attached	Ducted Heat Pump	ME	1980-99	0	1	0	0	0	0	21	0	2.74472e-06
Single-Family Attached	Ducted Heating	ME	1980-99	0.711789	0	0	0	0	0.288211	34	5038.26	2.7722e-05
Single-Family Attached	Non-Ducted Heat Pump	ME	1980-99	0	0	0	1	0	0	30	0	9.19332e-08
Single-Family Attached	Non-Ducted Heating	ME	1980-99	0	0	0	0	0.577354	0.422646	17	5237.12	1.41652e-05
Single-Family Attached	None	ME	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	0
Single-Family Attached	Ducted Heat Pump	ME	2000-09	0	1	0	0	0	0	19	0	8.7588e-07
Single-Family Attached	Ducted Heating	ME	2000-09	0.903905	0	0	0	0	0.0960954	15	0	2.06112e-05
Single-Family Attached	Non-Ducted Heat Pump	ME	2000-09	0	0	0	1	0	0	30	0	0
Single-Family Attached	Non-Ducted Heating	ME	2000-09	0.29237	0	0	0	0.312682	0.394948	37	0	7.29501e-06
Single-Family Attached	None	ME	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	4.30627e-08
Single-Family Attached	Ducted Heat Pump	ME	2010s	0	1	0	0	0	0	19	0	6.37998e-08
Single-Family Attached	Ducted Heating	ME	2010s	0.721834	0	0	0	0.204855	0.0733109	11	0	5.61036e-06
Single-Family Attached	Non-Ducted Heat Pump	ME	2010s	0	0	0	1	0	0	30	0	6.66044e-08
Single-Family Attached	Non-Ducted Heating	ME	2010s	0.0285145	0	0	0	0.268093	0.703392	20	0	1.42959e-06
Single-Family Attached	None	ME	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	0
Single-Family Attached	Ducted Heat Pump	ME	<1940	0	1	0	0	0	0	67	0	7.83274e-08
Single-Family Attached	Ducted Heating	ME	<1940	0.589899	0	0	0	0.0466657	0.363435	17	1268.59	1.23979e-05
Single-Family Attached	Non-Ducted Heat Pump	ME	<1940	0	0	0	1	0	0	30	0	1.51943e-07
Single-Family Attached	Non-Ducted Heating	ME	<1940	0	0	0	0	0.263063	0.736937	12	1084.85	9.43633e-06
Single-Family Attached	None	ME	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	0
Single-Family Detached	Ducted Heat Pump	ME	1940-59	0	1	0	0	0	0	67	2624.13	3.45491e-06
Single-Family Detached	Ducted Heating	ME	1940-59	0.158588	0	0	0	0.530556	0.310857	20	29080.5	0.000292033
Single-Family Detached	Non-Ducted Heat Pump	ME	1940-59	0	0	0	1	0	0	30	3255.42	1.92878e-06
Single-Family Detached	Non-Ducted Heating	ME	1940-59	0	0	0	0	0.213769	0.786231	22	25060.1	0.000219732
Single-Family Detached	None	ME	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	7.52257e-07
Single-Family Detached	Ducted Heat Pump	ME	1960-79	0	1	0	0	0	0	20	0	3.05964e-06
Single-Family Detached	Ducted Heating	ME	1960-79	0.195228	0	0	0	0.297871	0.506901	16	36772.9	0.000331047
Single-Family Detached	Non-Ducted Heat Pump	ME	1960-79	0	0	0	1	0	0	30	0	2.73957e-06
Single-Family Detached	Non-Ducted Heating	ME	1960-79	0.0813583	0	0	0	0.149379	0.769263	15	32280.4	0.000457978
Single-Family Detached	None	ME	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	8.03399e-07
Single-Family Detached	Ducted Heat Pump	ME	1980-99	0	1	0	0	0	0	21	0	8.93819e-06
Single-Family Detached	Ducted Heating	ME	1980-99	0.0771286	0	0	0	0.169316	0.753555	14	32033.5	0.000446395
Single-Family Detached	Non-Ducted Heat Pump	ME	1980-99	0	0	0	1	0	0	30	4646.35	4.11755e-06
Single-Family Detached	Non-Ducted Heating	ME	1980-99	0.0673764	0	0	0	0.394407	0.538217	17	41115.5	0.000459514
Single-Family Detached	None	ME	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	8.35788e-07
Single-Family Detached	Ducted Heat Pump	ME	2000-09	0	1	0	0	0	0	19	0	9.19086e-06
Single-Family Detached	Ducted Heating	ME	2000-09	0.23017	0	0	0	0.166873	0.602956	14	32362.1	0.000222112
Single-Family Detached	Non-Ducted Heat Pump	ME	2000-09	0	0	0	1	0	0	30	0	0
Single-Family Detached	Non-Ducted Heating	ME	2000-09	0	0	0	0	0.467969	0.532031	16	37192.6	0.000290043
Single-Family Detached	None	ME	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	8.08483e-07
Single-Family Detached	Ducted Heat Pump	ME	2010s	0	1	0	0	0	0	19	0	2.94736e-06
Single-Family Detached	Ducted Heating	ME	2010s	0.873323	0	0	0	0.0296938	0.0969833	44	8916.37	9.14753e-05
Single-Family Detached	Non-Ducted Heat Pump	ME	2010s	0	0	0	1	0	0	30	1775.95	3.07692e-06
Single-Family Detached	Non-Ducted Heating	ME	2010s	0.030037	0	0	0	0.282408	0.687555	19	14771.6	5.29871e-05
Single-Family Detached	None	ME	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	3.64436e-08
Single-Family Detached	Ducted Heat Pump	ME	<1940	0	1	0	0	0	0	67	0	1.95443e-06
Single-Family Detached	Ducted Heating	ME	<1940	0.17403	0	0	0	0.446881	0.379089	12	21417.9	0.000347892
Single-Family Detached	Non-Ducted Heat Pump	ME	<1940	0	0	0	1	0	0	30	1966.06	3.79128e-06
Single-Family Detached	Non-Ducted Heating	ME	<1940	0	0	0	0	0.454886	0.545114	18	33330.5	0.000540049
Single-Family Detached	None	ME	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	4.29255e-06
Mobile Home	Ducted Heat Pump	MI	1940-59	0	1	0	0	0	0	11	0	6.44298e-07
Mobile Home	Ducted Heating	MI	1940-59	0.809868	0	0	0	0.0843282	0.105804	466	3487.08	3.16943e-05
Mobile Home	Non-Ducted Heat Pump	MI	1940-59	0	0	0	1	0	0	37	0	4.54765e-08
Mobile Home	Non-Ducted Heating	MI	1940-59	0.272383	0	0	0	0.182056	0.545561	64	0	5.5148e-06
Mobile Home	None	MI	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	5.26401e-07
Mobile Home	Ducted Heat Pump	MI	1960-79	0	1	0	0	0	0	23	0	5.58594e-06
Mobile Home	Ducted Heating	MI	1960-79	0.329036	0	0	0	0.124881	0.546083	13	63378.3	0.000400075
Mobile Home	Non-Ducted Heat Pump	MI	1960-79	0	0	0	1	0	0	27	0	8.35564e-07
Mobile Home	Non-Ducted Heating	MI	1960-79	0.440753	0	0	0	0.128998	0.430249	59	0	0.000114126
Mobile Home	None	MI	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	1.66954e-06
Mobile Home	Ducted Heat Pump	MI	1980-99	0	1	0	0	0	0	18	0	1.78637e-05
Mobile Home	Ducted Heating	MI	1980-99	0.568205	0	0	0	0.0235474	0.408248	20	70569.3	0.000828552
Mobile Home	Non-Ducted Heat Pump	MI	1980-99	0	0	0	1	0	0	29	0	0
Mobile Home	Non-Ducted Heating	MI	1980-99	0.581784	0	0	0	0.223074	0.195142	17	0	7.49571e-05
Mobile Home	None	MI	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	2.48582e-06
Mobile Home	Ducted Heat Pump	MI	2000-09	0	1	0	0	0	0	11	0	5.24411e-06
Mobile Home	Ducted Heating	MI	2000-09	0.969804	0	0	0	0.0125722	0.0176236	195	15845.5	0.000182081
Mobile Home	Non-Ducted Heat Pump	MI	2000-09	0	0	0	1	0	0	18	0	0
Mobile Home	Non-Ducted Heating	MI	2000-09	0.905848	0	0	0	0.0941525	0	12	0	1.31975e-05
Mobile Home	None	MI	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	6.59821e-07
Mobile Home	Ducted Heat Pump	MI	2010s	0	1	0	0	0	0	20	0	8.28554e-06
Mobile Home	Ducted Heating	MI	2010s	0.739882	0	0	0	0	0.260118	10	24163.8	8.23454e-05
Mobile Home	Non-Ducted Heat Pump	MI	2010s	0	0	0	1	0	0	18	0	0
Mobile Home	Non-Ducted Heating	MI	2010s	0.811784	0	0	0	0.0719614	0.116255	15	0	5.08171e-06
Mobile Home	None	MI	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	9.42412e-07
Mobile Home	Ducted Heat Pump	MI	<1940	0	1	0	0	0	0	11	0	4.08287e-07
Mobile Home	Ducted Heating	MI	<1940	0.689175	0	0	0	0.0999667	0.210858	269	9011.42	1.12432e-05
Mobile Home	Non-Ducted Heat Pump	MI	<1940	0	0	0	1	0	0	37	0	0
Mobile Home	Non-Ducted Heating	MI	<1940	0.259742	0	0	0	0.203596	0.536662	54	0	3.05285e-06
Mobile Home	None	MI	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	2.23615e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MI	1940-59	0	1	0	0	0	0	30	0	5.39428e-06
Multi-Family with 2 - 4 Units	Ducted Heating	MI	1940-59	0.240223	0	0	0	0.0916288	0.668148	23	19475	0.000173469
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MI	1940-59	0	0	0	1	0	0	5	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MI	1940-59	0.0355073	0	0	0	0.340124	0.624369	18	30431.5	0.000103314
Multi-Family with 2 - 4 Units	None	MI	1940-59	0.272318	0	0	0	0.391738	0.335944	32	0	2.90362e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MI	1960-79	0	1	0	0	0	0	30	17353.7	8.02105e-06
Multi-Family with 2 - 4 Units	Ducted Heating	MI	1960-79	0.900901	0	0	0	0	0.0990989	11	45636.2	0.000254407
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MI	1960-79	0	0	0	1	0	0	9	0	1.6576e-06
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MI	1960-79	0.20439	0	0	0	0.0713351	0.724275	47	28411.1	0.000177232
Multi-Family with 2 - 4 Units	None	MI	1960-79	0.397501	0	0	0	0.24584	0.356659	92	0	3.86994e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MI	1980-99	0	1	0	0	0	0	30	0	3.64119e-06
Multi-Family with 2 - 4 Units	Ducted Heating	MI	1980-99	0.74209	0	0	0	0	0.25791	12	83949.1	0.000225549
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MI	1980-99	0	0	0	1	0	0	9	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MI	1980-99	0.203271	0	0	0	0.063235	0.733494	31	14087.9	0.000104676
Multi-Family with 2 - 4 Units	None	MI	1980-99	0.615997	0	0	0	0.244782	0.13922	84	0	1.20007e-06
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MI	2000-09	0	1	0	0	0	0	12	18311.2	2.65417e-06
Multi-Family with 2 - 4 Units	Ducted Heating	MI	2000-09	0.817972	0	0	0	0.036624	0.145404	27	31868.3	7.92441e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MI	2000-09	0	0	0	1	0	0	20	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MI	2000-09	0.305309	0	0	0	0	0.694691	15	0	1.61231e-05
Multi-Family with 2 - 4 Units	None	MI	2000-09	0.699014	0	0	0	0.196952	0.104034	76	0	4.33003e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MI	2010s	0	1	0	0	0	0	12	0	1.57608e-06
Multi-Family with 2 - 4 Units	Ducted Heating	MI	2010s	0.921578	0	0	0	0	0.078422	17	0	2.43913e-05
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MI	2010s	0	0	0	1	0	0	20	0	5.34295e-07
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MI	2010s	0.343922	0	0	0	0	0.656078	24	0	5.68708e-06
Multi-Family with 2 - 4 Units	None	MI	2010s	0.699014	0	0	0	0.196952	0.104034	76	0	1.88138e-07
Multi-Family with 2 - 4 Units	Ducted Heat Pump	MI	<1940	0	1	0	0	0	0	30	0	2.89644e-06
Multi-Family with 2 - 4 Units	Ducted Heating	MI	<1940	0.510449	0	0	0	0.194702	0.294848	18	12451.5	0.000294848
Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	MI	<1940	0	0	0	1	0	0	5	0	0
Multi-Family with 2 - 4 Units	Non-Ducted Heating	MI	<1940	0.0653674	0	0	0	0.156747	0.777885	15	0	0.000183943
Multi-Family with 2 - 4 Units	None	MI	<1940	0.272318	0	0	0	0.391738	0.335944	32	0	2.45777e-06
Multi-Family with 5+ Units	Ducted Heat Pump	MI	1940-59	0	1	0	0	0	0	30	0	1.83638e-05
Multi-Family with 5+ Units	Ducted Heating	MI	1940-59	0.572605	0	0	0	0.101595	0.3258	18	4047.64	0.00020857
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MI	1940-59	0	0	0	1	0	0	5	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	MI	1940-59	0.142703	0	0	0	0.329797	0.527499	18	11610.5	0.000160553
Multi-Family with 5+ Units	None	MI	1940-59	0.272318	0	0	0	0.391738	0.335944	32	0	9.44285e-06
Multi-Family with 5+ Units	Ducted Heat Pump	MI	1960-79	0	1	0	0	0	0	30	0	1.878e-05
Multi-Family with 5+ Units	Ducted Heating	MI	1960-79	0.622466	0	0	0	0.0947097	0.282824	36	74837.4	0.000869025
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MI	1960-79	0	0	0	1	0	0	9	0	1.24231e-05
Multi-Family with 5+ Units	Non-Ducted Heating	MI	1960-79	0.233554	0	0	0	0.0375918	0.728855	38	36955	0.000727001
Multi-Family with 5+ Units	None	MI	1960-79	0.397501	0	0	0	0.24584	0.356659	92	0	4.02795e-05
Multi-Family with 5+ Units	Ducted Heat Pump	MI	1980-99	0	1	0	0	0	0	30	0	2.03011e-05
Multi-Family with 5+ Units	Ducted Heating	MI	1980-99	0.817391	0	0	0	0.0240032	0.158606	32	86961	0.000840528
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MI	1980-99	0	0	0	1	0	0	9	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	MI	1980-99	0.26606	0	0	0	0.0463913	0.687549	24	94568.9	0.000522663
Multi-Family with 5+ Units	None	MI	1980-99	0.615997	0	0	0	0.244782	0.13922	84	0	2.23982e-05
Multi-Family with 5+ Units	Ducted Heat Pump	MI	2000-09	0	1	0	0	0	0	12	0	1.05784e-05
Multi-Family with 5+ Units	Ducted Heating	MI	2000-09	0.868395	0	0	0	0	0.131605	21	22784.3	0.000324867
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MI	2000-09	0	0	0	1	0	0	20	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	MI	2000-09	0.326492	0	0	0	0	0.673508	14	38371.8	0.000102592
Multi-Family with 5+ Units	None	MI	2000-09	0.699014	0	0	0	0.196952	0.104034	76	0	4.2406e-06
Multi-Family with 5+ Units	Ducted Heat Pump	MI	2010s	0	1	0	0	0	0	12	9571.27	7.73019e-06
Multi-Family with 5+ Units	Ducted Heating	MI	2010s	0.895012	0	0	0	0	0.104988	14	0	0.000112067
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MI	2010s	0	0	0	1	0	0	20	0	3.85782e-06
Multi-Family with 5+ Units	Non-Ducted Heating	MI	2010s	0.343922	0	0	0	0	0.656078	24	0	3.79063e-05
Multi-Family with 5+ Units	None	MI	2010s	0.699014	0	0	0	0.196952	0.104034	76	0	2.82079e-06
Multi-Family with 5+ Units	Ducted Heat Pump	MI	<1940	0	1	0	0	0	0	30	0	5.37403e-06
Multi-Family with 5+ Units	Ducted Heating	MI	<1940	0.652291	0	0	0	0	0.347709	13	10460	0.000159716
Multi-Family with 5+ Units	Non-Ducted Heat Pump	MI	<1940	0	0	0	1	0	0	5	0	0
Multi-Family with 5+ Units	Non-Ducted Heating	MI	<1940	0.0711975	0	0	0	0.421236	0.507566	13	30004.2	0.000170285
Multi-Family with 5+ Units	None	MI	<1940	0.272318	0	0	0	0.391738	0.335944	32	0	9.99946e-06
Single-Family Attached	Ducted Heat Pump	MI	1940-59	0	1	0	0	0	0	11	0	6.54432e-06
Single-Family Attached	Ducted Heating	MI	1940-59	0.351187	0	0	0	0.207361	0.441452	20	17691.8	0.000166714
Single-Family Attached	Non-Ducted Heat Pump	MI	1940-59	0	0	0	1	0	0	37	0	5.33355e-07
Single-Family Attached	Non-Ducted Heating	MI	1940-59	0.272383	0	0	0	0.182056	0.545561	64	1592.22	7.45992e-06
Single-Family Attached	None	MI	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	9.37243e-07
Single-Family Attached	Ducted Heat Pump	MI	1960-79	0	1	0	0	0	0	23	0	9.73023e-06
Single-Family Attached	Ducted Heating	MI	1960-79	1	0	0	0	0	0	11	54093	0.000323208
Single-Family Attached	Non-Ducted Heat Pump	MI	1960-79	0	0	0	1	0	0	27	0	1.30272e-06
Single-Family Attached	Non-Ducted Heating	MI	1960-79	0	0	0	0	0	1	10	4584.16	4.14956e-05
Single-Family Attached	None	MI	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	1.193e-06
Single-Family Attached	Ducted Heat Pump	MI	1980-99	0	1	0	0	0	0	16	0	2.40261e-05
Single-Family Attached	Ducted Heating	MI	1980-99	0.754173	0	0	0	0	0.245827	14	75136.3	0.000486432
Single-Family Attached	Non-Ducted Heat Pump	MI	1980-99	0	0	0	1	0	0	29	0	0
Single-Family Attached	Non-Ducted Heating	MI	1980-99	0.587962	0	0	0	0.290129	0.12191	14	0	8.26993e-06
Single-Family Attached	None	MI	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	1.2748e-06
Single-Family Attached	Ducted Heat Pump	MI	2000-09	0	1	0	0	0	0	11	0	1.21514e-05
Single-Family Attached	Ducted Heating	MI	2000-09	0.957678	0	0	0	0.0423218	0	45	31260	0.000281836
Single-Family Attached	Non-Ducted Heat Pump	MI	2000-09	0	0	0	1	0	0	18	0	0
Single-Family Attached	Non-Ducted Heating	MI	2000-09	0.905848	0	0	0	0.0941525	0	12	0	1.34527e-05
Single-Family Attached	None	MI	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	4.00556e-07
Single-Family Attached	Ducted Heat Pump	MI	2010s	0	1	0	0	0	0	20	0	3.15132e-06
Single-Family Attached	Ducted Heating	MI	2010s	1	0	0	0	0	0	13	22625.5	5.29568e-05
Single-Family Attached	Non-Ducted Heat Pump	MI	2010s	0	0	0	1	0	0	18	0	0
Single-Family Attached	Non-Ducted Heating	MI	2010s	0.811784	0	0	0	0.0719614	0.116255	15	0	9.80857e-07
Single-Family Attached	None	MI	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	1.17806e-07
Single-Family Attached	Ducted Heat Pump	MI	<1940	0	1	0	0	0	0	11	0	1.90461e-06
Single-Family Attached	Ducted Heating	MI	<1940	0.535256	0	0	0	0	0.464744	11	0	0.00013447
Single-Family Attached	Non-Ducted Heat Pump	MI	<1940	0	0	0	1	0	0	37	0	0
Single-Family Attached	Non-Ducted Heating	MI	<1940	0.259742	0	0	0	0.203596	0.536662	54	4114.67	2.78272e-06
Single-Family Attached	None	MI	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	4.8053e-07
Single-Family Detached	Ducted Heat Pump	MI	1940-59	0	1	0	0	0	0	10	13076.2	0.000116413
Single-Family Detached	Ducted Heating	MI	1940-59	0.724868	0	0	0	0.166892	0.10824	87	602110	0.00602559
Single-Family Detached	Non-Ducted Heat Pump	MI	1940-59	0	0	0	1	0	0	37	0	9.76744e-06
Single-Family Detached	Non-Ducted Heating	MI	1940-59	0.0872128	0	0	0	0.381337	0.53145	18	72176.1	0.000648971
Single-Family Detached	None	MI	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	1.11125e-05
Single-Family Detached	Ducted Heat Pump	MI	1960-79	0	1	0	0	0	0	23	0	8.89267e-05
Single-Family Detached	Ducted Heating	MI	1960-79	0.771888	0	0	0	0.0830637	0.145049	78	706866	0.00513982
Single-Family Detached	Non-Ducted Heat Pump	MI	1960-79	0	0	0	1	0	0	27	0	1.07495e-05
Single-Family Detached	Non-Ducted Heating	MI	1960-79	0.49083	0	0	0	0.122296	0.386874	46	86405.2	0.00097773
Single-Family Detached	None	MI	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	1.28567e-05
Single-Family Detached	Ducted Heat Pump	MI	1980-99	0	1	0	0	0	0	14	0	0.00012371
Single-Family Detached	Ducted Heating	MI	1980-99	0.847032	0	0	0	0.0902691	0.0626984	52	561136	0.00412122
Single-Family Detached	Non-Ducted Heat Pump	MI	1980-99	0	0	0	1	0	0	29	0	0
Single-Family Detached	Non-Ducted Heating	MI	1980-99	0.618599	0	0	0	0.276995	0.104406	12	10518	0.000333795
Single-Family Detached	None	MI	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	9.42879e-06
Single-Family Detached	Ducted Heat Pump	MI	2000-09	0	1	0	0	0	0	11	7882.31	6.97559e-05
Single-Family Detached	Ducted Heating	MI	2000-09	0.844257	0	0	0	0.0507312	0.105012	20	173010	0.00200267
Single-Family Detached	Non-Ducted Heat Pump	MI	2000-09	0	0	0	1	0	0	18	0	0
Single-Family Detached	Non-Ducted Heating	MI	2000-09	0.905848	0	0	0	0.0941525	0	12	7714.96	0.000149793
Single-Family Detached	None	MI	2000-09	0.866578	0	0	0	0.0965782	0.0368434	115	0	7.09272e-06
Single-Family Detached	Ducted Heat Pump	MI	2010s	0	1	0	0	0	0	20	0	2.77558e-05
Single-Family Detached	Ducted Heating	MI	2010s	0.988571	0	0	0	0.0114288	0	64	59177	0.00045612
Single-Family Detached	Non-Ducted Heat Pump	MI	2010s	0	0	0	1	0	0	18	0	0
Single-Family Detached	Non-Ducted Heating	MI	2010s	0.811784	0	0	0	0.0719614	0.116255	15	0	4.47892e-05
Single-Family Detached	None	MI	2010s	0.866578	0	0	0	0.0965782	0.0368434	115	0	2.26606e-06
Single-Family Detached	Ducted Heat Pump	MI	<1940	0	1	0	0	0	0	11	6874.05	4.75803e-05
Single-Family Detached	Ducted Heating	MI	<1940	0.53917	0	0	0	0.232894	0.227936	43	361260	0.00315871
Single-Family Detached	Non-Ducted Heat Pump	MI	<1940	0	0	0	1	0	0	37	0	0
Single-Family Detached	Non-Ducted Heating	MI	<1940	0.124164	0	0	0	0.320052	0.555784	16	131011	0.00081183
Single-Family Detached	None	MI	<1940	0.24175	0	0	0	0.519473	0.238777	77	0	9.03036e-06
Mobile Home	Ducted Heat Pump	MN	1940-59	0	1	0	0	0	0	17	0	6.44624e-08
Mobile Home	Ducted Heating	MN	1940-59	0.861096	0	0	0	0.0429788	0.095925	368	0	6.0617e-06
Mobile Home	Non-Ducted Heat Pump	MN	1940-59	0	0	0	1	0	0	37	0	0
Mobile Home	Non-Ducted Heating	MN	1940-59	0.297111	0	0	0	0.136726	0.566163	68	0	1.85876e-06
Mobile Home	None	MN	1940-59	0.24175	0	0	0	0.519473	0.238777	77	0	4.04984e-07
Mobile Home	Ducted Heat Pump	MN	1960-79	0	1	0	0	0	0	14	0	3.92706e-06
Mobile Home	Ducted Heating	MN	1960-79	0.157666	0	0	0	0.0158819	0.826452	15	6999.12	0.000146659
Mobile Home	Non-Ducted Heat Pump	MN	1960-79	0	0	0	1	0	0	27	0	0
Mobile Home	Non-Ducted Heating	MN	1960-79	0.324118	0	0	0	0.117827	0.558055	55	0	4.22645e-05
Mobile Home	None	MN	1960-79	0.57481	0	0	0	0.234885	0.190305	136	0	2.45214e-07
Mobile Home	Ducted Heat Pump	MN	1980-99	0	1	0	0	0	0	16	0	4.27177e-06
Mobile Home	Ducted Heating	MN	1980-99	0.859482	0	0	0	0	0.140518	22	20899.5	0.000229043
Mobile Home	Non-Ducted Heat Pump	MN	1980-99	0	0	0	1	0	0	29	0	0
Mobile Home	Non-Ducted Heating	MN	1980-99	0.470609	0	0	0	0.163146	0.366244	30	0	3.65908e-05
Mobile Home	None	MN	1980-99	0.706401	0	0	0	0.158863	0.134735	139	0	4.01822e-07
Mobile Home	Ducted Heat Pump	MN	2000-09	0	1	0	0	0	0	17	0	1.80205e-06
Mobile Home	Ducted Heating	MN	2000-09	0.867871	0	0	0	0	0.132129	10	19262.1	8.76447e-05
Mobile Home	Non-Ducted Heat Pump	MN	2000-09	0	0	0	1	0	0	18	0	0
