Dependency=Geometry Building Type ACS	Dependency=PUMA	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	source_count	source_weight	sampling_probability
20 to 49 Unit	NC, 01400	0.00520625	0.00720865	0.00360433	0.0804966	0.232679	0.18342	0.173008	0.192231	0.122147	112	2497	1.81729e-05
3 or 4 Unit	NC, 01400	0.0143184	0.00572738	0.190149	0.138603	0.21764	0.231959	0.0922108	0.0624284	0.0469645	75	1746	1.27072e-05
5 to 9 Unit	NC, 01400	0.00925212	0.0596248	0.0223593	0.11668	0.243382	0.257517	0.152146	0.0956052	0.0434336	161	3891	2.83183e-05
50 or more Unit	NC, 01400	0	0.0110906	0.0308071	0.0837954	0.142329	0.104128	0.209489	0.194085	0.224276	85	1623	1.1812e-05
Mobile Home	NC, 01400	0.0053339	0	0.021549	0.0420311	0.132281	0.308086	0.349904	0.138041	0.00277363	228	4687	3.41115e-05
Single-Family Attached	NC, 01400	0.00765576	0	0.0366948	0.0290391	0.115628	0.244984	0.169747	0.237592	0.158659	183	3788	2.75687e-05
Single-Family Detached	NC, 01400	0.0522954	0.0268069	0.0805379	0.113058	0.130519	0.157179	0.217151	0.166027	0.0564263	2076	34133	0.000248416
10 to 19 Unit	NC, 01500	0	0	0.0608365	0.0418251	0	0.249049	0.226236	0.338403	0.0836502	18	526	3.77847e-06
2 Unit	NC, 01500	0.0535363	0.0392927	0.0505894	0.1611	0.194499	0.246071	0.174361	0.0594303	0.0211198	70	2036	1.46254e-05
20 to 49 Unit	NC, 01500	0	0	0.0275449	0	0.0491018	0.249102	0.221557	0.311377	0.141317	33	835	5.99815e-06
3 or 4 Unit	NC, 01500	0	0	0.0165605	0	0.335669	0.166879	0.250318	0.17707	0.0535032	54	1570	1.12779e-05
5 to 9 Unit	NC, 01500	0.021225	0.0115221	0.0181928	0.0582171	0.143117	0.130988	0.123711	0.202547	0.290479	67	1649	1.18454e-05
50 or more Unit	NC, 01500	0.11465	0	0	0.0509554	0.0467091	0.0828025	0	0.685775	0.0191083	21	471	3.38338e-06
Mobile Home	NC, 01500	0.00149666	0	0.0200322	0.0589454	0.118006	0.269629	0.386599	0.116855	0.0284366	347	8686	6.2395e-05
Single-Family Attached	NC, 01500	0.0120567	0.00496454	0.0141844	0	0.141844	0.26383	0.197872	0.167376	0.197872	83	1410	1.01286e-05
Single-Family Detached	NC, 01500	0.0683439	0.028445	0.0846271	0.10402	0.137623	0.117977	0.140152	0.218407	0.100405	2011	39550	0.000284103
10 to 19 Unit	NC, 01600	0.0289916	0	0.0243697	0.00714286	0.185714	0.128992	0.260504	0.194538	0.169748	70	2380	1.72427e-05
2 Unit	NC, 01600	0.0559846	0.0989382	0.156853	0.141892	0.0873552	0.0936293	0.136583	0.178089	0.0506757	66	2072	1.50113e-05
20 to 49 Unit	NC, 01600	0.00572884	0.0388288	0	0	0.0286442	0.119669	0.225334	0.157861	0.423934	47	1571	1.13816e-05
3 or 4 Unit	NC, 01600	0.0322844	0.0371884	0.096036	0.12832	0.24765	0.108296	0.174091	0.146302	0.0298324	98	2447	1.77281e-05
5 to 9 Unit	NC, 01600	0.00367872	0.015328	0.0324954	0.0527284	0.272839	0.209994	0.245555	0.1168	0.0505825	100	3262	2.36326e-05
50 or more Unit	NC, 01600	0.167845	0.0282686	0.0194346	0.0795053	0.0300353	0.0424028	0.178445	0.190813	0.263251	31	566	4.10057e-06
Mobile Home	NC, 01600	0	0	0.00230723	0.0620522	0.126776	0.235216	0.429387	0.124347	0.019915	556	8235	5.96613e-05
Single-Family Attached	NC, 01600	0.0326229	0.0556764	0.0730753	0.0439321	0.0282732	0.0822097	0.176599	0.397564	0.110048	126	2299	1.66558e-05
Single-Family Detached	NC, 01600	0.078965	0.070918	0.172582	0.118259	0.111884	0.0900844	0.118552	0.176846	0.0619095	3106	47844	0.000346621
10 to 19 Unit	NC, 01701	0.028268	0.00968296	0.0187412	0.0601281	0.102296	0.231454	0.292519	0.20303	0.053881	211	6403	4.7752e-05
2 Unit	NC, 01701	0.170713	0.100235	0.12686	0.165231	0.245889	0.045419	0.119029	0.0156617	0.0109632	65	1277	9.52354e-06
20 to 49 Unit	NC, 01701	0.0326135	0.0110181	0.0321728	0.089026	0.144998	0.183341	0.16483	0.161305	0.180696	93	2269	1.69216e-05
3 or 4 Unit	NC, 01701	0.0793603	0.0250453	0.134581	0.148159	0.127037	0.16898	0.174713	0.111044	0.0310803	154	3314	2.4715e-05
5 to 9 Unit	NC, 01701	0.022317	0.00668088	0.0531628	0.131485	0.192751	0.2172	0.22715	0.0942431	0.0550107	247	7035	5.24651e-05
50 or more Unit	NC, 01701	0.0327273	0.0277273	0.0409091	0.0368182	0.245909	0.215455	0.27	0.0686364	0.0618182	100	2200	1.64071e-05
Mobile Home	NC, 01701	0	0	0	0.0688976	0.0531496	0.38189	0.385827	0.110236	0	19	508	3.78853e-06
Single-Family Attached	NC, 01701	0.0113679	0.0115574	0.0200834	0.0323986	0.0970064	0.273967	0.216559	0.264684	0.0723759	296	5278	3.9362e-05
Single-Family Detached	NC, 01701	0.0628722	0.051326	0.185217	0.151702	0.170356	0.110939	0.143864	0.0961344	0.0275874	2065	35596	0.000265466
10 to 19 Unit	NC, 01702	0.0224154	0	0.0247027	0.0300396	0.068771	0.291095	0.283776	0.192589	0.0866118	187	6558	4.77997e-05
2 Unit	NC, 01702	0.116762	0.0752149	0.0830946	0.0816619	0.123926	0.167622	0.128223	0.198424	0.0250716	55	1396	1.01751e-05
20 to 49 Unit	NC, 01702	0.0483721	0	0.0210853	0.00899225	0.0508527	0.0694574	0.130233	0.298295	0.372713	115	3225	2.35063e-05
3 or 4 Unit	NC, 01702	0.0673822	0.0497913	0.0802027	0.105247	0.182767	0.211986	0.167561	0.101371	0.0336911	127	3354	2.44465e-05
5 to 9 Unit	NC, 01702	0.0494738	0.0252812	0.0448772	0.0518931	0.215314	0.303133	0.154712	0.120479	0.0348373	274	8267	6.02561e-05
50 or more Unit	NC, 01702	0.0647619	0.00761905	0.064127	0.0546032	0.255238	0.149841	0.107937	0.142222	0.153651	67	1575	1.14798e-05
Mobile Home	NC, 01702	0	0.0599078	0	0	0.141705	0.112903	0.436636	0.141705	0.107143	30	868	6.32664e-06
Single-Family Attached	NC, 01702	0.00901713	0.0130748	0.0121731	0.126691	0.0694319	0.251127	0.0874662	0.380974	0.0500451	113	2218	1.61665e-05
Single-Family Detached	NC, 01702	0.0879422	0.07655	0.143738	0.214197	0.142347	0.113847	0.135842	0.0822649	0.00327105	1231	26597	0.00019386
10 to 19 Unit	NC, 01703	0	0	0	0	0	0.224979	0.358147	0.340778	0.0760959	22	1209	8.7712e-06
2 Unit	NC, 01703	0	0	0	0.405295	0	0	0.303462	0.0244399	0.266802	12	491	3.56217e-06
20 to 49 Unit	NC, 01703	0	0	0	0	0	0.264793	0.236686	0.0443787	0.454142	17	676	4.90435e-06
3 or 4 Unit	NC, 01703	0	0	0	0.0860927	0.360265	0.0172185	0.384106	0.152318	0	14	755	5.47749e-06
5 to 9 Unit	NC, 01703	0	0	0.0714286	0.16369	0.279762	0.13631	0.121429	0.227381	0	28	1680	1.21883e-05
50 or more Unit	NC, 01703	0	0	0	0.162996	0	0.0837004	0	0.519824	0.23348	24	454	3.29374e-06
Mobile Home	NC, 01703	0	0.000914077	0	0.0173675	0.198659	0.252285	0.412858	0.0944546	0.0234613	117	3282	2.38107e-05
Single-Family Attached	NC, 01703	0	0	0	0.0685484	0.00645161	0.0887097	0.139516	0.464516	0.232258	72	1240	8.99611e-06
Single-Family Detached	NC, 01703	0.0328885	0.0200159	0.052458	0.0751525	0.122724	0.100526	0.208716	0.285704	0.101816	1799	40318	0.000292504
10 to 19 Unit	NC, 01704	0	0.00365535	0.0438642	0.151175	0.089295	0.122977	0.184856	0.310966	0.0932115	133	3830	2.81932e-05
2 Unit	NC, 01704	0.0274585	0.142401	0.220307	0.234994	0.172414	0.0625798	0.0836526	0.0446999	0.0114943	60	1566	1.15276e-05
20 to 49 Unit	NC, 01704	0.0296736	0	0.0154303	0.0611276	0.0486647	0.0391691	0.253412	0.282493	0.27003	62	1685	1.24035e-05
3 or 4 Unit	NC, 01704	0.00441176	0.0387255	0.111765	0.135784	0.309804	0.121078	0.127941	0.10049	0.05	90	2040	1.50168e-05
5 to 9 Unit	NC, 01704	0	0.0211696	0.0357237	0.141043	0.234718	0.178883	0.206404	0.13231	0.0497486	149	3779	2.78178e-05
50 or more Unit	NC, 01704	0.0676111	0.0173857	0.00450741	0.227946	0.139086	0.0746941	0.0792015	0.309079	0.0804894	89	1553	1.14319e-05
Mobile Home	NC, 01704	0.0282551	0.00801833	0.00687285	0.0313097	0.214204	0.240168	0.34097	0.0859107	0.0442917	111	2619	1.92788e-05
Single-Family Attached	NC, 01704	0	0.024824	0.0107447	0.0214894	0.0659504	0.191923	0.168581	0.440163	0.0763246	175	2699	1.98678e-05
Single-Family Detached	NC, 01704	0.0935635	0.0664365	0.120863	0.152528	0.148533	0.097238	0.19201	0.109716	0.0191122	2235	40550	0.000298495
10 to 19 Unit	NC, 01801	0	0.0200562	0.033552	0.0939082	0.259794	0.314902	0.139456	0.0963449	0.0419869	182	5335	3.98658e-05
2 Unit	NC, 01801	0.0296827	0.205732	0.149437	0.238485	0.156602	0.0603889	0.0603889	0.0235415	0.0757421	43	977	7.30066e-06
20 to 49 Unit	NC, 01801	0	0.00696056	0.0726991	0.109049	0.151585	0.399845	0.112916	0.062645	0.0843001	52	1293	9.66199e-06
3 or 4 Unit	NC, 01801	0.0115607	0.0708092	0.0671965	0.198699	0.265896	0.198699	0.101879	0.0549133	0.0303468	127	2768	2.06839e-05
5 to 9 Unit	NC, 01801	0	0.00674353	0.0485099	0.184033	0.290189	0.220579	0.138569	0.0800522	0.0313248	155	4597	3.43512e-05
50 or more Unit	NC, 01801	0	0.0221435	0.0974314	0.0593446	0.181577	0.286094	0.133747	0.145261	0.0744021	66	1129	8.43647e-06
Mobile Home	NC, 01801	0	0	0.0119376	0.0633609	0.339761	0.201102	0.182736	0.160698	0.040404	35	1089	8.13756e-06
Single-Family Attached	NC, 01801	0.0189317	0.0175794	0.0432725	0.0493577	0.277214	0.355646	0.131846	0.106153	0	71	1479	1.10519e-05
Single-Family Detached	NC, 01801	0.0826805	0.0693187	0.192661	0.184217	0.147523	0.0916675	0.104962	0.100214	0.0267576	1691	29487	0.000220342
10 to 19 Unit	NC, 01802	0.0174878	0.00168152	0.0332941	0.095174	0.348915	0.170506	0.160921	0.117202	0.0548176	187	5947	4.3276e-05
2 Unit	NC, 01802	0.157328	0.0635776	0.135776	0.112069	0.0926724	0.198276	0.0344828	0.15194	0.0538793	49	928	6.75305e-06
20 to 49 Unit	NC, 01802	0.0499226	0.0383127	0.0297988	0.111455	0.229102	0.149768	0.160604	0.164474	0.0665635	104	2584	1.88037e-05
3 or 4 Unit	NC, 01802	0.112481	0.100897	0.0900598	0.143871	0.237668	0.120703	0.0530643	0.0526906	0.088565	131	2676	1.94732e-05
5 to 9 Unit	NC, 01802	0.0230358	0.00678733	0.014603	0.157548	0.279515	0.249897	0.124434	0.0923488	0.0518305	165	4862	3.53806e-05
50 or more Unit	NC, 01802	0.206072	0.0634775	0.0657774	0.0975161	0.129715	0.100736	0.0952162	0.0892364	0.152254	140	2174	1.58201e-05
Mobile Home	NC, 01802	0.0376223	0.0165538	0	0.0504138	0.146727	0.190369	0.366441	0.129421	0.062453	51	1329	9.67112e-06
Single-Family Attached	NC, 01802	0.0178986	0.00828638	0.00464037	0.0314882	0.134239	0.173351	0.0918131	0.374544	0.163739	140	3017	2.19546e-05
Single-Family Detached	NC, 01802	0.125401	0.0765473	0.163454	0.114335	0.102828	0.0814326	0.106036	0.188499	0.0414668	1732	33979	0.000247264
10 to 19 Unit	NC, 01803	0	0	0.00418848	0.0753927	0.258639	0.193368	0.0935428	0.184293	0.190576	123	2865	2.07431e-05
2 Unit	NC, 01803	0.204678	0.0292398	0.0672515	0.190058	0.263158	0.152047	0.0555556	0.0380117	0	14	342	2.47615e-06
20 to 49 Unit	NC, 01803	0	0	0	0.0485934	0.0434783	0.170077	0.317136	0.257033	0.163683	44	782	5.66184e-06
3 or 4 Unit	NC, 01803	0.0194265	0	0.0185014	0.0878816	0.26272	0.26827	0.219241	0.0592044	0.0647549	53	1081	7.82664e-06
5 to 9 Unit	NC, 01803	0	0.00392619	0	0.0612485	0.258736	0.280722	0.175108	0.19788	0.0223793	115	2547	1.84408e-05
50 or more Unit	NC, 01803	0	0	0	0.224299	0.166667	0.165109	0.166667	0.160436	0.116822	38	642	4.64821e-06
Mobile Home	NC, 01803	0.00547196	0.00205198	0	0.0376197	0.114911	0.359097	0.391701	0.0829913	0.00615595	196	4386	3.17555e-05
Single-Family Attached	NC, 01803	0.00429646	0	0	0.0037594	0.0843179	0.0800215	0.176692	0.5	0.150913	112	1862	1.34812e-05
Single-Family Detached	NC, 01803	0.0550006	0.0291876	0.0679182	0.108884	0.169918	0.150542	0.177361	0.180311	0.0608783	2684	44745	0.000323962
10 to 19 Unit	NC, 01900	0.184375	0	0.05	0.0625	0.3125	0.290625	0.028125	0	0.071875	17	320	2.34743e-06
2 Unit	NC, 01900	0	0.100917	0.0489297	0.0642202	0.336391	0.366972	0.0275229	0.0550459	0	21	327	2.39877e-06
20 to 49 Unit	NC, 01900	0	0	0	0.00993377	0.476821	0.410596	0.102649	0	0	17	302	2.21538e-06
3 or 4 Unit	NC, 01900	0	0	0.0265957	0.0771277	0.492021	0.25	0.119681	0	0.0345745	24	376	2.75822e-06
5 to 9 Unit	NC, 01900	0	0.055814	0	0	0.0883721	0.325581	0.274419	0.0232558	0.232558	14	215	1.57718e-06
50 or more Unit	NC, 01900	0	0	0.245421	0	0.021978	0.608059	0	0.0512821	0.0732601	10	273	2.00265e-06
Mobile Home	NC, 01900	0.00153416	0	0.00487321	0.0268026	0.121469	0.269651	0.406281	0.135728	0.0336612	466	11081	8.12867e-05
Single-Family Attached	NC, 01900	0.0219092	0	0.0172144	0.0719875	0.220657	0.208138	0.0391236	0.391236	0.029734	36	639	4.6875e-06
Single-Family Detached	NC, 01900	0.0973207	0.0705869	0.0942428	0.0882922	0.146333	0.114792	0.17547	0.177962	0.0350003	1840	34114	0.00025025
10 to 19 Unit	NC, 02000	0	0.0175439	0.140351	0.0510367	0.30622	0.293461	0	0.135566	0.0558214	22	627	4.64667e-06
2 Unit	NC, 02000	0.0411718	0.0150435	0.0427553	0.219319	0.29137	0.121932	0.209026	0.0387965	0.0205859	46	1263	9.36007e-06
20 to 49 Unit	NC, 02000	0.159574	0	0.0957447	0	0	0.111702	0.218085	0.0319149	0.382979	11	188	1.39327e-06
3 or 4 Unit	NC, 02000	0.178794	0.004158	0.00623701	0.0672211	0.303534	0.25641	0.119889	0.02079	0.042966	58	1443	1.0694e-05
5 to 9 Unit	NC, 02000	0.0465707	0.0101609	0.00677392	0.11939	0.470787	0.180356	0.0795936	0.0414903	0.0448772	53	1181	8.75237e-06
50 or more Unit	NC, 02000	0	0.0923077	0.112821	0.246154	0.025641	0.235897	0.0615385	0	0.225641	10	195	1.44514e-06
Mobile Home	NC, 02000	0	0.00343277	0.00997139	0.0295055	0.169677	0.263833	0.373519	0.135186	0.0148754	488	12235	9.06735e-05
Single-Family Attached	NC, 02000	0.126316	0.210526	0.0481203	0	0.112782	0.124812	0.192481	0.0300752	0.154887	25	665	4.92832e-06
Single-Family Detached	NC, 02000	0.077746	0.0677828	0.126419	0.151137	0.151844	0.111474	0.15522	0.137961	0.0204165	1845	36735	0.000272243
10 to 19 Unit	NC, 02100	0	0	0.0280992	0.140496	0.171901	0.322314	0.22314	0.0413223	0.0727273	26	605	4.46183e-06
2 Unit	NC, 02100	0.0473313	0.0110775	0.0966767	0.16717	0.302115	0.0976838	0.0946626	0.156093	0.0271903	46	993	7.32328e-06
20 to 49 Unit	NC, 02100	0.0226663	0.00940307	0.0183607	0.0334964	0.085073	0.152767	0.204005	0.268441	0.205787	4548	121237	1.48236e-06
3 or 4 Unit	NC, 02100	0.113208	0.0319303	0.0181422	0.129898	0.251089	0.276488	0.101597	0.0776488	0	55	1378	1.01627e-05
5 to 9 Unit	NC, 02100	0.0246407	0.0472279	0	0.0903491	0.245722	0.0869268	0.368241	0.136893	0	61	1461	1.07748e-05
50 or more Unit	NC, 02100	0.380753	0	0.0920502	0	0.267782	0.213389	0.0460251	0	0	11	239	1.76261e-06
Mobile Home	NC, 02100	0	0.00961185	0.00348965	0.0560181	0.158381	0.250214	0.344741	0.148769	0.0287743	675	16334	0.000120462
Single-Family Attached	NC, 02100	0.0821192	0	0.0622517	0.18543	0.0741722	0.197351	0.258278	0.0834437	0.0569536	39	755	5.56807e-06
Single-Family Detached	NC, 02100	0.0908957	0.0751113	0.135889	0.140855	0.164655	0.114179	0.110958	0.131316	0.0361419	2080	40673	0.00029996
10 to 19 Unit	NC, 02201	0.093157	0.0207016	0.0218516	0.06613	0.0816561	0.116734	0.192352	0.280909	0.126509	130	3478	2.39062e-05
2 Unit	NC, 02201	0.284628	0.109797	0.0886824	0.0346284	0.0920608	0.131757	0.0608108	0.181166	0.0164696	86	2368	1.62766e-05
20 to 49 Unit	NC, 02201	0.135307	0.0232558	0.015222	0.048203	0.0900634	0.104017	0.115011	0.230444	0.238478	114	2365	1.62559e-05
3 or 4 Unit	NC, 02201	0.132801	0.0411882	0.0516725	0.089366	0.279081	0.240889	0.0846231	0.0659011	0.0144783	150	4006	2.75354e-05
5 to 9 Unit	NC, 02201	0.0482771	0.0175879	0.071967	0.0653266	0.173905	0.241385	0.159009	0.121141	0.1014	179	5572	3.82994e-05
50 or more Unit	NC, 02201	0.159941	0.0118475	0.0288782	0.0481303	0.104776	0.0918178	0.131803	0.196964	0.225842	159	2701	1.85654e-05
Mobile Home	NC, 02201	0	0.00818363	0.00678643	0.0453094	0.171257	0.278044	0.347705	0.108982	0.0337325	170	5010	3.44365e-05
Single-Family Attached	NC, 02201	0.0483776	0.0578171	0.0430678	0.0460177	0.0814159	0.423009	0.145133	0.0943953	0.060767	93	1695	1.16507e-05
Single-Family Detached	NC, 02201	0.203554	0.0626587	0.104208	0.126947	0.107842	0.100628	0.118824	0.12155	0.0537876	1927	37425	0.000257242
10 to 19 Unit	NC, 02202	0	0	0	0.0324254	0.101167	0.0817121	0.0674449	0.249027	0.468223	28	771	5.56952e-06
2 Unit	NC, 02202	0	0.0212766	0.0492021	0.0159574	0.142287	0.273936	0.347074	0.118351	0.0319149	31	752	5.43224e-06
20 to 49 Unit	NC, 02202	0	0	0	0	0.0994832	0.0387597	0.244186	0.308786	0.308786	24	774	5.59119e-06
3 or 4 Unit	NC, 02202	0.0432822	0.0108206	0.0532011	0	0.0631199	0.429216	0.208296	0.182146	0.00991885	39	1109	8.01113e-06
5 to 9 Unit	NC, 02202	0.00905563	0.00517464	0	0.030401	0.186287	0.102199	0.228978	0.259379	0.178525	51	1546	1.11679e-05
50 or more Unit	NC, 02202	0	0	0	0.150215	0	0	0.0901288	0.347639	0.412017	11	233	1.68313e-06
Mobile Home	NC, 02202	0	0.00129828	0	0.0380558	0.150844	0.201883	0.390863	0.175024	0.0420318	473	12324	8.90252e-05
Single-Family Attached	NC, 02202	0.0243035	0.00474215	0.0100771	0.0248963	0.0361589	0.187908	0.173088	0.444576	0.0942501	84	1687	1.21864e-05
Single-Family Detached	NC, 02202	0.0965791	0.0517782	0.0742414	0.112893	0.133449	0.115579	0.148433	0.192104	0.0749442	1858	39843	0.000287816
10 to 19 Unit	NC, 02300	0.0404494	0.0157303	0.011236	0.0179775	0.137079	0.0876404	0.161798	0.253933	0.274157	26	445	3.29353e-06
2 Unit	NC, 02300	0.115219	0.027515	0.0541702	0.123818	0.154772	0.104041	0.11006	0.291488	0.0189166	71	1163	8.60757e-06
20 to 49 Unit	NC, 02300	0.0793103	0	0.0103448	0.0344828	0.127586	0.124138	0.148276	0.475862	0	26	290	2.14634e-06
3 or 4 Unit	NC, 02300	0.105859	0	0.0679095	0.0479361	0.227696	0.253662	0.137816	0.100533	0.0585885	81	1502	1.11166e-05
5 to 9 Unit	NC, 02300	0.0735931	0	0	0.0151515	0.269481	0.167749	0.262987	0.211039	0	48	924	6.83868e-06
50 or more Unit	NC, 02300	0.0681818	0	0	0.0681818	0.174242	0.159091	0.378788	0	0.151515	13	132	9.76957e-07
Mobile Home	NC, 02300	0	0.0046875	0.0174107	0.0497024	0.117634	0.232589	0.350744	0.196652	0.0305804	648	13440	9.94718e-05
Single-Family Attached	NC, 02300	0.00952381	0.0742857	0.0419048	0.100952	0.121905	0.2	0.0933333	0.32381	0.0342857	41	525	3.88562e-06
Single-Family Detached	NC, 02300	0.099287	0.0685681	0.10687	0.0930398	0.147369	0.149695	0.112234	0.189268	0.0336701	2506	46421	0.00034357
10 to 19 Unit	NC, 02400	0	0.015625	0.0078125	0.00260417	0.161458	0.278646	0.296875	0.171875	0.0651042	24	384	2.81233e-06
2 Unit	NC, 02400	0.0281924	0.013267	0.0257048	0.13267	0.204809	0.139303	0.208126	0.21476	0.0331675	58	1206	8.83247e-06
20 to 49 Unit	NC, 02400	0.0231884	0	0.026087	0.0318841	0.157971	0.0289855	0.178261	0.253623	0.3	36	690	5.05341e-06
3 or 4 Unit	NC, 02400	0	0	0.01509	0.0249565	0.147998	0.336622	0.239698	0.222287	0.0133488	81	1723	1.26189e-05
5 to 9 Unit	NC, 02400	0.0308824	0.0352941	0.0352941	0.0102941	0.166912	0.349265	0.144118	0.144118	0.0838235	61	1360	9.96036e-06
50 or more Unit	NC, 02400	0	0	0.163594	0.00691244	0	0	0.0345622	0.391705	0.403226	13	434	3.17852e-06
Mobile Home	NC, 02400	0.00488637	0	0.00651516	0.0480881	0.144652	0.229117	0.345847	0.184519	0.0363763	514	12893	9.44254e-05
Single-Family Attached	NC, 02400	0.0751342	0	0.0357782	0.0769231	0.146691	0.275492	0.146691	0.168157	0.0751342	36	559	4.094e-06
Single-Family Detached	NC, 02400	0.0518058	0.0409407	0.0718741	0.079183	0.161029	0.190997	0.156025	0.210922	0.0372237	2721	55959	0.000409831
10 to 19 Unit	NC, 02500	0.142857	0	0.034713	0.0106809	0.285714	0.0307076	0.170895	0.192256	0.132176	32	749	5.45789e-06
2 Unit	NC, 02500	0.0274964	0.089725	0.0846599	0.166425	0.107815	0.216353	0.0701881	0.237337	0	60	1382	1.00705e-05
20 to 49 Unit	NC, 02500	0.0244399	0.0570265	0.0448065	0.0325866	0.203666	0.0427699	0.0162933	0.299389	0.279022	26	491	3.57787e-06
3 or 4 Unit	NC, 02500	0.029029	0.026026	0.03003	0.0640641	0.212546	0.255589	0.19286	0.160494	0.0293627	123	2997	2.18388e-05
5 to 9 Unit	NC, 02500	0.0495546	0	0.0306236	0.0501114	0.172049	0.232739	0.152561	0.242205	0.0701559	62	1796	1.30873e-05
50 or more Unit	NC, 02500	0.0167095	0	0.0154242	0.125964	0.226221	0.132391	0.347044	0.0488432	0.0874036	36	778	5.66922e-06
Mobile Home	NC, 02500	0.00133869	0.000787464	0.0133869	0.0731554	0.156941	0.230254	0.309473	0.16521	0.0494527	497	12699	9.25366e-05
Single-Family Attached	NC, 02500	0.0112875	0.00493827	0.0031746	0.0289242	0.0716049	0.181305	0.267372	0.360494	0.0708995	142	2835	2.06584e-05
Single-Family Detached	NC, 02500	0.0658808	0.0467583	0.0874357	0.100384	0.13556	0.164487	0.157751	0.193133	0.0486107	2586	53445	0.000389448
10 to 19 Unit	NC, 02600	0.0652174	0.0621118	0.149068	0.0590062	0.14441	0.296584	0.128882	0.0450311	0.0496894	32	644	4.77967e-06
2 Unit	NC, 02600	0.0241636	0.0532838	0.0359356	0.0842627	0.27943	0.214374	0.172862	0.0848823	0.0508055	77	1614	1.19789e-05
20 to 49 Unit	NC, 02600	0.0516499	0	0.0344333	0	0.163558	0.133429	0.335725	0.281205	0	28	697	5.17301e-06
3 or 4 Unit	NC, 02600	0.0304225	0.0304225	0.0219718	0.0416901	0.313803	0.211831	0.208451	0.0957746	0.0456338	78	1775	1.31738e-05
5 to 9 Unit	NC, 02600	0.0254287	0.0378474	0.017741	0.206978	0.217623	0.172679	0.144293	0.160852	0.0165582	70	1691	1.25504e-05
50 or more Unit	NC, 02600	0	0	0.0158983	0	0.0206677	0.151033	0.655008	0.119237	0.0381558	33	629	4.66834e-06
Mobile Home	NC, 02600	0.00153022	0.00535578	0.0147921	0.0353651	0.0969991	0.268979	0.383236	0.178696	0.0150472	547	11763	8.73034e-05
Single-Family Attached	NC, 02600	0.0325885	0	0.0856611	0.10987	0.211359	0.244879	0.205773	0.0977654	0.0121043	72	1074	7.97109e-06
Single-Family Detached	NC, 02600	0.0865705	0.0778579	0.111761	0.141689	0.175963	0.123028	0.126571	0.126035	0.0305252	2734	48550	0.000360331
10 to 19 Unit	NC, 02700	0.0772727	0	0	0.0295455	0	0.165909	0.290909	0.397727	0.0386364	20	440	3.16669e-06
2 Unit	NC, 02700	0.0171123	0	0.0491979	0.0513369	0.191444	0.145455	0.188235	0.218182	0.139037	41	935	6.72921e-06
20 to 49 Unit	NC, 02700	0	0.075188	0.154135	0	0	0.0488722	0.424812	0.296992	0	11	266	1.91441e-06
3 or 4 Unit	NC, 02700	0.0133206	0.0447193	0.0237869	0.074215	0.200761	0.0713606	0.374881	0.196955	0	35	1051	7.56406e-06
5 to 9 Unit	NC, 02700	0	0.0302198	0.010989	0	0.0865385	0.00961538	0.31044	0.32967	0.222527	32	728	5.23941e-06
50 or more Unit	NC, 02700	0.0437764	0.011029	0.0241598	0.0431183	0.0893043	0.118177	0.145755	0.234125	0.290555	4615	94206	1.23069e-06
Mobile Home	NC, 02700	0	0	0.00919635	0.0233637	0.115327	0.28691	0.437614	0.115659	0.0119304	524	12070	8.68679e-05
Single-Family Attached	NC, 02700	0.031401	0.0229469	0.044686	0.00241546	0.0942029	0.179952	0.157005	0.311594	0.155797	40	828	5.95914e-06
Single-Family Detached	NC, 02700	0.0786066	0.0662929	0.0989253	0.120493	0.129575	0.115939	0.143724	0.191241	0.0552033	2217	40849	0.000293991
10 to 19 Unit	NC, 02800	0.00888889	0.0158025	0.0162963	0.0903704	0.157531	0.244938	0.261728	0.143704	0.0607407	74	2025	1.50222e-05
2 Unit	NC, 02800	0.0213098	0.0181913	0.0566528	0.133056	0.259356	0.220374	0.119543	0.153326	0.0181913	87	1924	1.42729e-05
20 to 49 Unit	NC, 02800	0.0311245	0	0	0.0823293	0.189759	0.101406	0.220884	0.289157	0.0853414	37	996	7.3887e-06
3 or 4 Unit	NC, 02800	0.00996126	0.0265634	0.0132817	0.135584	0.359159	0.208633	0.159934	0.0752629	0.0116215	73	1807	1.34049e-05
