Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Cooling Type	Dependency=Tenure	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F	Option=Void	source_count	source_weight	sampling_probability
5A	Single-Family Attached	Ducted Heat Pump	Renter	0.0324675	0.00617091	0.056216	0.0153635	0.169227	0.243552	0.24577	0.119797	0.0396014	0.0417275	0.0301063	0	132	6206.29	0.000272258
5A	Single-Family Attached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
5A	Single-Family Attached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
5A	Single-Family Attached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
5A	Single-Family Attached	Non-Ducted Heat Pump	Not Available	0.0116335	0.0120256	0.105439	0.0477153	0.0772588	0.279488	0.135493	0.167833	0.0415896	0.086672	0.0348528	0	80	29513	1.14291e-05
5A	Single-Family Attached	Non-Ducted Heat Pump	Owner	0.0119218	0.0123236	0.0940535	0.0488977	0.0791734	0.286415	0.138851	0.161208	0.0426202	0.0888199	0.0357165	0	78	29513	6.4349e-05
5A	Single-Family Attached	Non-Ducted Heat Pump	Renter	0.11926	0.0353332	0.10324	0.0357061	0.159854	0.205252	0.127416	0.110135	0.0359302	0.00462788	0.063246	0	280	0	4.00015e-05
5A	Single-Family Attached	None	Not Available	0.0545001	0.0189949	0.0599928	0.0212718	0.130061	0.180569	0.196113	0.218392	0.0440407	0.053699	0.0223659	0	0	0	9.06031e-05
5A	Single-Family Attached	None	Owner	0.0347446	0.015398	0.0457118	0.0175552	0.121141	0.189555	0.175496	0.265499	0.0505795	0.0543879	0.0299316	0	0	0	0.000482338
5A	Single-Family Attached	None	Renter	0.0978226	0.0267714	0.086172	0.0324578	0.149713	0.17122	0.24609	0.108499	0.0330546	0.0405347	0.00766475	0	0	0	0.000306198
5A	Single-Family Attached	Room AC	Not Available	0.132224	0.0530947	0.0554235	0.0173064	0.137384	0.197121	0.156894	0.140728	0.0560308	0.0189987	0.0347941	0	82	393953	0.000363257
5A	Single-Family Attached	Room AC	Owner	0.0566137	0.0651589	0.0760407	0.0142116	0.15566	0.261196	0.0939516	0.173523	0.0491651	0	0.0544795	0	40	185736	0.00170248
5A	Single-Family Attached	Room AC	Renter	0.19967	0.0423331	0.0370323	0.0200671	0.121082	0.139965	0.21304	0.111474	0.0621552	0.035946	0.0172341	0	42	208217	0.00114757
5A	Single-Family Detached	Central AC	Not Available	0.0123561	0.00644752	0.033833	0.0183173	0.136229	0.200356	0.255135	0.18428	0.0725266	0.0631477	0.0173707	0	1765	1.20119e+07	0.00800944
5A	Single-Family Detached	Central AC	Owner	0.0106155	0.00651849	0.029316	0.0190209	0.131485	0.200777	0.256431	0.188598	0.0740736	0.0660953	0.0170688	0	1674	1.13349e+07	0.0747447
5A	Single-Family Detached	Central AC	Renter	0.0414998	0.00525923	0.109462	0.00653713	0.215667	0.193306	0.233444	0.111977	0.0466259	0.0137959	0.0224264	0	91	676991	0.0112048
5A	Single-Family Detached	Ducted Heat Pump	Not Available	0.0135946	0	0.0195798	0.0571249	0.0844546	0.186867	0.332997	0.163431	0.0579163	0.0644529	0.0195833	0	94	642369	0.000618665
5A	Single-Family Detached	Ducted Heat Pump	Owner	0.0139243	0	0.0200547	0.0585103	0.0801176	0.191399	0.335173	0.167394	0.0473524	0.066016	0.0200582	0	91	627159	0.00467054
5A	Single-Family Detached	Ducted Heat Pump	Renter	0.0324675	0.00617091	0.056216	0.0153635	0.169227	0.243552	0.24577	0.119797	0.0396014	0.0417275	0.0301063	0	132	15210.5	0.000737734
5A	Single-Family Detached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	2	1911.97	0
5A	Single-Family Detached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	2	1911.97	0
5A	Single-Family Detached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
5A	Single-Family Detached	Non-Ducted Heat Pump	Not Available	0.0132038	0.0136488	0.104168	0.054156	0.0722747	0.273621	0.143558	0.146557	0.0408844	0.0983712	0.0395573	0	70	314494	6.05445e-05
5A	Single-Family Detached	Non-Ducted Heat Pump	Owner	0.0133634	0.0138138	0.105427	0.0548106	0.0731483	0.276928	0.145294	0.136241	0.0413786	0.0995603	0.0400355	0	69	310738	0.000451742
5A	Single-Family Detached	Non-Ducted Heat Pump	Renter	0.11926	0.0353332	0.10324	0.0357061	0.159854	0.205252	0.127416	0.110135	0.0359302	0.00462788	0.063246	0	280	3756.05	6.24549e-05
5A	Single-Family Detached	None	Not Available	0.027356	0.0108367	0.0449691	0.0225594	0.12559	0.210297	0.235423	0.178491	0.0599162	0.0562229	0.0283382	0	0	0	0.00109263
5A	Single-Family Detached	None	Owner	0.0224064	0.00945205	0.0397275	0.0214333	0.120314	0.211634	0.238748	0.185502	0.0618052	0.0600312	0.0289471	0	0	0	0.00873854
5A	Single-Family Detached	None	Renter	0.0912656	0.0286852	0.11285	0.0372249	0.192219	0.196914	0.193437	0.0878075	0.0302806	0.00817686	0.0211404	0	0	0	0.0013186
5A	Single-Family Detached	Room AC	Not Available	0.0777279	0.0261459	0.0791958	0.0274582	0.103563	0.24012	0.164978	0.165518	0.0223706	0.029738	0.0631841	0	648	3.84079e+06	0.0031175
5A	Single-Family Detached	Room AC	Owner	0.0651777	0.0208628	0.0728927	0.0195389	0.0941419	0.246463	0.168798	0.182958	0.0245029	0.0344569	0.0702072	0	581	3.31479e+06	0.0260638
5A	Single-Family Detached	Room AC	Renter	0.156817	0.059439	0.118917	0.0773646	0.162936	0.200149	0.140903	0.0556159	0.00893353	0	0.0189254	0	67	526003	0.00342599
5B	Mobile Home	Central AC	Not Available	0.112133	0	0.20502	0	0.0953188	0.270002	0.219191	0.0983349	0	0	0	0	16	66259.5	0.000208534
5B	Mobile Home	Central AC	Owner	0.145497	0	0	0	0.14021	0.397162	0.172484	0.144647	0	0	0	0	12	45045.1	0.00071628
5B	Mobile Home	Central AC	Renter	0.00373223	0	0.0822126	0.0786411	0.19626	0.244649	0.17166	0.149417	0.0303862	0.0221213	0.02092	0	54	21214.4	0.000270492
5B	Mobile Home	Ducted Heat Pump	Not Available	0	0.0213403	0.0226735	0	0.0947973	0.118755	0.305404	0.292664	0.045629	0.0987368	0	0	24	14311.9	4.40699e-05
5B	Mobile Home	Ducted Heat Pump	Owner	0	0.022141	0.0235243	0	0.0608334	0.12321	0.316863	0.303645	0.047341	0.102442	0	0	23	14311.9	0.000157198
5B	Mobile Home	Ducted Heat Pump	Renter	0.0370632	0	0.0700893	0.0670445	0.181984	0.243553	0.172524	0.127384	0.0259054	0.0566175	0.017835	0	64	0	6.2399e-05
5B	Mobile Home	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	12	64543.1	0
5B	Mobile Home	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	12	64543.1	0
5B	Mobile Home	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0
5B	Mobile Home	Non-Ducted Heat Pump	Not Available	0	0	0	0	0.0530459	0.291606	0.477552	0.177796	0	0	0	0	10	5808.92	4.42358e-06
5B	Mobile Home	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0530459	0.291606	0.477552	0.177796	0	0	0	0	10	5808.92	1.62857e-05
5B	Mobile Home	Non-Ducted Heat Pump	Renter	0	0.0898098	0.0728905	0.0312751	0.073375	0.186871	0.112848	0.15219	0	0.0952023	0.185537	0	17	0	6.55676e-06
5B	Mobile Home	None	Not Available	0.119681	0.00199219	0.127083	0	0.0894869	0.246965	0.141339	0.100054	0.00425962	0.0442824	0.124857	0	0	0	0.000104697
5B	Mobile Home	None	Owner	0.144383	0.00261856	0.0488415	0	0.0619321	0.269251	0.124603	0.128055	0.0055989	0.0565386	0.158179	0	0	0	0.000392408
5B	Mobile Home	None	Renter	0.00245163	0.0366052	0.083713	0.0644051	0.158826	0.236871	0.158756	0.16018	0.0199601	0.0533342	0.0248973	0	0	0	0.000153276
5B	Mobile Home	Room AC	Not Available	0.163133	0	0.0832801	0	0.0857407	0.2477	0	0.0538209	0	0.0803215	0.286003	0	16	66927.9	0.00010836
5B	Mobile Home	Room AC	Owner	0.195503	0	0.0998048	0	0	0.20118	0	0.0645002	0	0.0962592	0.342753	0	14	55846.6	0.000391014
5B	Mobile Home	Room AC	Renter	0	0.106684	0.0865855	0.0371512	0.0871611	0.221982	0.134051	0.180785	0	0.113089	0.0325118	0	16	11081.3	0.000150494
5B	Multi-Family with 2 - 4 Units	Central AC	Not Available	0.21668	0	0.280928	0	0.086984	0.0942777	0.254262	0	0.0668679	0	0	0	11	89378.6	9.98044e-05
5B	Multi-Family with 2 - 4 Units	Central AC	Owner	0.0100254	0.00887031	0.0179177	0.0233367	0.10137	0.177856	0.226971	0.22654	0.0921409	0.0779294	0.0370431	0	588	0	8.93344e-05
5B	Multi-Family with 2 - 4 Units	Central AC	Renter	0.21668	0	0.280928	0	0.086984	0.0942777	0.254262	0	0.0668679	0	0	0	11	89378.6	0.000567837
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Not Available	0.0361837	0	0.108564	0.0356218	0.136019	0.234256	0.217747	0.110406	0.0482853	0.0463102	0.026607	0	70	7813.04	1.3025e-05
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Owner	0.0100254	0.00887031	0.0179177	0.0233367	0.10137	0.177856	0.226971	0.22654	0.0921409	0.0779294	0.0370431	0	588	0	7.02662e-06
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Renter	0.0390372	0	0.117125	0.0384311	0.146746	0.25273	0.217629	0.0782495	0.0398295	0.0415175	0.0287053	0	64	7813.04	6.3483e-05
5B	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	101	0	0
5B	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	82	0	0
5B	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Not Available	0.0627808	0.0300011	0.0916903	0.0349614	0.133347	0.297692	0.0764798	0.0838585	0.0417782	0.0605173	0.0868934	0	44	0	1.75687e-06
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Owner	0.0454516	0.0585306	0.074123	0	0.0855012	0.131375	0.128495	0.22431	0.0319454	0.0827042	0.137564	0	83	0	8.90132e-07
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Renter	0.065628	0.0313617	0.0958486	0.0365469	0.139395	0.311192	0.0799483	0.0876616	0.0436729	0.04322	0.0655249	0	42	0	9.58664e-06
5B	Multi-Family with 2 - 4 Units	None	Not Available	0.139943	0.0137078	0.188869	0.01755	0.110966	0.194093	0.166026	0.0431999	0.0550655	0.0296995	0.0408794	0	0	0	8.18627e-05
5B	Multi-Family with 2 - 4 Units	None	Owner	0.140668	0.0140238	0.190025	0.0179805	0.112608	0.197638	0.166663	0.043372	0.0553186	0.0256491	0.036055	0	0	0	7.66875e-05
5B	Multi-Family with 2 - 4 Units	None	Renter	0.141392	0.0143399	0.19118	0.0184109	0.11425	0.201183	0.167299	0.0435442	0.0555717	0.0215986	0.0312306	0	0	0	0.000508169
5B	Multi-Family with 2 - 4 Units	Room AC	Not Available	0.06379	0.0304834	0.0931642	0.0355234	0.135491	0.302477	0.0616344	0.0852065	0.0424498	0.0614901	0.0882902	0	43	79417.4	7.5613e-05
5B	Multi-Family with 2 - 4 Units	Room AC	Owner	0.0454516	0.0585306	0.074123	0	0.0855012	0.131375	0.128495	0.22431	0.0319454	0.0827042	0.137564	0	83	0	7.89798e-05
5B	Multi-Family with 2 - 4 Units	Room AC	Renter	0.0667316	0.0318891	0.0974604	0.0371615	0.141739	0.316425	0.0644766	0.0891357	0.0444073	0.0439468	0.0666268	0	41	79417.4	0.000493302
5B	Multi-Family with 5+ Units	Central AC	Not Available	0	0	0.0648623	0.0551482	0.172798	0.228401	0.231179	0.155124	0.0574659	0.0350227	0	0	45	345719	0.000261746
5B	Multi-Family with 5+ Units	Central AC	Owner	0.0100254	0.00887031	0.0179177	0.0233367	0.10137	0.177856	0.226971	0.22654	0.0921409	0.0779294	0.0370431	0	588	29471.7	0.000230422
5B	Multi-Family with 5+ Units	Central AC	Renter	0	0	0.0709069	0.0602875	0.188901	0.249686	0.225598	0.122751	0.043583	0.0382866	0	0	41	316248	0.00188132
5B	Multi-Family with 5+ Units	Ducted Heat Pump	Not Available	0.0361837	0	0.108564	0.0356218	0.136019	0.234256	0.217747	0.110406	0.0482853	0.0463102	0.026607	0	70	27599.2	3.27537e-05
5B	Multi-Family with 5+ Units	Ducted Heat Pump	Owner	0.0100254	0.00887031	0.0179177	0.0233367	0.10137	0.177856	0.226971	0.22654	0.0921409	0.0779294	0.0370431	0	588	0	2.04991e-05
5B	Multi-Family with 5+ Units	Ducted Heat Pump	Renter	0.0390372	0	0.117125	0.0384311	0.146746	0.25273	0.217629	0.0782495	0.0398295	0.0415175	0.0287053	0	64	27599.2	0.000214677
5B	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	101	42607.5	0
5B	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	82	12738	0
5B	Multi-Family with 5+ Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	19	29869.5	0
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Not Available	0.0627808	0.0300011	0.0916903	0.0349614	0.133347	0.297692	0.0764798	0.0838585	0.0417782	0.0605173	0.0868934	0	44	5790.1	5.37592e-06
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Owner	0.0454516	0.0585306	0.074123	0	0.0855012	0.131375	0.128495	0.22431	0.0319454	0.0827042	0.137564	0	83	0	1.91946e-06
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	Renter	0.065628	0.0313617	0.0958486	0.0365469	0.139395	0.311192	0.0799483	0.0876616	0.0436729	0.04322	0.0655249	0	42	5790.1	3.53365e-05
5B	Multi-Family with 5+ Units	None	Not Available	0.00206421	0.0169025	0.0678885	0.0500793	0.171346	0.25341	0.164537	0.133134	0.0556638	0.0543806	0.0305953	0	0	0	0.000175282
5B	Multi-Family with 5+ Units	None	Owner	0.0224288	0.0262574	0.0375964	0.015166	0.0958138	0.161582	0.192492	0.225759	0.0710652	0.0796011	0.0722375	0	0	0	0.000143372
5B	Multi-Family with 5+ Units	None	Renter	0.00237152	0.0181626	0.073322	0.053916	0.184529	0.273067	0.162748	0.117451	0.0495094	0.0465973	0.018327	0	0	0	0.00126603
5B	Multi-Family with 5+ Units	Room AC	Not Available	0	0.0391055	0.0671256	0.045571	0.173814	0.285173	0.0790675	0.109307	0.0544566	0.0788823	0.067498	0	35	280779	0.000193574
5B	Multi-Family with 5+ Units	Room AC	Owner	0.0454516	0.0585306	0.074123	0	0.0855012	0.131375	0.128495	0.22431	0.0319454	0.0827042	0.137564	0	83	15877.8	0.000166782
5B	Multi-Family with 5+ Units	Room AC	Renter	0	0.0414495	0.071149	0.0483025	0.184232	0.302266	0.0838067	0.115859	0.0577206	0.057122	0.0380936	0	33	264901	0.00139911
5B	Single-Family Attached	Central AC	Not Available	0	0	0.0364871	0.038011	0.106392	0.105122	0.106637	0.361132	0.144942	0.101278	0	0	47	176182	8.04667e-05
5B	Single-Family Attached	Central AC	Owner	0	0	0.0335317	0	0.0771402	0.119347	0.122746	0.338403	0.181799	0.127032	0	0	36	140463	0.000743597
5B	Single-Family Attached	Central AC	Renter	0	0	0.0481091	0.187488	0.221422	0.0491832	0.0432871	0.45051	0	0	0	0	11	35718.8	0.000492917
5B	Single-Family Attached	Ducted Heat Pump	Not Available	0	0.0213403	0.0226735	0	0.0947973	0.118755	0.305404	0.292664	0.045629	0.0987368	0	0	24	4037.09	9.25092e-06
5B	Single-Family Attached	Ducted Heat Pump	Owner	0	0.022141	0.0235243	0	0.0608334	0.12321	0.316863	0.303645	0.047341	0.102442	0	0	23	0	5.50444e-05
5B	Single-Family Attached	Ducted Heat Pump	Renter	0.0370632	0	0.0700893	0.0670445	0.181984	0.243553	0.172524	0.127384	0.0259054	0.0566175	0.017835	0	64	4037.09	4.98961e-05
5B	Single-Family Attached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	57	11726.6	0
5B	Single-Family Attached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	51	3874.91	0
5B	Single-Family Attached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	11	7851.67	0
5B	Single-Family Attached	Non-Ducted Heat Pump	Not Available	0	0	0	0	0.0530459	0.291606	0.477552	0.177796	0	0	0	0	10	0	1.70542e-06
5B	Single-Family Attached	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0530459	0.291606	0.477552	0.177796	0	0	0	0	10	0	1.33132e-05
5B	Single-Family Attached	Non-Ducted Heat Pump	Renter	0	0.0898098	0.0728905	0.0312751	0.073375	0.186871	0.112848	0.15219	0	0.0952023	0.185537	0	17	0	1.15897e-05
5B	Single-Family Attached	None	Not Available	0.00446127	0.00318662	0.0403984	0.0346118	0.106427	0.109863	0.110207	0.346271	0.131598	0.100991	0.0119851	0	0	0	2.31876e-05
5B	Single-Family Attached	None	Owner	0.0021738	0.000566481	0.0353116	0	0.0783898	0.120199	0.121761	0.333913	0.17611	0.125972	0.00560437	0	0	0	0.00021066
5B	Single-Family Attached	None	Renter	0.00291647	0.0240142	0.0584996	0.14417	0.188097	0.103374	0.0738873	0.36437	0.00203847	0.0299112	0.00872172	0	0	0	0.000152377
5B	Single-Family Attached	Room AC	Not Available	0.0534775	0.0329458	0.0867716	0.00661992	0.109667	0.158598	0.100513	0.199842	0.00943031	0.0984684	0.143666	0	79	16402.9	1.04448e-05
5B	Single-Family Attached	Room AC	Owner	0.0650727	0.0169576	0.086812	0	0.114547	0.144855	0.0932409	0.203974	0.011475	0.0952982	0.167767	0	63	4854.43	8.33373e-05
5B	Single-Family Attached	Room AC	Renter	0	0.106684	0.0865855	0.0371512	0.0871611	0.221982	0.134051	0.180785	0	0.113089	0.0325118	0	16	11548.4	6.74454e-05
5B	Single-Family Detached	Central AC	Not Available	0.00952214	0.00995803	0.0208161	0.0285532	0.117967	0.183677	0.221313	0.202007	0.090604	0.0695089	0.0460727	0	487	2.22869e+06	0.00133895
5B	Single-Family Detached	Central AC	Owner	0.0103474	0.0108211	0.020674	0.0252942	0.10959	0.172458	0.224899	0.210264	0.0949797	0.073002	0.047672	0	448	2.05093e+06	0.0121002
5B	Single-Family Detached	Central AC	Renter	0	0	0.0224557	0.0661548	0.214627	0.313123	0.179947	0.106748	0.0401184	0.0292063	0.0276203	0	39	177759	0.00219613
5B	Single-Family Detached	Ducted Heat Pump	Not Available	0	0.0255379	0.0271334	0	0.0701665	0.119992	0.288034	0.350231	0.0546041	0.0643013	0	0	20	93284.2	0.000150907
5B	Single-Family Detached	Ducted Heat Pump	Owner	0	0.0255379	0.0271334	0	0.0701665	0.119992	0.288034	0.350231	0.0546041	0.0643013	0	0	20	93284.2	0.000908134
5B	Single-Family Detached	Ducted Heat Pump	Renter	0.0370632	0	0.0700893	0.0670445	0.181984	0.243553	0.172524	0.127384	0.0259054	0.0566175	0.017835	0	64	0	0.00019922
5B	Single-Family Detached	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	42	240287	0
5B	Single-Family Detached	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	38	220211	0
5B	Single-Family Detached	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	11	20076.4	0
5B	Single-Family Detached	Non-Ducted Heat Pump	Not Available	0	0	0	0	0.0530459	0.291606	0.477552	0.177796	0	0	0	0	10	35943.1	4.29729e-05
5B	Single-Family Detached	Non-Ducted Heat Pump	Owner	0	0	0	0	0.0530459	0.291606	0.477552	0.177796	0	0	0	0	10	35943.1	0.000296836
5B	Single-Family Detached	Non-Ducted Heat Pump	Renter	0	0.0898098	0.0728905	0.0312751	0.073375	0.186871	0.112848	0.15219	0	0.0952023	0.185537	0	17	0	6.67835e-05
5B	Single-Family Detached	None	Not Available	0.0113698	0.0138985	0.027232	0.0249926	0.115786	0.176642	0.217245	0.209773	0.0796146	0.0725845	0.0508616	0	0	0	0.000512514
5B	Single-Family Detached	None	Owner	0.0124067	0.0122672	0.0271215	0.0214092	0.1106	0.16843	0.220213	0.21616	0.0839316	0.0739884	0.0534735	0	0	0	0.00366242
5B	Single-Family Detached	None	Renter	0	0.0317865	0.0284441	0.0642882	0.172659	0.266698	0.184701	0.139739	0.0322737	0.0571904	0.0222194	0	0	0	0.000749929
5B	Single-Family Detached	Room AC	Not Available	0.0308954	0.0425401	0.0806557	0.00854774	0.12155	0.125878	0.129784	0.228486	0.0121766	0.108357	0.11113	0	58	286150	0.000311328
5B	Single-Family Detached	Room AC	Owner	0.0363902	0.0211946	0.0855599	0	0.143167	0.134802	0.116538	0.22013	0.0143422	0.0969815	0.130894	0	48	242942	0.00195564
5B	Single-Family Detached	Room AC	Renter	0	0.162559	0.0530806	0.056609	0	0.0757029	0.20426	0.27547	0	0.172319	0	0	10	43207.5	0.000413734
6A	Mobile Home	Central AC	Not Available	0.0486395	0.065738	0	0	0.128143	0.116483	0.0944811	0.335075	0.0894653	0.0641254	0.0578492	0	25	100169	0.000424544
6A	Mobile Home	Central AC	Owner	0	0.0777783	0	0	0.048396	0.137818	0.0893965	0.396446	0.105851	0.0758702	0.0684445	0	21	84662.7	0.000893498
6A	Mobile Home	Central AC	Renter	0.0662133	0.0552119	0.0371005	0.0478298	0.12631	0.204139	0.22566	0.195901	0.0297944	0.011841	0	0	61	15506.4	0.000244532
6A	Mobile Home	Ducted Heat Pump	Not Available	0	0	0	0	0.0462753	0.386759	0.222004	0.299972	0.0449902	0	0	0	23	0	1.76752e-05
6A	Mobile Home	Ducted Heat Pump	Owner	0	0	0	0	0.0462753	0.386759	0.222004	0.299972	0.0449902	0	0	0	23	0	3.81129e-05
6A	Mobile Home	Ducted Heat Pump	Renter	0.0625505	0.0521577	0.0350482	0.0471884	0.124225	0.229554	0.222269	0.185064	0.030758	0.011186	0	0	73	0	1.08901e-05
6A	Mobile Home	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6A	Mobile Home	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6A	Mobile Home	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6A	Mobile Home	Non-Ducted Heat Pump	Not Available	0.0203181	0	0.0746854	0.0563576	0.0931569	0.333416	0.176799	0.157137	0.0152612	0.0728691	0	0	59	5083.05	1.9621e-06
6A	Mobile Home	Non-Ducted Heat Pump	Owner	0.0204102	0	0.0750239	0.056613	0.0935791	0.330395	0.1776	0.157849	0.0153304	0.0731993	0	0	58	5083.05	4.16803e-06
6A	Mobile Home	Non-Ducted Heat Pump	Renter	0.0823312	0.0363485	0.152887	0.0408299	0.143187	0.252893	0.088433	0.100543	0.0290057	0	0.0735431	0	62	0	1.26706e-06
6A	Mobile Home	None	Not Available	0.0432098	0.024536	0.0829965	0.00106741	0.100049	0.237993	0.131863	0.187211	0.0336809	0.0485793	0.108814	0	0	0	9.0214e-05
6A	Mobile Home	None	Owner	0.0271357	0.0319264	0.027073	0.00139521	0.0818694	0.239137	0.128928	0.224266	0.0438276	0.0632199	0.131222	0	0	0	0.000200243
6A	Mobile Home	None	Renter	0.0346842	0.0137809	0.277949	0.0119383	0.0513032	0.284902	0.167487	0.113144	0.00743666	0.0029555	0.0344187	0	0	0	5.70535e-05
6A	Mobile Home	Room AC	Not Available	0.0405889	0	0.13422	0	0.083012	0.309634	0.153418	0.0973513	0	0.0382762	0.143499	0	43	163126	0.000365576
6A	Mobile Home	Room AC	Owner	0.0471479	0	0.0446542	0	0.105683	0.308781	0.155531	0.102046	0	0.0535918	0.182565	0	31	116507	0.000781591
6A	Mobile Home	Room AC	Renter	0.0241969	0	0.35806	0	0.0263542	0.311766	0.148138	0.0856177	0	0	0.0458671	0	12	46618.6	0.000221435
6A	Multi-Family with 2 - 4 Units	Central AC	Not Available	0	0	0	0	0.548836	0.172039	0.086068	0.193057	0	0	0	0	13	62777.4	0.000229463
6A	Multi-Family with 2 - 4 Units	Central AC	Owner	0.0136469	0.00581426	0.0214999	0.0269381	0.146186	0.181855	0.264723	0.214005	0.0585238	0.0495176	0.0172906	0	832	0	0.000240992
6A	Multi-Family with 2 - 4 Units	Central AC	Renter	0	0	0	0	0.548836	0.172039	0.086068	0.193057	0	0	0	0	13	62777.4	0.00116007
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Not Available	0.070717	0.0160163	0.0999914	0.0245839	0.206282	0.250496	0.175191	0.124786	0.0084256	0.0235101	0	0	88	0	2.20609e-05
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Owner	0.0136469	0.00581426	0.0214999	0.0269381	0.146186	0.181855	0.264723	0.214005	0.0585238	0.0495176	0.0172906	0	832	0	1.79109e-05
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	Renter	0.0768495	0.0174052	0.108663	0.0267158	0.224171	0.249494	0.153575	0.130232	0.00605503	0.00683945	0	0	80	0	9.73164e-05
6A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Not Available	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Owner	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6A	Multi-Family with 2 - 4 Units	Evaporative or Swamp Cooler	Renter	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	Not Available	0.132459	0.00627685	0.0996074	0.0382637	0.130521	0.189087	0.0971067	0.165113	0.0431807	0.0438453	0.0545401	0	189	19722.8	2.25786e-06
