Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=290 Rated kWh	Option=318 Rated kWh	Option=None	Option=Void	source_count	source_weight	sampling_probability
0-100%	Multi-Family with 5+ Units	ND	Renter	2000s	0.315681	0.315681	0.368639	0	12	0	1.22012e-05
100-150%	Multi-Family with 5+ Units	ND	Not Available	2000s	0	0	0	1	14	12716	0
100-150%	Multi-Family with 5+ Units	ND	Owner	2000s	0.472821	0.472821	0.0543576	0	18	0	1.9318e-07
100-150%	Multi-Family with 5+ Units	ND	Renter	2000s	0.315681	0.315681	0.368639	0	12	1816.57	8.20931e-06
150-200%	Multi-Family with 5+ Units	ND	Not Available	2000s	0	0	0	1	21	13559	0
150-200%	Multi-Family with 5+ Units	ND	Owner	2000s	0.472821	0.472821	0.0543576	0	18	0	2.60615e-07
150-200%	Multi-Family with 5+ Units	ND	Renter	2000s	0.315681	0.315681	0.368639	0	12	1937	6.46718e-06
200-300%	Multi-Family with 5+ Units	ND	Not Available	2000s	0	0	0	1	21	12312.2	0
200-300%	Multi-Family with 5+ Units	ND	Owner	2000s	0.474141	0.474141	0.0517178	0	24	0	5.28552e-07
200-300%	Multi-Family with 5+ Units	ND	Renter	2000s	0.489294	0.489294	0.0214129	0	16	1758.88	1.41354e-05
300-400%	Multi-Family with 5+ Units	ND	Not Available	2000s	0	0	0	1	14	7411.53	0
300-400%	Multi-Family with 5+ Units	ND	Owner	2000s	0.474141	0.474141	0.0517178	0	24	0	5.55122e-07
300-400%	Multi-Family with 5+ Units	ND	Renter	2000s	0.489294	0.489294	0.0214129	0	16	1058.79	1.16909e-05
400%+	Multi-Family with 5+ Units	ND	Not Available	2000s	0	0	0	1	35	35797.4	0
400%+	Multi-Family with 5+ Units	ND	Owner	2000s	0.5	0.5	0	0	14	0	1.51067e-06
400%+	Multi-Family with 5+ Units	ND	Renter	2000s	0.5	0.5	0	0	11	5113.91	2.30247e-05
Not Available	Multi-Family with 5+ Units	ND	Not Available	2000s	0.452935	0.452935	0.0941298	0	490	572573	1.59485e-05
Not Available	Multi-Family with 5+ Units	ND	Owner	2000s	0	0	0	1	21	0	0
Not Available	Multi-Family with 5+ Units	ND	Renter	2000s	0	0	0	1	70	81796.1	0
0-100%	Multi-Family with 5+ Units	ND	Not Available	2010s	0	0	0	1	14	18144.7	0
0-100%	Multi-Family with 5+ Units	ND	Owner	2010s	0.472821	0.472821	0.0543576	0	18	0	1.38793e-07
0-100%	Multi-Family with 5+ Units	ND	Renter	2010s	0.5	0.5	0	0	11	2592.1	1.7474e-05
100-150%	Multi-Family with 5+ Units	ND	Not Available	2010s	0	0	0	1	49	0	0
100-150%	Multi-Family with 5+ Units	ND	Owner	2010s	0.472821	0.472821	0.0543576	0	18	0	1.70974e-07
100-150%	Multi-Family with 5+ Units	ND	Renter	2010s	0.5	0.5	0	0	11	0	1.07757e-05
150-200%	Multi-Family with 5+ Units	ND	Not Available	2010s	0	0	0	1	21	18196.5	0
150-200%	Multi-Family with 5+ Units	ND	Owner	2010s	0.472821	0.472821	0.0543576	0	18	0	3.81312e-07
150-200%	Multi-Family with 5+ Units	ND	Renter	2010s	0.5	0.5	0	0	11	2599.49	1.24039e-05
200-300%	Multi-Family with 5+ Units	ND	Not Available	2010s	0	0	0	1	42	36451.3	0
200-300%	Multi-Family with 5+ Units	ND	Owner	2010s	0.474141	0.474141	0.0517178	0	24	0	1.65529e-06
200-300%	Multi-Family with 5+ Units	ND	Renter	2010s	0.5	0.5	0	0	13	5207.33	3.06298e-05
300-400%	Multi-Family with 5+ Units	ND	Not Available	2010s	0	0	0	1	21	19811.5	0
300-400%	Multi-Family with 5+ Units	ND	Owner	2010s	0.474141	0.474141	0.0517178	0	24	0	1.11267e-06
300-400%	Multi-Family with 5+ Units	ND	Renter	2010s	0.410916	0.410916	0.178167	0	20	2830.22	2.19673e-05
400%+	Multi-Family with 5+ Units	ND	Not Available	2010s	0	0	0	1	49	46779.5	0
400%+	Multi-Family with 5+ Units	ND	Owner	2010s	0.5	0.5	0	0	14	0	2.30196e-06
400%+	Multi-Family with 5+ Units	ND	Renter	2010s	0.493985	0.493985	0.0120306	0	19	6682.79	4.79091e-05
Not Available	Multi-Family with 5+ Units	ND	Not Available	2010s	0.470969	0.470969	0.0580622	0	735	975685	4.04227e-05
Not Available	Multi-Family with 5+ Units	ND	Owner	2010s	0	0	0	1	21	0	0
Not Available	Multi-Family with 5+ Units	ND	Renter	2010s	0	0	0	1	105	139384	0
0-100%	Multi-Family with 5+ Units	ND	Not Available	<1940	0	0	0	1	42	3238.59	0
0-100%	Multi-Family with 5+ Units	ND	Owner	<1940	0.145921	0.145921	0.708158	0	31	0	1.20622e-07
0-100%	Multi-Family with 5+ Units	ND	Renter	<1940	0.201837	0.201837	0.596326	0	18	462.655	7.62784e-06
100-150%	Multi-Family with 5+ Units	ND	Not Available	<1940	0	0	0	1	28	22911	0
100-150%	Multi-Family with 5+ Units	ND	Owner	<1940	0.145921	0.145921	0.708158	0	31	0	4.12528e-08
100-150%	Multi-Family with 5+ Units	ND	Renter	<1940	0.269062	0.269062	0.461876	0	12	3273	3.87099e-06
150-200%	Multi-Family with 5+ Units	ND	Not Available	<1940	0	0	0	1	21	19944.7	0
150-200%	Multi-Family with 5+ Units	ND	Owner	<1940	0.145921	0.145921	0.708158	0	31	0	7.56557e-08
150-200%	Multi-Family with 5+ Units	ND	Renter	<1940	0.269062	0.269062	0.461876	0	12	2849.24	2.21039e-06
200-300%	Multi-Family with 5+ Units	ND	Not Available	<1940	0	0	0	1	14	42.5357	0
200-300%	Multi-Family with 5+ Units	ND	Owner	<1940	0.254762	0.254762	0.490477	0	48	0	1.98989e-07
200-300%	Multi-Family with 5+ Units	ND	Renter	<1940	0.2277	0.2277	0.544601	0	11	6.07653	4.49544e-06
300-400%	Multi-Family with 5+ Units	ND	Not Available	<1940	0	0	0	1	14	0	0
300-400%	Multi-Family with 5+ Units	ND	Owner	<1940	0.254762	0.254762	0.490477	0	48	0	1.95584e-07
300-400%	Multi-Family with 5+ Units	ND	Renter	<1940	0.2277	0.2277	0.544601	0	11	0	2.3292e-06
400%+	Multi-Family with 5+ Units	ND	Not Available	<1940	0	0	0	1	21	0	0
400%+	Multi-Family with 5+ Units	ND	Owner	<1940	0.349816	0.349816	0.300369	0	18	0	3.5488e-07
400%+	Multi-Family with 5+ Units	ND	Renter	<1940	0.299803	0.299803	0.400394	0	20	0	2.89612e-06
Not Available	Multi-Family with 5+ Units	ND	Not Available	<1940	0.414788	0.414788	0.170425	0	294	322958	4.48208e-06
Not Available	Multi-Family with 5+ Units	ND	Owner	<1940	0	0	0	1	28	0	0
Not Available	Multi-Family with 5+ Units	ND	Renter	<1940	0	0	0	1	42	46136.8	0
0-100%	Multi-Family with 5+ Units	NE	Not Available	1940s	0	0	0	1	42	4203.65	0
0-100%	Multi-Family with 5+ Units	NE	Owner	1940s	0.145921	0.145921	0.708158	0	31	0	6.23992e-08
0-100%	Multi-Family with 5+ Units	NE	Renter	1940s	0.201837	0.201837	0.596326	0	18	600.522	4.9281e-06
100-150%	Multi-Family with 5+ Units	NE	Not Available	1940s	0	0	0	1	14	24153.9	0
100-150%	Multi-Family with 5+ Units	NE	Owner	1940s	0.145921	0.145921	0.708158	0	31	0	6.13116e-08
100-150%	Multi-Family with 5+ Units	NE	Renter	1940s	0.269062	0.269062	0.461876	0	12	3450.56	2.43318e-06
150-200%	Multi-Family with 5+ Units	NE	Not Available	1940s	0	0	0	1	35	3924.15	0
150-200%	Multi-Family with 5+ Units	NE	Owner	1940s	0.145921	0.145921	0.708158	0	31	0	5.86579e-08
150-200%	Multi-Family with 5+ Units	NE	Renter	1940s	0.269062	0.269062	0.461876	0	12	560.593	2.08647e-06
200-300%	Multi-Family with 5+ Units	NE	Not Available	1940s	0	0	0	1	14	17946.7	0
200-300%	Multi-Family with 5+ Units	NE	Owner	1940s	0.254762	0.254762	0.490477	0	48	0	1.1324e-07
200-300%	Multi-Family with 5+ Units	NE	Renter	1940s	0.264847	0.264847	0.470307	0	11	2563.82	3.37434e-06
300-400%	Multi-Family with 5+ Units	NE	Not Available	1940s	0	0	0	1	14	16158.1	0
300-400%	Multi-Family with 5+ Units	NE	Owner	1940s	0.254762	0.254762	0.490477	0	48	0	8.2588e-08
300-400%	Multi-Family with 5+ Units	NE	Renter	1940s	0.264847	0.264847	0.470307	0	11	2308.3	1.82779e-06
400%+	Multi-Family with 5+ Units	NE	Not Available	1940s	0	0	0	1	14	26100.1	0
400%+	Multi-Family with 5+ Units	NE	Owner	1940s	0.349816	0.349816	0.300369	0	18	0	1.89862e-07
400%+	Multi-Family with 5+ Units	NE	Renter	1940s	0.299803	0.299803	0.400394	0	20	3728.58	2.73019e-06
Not Available	Multi-Family with 5+ Units	NE	Not Available	1940s	0.425758	0.425758	0.148484	0	294	647406	2.34799e-06
Not Available	Multi-Family with 5+ Units	NE	Owner	1940s	0	0	0	1	28	0	0
Not Available	Multi-Family with 5+ Units	NE	Renter	1940s	0	0	0	1	42	92486.6	0
0-100%	Multi-Family with 5+ Units	NE	Not Available	1950s	0	0	0	1	28	0	0
0-100%	Multi-Family with 5+ Units	NE	Owner	1950s	0.145921	0.145921	0.708158	0	31	0	1.57586e-07
0-100%	Multi-Family with 5+ Units	NE	Renter	1950s	0.129373	0.129373	0.741254	0	27	0	1.07287e-05
100-150%	Multi-Family with 5+ Units	NE	Not Available	1950s	0	0	0	1	21	0	0
100-150%	Multi-Family with 5+ Units	NE	Owner	1950s	0.145921	0.145921	0.708158	0	31	0	1.53976e-07
100-150%	Multi-Family with 5+ Units	NE	Renter	1950s	0.129373	0.129373	0.741254	0	27	0	5.16405e-06
150-200%	Multi-Family with 5+ Units	NE	Not Available	1950s	0	0	0	1	14	9656.42	0
150-200%	Multi-Family with 5+ Units	NE	Owner	1950s	0.145921	0.145921	0.708158	0	31	0	1.48415e-07
150-200%	Multi-Family with 5+ Units	NE	Renter	1950s	0.129373	0.129373	0.741254	0	27	1379.49	4.80828e-06
200-300%	Multi-Family with 5+ Units	NE	Not Available	1950s	0	0	0	1	21	24136.7	0
200-300%	Multi-Family with 5+ Units	NE	Owner	1950s	0.254762	0.254762	0.490477	0	48	0	2.78248e-07
200-300%	Multi-Family with 5+ Units	NE	Renter	1950s	0.264847	0.264847	0.470307	0	11	3448.1	7.66601e-06
300-400%	Multi-Family with 5+ Units	NE	Not Available	1950s	0	0	0	1	21	0	0
300-400%	Multi-Family with 5+ Units	NE	Owner	1950s	0.254762	0.254762	0.490477	0	48	0	2.04821e-07
300-400%	Multi-Family with 5+ Units	NE	Renter	1950s	0.264847	0.264847	0.470307	0	11	0	3.95266e-06
400%+	Multi-Family with 5+ Units	NE	Not Available	1950s	0	0	0	1	28	38085.6	0
400%+	Multi-Family with 5+ Units	NE	Owner	1950s	0.349816	0.349816	0.300369	0	18	0	4.88713e-07
400%+	Multi-Family with 5+ Units	NE	Renter	1950s	0.299803	0.299803	0.400394	0	20	5440.79	6.37854e-06
Not Available	Multi-Family with 5+ Units	NE	Not Available	1950s	0.5	0.5	0	0	98	503151	5.40885e-06
Not Available	Multi-Family with 5+ Units	NE	Owner	1950s	0	0	0	1	28	0	0
Not Available	Multi-Family with 5+ Units	NE	Renter	1950s	0	0	0	1	14	71878.7	0
0-100%	Multi-Family with 5+ Units	NE	Not Available	1960s	0	0	0	1	28	0	0
0-100%	Multi-Family with 5+ Units	NE	Owner	1960s	0.321631	0.321631	0.356738	0	37	0	2.36566e-07
0-100%	Multi-Family with 5+ Units	NE	Renter	1960s	0.218103	0.218103	0.563793	0	16	0	1.87903e-05
100-150%	Multi-Family with 5+ Units	NE	Not Available	1960s	0	0	0	1	56	0	0
100-150%	Multi-Family with 5+ Units	NE	Owner	1960s	0.321631	0.321631	0.356738	0	37	0	1.20016e-07
100-150%	Multi-Family with 5+ Units	NE	Renter	1960s	0.157161	0.157161	0.685677	0	12	0	1.0951e-05
150-200%	Multi-Family with 5+ Units	NE	Not Available	1960s	0	0	0	1	28	0	0
150-200%	Multi-Family with 5+ Units	NE	Owner	1960s	0.321631	0.321631	0.356738	0	37	0	1.57684e-07
150-200%	Multi-Family with 5+ Units	NE	Renter	1960s	0.157161	0.157161	0.685677	0	12	0	8.68179e-06
200-300%	Multi-Family with 5+ Units	NE	Not Available	1960s	0	0	0	1	14	0	0
200-300%	Multi-Family with 5+ Units	NE	Owner	1960s	0.300794	0.300794	0.398413	0	45	0	6.03858e-07
200-300%	Multi-Family with 5+ Units	NE	Renter	1960s	0.406447	0.406447	0.187105	0	14	0	1.48159e-05
300-400%	Multi-Family with 5+ Units	NE	Not Available	1960s	0	0	0	1	14	0	0
300-400%	Multi-Family with 5+ Units	NE	Owner	1960s	0.300794	0.300794	0.398413	0	45	0	4.62591e-07
300-400%	Multi-Family with 5+ Units	NE	Renter	1960s	0.406447	0.406447	0.187105	0	14	0	9.41969e-06
400%+	Multi-Family with 5+ Units	NE	Not Available	1960s	0	0	0	1	56	0	0
400%+	Multi-Family with 5+ Units	NE	Owner	1960s	0.449163	0.449163	0.101674	0	11	0	9.42805e-07
400%+	Multi-Family with 5+ Units	NE	Renter	1960s	0.276962	0.276962	0.446075	0	10	0	1.22106e-05
Not Available	Multi-Family with 5+ Units	NE	Not Available	1960s	0.295713	0.295713	0.408575	0	588	0	1.03932e-05
Not Available	Multi-Family with 5+ Units	NE	Owner	1960s	0	0	0	1	49	0	0
Not Available	Multi-Family with 5+ Units	NE	Renter	1960s	0	0	0	1	84	0	0
0-100%	Multi-Family with 5+ Units	NE	Not Available	1970s	0	0	0	1	98	49888.2	0
0-100%	Multi-Family with 5+ Units	NE	Owner	1970s	0.321631	0.321631	0.356738	0	37	0	4.30799e-07
0-100%	Multi-Family with 5+ Units	NE	Renter	1970s	0.167082	0.167082	0.665835	0	13	7126.89	3.6784e-05
100-150%	Multi-Family with 5+ Units	NE	Not Available	1970s	0	0	0	1	98	0	0
100-150%	Multi-Family with 5+ Units	NE	Owner	1970s	0.321631	0.321631	0.356738	0	37	0	2.62341e-07
100-150%	Multi-Family with 5+ Units	NE	Renter	1970s	0.253026	0.253026	0.493948	0	13	0	2.23657e-05
150-200%	Multi-Family with 5+ Units	NE	Not Available	1970s	0	0	0	1	49	41590.1	0
150-200%	Multi-Family with 5+ Units	NE	Owner	1970s	0.321631	0.321631	0.356738	0	37	0	3.10799e-07
150-200%	Multi-Family with 5+ Units	NE	Renter	1970s	0.215653	0.215653	0.568694	0	19	5941.45	1.90168e-05
200-300%	Multi-Family with 5+ Units	NE	Not Available	1970s	0	0	0	1	14	40402.6	0
200-300%	Multi-Family with 5+ Units	NE	Owner	1970s	0.300794	0.300794	0.398413	0	45	5725.39	9.32148e-07
200-300%	Multi-Family with 5+ Units	NE	Renter	1970s	0.360888	0.360888	0.278223	0	12	46.4059	3.28909e-05
300-400%	Multi-Family with 5+ Units	NE	Not Available	1970s	0	0	0	1	28	0	0
300-400%	Multi-Family with 5+ Units	NE	Owner	1970s	0.300794	0.300794	0.398413	0	45	0	7.39612e-07
300-400%	Multi-Family with 5+ Units	NE	Renter	1970s	0.360888	0.360888	0.278223	0	12	0	2.09109e-05
400%+	Multi-Family with 5+ Units	NE	Not Available	1970s	0	0	0	1	56	53552.9	0
400%+	Multi-Family with 5+ Units	NE	Owner	1970s	0.449163	0.449163	0.101674	0	11	0	1.57169e-06
400%+	Multi-Family with 5+ Units	NE	Renter	1970s	0.276962	0.276962	0.446075	0	10	7650.41	2.52808e-05
Not Available	Multi-Family with 5+ Units	NE	Not Available	1970s	0.365482	0.365482	0.269035	0	196	1.29804e+06	2.04858e-05
Not Available	Multi-Family with 5+ Units	NE	Owner	1970s	0	0	0	1	49	40077.7	0
Not Available	Multi-Family with 5+ Units	NE	Renter	1970s	0	0	0	1	21	145356	0
0-100%	Multi-Family with 5+ Units	NE	Not Available	1980s	0	0	0	1	35	34893.4	0
0-100%	Multi-Family with 5+ Units	NE	Owner	1980s	0.394026	0.394026	0.211948	0	22	0	3.30129e-07
0-100%	Multi-Family with 5+ Units	NE	Renter	1980s	0.0705169	0.0705169	0.858966	0	19	4984.78	2.32225e-05
100-150%	Multi-Family with 5+ Units	NE	Not Available	1980s	0	0	0	1	49	0	0
100-150%	Multi-Family with 5+ Units	NE	Owner	1980s	0.394026	0.394026	0.211948	0	22	0	4.46279e-07
100-150%	Multi-Family with 5+ Units	NE	Renter	1980s	0.0289563	0.0289563	0.942087	0	14	0	1.64899e-05
150-200%	Multi-Family with 5+ Units	NE	Not Available	1980s	0	0	0	1	56	0	0
150-200%	Multi-Family with 5+ Units	NE	Owner	1980s	0.394026	0.394026	0.211948	0	22	0	3.40628e-07
150-200%	Multi-Family with 5+ Units	NE	Renter	1980s	0.0289563	0.0289563	0.942087	0	14	0	1.55323e-05
200-300%	Multi-Family with 5+ Units	NE	Not Available	1980s	0	0	0	1	21	48335.3	0
200-300%	Multi-Family with 5+ Units	NE	Owner	1980s	0.349743	0.349743	0.300513	0	10	0	6.25757e-07
200-300%	Multi-Family with 5+ Units	NE	Renter	1980s	0.191709	0.191709	0.616582	0	10	6905.04	2.89961e-05
300-400%	Multi-Family with 5+ Units	NE	Not Available	1980s	0	0	0	1	21	91496	0
300-400%	Multi-Family with 5+ Units	NE	Owner	1980s	0.349743	0.349743	0.300513	0	10	0	4.04771e-07
300-400%	Multi-Family with 5+ Units	NE	Renter	1980s	0.223361	0.223361	0.553277	0	18	13070.9	1.91372e-05
400%+	Multi-Family with 5+ Units	NE	Not Available	1980s	0	0	0	1	112	34861.3	0
400%+	Multi-Family with 5+ Units	NE	Owner	1980s	0.479953	0.479953	0.0400939	0	55	0	1.21729e-06
400%+	Multi-Family with 5+ Units	NE	Renter	1980s	0.432557	0.432557	0.134887	0	13	4980.19	2.55768e-05
Not Available	Multi-Family with 5+ Units	NE	Not Available	1980s	0.284545	0.284545	0.43091	0	245	1.4671e+06	1.59517e-05
Not Available	Multi-Family with 5+ Units	NE	Owner	1980s	0	0	0	1	28	0	0
Not Available	Multi-Family with 5+ Units	NE	Renter	1980s	0	0	0	1	35	209586	0
0-100%	Multi-Family with 5+ Units	NE	Not Available	1990s	0	0	0	1	49	0	0
0-100%	Multi-Family with 5+ Units	NE	Owner	1990s	0.394026	0.394026	0.211948	0	22	0	3.68209e-07
0-100%	Multi-Family with 5+ Units	NE	Renter	1990s	0.328283	0.328283	0.343433	0	15	0	2.76666e-05
100-150%	Multi-Family with 5+ Units	NE	Not Available	1990s	0	0	0	1	35	36235.8	0
100-150%	Multi-Family with 5+ Units	NE	Owner	1990s	0.394026	0.394026	0.211948	0	22	0	5.09291e-07
100-150%	Multi-Family with 5+ Units	NE	Renter	1990s	0.328283	0.328283	0.343433	0	15	5176.54	1.95e-05
150-200%	Multi-Family with 5+ Units	NE	Not Available	1990s	0	0	0	1	28	10954.8	0
150-200%	Multi-Family with 5+ Units	NE	Owner	1990s	0.394026	0.394026	0.211948	0	22	0	3.81831e-07
150-200%	Multi-Family with 5+ Units	NE	Renter	1990s	0.328283	0.328283	0.343433	0	15	1564.97	1.80853e-05
200-300%	Multi-Family with 5+ Units	NE	Not Available	1990s	0	0	0	1	21	35663.7	0
200-300%	Multi-Family with 5+ Units	NE	Owner	1990s	0.349743	0.349743	0.300513	0	10	0	6.98659e-07
200-300%	Multi-Family with 5+ Units	NE	Renter	1990s	0.280808	0.280808	0.438383	0	23	5094.81	3.31405e-05
300-400%	Multi-Family with 5+ Units	NE	Not Available	1990s	0	0	0	1	14	0	0
300-400%	Multi-Family with 5+ Units	NE	Owner	1990s	0.349743	0.349743	0.300513	0	10	0	4.50742e-07
300-400%	Multi-Family with 5+ Units	NE	Renter	1990s	0.280808	0.280808	0.438383	0	23	0	2.12898e-05
400%+	Multi-Family with 5+ Units	NE	Not Available	1990s	0	0	0	1	21	0	0
400%+	Multi-Family with 5+ Units	NE	Owner	1990s	0.479953	0.479953	0.0400939	0	55	0	1.26367e-06
400%+	Multi-Family with 5+ Units	NE	Renter	1990s	0.446797	0.446797	0.106407	0	16	0	2.87144e-05
Not Available	Multi-Family with 5+ Units	NE	Not Available	1990s	0.215219	0.215219	0.569561	0	98	579980	1.80275e-05
Not Available	Multi-Family with 5+ Units	NE	Owner	1990s	0	0	0	1	35	0	0
Not Available	Multi-Family with 5+ Units	NE	Renter	1990s	0	0	0	1	14	82854.3	0
0-100%	Multi-Family with 5+ Units	NE	Not Available	2000s	0	0	0	1	35	0	0
0-100%	Multi-Family with 5+ Units	NE	Owner	2000s	0.472821	0.472821	0.0543576	0	18	0	1.59949e-07
0-100%	Multi-Family with 5+ Units	NE	Renter	2000s	0.315681	0.315681	0.368639	0	12	0	1.52256e-05
100-150%	Multi-Family with 5+ Units	NE	Not Available	2000s	0	0	0	1	21	0	0
100-150%	Multi-Family with 5+ Units	NE	Owner	2000s	0.472821	0.472821	0.0543576	0	18	0	1.25108e-07
100-150%	Multi-Family with 5+ Units	NE	Renter	2000s	0.315681	0.315681	0.368639	0	12	0	1.26023e-05
150-200%	Multi-Family with 5+ Units	NE	Not Available	2000s	0	0	0	1	28	0	0
150-200%	Multi-Family with 5+ Units	NE	Owner	2000s	0.472821	0.472821	0.0543576	0	18	0	1.74152e-07
150-200%	Multi-Family with 5+ Units	NE	Renter	2000s	0.315681	0.315681	0.368639	0	12	0	1.20062e-05
200-300%	Multi-Family with 5+ Units	NE	Not Available	2000s	0	0	0	1	63	4532.55	0
200-300%	Multi-Family with 5+ Units	NE	Owner	2000s	0.474141	0.474141	0.0517178	0	24	0	3.63129e-07
200-300%	Multi-Family with 5+ Units	NE	Renter	2000s	0.489294	0.489294	0.0214129	0	16	647.507	2.22127e-05
300-400%	Multi-Family with 5+ Units	NE	Not Available	2000s	0	0	0	1	14	69050.8	0
300-400%	Multi-Family with 5+ Units	NE	Owner	2000s	0.474141	0.474141	0.0517178	0	24	0	3.7291e-07
300-400%	Multi-Family with 5+ Units	NE	Renter	2000s	0.489294	0.489294	0.0214129	0	16	9864.39	1.44797e-05
400%+	Multi-Family with 5+ Units	NE	Not Available	2000s	0	0	0	1	14	49052	0
400%+	Multi-Family with 5+ Units	NE	Owner	2000s	0.5	0.5	0	0	14	0	1.41972e-06
400%+	Multi-Family with 5+ Units	NE	Renter	2000s	0.5	0.5	0	0	11	7007.43	2.51855e-05
Not Available	Multi-Family with 5+ Units	NE	Not Available	2000s	0.5	0.5	0	0	147	858447	1.15126e-05
Not Available	Multi-Family with 5+ Units	NE	Owner	2000s	0	0	0	1	21	0	0
Not Available	Multi-Family with 5+ Units	NE	Renter	2000s	0	0	0	1	21	122635	0
0-100%	Multi-Family with 5+ Units	NE	Not Available	2010s	0	0	0	1	28	0	0
0-100%	Multi-Family with 5+ Units	NE	Owner	2010s	0.472821	0.472821	0.0543576	0	18	0	1.25506e-07
0-100%	Multi-Family with 5+ Units	NE	Renter	2010s	0.5	0.5	0	0	11	0	1.18301e-05
100-150%	Multi-Family with 5+ Units	NE	Not Available	2010s	0	0	0	1	49	3279.43	0
100-150%	Multi-Family with 5+ Units	NE	Owner	2010s	0.472821	0.472821	0.0543576	0	18	0	1.49817e-07
100-150%	Multi-Family with 5+ Units	NE	Renter	2010s	0.5	0.5	0	0	11	468.489	8.7507e-06
150-200%	Multi-Family with 5+ Units	NE	Not Available	2010s	0	0	0	1	14	37546.6	0
150-200%	Multi-Family with 5+ Units	NE	Owner	2010s	0.472821	0.472821	0.0543576	0	18	0	1.18367e-07
150-200%	Multi-Family with 5+ Units	NE	Renter	2010s	0.5	0.5	0	0	11	5363.8	7.68152e-06
200-300%	Multi-Family with 5+ Units	NE	Not Available	2010s	0	0	0	1	14	43310	0
200-300%	Multi-Family with 5+ Units	NE	Owner	2010s	0.474141	0.474141	0.0517178	0	24	0	3.72651e-07
200-300%	Multi-Family with 5+ Units	NE	Renter	2010s	0.5	0.5	0	0	13	6187.15	1.32515e-05
300-400%	Multi-Family with 5+ Units	NE	Not Available	2010s	0	0	0	1	49	37485.1	0
300-400%	Multi-Family with 5+ Units	NE	Owner	2010s	0.474141	0.474141	0.0517178	0	24	0	2.96053e-07
300-400%	Multi-Family with 5+ Units	NE	Renter	2010s	0.410916	0.410916	0.178167	0	20	5355.02	1.04801e-05
400%+	Multi-Family with 5+ Units	NE	Not Available	2010s	0	0	0	1	133	0	0
400%+	Multi-Family with 5+ Units	NE	Owner	2010s	0.5	0.5	0	0	14	0	1.30176e-06
400%+	Multi-Family with 5+ Units	NE	Renter	2010s	0.493985	0.493985	0.0120306	0	19	0	2.32887e-05
Not Available	Multi-Family with 5+ Units	NE	Not Available	2010s	0.5	0.5	0	0	147	851349	9.09616e-06
Not Available	Multi-Family with 5+ Units	NE	Owner	2010s	0	0	0	1	21	0	0
Not Available	Multi-Family with 5+ Units	NE	Renter	2010s	0	0	0	1	21	121621	0
0-100%	Multi-Family with 5+ Units	NE	Not Available	<1940	0	0	0	1	42	10863.2	0
0-100%	Multi-Family with 5+ Units	NE	Owner	<1940	0.145921	0.145921	0.708158	0	31	0	3.42352e-07
0-100%	Multi-Family with 5+ Units	NE	Renter	<1940	0.201837	0.201837	0.596326	0	18	1551.89	1.86533e-05
100-150%	Multi-Family with 5+ Units	NE	Not Available	<1940	0	0	0	1	14	62419.2	0
100-150%	Multi-Family with 5+ Units	NE	Owner	<1940	0.145921	0.145921	0.708158	0	31	0	6.71457e-08
100-150%	Multi-Family with 5+ Units	NE	Renter	<1940	0.269062	0.269062	0.461876	0	12	8917.03	8.94798e-06
150-200%	Multi-Family with 5+ Units	NE	Not Available	<1940	0	0	0	1	35	10140.9	0
150-200%	Multi-Family with 5+ Units	NE	Owner	<1940	0.145921	0.145921	0.708158	0	31	0	7.19705e-08
150-200%	Multi-Family with 5+ Units	NE	Renter	<1940	0.269062	0.269062	0.461876	0	12	1448.7	7.73756e-06
200-300%	Multi-Family with 5+ Units	NE	Not Available	<1940	0	0	0	1	14	46378.5	0
200-300%	Multi-Family with 5+ Units	NE	Owner	<1940	0.254762	0.254762	0.490477	0	48	0	1.90947e-07
200-300%	Multi-Family with 5+ Units	NE	Renter	<1940	0.2277	0.2277	0.544601	0	11	6625.5	1.18193e-05
300-400%	Multi-Family with 5+ Units	NE	Not Available	<1940	0	0	0	1	14	41756.3	0
300-400%	Multi-Family with 5+ Units	NE	Owner	<1940	0.254762	0.254762	0.490477	0	48	0	2.35299e-07
300-400%	Multi-Family with 5+ Units	NE	Renter	<1940	0.2277	0.2277	0.544601	0	11	5965.19	7.38898e-06
400%+	Multi-Family with 5+ Units	NE	Not Available	<1940	0	0	0	1	14	67448.5	0
400%+	Multi-Family with 5+ Units	NE	Owner	<1940	0.349816	0.349816	0.300369	0	18	0	2.41953e-06
400%+	Multi-Family with 5+ Units	NE	Renter	<1940	0.299803	0.299803	0.400394	0	20	9635.5	1.11843e-05
