Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electricity	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Void	source_count	source_weight	sampling_probability
200-300%	Single-Family Attached	None	FL	Renter	0	0	1	0	0	0.219007	315.231	6.26452e-06
200-300%	Single-Family Attached	None	GA	Not Available	0	0	0	0	1	1.99042	1.12786e-18	0
200-300%	Single-Family Attached	None	GA	Owner	0	0	1	0	0	0.37795	1.07017e-19	2.93247e-07
200-300%	Single-Family Attached	None	GA	Renter	0	0	1	0	0	0.528281	5.40036e-19	4.62989e-07
200-300%	Single-Family Attached	None	IA	Not Available	0	0	0	0	1	26.9035	1.54097e-18	0
200-300%	Single-Family Attached	None	IA	Owner	0.019616	0	0.978886	0.00149807	0	12.7174	6.98461e-19	1.03364e-07
200-300%	Single-Family Attached	None	IA	Renter	0	0	0.998496	0.00150392	0	2.61854	1.64527e-19	9.28918e-08
200-300%	Single-Family Attached	None	ID	Not Available	0	0	0	0	1	7.13818	4.96517e-18	0
200-300%	Single-Family Attached	None	ID	Owner	0.00575014	0	0.99425	0	0	3.70152	2.72474e-18	1.12435e-07
200-300%	Single-Family Attached	None	ID	Renter	0.00975181	0	0.990248	0	0	2.15867	3.33608e-19	1.3622e-07
200-300%	Single-Family Attached	None	IL	Not Available	0	0	0	0	1	1.76555	3.813e-19	0
200-300%	Single-Family Attached	None	IL	Owner	0	0	0.998478	0.00152228	0	5.01813	3.66265e-19	4.4715e-07
200-300%	Single-Family Attached	None	IL	Renter	0	0	0.998478	0.00152228	0	0.0562526	1.51201e-22	2.59209e-07
200-300%	Single-Family Attached	None	IN	Not Available	0	0	0	0	1	4.00938	20.8696	0
200-300%	Single-Family Attached	None	IN	Owner	0	0.00447778	0.99399	0.00153256	0	7.07558	9.35131	1.39926e-07
200-300%	Single-Family Attached	None	IN	Renter	0	0.00447778	0.99399	0.00153256	0	1.92806	2.28111	1.02522e-07
200-300%	Single-Family Attached	None	KS	Not Available	0	0	0	0	1	29.4022	5.15614e-18	0
200-300%	Single-Family Attached	None	KS	Owner	0.140202	0.00394484	0.854503	0.00135016	0	14.3737	2.4996e-18	6.04543e-08
200-300%	Single-Family Attached	None	KS	Renter	0	0.00451596	0.993938	0.00154563	0	2.66017	4.75689e-19	1.34656e-07
200-300%	Single-Family Attached	None	KY	Not Available	0	0	0	0	1	2.69859	1.35145e-18	0
200-300%	Single-Family Attached	None	KY	Owner	0	0	1	0	0	0.960797	2.07289e-19	3.34243e-08
200-300%	Single-Family Attached	None	KY	Renter	0	0	1	0	0	1.94021	5.00174e-19	4.08732e-08
200-300%	Single-Family Attached	None	LA	Not Available	0	0	0	0	1	0.755432	16.7996	0
200-300%	Single-Family Attached	None	LA	Owner	4.593e-06	0	0.999995	0	0	0.440669	16.7996	1.23109e-07
200-300%	Single-Family Attached	None	LA	Renter	0	0	1	0	0	7.04966e-21	8.42688e-39	2.32104e-07
200-300%	Single-Family Attached	None	MA	Not Available	0	0	0	0	1	3.15567	6.53386e-19	0
200-300%	Single-Family Attached	None	MA	Owner	0	0	1	0	0	1.74081	3.22078e-19	3.26686e-07
200-300%	Single-Family Attached	None	MA	Renter	0	0	1	0	0	1.47729	5.79864e-20	1.95884e-07
200-300%	Single-Family Attached	None	MD	Not Available	0	0	0	0	1	0.182438	5.4155e-19	0
200-300%	Single-Family Attached	None	MD	Owner	0	0	1	0	0	0.115527	3.03299e-19	1.44716e-06
200-300%	Single-Family Attached	None	MD	Renter	0	0	1	0	0	0.0988765	3.42897e-20	9.0968e-07
200-300%	Single-Family Attached	None	ME	Not Available	0	0	0	0	1	17.3234	2.13275e-18	0
200-300%	Single-Family Attached	None	ME	Owner	0	0	1	0	0	12.5916	2.00316e-18	2.5352e-09
200-300%	Single-Family Attached	None	ME	Renter	0	0	1	0	0	0.326675	2.03079e-21	3.42182e-09
200-300%	Single-Family Attached	None	MI	Not Available	0	0	0	0	1	5.35251	1.82358e-18	0
200-300%	Single-Family Attached	None	MI	Owner	0	0.00452298	0.993929	0.00154803	0	9.41419	6.70781e-19	2.99867e-07
200-300%	Single-Family Attached	None	MI	Renter	0	0.00452298	0.993929	0.00154803	0	3.36998	2.82374e-19	3.25792e-07
200-300%	Single-Family Attached	None	MN	Not Available	0	0	0	0	1	26.373	1.82538e-18	0
200-300%	Single-Family Attached	None	MN	Owner	0.167953	0	0.830733	0.00131363	0	18.5172	1.82538e-18	4.43918e-08
200-300%	Single-Family Attached	None	MN	Renter	0	0	0.998446	0.00155386	0	3.43928e-20	3.4987e-59	3.7705e-08
200-300%	Single-Family Attached	None	MO	Not Available	0	0	0	0	1	29.6662	3.95871e-18	0
200-300%	Single-Family Attached	None	MO	Owner	0.121724	0	0.876893	0.0013835	0	13.1119	1.56866e-18	2.07787e-07
200-300%	Single-Family Attached	None	MO	Renter	0	0	0.99845	0.00155037	0	3.27411	5.43445e-19	2.94724e-07
200-300%	Single-Family Attached	None	MS	Not Available	0	0	0	0	1	5.8145	4.2282e-18	0
200-300%	Single-Family Attached	None	MS	Owner	0	0	1	0	0	1.23344	1.00651e-18	8.91134e-08
200-300%	Single-Family Attached	None	MS	Renter	0	0	1	0	0	1.68299	1.10882e-18	1.2448e-07
200-300%	Single-Family Attached	None	MT	Not Available	0	0	0	0	1	7.41253	3.58856e-18	0
200-300%	Single-Family Attached	None	MT	Owner	0.00518115	0.00963867	0.98518	0	0	0.155591	3.22671e-21	7.42401e-08
200-300%	Single-Family Attached	None	MT	Renter	0.00878977	0.00966803	0.981542	0	0	8.38863	3.37658e-18	5.99565e-08
200-300%	Single-Family Attached	None	NC	Not Available	0	0	0	0	1	1.25956	4.27822e-19	0
200-300%	Single-Family Attached	None	NC	Owner	0	0	1	0	0	0.0616102	2.69372e-21	2.84724e-07
200-300%	Single-Family Attached	None	NC	Renter	0	0	1	0	0	0.444783	3.62621e-19	2.52888e-07
200-300%	Single-Family Attached	None	ND	Not Available	0	0	0	0	1	5.53767	1.25113e-18	0
200-300%	Single-Family Attached	None	ND	Owner	0.100427	0	0.898157	0.00141561	0	9.8893	5.27612e-19	6.10212e-08
200-300%	Single-Family Attached	None	ND	Renter	0	0	0.998451	0.00154879	0	2.26516	1.53798e-19	1.9114e-08
200-300%	Single-Family Attached	None	NE	Not Available	0	0	0	0	1	7.9992	3.85409e-19	0
200-300%	Single-Family Attached	None	NE	Owner	0.00962785	0.00425312	0.984663	0.00145567	0	2.14728e-19	5.63344e-58	9.82096e-08
200-300%	Single-Family Attached	None	NE	Renter	0	0.00422693	0.994326	0.0014467	0	2.38274	3.85409e-19	1.08648e-07
200-300%	Single-Family Attached	None	NH	Not Available	0	0	0	0	1	5.6464	1.37552e-19	0
200-300%	Single-Family Attached	None	NH	Owner	0	0	1	0	0	0.521799	2.08838e-21	2.58061e-08
200-300%	Single-Family Attached	None	NH	Renter	0	0	1	0	0	3.02541	1.05743e-19	2.83695e-08
200-300%	Single-Family Attached	None	NJ	Not Available	0	0	0	0	1	3.66836	1.02471e-18	0
200-300%	Single-Family Attached	None	NJ	Owner	0.0930241	0	0.905603	0.00137311	0	6.36371	2.51735e-19	4.39229e-07
200-300%	Single-Family Attached	None	NJ	Renter	0	0.0231695	0.975231	0.00159916	0	3.85448	2.6066e-19	3.42744e-07
200-300%	Single-Family Attached	None	NM	Not Available	0	0	0	0	1	0.366835	1.61949e-19	0
200-300%	Single-Family Attached	None	NM	Owner	0.494149	0.0565566	0.449294	0	0	2.05818e-19	6.2169e-58	9.30658e-08
200-300%	Single-Family Attached	None	NM	Renter	0	0.19677	0.80323	0	0	0.67253	1.61949e-19	8.92444e-08
200-300%	Single-Family Attached	None	NV	Not Available	0	0	0	0	1	0.600127	45.8194	0
200-300%	Single-Family Attached	None	NV	Owner	0.17555	0.0518312	0.772619	0	0	1.9591	5.95448	1.88749e-07
200-300%	Single-Family Attached	None	NV	Renter	0	0.115479	0.884521	0	0	0.703607	18.7387	1.7351e-07
200-300%	Single-Family Attached	None	NY	Not Available	0	0	0	0	1	7.41552	1.69689e-18	0
200-300%	Single-Family Attached	None	NY	Owner	0.0226042	0	0.977396	0	0	3.24803	7.00286e-19	7.02236e-07
200-300%	Single-Family Attached	None	NY	Renter	0	0.224333	0.775667	0	0	3.01334	2.16986e-19	3.61378e-07
200-300%	Single-Family Attached	None	OH	Not Available	0	0	0	0	1	4.29681	3.227e-20	0
200-300%	Single-Family Attached	None	OH	Owner	0	0.0043625	0.994144	0.00149311	0	0.32827	4.53521e-22	3.34441e-07
200-300%	Single-Family Attached	None	OH	Renter	0	0.0043625	0.994144	0.00149311	0	1.34664	2.50723e-20	2.52871e-07
200-300%	Single-Family Attached	None	OK	Not Available	0	0	0	0	1	0.392925	1.65698e-19	0
200-300%	Single-Family Attached	None	OK	Owner	5.50017e-05	0	0.999945	0	0	0.229206	1.65698e-19	4.42049e-08
200-300%	Single-Family Attached	None	OK	Renter	0	0	1	0	0	6.93013e-21	2.96894e-58	1.6338e-07
200-300%	Single-Family Attached	None	OR	Not Available	0	0	0	0	1	0.817984	4.09566e-19	0
200-300%	Single-Family Attached	None	OR	Owner	0	0	1	0	0	0.245102	8.46519e-20	7.25167e-08
200-300%	Single-Family Attached	None	OR	Renter	0	0	1	0	0	0.152081	1.21818e-19	1.09106e-07
200-300%	Single-Family Attached	None	PA	Not Available	0	0	0	0	1	7.37952	114.271	0
200-300%	Single-Family Attached	None	PA	Owner	0	0.00453369	0.993915	0.0015517	0	2.13346	28.8118	1.94287e-06
200-300%	Single-Family Attached	None	PA	Renter	0	0.00453369	0.993915	0.0015517	0	1.55868	28.3247	1.09234e-06
200-300%	Single-Family Attached	None	RI	Not Available	0	0	0	0	1	9.56065	1.20991e-18	0
200-300%	Single-Family Attached	None	RI	Owner	0	0	0.998564	0.0014358	0	3.64101	3.11959e-19	2.67473e-08
200-300%	Single-Family Attached	None	RI	Renter	0	0	0.998564	0.0014358	0	2.87587	2.93141e-19	2.98979e-08
200-300%	Single-Family Attached	None	SC	Not Available	0	0	0	0	1	2.57467	745.43	0
200-300%	Single-Family Attached	None	SC	Owner	0	0	1	0	0	1.35005	539.369	2.25521e-07
200-300%	Single-Family Attached	None	SC	Renter	0	0	1	0	0	0.147512	16.6321	1.40838e-07
200-300%	Single-Family Attached	None	SD	Not Available	0	0	0	0	1	3.77458	1.18032	0
200-300%	Single-Family Attached	None	SD	Owner	0.0145307	0	0.983982	0.00148727	0	2.65024	1.18032	4.84133e-08
200-300%	Single-Family Attached	None	SD	Renter	0	0	0.998515	0.00148537	0	1.52057e-19	2.1588e-38	2.52303e-08
200-300%	Single-Family Attached	None	TN	Not Available	0	0	0	0	1	7.2029	1.48344e-18	0
200-300%	Single-Family Attached	None	TN	Owner	0	0	0.997543	0.00245671	0	0.84706	1.08527e-19	2.01307e-07
200-300%	Single-Family Attached	None	TN	Renter	0	0	0.997543	0.00245671	0	2.97003	7.89488e-19	1.91743e-07
200-300%	Single-Family Attached	None	TX	Not Available	0	0	0	0	1	0.913518	629.506	0
200-300%	Single-Family Attached	None	TX	Owner	5.32969e-05	0	0.999947	0	0	0.456232	180.245	8.01732e-07
200-300%	Single-Family Attached	None	TX	Renter	0	0	1	0	0	0.283132	136.059	9.60746e-07
200-300%	Single-Family Attached	None	UT	Not Available	0	0	0	0	1	7.7553	2.55549e-18	0
200-300%	Single-Family Attached	None	UT	Owner	0.0323995	0.00976477	0.957836	0	0	4.1039	1.46041e-18	1.63463e-08
200-300%	Single-Family Attached	None	UT	Renter	0.0539375	0.00961134	0.936451	0	0	2.20802	1.52191e-19	2.04699e-08
200-300%	Single-Family Attached	None	VA	Not Available	0	0	0	0	1	1.47842	7.7776e-19	0
200-300%	Single-Family Attached	None	VA	Owner	0	0	1	0	0	0.566062	3.00055e-19	6.75274e-07
200-300%	Single-Family Attached	None	VA	Renter	0	0	1	0	0	0.214847	1.11646e-19	6.14172e-07
200-300%	Single-Family Attached	None	VT	Not Available	0	0	0	0	1	17.8232	2.02264e-18	0
200-300%	Single-Family Attached	None	VT	Owner	0	0	0.998501	0.00149851	0	13.3674	2.02264e-18	3.79656e-08
200-300%	Single-Family Attached	None	VT	Renter	0	0	0.998501	0.00149851	0	5.23362e-19	4.66997e-57	1.75588e-08
200-300%	Single-Family Attached	None	WA	Not Available	0	0	0	0	1	1.17192	43.0039	0
200-300%	Single-Family Attached	None	WA	Owner	0	0	1	0	0	0.255428	4.70287	1.64386e-07
200-300%	Single-Family Attached	None	WA	Renter	0	0	1	0	0	0.267399	19.2644	1.85939e-07
200-300%	Single-Family Attached	None	WI	Not Available	0	0	0	0	1	7.51406	3.24664e-18	0
200-300%	Single-Family Attached	None	WI	Owner	0	0	0.998479	0.00152051	0	11.4438	8.9543e-19	7.75972e-08
200-300%	Single-Family Attached	None	WI	Renter	0	0	0.998479	0.00152051	0	5.70865	7.32002e-19	1.07405e-07
200-300%	Single-Family Attached	None	WV	Not Available	0	0	0	0	1	0.678281	9.41575e-19	0
200-300%	Single-Family Attached	None	WV	Owner	0	0	1	0	0	0.418119	9.41575e-19	2.44332e-08
200-300%	Single-Family Attached	None	WV	Renter	0	0	1	0	0	5.5461e-21	4.27899e-58	1.8345e-08
200-300%	Single-Family Attached	None	WY	Not Available	0	0	0	0	1	4.91469	1.89458e-18	0
200-300%	Single-Family Attached	None	WY	Owner	0.029195	0.0097886	0.961016	0	0	2.84672	1.29722e-18	4.69458e-09
200-300%	Single-Family Attached	None	WY	Renter	0.04871	0.00965606	0.941634	0	0	0.989276	5.63976e-20	9.4384e-09
200-300%	Single-Family Attached	Other Fuel	AL	Not Available	0	0	0	0	1	3.34276e-20	3.73768e-58	0
200-300%	Single-Family Attached	Other Fuel	AL	Owner	0	0	1	0	0	1.45338e-20	3.73768e-58	2.43316e-08
200-300%	Single-Family Attached	Other Fuel	AL	Renter	0	0	1	0	0	1.88939e-20	3.73768e-58	3.48907e-08
200-300%	Single-Family Attached	Other Fuel	AR	Not Available	0	0	0	0	1	1.19372	10.4299	0
200-300%	Single-Family Attached	Other Fuel	AR	Owner	0.000156857	0	0.999843	0	0	0.537352	6.21095	2.19371e-07
200-300%	Single-Family Attached	Other Fuel	AR	Renter	0	0	1	0	0	0.113562	0.543701	2.62621e-07
200-300%	Single-Family Attached	Other Fuel	AZ	Not Available	0	0	0	0	1	0.630722	1.81212e-18	0
200-300%	Single-Family Attached	Other Fuel	AZ	Owner	0.106101	0	0.893899	0	0	3.90038	3.15599e-19	7.39522e-07
200-300%	Single-Family Attached	Other Fuel	AZ	Renter	0	0	1	0	0	1.10252	6.15235e-19	6.25396e-07
200-300%	Single-Family Attached	Other Fuel	CA	Not Available	0	0	0	0	1	1.67655	63.2522	0
200-300%	Single-Family Attached	Other Fuel	CA	Owner	0	0	1	0	0	0.758217	25.9636	2.3369e-06
200-300%	Single-Family Attached	Other Fuel	CA	Renter	0	0	1	0	0	0.177179	8.16629	3.82582e-06
200-300%	Single-Family Attached	Other Fuel	CO	Not Available	0	0	0	0	1	2.84561	5.92995e-19	0
200-300%	Single-Family Attached	Other Fuel	CO	Owner	0.218448	0	0.777928	0.00362371	0	1.50463	3.3835e-19	7.80246e-07
200-300%	Single-Family Attached	Other Fuel	CO	Renter	0.322457	0	0.674381	0.00316262	0	0.812153	3.54881e-20	5.13171e-07
200-300%	Single-Family Attached	Other Fuel	CT	Not Available	0	0	0	0	1	1.20811	55.3882	0
200-300%	Single-Family Attached	Other Fuel	CT	Owner	0	0	1	0	0	0.586599	23.2146	4.42954e-07
200-300%	Single-Family Attached	Other Fuel	CT	Renter	0	0	1	0	0	0.260322	6.88626	3.22878e-07
200-300%	Single-Family Attached	Other Fuel	DC	Not Available	0	0	0	0	1	1.74658	2.34327e-20	0
200-300%	Single-Family Attached	Other Fuel	DC	Owner	0	0	1	0	0	0.374005	2.82764e-21	5.86214e-08
200-300%	Single-Family Attached	Other Fuel	DC	Renter	0	0	1	0	0	0.437205	9.9804e-21	2.8762e-08
200-300%	Single-Family Attached	Other Fuel	DE	Not Available	0	0	0	0	1	11.6239	3.48414e-19	0
200-300%	Single-Family Attached	Other Fuel	DE	Owner	0	0	1	0	0	4.79014	1.55706e-19	7.38614e-08
200-300%	Single-Family Attached	Other Fuel	DE	Renter	0	0	1	0	0	1.47797	3.82868e-20	5.6834e-08
200-300%	Single-Family Attached	Other Fuel	FL	Not Available	0	0	0	0	1	3.15128	1.21175e-18	0
200-300%	Single-Family Attached	Other Fuel	FL	Owner	0	0	1	0	0	1.08587	4.66163e-19	2.82406e-07
200-300%	Single-Family Attached	Other Fuel	FL	Renter	0	0	1	0	0	1.86156	1.74752e-19	1.60138e-07
200-300%	Single-Family Attached	Other Fuel	GA	Not Available	0	0	0	0	1	13.5349	1.12786e-18	0
200-300%	Single-Family Attached	Other Fuel	GA	Owner	0	0	1	0	0	2.57006	1.07017e-19	1.55173e-07
200-300%	Single-Family Attached	Other Fuel	GA	Renter	0	0	1	0	0	3.59231	5.40036e-19	2.87815e-07
200-300%	Single-Family Attached	Other Fuel	IA	Not Available	0	0	0	0	1	18.8502	1.54097e-18	0
200-300%	Single-Family Attached	Other Fuel	IA	Owner	0.0185841	0	0.976665	0.00475126	0	8.91056	6.98461e-19	2.00617e-07
200-300%	Single-Family Attached	Other Fuel	IA	Renter	0	0	0.995235	0.00476502	0	1.8347	1.64527e-19	1.20903e-07
200-300%	Single-Family Attached	Other Fuel	ID	Not Available	0	0	0	0	1	5.97011	4.96517e-18	0
200-300%	Single-Family Attached	Other Fuel	ID	Owner	0.0346335	0	0.961059	0.00430725	0	3.09582	2.72474e-18	2.43171e-07
200-300%	Single-Family Attached	Other Fuel	ID	Renter	0.0575703	0	0.938196	0.00423322	0	1.80543	3.33608e-19	2.76926e-07
200-300%	Single-Family Attached	Other Fuel	IL	Not Available	0	0	0	0	1	1.08024	3.813e-19	0
200-300%	Single-Family Attached	Other Fuel	IL	Owner	0	0	0.995993	0.00400714	0	3.0703	3.66265e-19	1.3224e-07
200-300%	Single-Family Attached	Other Fuel	IL	Renter	0	0	0.995993	0.00400714	0	0.0344177	1.51201e-22	8.64243e-08
200-300%	Single-Family Attached	Other Fuel	IN	Not Available	0	0	0	0	1	2.45311	24.414	0
200-300%	Single-Family Attached	Other Fuel	IN	Owner	0	0	0.995948	0.00405223	0	4.32914	10.9395	3.90179e-07
200-300%	Single-Family Attached	Other Fuel	IN	Renter	0	0	0.995948	0.00405223	0	1.17967	2.66852	2.41733e-07
200-300%	Single-Family Attached	Other Fuel	KS	Not Available	0	0	0	0	1	20.6009	5.15614e-18	0
200-300%	Single-Family Attached	Other Fuel	KS	Owner	0.134212	0	0.861461	0.00432681	0	10.071	2.4996e-18	4.0037e-08
200-300%	Single-Family Attached	Other Fuel	KS	Renter	0	0	0.995081	0.00491888	0	1.86387	4.75689e-19	1.02482e-07
200-300%	Single-Family Attached	Other Fuel	KY	Not Available	0	0	0	0	1	0.989483	1.35145e-18	0
200-300%	Single-Family Attached	Other Fuel	KY	Owner	0	0	1	0	0	0.352292	2.07289e-19	1.13641e-07
200-300%	Single-Family Attached	Other Fuel	KY	Renter	0	0	1	0	0	0.711409	5.00174e-19	1.94856e-07
200-300%	Single-Family Attached	Other Fuel	LA	Not Available	0	0	0	0	1	1.18157	6.80156e-19	0
200-300%	Single-Family Attached	Other Fuel	LA	Owner	6.71186e-06	0	0.999993	0	0	0.689251	6.80156e-19	4.19319e-08
200-300%	Single-Family Attached	Other Fuel	LA	Renter	0	0	1	0	0	1.10264e-20	3.41175e-58	6.45839e-08
200-300%	Single-Family Attached	Other Fuel	MA	Not Available	0	0	0	0	1	0.176468	23.1576	0
200-300%	Single-Family Attached	Other Fuel	MA	Owner	0	0	1	0	0	0.0973479	11.4152	6.67256e-07
200-300%	Single-Family Attached	Other Fuel	MA	Renter	0	0	1	0	0	0.0826113	2.05518	4.19066e-07
200-300%	Single-Family Attached	Other Fuel	MD	Not Available	0	0	0	0	1	1.24058	5.4155e-19	0
200-300%	Single-Family Attached	Other Fuel	MD	Owner	0	0	0.99714	0.00285951	0	0.78558	3.03299e-19	9.34839e-07
200-300%	Single-Family Attached	Other Fuel	MD	Renter	0	0	0.99714	0.00285951	0	0.67236	3.42897e-20	6.0957e-07
200-300%	Single-Family Attached	Other Fuel	ME	Not Available	0	0	0	0	1	0.968743	2.13275e-18	0
200-300%	Single-Family Attached	Other Fuel	ME	Owner	0	0	1	0	0	0.704137	2.00316e-18	4.53653e-07
200-300%	Single-Family Attached	Other Fuel	ME	Renter	0	0	1	0	0	0.018268	2.03079e-21	2.4008e-07
200-300%	Single-Family Attached	Other Fuel	MI	Not Available	0	0	0	0	1	3.27489	104.07	0
200-300%	Single-Family Attached	Other Fuel	MI	Owner	0	0	0.995907	0.00409321	0	5.76	38.2807	6.04959e-07
200-300%	Single-Family Attached	Other Fuel	MI	Renter	0	0	0.995907	0.00409321	0	2.06189	16.1148	4.90777e-07
200-300%	Single-Family Attached	Other Fuel	MN	Not Available	0	0	0	0	1	18.4785	1.82538e-18	0
200-300%	Single-Family Attached	Other Fuel	MN	Owner	0.160379	0	0.835422	0.00419932	0	12.9743	1.82538e-18	4.8621e-07
200-300%	Single-Family Attached	Other Fuel	MN	Renter	0	0	0.995077	0.00492272	0	2.40976e-20	3.4987e-59	3.06596e-07
200-300%	Single-Family Attached	Other Fuel	MO	Not Available	0	0	0	0	1	20.7858	3.95871e-18	0
200-300%	Single-Family Attached	Other Fuel	MO	Owner	0.115945	0	0.879644	0.00441165	0	9.18696	1.56866e-18	1.07305e-07
200-300%	Single-Family Attached	Other Fuel	MO	Renter	0	0	0.995088	0.0049117	0	2.29403	5.43445e-19	2.13252e-07
200-300%	Single-Family Attached	Other Fuel	MS	Not Available	0	0	0	0	1	2.13198	4.2282e-18	0
200-300%	Single-Family Attached	Other Fuel	MS	Owner	0	0	1	0	0	0.45226	1.00651e-18	5.36485e-08
200-300%	Single-Family Attached	Other Fuel	MS	Renter	0	0	1	0	0	0.617096	1.10882e-18	4.38158e-08
200-300%	Single-Family Attached	Other Fuel	MT	Not Available	0	0	0	0	1	6.19957	3.58856e-18	0
200-300%	Single-Family Attached	Other Fuel	MT	Owner	0.0315934	0	0.964101	0.0043054	0	0.13013	3.22671e-21	1.7962e-07
200-300%	Single-Family Attached	Other Fuel	MT	Renter	0.0526265	0	0.943133	0.00424025	0	7.01595	3.37658e-18	1.8529e-07
200-300%	Single-Family Attached	Other Fuel	NC	Not Available	0	0	0	0	1	8.565	4.27822e-19	0
200-300%	Single-Family Attached	Other Fuel	NC	Owner	0	0	1	0	0	0.418949	2.69372e-21	2.82374e-07
200-300%	Single-Family Attached	Other Fuel	NC	Renter	0	0	1	0	0	3.02453	3.62621e-19	2.97807e-07
200-300%	Single-Family Attached	Other Fuel	ND	Not Available	0	0	0	0	1	3.88002	1.25113e-18	0
200-300%	Single-Family Attached	Other Fuel	ND	Owner	0.0955494	0	0.899942	0.00450885	0	6.92902	5.27612e-19	1.51229e-07
200-300%	Single-Family Attached	Other Fuel	ND	Renter	0	0	0.995093	0.00490672	0	1.5871	1.53798e-19	9.34244e-08
200-300%	Single-Family Attached	Other Fuel	NE	Not Available	0	0	0	0	1	5.6047	3.85409e-19	0
200-300%	Single-Family Attached	Other Fuel	NE	Owner	0.00915644	0	0.986209	0.00463453	0	1.50451e-19	5.63344e-58	3.0373e-08
200-300%	Single-Family Attached	Other Fuel	NE	Renter	0	0	0.995396	0.00460372	0	1.66949	3.85409e-19	6.4315e-08
200-300%	Single-Family Attached	Other Fuel	NH	Not Available	0	0	0	0	1	0.315753	1.37552e-19	0
200-300%	Single-Family Attached	Other Fuel	NH	Owner	0	0	1	0	0	0.0291796	2.08838e-21	9.349e-07
200-300%	Single-Family Attached	Other Fuel	NH	Renter	0	0	1	0	0	0.169184	1.05743e-19	4.16154e-07
200-300%	Single-Family Attached	Other Fuel	NJ	Not Available	0	0	0	0	1	0.229272	1.02471e-18	0
200-300%	Single-Family Attached	Other Fuel	NJ	Owner	0	0	1	0	0	0.397732	2.51735e-19	8.19794e-07
200-300%	Single-Family Attached	Other Fuel	NJ	Renter	0	0	1	0	0	0.240905	2.6066e-19	5.60327e-07
200-300%	Single-Family Attached	Other Fuel	NM	Not Available	0	0	0	0	1	0.473335	1.61949e-19	0
200-300%	Single-Family Attached	Other Fuel	NM	Owner	0.5781	0	0.4219	0	0	2.65572e-19	6.2169e-58	7.04723e-07
200-300%	Single-Family Attached	Other Fuel	NM	Renter	0	0	1	0	0	0.867781	1.61949e-19	7.64918e-07
200-300%	Single-Family Attached	Other Fuel	NV	Not Available	0	0	0	0	1	0.774358	7.92206e-19	0
200-300%	Single-Family Attached	Other Fuel	NV	Owner	0.220622	0	0.779378	0	0	2.52787	1.02951e-19	1.79646e-07
200-300%	Single-Family Attached	Other Fuel	NV	Renter	0	0	1	0	0	0.90788	3.23987e-19	1.87793e-07
200-300%	Single-Family Attached	Other Fuel	NY	Not Available	0	0	0	0	1	0.46347	1.69689e-18	0
200-300%	Single-Family Attached	Other Fuel	NY	Owner	0	0	1	0	0	0.203002	7.00286e-19	1.42985e-06
200-300%	Single-Family Attached	Other Fuel	NY	Renter	0	0	1	0	0	0.188334	2.16986e-19	8.33048e-07
200-300%	Single-Family Attached	Other Fuel	OH	Not Available	0	0	0	0	1	2.62897	3.227e-20	0
200-300%	Single-Family Attached	Other Fuel	OH	Owner	0	0	0.996052	0.00394771	0	0.200849	4.53521e-22	6.00675e-07
200-300%	Single-Family Attached	Other Fuel	OH	Renter	0	0	0.996052	0.00394771	0	0.823931	2.50723e-20	4.16543e-07
200-300%	Single-Family Attached	Other Fuel	OK	Not Available	0	0	0	0	1	0.614576	1.65698e-19	0
200-300%	Single-Family Attached	Other Fuel	OK	Owner	8.03735e-05	0	0.99992	0	0	0.358502	1.65698e-19	1.45261e-07
