Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Tenure	Dependency=Vintage	Option=EnergyStar	Option=None	Option=Standard	Option=Void	source_count	source_weight	sampling_probability
Yes	300-400%	Single-Family Detached	Not Available	1990s	0	0	0	1	21.3635	87158.8	0
Yes	300-400%	Single-Family Detached	Not Available	2000s	0	0	0	1	24.2435	82149.1	0
Yes	300-400%	Single-Family Detached	Not Available	2010s	0	0	0	1	14.2243	45808.1	0
Yes	300-400%	Single-Family Detached	Not Available	<1940	0	0	0	1	25.2441	77642.6	0
Yes	300-400%	Single-Family Detached	Owner	1940s	0.435975	0	0.564025	0	21.353	25201.8	0.00379476
Yes	300-400%	Single-Family Detached	Owner	1950s	0.431481	0	0.568519	0	15.257	67048.9	0.00880896
Yes	300-400%	Single-Family Detached	Owner	1960s	0.438345	0	0.561655	0	14.708	56271.6	0.00769695
Yes	300-400%	Single-Family Detached	Owner	1970s	0.441	0	0.559	0	20.0034	71366.8	0.00949448
Yes	300-400%	Single-Family Detached	Owner	1980s	0.440171	0	0.559829	0	16.0462	59111.3	0.00702584
Yes	300-400%	Single-Family Detached	Owner	1990s	0.449714	0	0.550286	0	18.0705	73109.5	0.00817691
Yes	300-400%	Single-Family Detached	Owner	2000s	0.448886	0	0.551114	0	20.5066	68907.3	0.0085529
Yes	300-400%	Single-Family Detached	Owner	2010s	0.452339	0	0.547661	0	12.0318	38424.2	0.00251507
Yes	300-400%	Single-Family Detached	Owner	<1940	0.435975	0	0.564025	0	21.353	65127.2	0.00836879
Yes	300-400%	Single-Family Detached	Renter	1940s	0.380632	0	0.619368	0	0.162343	212.681	0.000626918
Yes	300-400%	Single-Family Detached	Renter	1950s	0.376327	0	0.623673	0	0.115996	565.833	0.0014587
Yes	300-400%	Single-Family Detached	Renter	1960s	0.382905	0	0.617095	0	0.111823	474.882	0.00132103
Yes	300-400%	Single-Family Detached	Renter	1970s	0.385454	0	0.614546	0	0.152082	602.272	0.00156333
Yes	300-400%	Single-Family Detached	Renter	1980s	0.384658	0	0.615342	0	0.121996	498.847	0.00128041
Yes	300-400%	Single-Family Detached	Renter	1990s	0.393844	0	0.606156	0	0.137387	616.979	0.00147052
Yes	300-400%	Single-Family Detached	Renter	2000s	0.393045	0	0.606955	0	0.155908	581.516	0.00176367
Yes	300-400%	Single-Family Detached	Renter	2010s	0.396378	0	0.603622	0	0.0914754	324.266	0.000527905
Yes	300-400%	Single-Family Detached	Renter	<1940	0.380632	0	0.619368	0	0.162343	549.615	0.00124696
Yes	400%+	Mobile Home	Not Available	1940s	0	0	0	1	15.3009	117.975	0
Yes	400%+	Mobile Home	Not Available	1950s	0	0	0	1	0.132987	625.626	0
Yes	400%+	Mobile Home	Not Available	1960s	0	0	0	1	0.302916	1457.07	0
Yes	400%+	Mobile Home	Not Available	1970s	0	0	0	1	1.3742	6260.35	0
Yes	400%+	Mobile Home	Not Available	1980s	0	0	0	1	1.21905	6110.17	0
Yes	400%+	Mobile Home	Not Available	1990s	0	0	0	1	1.79533	9271.76	0
Yes	400%+	Mobile Home	Not Available	2000s	0	0	0	1	1.11562	4717.01	0
Yes	400%+	Mobile Home	Not Available	2010s	0	0	0	1	0.61322	2957.1	0
Yes	400%+	Mobile Home	Not Available	<1940	0	0	0	1	15.3009	304.875	0
Yes	400%+	Mobile Home	Owner	1940s	0.487941	0	0.512059	0	12.635	97.8604	2.48269e-05
Yes	400%+	Mobile Home	Owner	1950s	0.417559	0	0.582441	0	0.109816	518.957	8.26529e-05
Yes	400%+	Mobile Home	Owner	1960s	0.408215	0	0.591785	0	0.250137	1208.64	0.000282264
Yes	400%+	Mobile Home	Owner	1970s	0.419965	0	0.580035	0	1.13477	5192.96	0.00101323
Yes	400%+	Mobile Home	Owner	1980s	0.436913	0	0.563087	0	1.00665	5068.39	0.00144236
Yes	400%+	Mobile Home	Owner	1990s	0.45503	0	0.54497	0	1.48252	7690.92	0.00188025
Yes	400%+	Mobile Home	Owner	2000s	0.456292	0	0.543708	0	0.921235	3912.75	0.00135111
Yes	400%+	Mobile Home	Owner	2010s	0.456414	0	0.543586	0	0.506374	2452.91	0.000468426
Yes	400%+	Mobile Home	Owner	<1940	0.487941	0	0.512059	0	12.635	252.894	5.34093e-05
Yes	400%+	Mobile Home	Renter	1940s	0.431042	0	0.568958	0	0.12743	0.939343	5.62341e-06
Yes	400%+	Mobile Home	Renter	1950s	0.363048	0	0.636952	0	0.00110755	4.98137	1.86939e-05
Yes	400%+	Mobile Home	Renter	1960s	0.354182	0	0.645818	0	0.00252276	11.6015	6.85695e-05
Yes	400%+	Mobile Home	Renter	1970s	0.365338	0	0.634662	0	0.0114447	49.8462	0.000240109
Yes	400%+	Mobile Home	Renter	1980s	0.381531	0	0.618469	0	0.0101526	48.6505	0.000295596
Yes	400%+	Mobile Home	Renter	1990s	0.398979	0	0.601021	0	0.0149519	73.8237	0.000389102
Yes	400%+	Mobile Home	Renter	2000s	0.4002	0	0.5998	0	0.00929113	37.5578	0.000248226
Yes	400%+	Mobile Home	Renter	2010s	0.400317	0	0.599683	0	0.00510704	23.545	9.87398e-05
Yes	400%+	Mobile Home	Renter	<1940	0.431042	0	0.568958	0	0.12743	2.42748	9.74198e-06
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1940s	0	0	0	1	3.06509	6445.19	0
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1950s	0	0	0	1	0.647904	4697.97	0
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1960s	0	0	0	1	1.24597	9441.5	0
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1970s	0	0	0	1	2.01847	14337.3	0
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1980s	0	0	0	1	2.04339	15012.5	0
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	1990s	0	0	0	1	1.37057	10008.7	0
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	2000s	0	0	0	1	1.47024	9698.28	0
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	2010s	0	0	0	1	1.24597	7305.2	0
Yes	400%+	Multi-Family with 2 - 4 Units	Not Available	<1940	0	0	0	1	3.06509	16655.9	0
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1940s	0.453309	0	0.546691	0	0.135741	293.849	0.000338853
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1950s	0.45459	0	0.54541	0	0.0286932	214.19	0.000380968
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1960s	0.437559	0	0.562441	0	0.0551792	430.457	0.000433378
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1970s	0.435957	0	0.564043	0	0.0893904	653.666	0.000553169
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1980s	0.439151	0	0.560849	0	0.090494	684.448	0.000494748
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	1990s	0.438335	0	0.561665	0	0.0606972	456.318	0.000367657
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	2000s	0.429096	0	0.570904	0	0.0651115	442.163	0.000381963
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	2010s	0.438714	0	0.561286	0	0.0551792	333.058	0.000146714
Yes	400%+	Multi-Family with 2 - 4 Units	Owner	<1940	0.453309	0	0.546691	0	0.135741	759.373	0.00189156
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1940s	0.397315	0	0.602685	0	1.91064	3986.65	0.00041919
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1950s	0.398553	0	0.601447	0	0.403875	2905.91	0.000313334
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1960s	0.382151	0	0.617849	0	0.776683	5840.01	0.000540963
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1970s	0.380614	0	0.619386	0	1.25823	8868.29	0.000944365
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1980s	0.383678	0	0.616322	0	1.27376	9285.91	0.00092424
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	1990s	0.382895	0	0.617105	0	0.854351	6190.88	0.0007202
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	2000s	0.374046	0	0.625954	0	0.916486	5998.84	0.000683598
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	2010s	0.383259	0	0.616741	0	0.776683	4518.6	0.000394519
Yes	400%+	Multi-Family with 2 - 4 Units	Renter	<1940	0.397315	0	0.602685	0	1.91064	10302.4	0.00203115
Yes	400%+	Multi-Family with 5+ Units	Not Available	1940s	0	0	0	1	5.4252	12142.9	0
Yes	400%+	Multi-Family with 5+ Units	Not Available	1950s	0	0	0	1	1.87538	14250.5	0
Yes	400%+	Multi-Family with 5+ Units	Not Available	1960s	0	0	0	1	3.48284	29399.9	0
Yes	400%+	Multi-Family with 5+ Units	Not Available	1970s	0	0	0	1	10.3146	79072.3	0
Yes	400%+	Multi-Family with 5+ Units	Not Available	1980s	0	0	0	1	12.056	107282	0
Yes	400%+	Multi-Family with 5+ Units	Not Available	1990s	0	0	0	1	11.0513	96796.9	0
Yes	400%+	Multi-Family with 5+ Units	Not Available	2000s	0	0	0	1	18.084	138680	0
Yes	400%+	Multi-Family with 5+ Units	Not Available	2010s	0	0	0	1	20.1603	134813	0
Yes	400%+	Multi-Family with 5+ Units	Not Available	<1940	0	0	0	1	5.4252	31380.1	0
Yes	400%+	Multi-Family with 5+ Units	Owner	1940s	0.452341	0	0.547659	0	0.273511	678.639	0.000141984
Yes	400%+	Multi-Family with 5+ Units	Owner	1950s	0.435427	0	0.564573	0	0.0945472	796.424	0.000207287
Yes	400%+	Multi-Family with 5+ Units	Owner	1960s	0.433424	0	0.566576	0	0.175588	1643.09	0.000471952
Yes	400%+	Multi-Family with 5+ Units	Owner	1970s	0.439264	0	0.560736	0	0.520009	4419.17	0.00091302
Yes	400%+	Multi-Family with 5+ Units	Owner	1980s	0.443164	0	0.556836	0	0.607803	5995.76	0.00113178
Yes	400%+	Multi-Family with 5+ Units	Owner	1990s	0.443095	0	0.556905	0	0.557153	5409.75	0.000906623
Yes	400%+	Multi-Family with 5+ Units	Owner	2000s	0.444673	0	0.555327	0	0.911705	7750.47	0.00131696
Yes	400%+	Multi-Family with 5+ Units	Owner	2010s	0.436554	0	0.563446	0	1.01638	7534.37	0.000738853
Yes	400%+	Multi-Family with 5+ Units	Owner	<1940	0.452341	0	0.547659	0	0.273511	1753.76	0.000613611
Yes	400%+	Multi-Family with 5+ Units	Renter	1940s	0.39638	0	0.60362	0	3.2592	7080.25	0.000357774
Yes	400%+	Multi-Family with 5+ Units	Renter	1950s	0.380106	0	0.619894	0	1.12664	8309.1	0.000519896
Yes	400%+	Multi-Family with 5+ Units	Renter	1960s	0.378187	0	0.621813	0	2.09233	17142.4	0.00128966
Yes	400%+	Multi-Family with 5+ Units	Renter	1970s	0.383787	0	0.616213	0	6.19651	46105.2	0.0027792
Yes	400%+	Multi-Family with 5+ Units	Renter	1980s	0.387535	0	0.612465	0	7.24267	62553.8	0.00404561
Yes	400%+	Multi-Family with 5+ Units	Renter	1990s	0.387468	0	0.612532	0	6.63911	56440	0.00391682
Yes	400%+	Multi-Family with 5+ Units	Renter	2000s	0.388987	0	0.611013	0	10.864	80860.7	0.00506548
Yes	400%+	Multi-Family with 5+ Units	Renter	2010s	0.381186	0	0.618814	0	12.1114	78606.1	0.00392114
Yes	400%+	Multi-Family with 5+ Units	Renter	<1940	0.39638	0	0.60362	0	3.2592	18297	0.00142791
Yes	400%+	Single-Family Attached	Not Available	1940s	0	0	0	1	21.6014	27049.3	0
Yes	400%+	Single-Family Attached	Not Available	1950s	0	0	0	1	7.82499	33371.5	0
Yes	400%+	Single-Family Attached	Not Available	1960s	0	0	0	1	12.4539	50286.4	0
Yes	400%+	Single-Family Attached	Not Available	1970s	0	0	0	1	23.6954	85691.1	0
Yes	400%+	Single-Family Attached	Not Available	1980s	0	0	0	1	31.9612	111768	0
Yes	400%+	Single-Family Attached	Not Available	1990s	0	0	0	1	24.6873	96923.1	0
Yes	400%+	Single-Family Attached	Not Available	2000s	0	0	0	1	35.488	123087	0
Yes	400%+	Single-Family Attached	Not Available	2010s	0	0	0	1	21.7116	63417	0
Yes	400%+	Single-Family Attached	Not Available	<1940	0	0	0	1	21.6014	69901.6	0
Yes	400%+	Single-Family Attached	Owner	1940s	0.435669	0	0.564331	0	13.0442	16742.5	0.000664933
Yes	400%+	Single-Family Attached	Owner	1950s	0.423216	0	0.576784	0	4.7252	20655.8	0.000973668
Yes	400%+	Single-Family Attached	Owner	1960s	0.429507	0	0.570493	0	7.52038	31125.5	0.000984027
Yes	400%+	Single-Family Attached	Owner	1970s	0.43358	0	0.56642	0	14.3087	53039.8	0.00223623
Yes	400%+	Single-Family Attached	Owner	1980s	0.449726	0	0.550274	0	19.3001	69180.7	0.00325249
Yes	400%+	Single-Family Attached	Owner	1990s	0.446431	0	0.553569	0	14.9077	59992	0.00259226
Yes	400%+	Single-Family Attached	Owner	2000s	0.448864	0	0.551136	0	21.4298	76186.4	0.00345542
Yes	400%+	Single-Family Attached	Owner	2010s	0.445125	0	0.554875	0	13.1108	39252.9	0.0013109
Yes	400%+	Single-Family Attached	Owner	<1940	0.435669	0	0.564331	0	13.0442	43266.6	0.00208381
Yes	400%+	Single-Family Attached	Renter	1940s	0.380338	0	0.619662	0	1.07084	1230.16	0.000197978
Yes	400%+	Single-Family Attached	Renter	1950s	0.368434	0	0.631566	0	0.387907	1517.69	0.000302772
Yes	400%+	Single-Family Attached	Renter	1960s	0.374439	0	0.625561	0	0.617374	2286.95	0.000318985
Yes	400%+	Single-Family Attached	Renter	1970s	0.378337	0	0.621663	0	1.17465	3897.11	0.000769912
Yes	400%+	Single-Family Attached	Renter	1980s	0.393856	0	0.606144	0	1.58441	5083.06	0.00106245
Yes	400%+	Single-Family Attached	Renter	1990s	0.39068	0	0.60932	0	1.22382	4407.92	0.000815396
Yes	400%+	Single-Family Attached	Renter	2000s	0.393024	0	0.606976	0	1.75924	5597.81	0.00125114
Yes	400%+	Single-Family Attached	Renter	2010s	0.389422	0	0.610578	0	1.07631	2884.11	0.000473202
Yes	400%+	Single-Family Attached	Renter	<1940	0.380338	0	0.619662	0	1.07084	3179.02	0.000593167
Yes	400%+	Single-Family Detached	Not Available	1940s	0	0	0	1	207.813	359500	0
Yes	400%+	Single-Family Detached	Not Available	1950s	0	0	0	1	148.485	956443	0
Yes	400%+	Single-Family Detached	Not Available	1960s	0	0	0	1	143.143	802706	0
Yes	400%+	Single-Family Detached	Not Available	1970s	0	0	0	1	194.678	1.01804e+06	0
Yes	400%+	Single-Family Detached	Not Available	1980s	0	0	0	1	156.166	843214	0
Yes	400%+	Single-Family Detached	Not Available	1990s	0	0	0	1	175.867	1.0429e+06	0
Yes	400%+	Single-Family Detached	Not Available	2000s	0	0	0	1	199.576	982953	0
Yes	400%+	Single-Family Detached	Not Available	2010s	0	0	0	1	117.096	548115	0
Yes	400%+	Single-Family Detached	Not Available	<1940	0	0	0	1	207.813	929030	0
Yes	400%+	Single-Family Detached	Owner	1940s	0.435975	0	0.564025	0	185.74	320624	0.011402
Yes	400%+	Single-Family Detached	Owner	1950s	0.431481	0	0.568519	0	132.714	853015	0.027744
Yes	400%+	Single-Family Detached	Owner	1960s	0.438345	0	0.561655	0	127.939	715903	0.0265292
Yes	400%+	Single-Family Detached	Owner	1970s	0.441	0	0.559	0	174.001	907949	0.0308067
Yes	400%+	Single-Family Detached	Owner	1980s	0.440171	0	0.559829	0	139.579	752031	0.0307701
Yes	400%+	Single-Family Detached	Owner	1990s	0.449714	0	0.550286	0	157.188	930119	0.0354834
Yes	400%+	Single-Family Detached	Owner	2000s	0.448886	0	0.551114	0	178.378	876658	0.0417388
Yes	400%+	Single-Family Detached	Owner	2010s	0.452339	0	0.547661	0	104.659	488843	0.0142127
Yes	400%+	Single-Family Detached	Owner	<1940	0.435975	0	0.564025	0	185.74	828566	0.0270273
Yes	400%+	Single-Family Detached	Renter	1940s	0.380632	0	0.619368	0	0.619218	1111.97	0.00110863
Yes	400%+	Single-Family Detached	Renter	1950s	0.376327	0	0.623673	0	0.44244	2958.38	0.00267283
Yes	400%+	Single-Family Detached	Renter	1960s	0.382905	0	0.617095	0	0.426521	2482.85	0.00248241
Yes	400%+	Single-Family Detached	Renter	1970s	0.385454	0	0.614546	0	0.580081	3148.9	0.00278775
Yes	400%+	Single-Family Detached	Renter	1980s	0.384658	0	0.615342	0	0.465325	2608.15	0.00265594
Yes	400%+	Single-Family Detached	Renter	1990s	0.393844	0	0.606156	0	0.52403	3225.79	0.00302245
Yes	400%+	Single-Family Detached	Renter	2000s	0.393045	0	0.606955	0	0.594674	3040.38	0.00396349
Yes	400%+	Single-Family Detached	Renter	2010s	0.396378	0	0.603622	0	0.348911	1695.38	0.00130381
Yes	400%+	Single-Family Detached	Renter	<1940	0.380632	0	0.619368	0	0.619218	2873.59	0.00220164
Yes	Not Available	Mobile Home	Not Available	1940s	0.413214	0	0.586786	0	978.748	11448.8	4.88137e-05
Yes	Not Available	Mobile Home	Not Available	1950s	0.346321	0	0.653679	0	8.50674	60713.5	0.000177065
Yes	Not Available	Mobile Home	Not Available	1960s	0.337647	0	0.662353	0	19.3765	141400	0.000715964
Yes	Not Available	Mobile Home	Not Available	1970s	0.348562	0	0.651438	0	87.903	607531	0.0024727
Yes	Not Available	Mobile Home	Not Available	1980s	0.364439	0	0.635561	0	77.9784	592958	0.00265504
Yes	Not Available	Mobile Home	Not Available	1990s	0.381587	0	0.618413	0	114.841	899772	0.00348062
Yes	Not Available	Mobile Home	Not Available	2000s	0.382789	0	0.617211	0	71.3621	457758	0.00198793
Yes	Not Available	Mobile Home	Not Available	2010s	0.382905	0	0.617095	0	39.2255	286969	0.000584553
Yes	Not Available	Mobile Home	Not Available	<1940	0.413214	0	0.586786	0	978.748	29586.4	7.25248e-05
Yes	Not Available	Mobile Home	Owner	1940s	0	0	0	1	606.24	7101.81	0
Yes	Not Available	Mobile Home	Owner	1950s	0	0	0	1	5.26911	37661.1	0
Yes	Not Available	Mobile Home	Owner	1960s	0	0	0	1	12.0019	87712	0
Yes	Not Available	Mobile Home	Owner	1970s	0	0	0	1	54.4474	376857	0
Yes	Not Available	Mobile Home	Owner	1980s	0	0	0	1	48.3002	367817	0
Yes	Not Available	Mobile Home	Owner	1990s	0	0	0	1	71.133	558137	0
Yes	Not Available	Mobile Home	Owner	2000s	0	0	0	1	44.202	283952	0
Yes	Not Available	Mobile Home	Owner	2010s	0	0	0	1	24.2964	178010	0
Yes	Not Available	Mobile Home	Owner	<1940	0	0	0	1	606.24	18352.7	0
Yes	Not Available	Mobile Home	Renter	1940s	0	0	0	1	44.3952	516.513	0
Yes	Not Available	Mobile Home	Renter	1950s	0	0	0	1	0.385858	2739.09	0
Yes	Not Available	Mobile Home	Renter	1960s	0	0	0	1	0.8789	6379.28	0
Yes	Not Available	Mobile Home	Renter	1970s	0	0	0	1	3.9872	27408.8	0
Yes	Not Available	Mobile Home	Renter	1980s	0	0	0	1	3.53704	26751.3	0
Yes	Not Available	Mobile Home	Renter	1990s	0	0	0	1	5.20909	40593.2	0
Yes	Not Available	Mobile Home	Renter	2000s	0	0	0	1	3.23692	20651.8	0
Yes	Not Available	Mobile Home	Renter	2010s	0	0	0	1	1.77924	12946.6	0
Yes	Not Available	Mobile Home	Renter	<1940	0	0	0	1	44.3952	1334.79	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Not Available	1940s	0.389126	0	0.610874	0	54.7922	146318	0.000344367
Yes	Not Available	Multi-Family with 2 - 4 Units	Not Available	1950s	0.390355	0	0.609645	0	11.5821	106653	0.000256403
Yes	Not Available	Multi-Family with 2 - 4 Units	Not Available	1960s	0.374081	0	0.625919	0	22.2733	214340	0.000443772
Yes	Not Available	Multi-Family with 2 - 4 Units	Not Available	1970s	0.372557	0	0.627443	0	36.0827	325484	0.000798158
Yes	Not Available	Multi-Family with 2 - 4 Units	Not Available	1980s	0.375596	0	0.624404	0	36.5282	340811	0.000814775
Yes	Not Available	Multi-Family with 2 - 4 Units	Not Available	1990s	0.374819	0	0.625181	0	24.5006	227217	0.000593758
Yes	Not Available	Multi-Family with 2 - 4 Units	Not Available	2000s	0.366046	0	0.633954	0	26.2825	220169	0.000615419
Yes	Not Available	Multi-Family with 2 - 4 Units	Not Available	2010s	0.375179	0	0.624821	0	22.2733	165842	0.000311874
Yes	Not Available	Multi-Family with 2 - 4 Units	Not Available	<1940	0.389126	0	0.610874	0	54.7922	378119	0.00155543
Yes	Not Available	Multi-Family with 2 - 4 Units	Owner	1940s	0	0	0	1	0.799961	2150.29	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Owner	1950s	0	0	0	1	0.169097	1567.37	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Owner	1960s	0	0	0	1	0.325187	3149.94	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Owner	1970s	0	0	0	1	0.526804	4783.31	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Owner	1980s	0	0	0	1	0.533307	5008.56	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Owner	1990s	0	0	0	1	0.357706	3339.18	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Owner	2000s	0	0	0	1	0.383721	3235.6	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Owner	2010s	0	0	0	1	0.325187	2437.21	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Owner	<1940	0	0	0	1	0.799961	5556.84	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Renter	1940s	0	0	0	1	42.351	112993	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Renter	1950s	0	0	0	1	8.95225	82361.8	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Renter	1960s	0	0	0	1	17.2159	165522	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Renter	1970s	0	0	0	1	27.8897	251352	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Renter	1980s	0	0	0	1	28.234	263189	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Renter	1990s	0	0	0	1	18.9375	175467	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Renter	2000s	0	0	0	1	20.3147	170024	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Renter	2010s	0	0	0	1	17.2159	128070	0
Yes	Not Available	Multi-Family with 2 - 4 Units	Renter	<1940	0	0	0	1	42.351	292000	0
Yes	Not Available	Multi-Family with 5+ Units	Not Available	1940s	0.395502	0	0.604498	0	36.2608	98820.2	0.000187667
Yes	Not Available	Multi-Family with 5+ Units	Not Available	1950s	0.379242	0	0.620758	0	12.5346	115971	0.000262934
Yes	Not Available	Multi-Family with 5+ Units	Not Available	1960s	0.377324	0	0.622676	0	23.2786	239259	0.000688789
Yes	Not Available	Multi-Family with 5+ Units	Not Available	1970s	0.38292	0	0.61708	0	68.9403	643498	0.00181053
Yes	Not Available	Multi-Family with 5+ Units	Not Available	1980s	0.386665	0	0.613335	0	80.5796	873073	0.00276729
Yes	Not Available	Multi-Family with 5+ Units	Not Available	1990s	0.386598	0	0.613402	0	73.8646	787742	0.00271343
Yes	Not Available	Multi-Family with 5+ Units	Not Available	2000s	0.388115	0	0.611885	0	120.869	1.12859e+06	0.00293501
Yes	Not Available	Multi-Family with 5+ Units	Not Available	2010s	0.380321	0	0.619679	0	134.747	1.09712e+06	0.00166599
Yes	Not Available	Multi-Family with 5+ Units	Not Available	<1940	0.395502	0	0.604498	0	36.2608	255374	0.000587853
Yes	Not Available	Multi-Family with 5+ Units	Owner	1940s	0	0	0	1	0.70372	1926.61	0
Yes	Not Available	Multi-Family with 5+ Units	Owner	1950s	0	0	0	1	0.243261	2261	0
Yes	Not Available	Multi-Family with 5+ Units	Owner	1960s	0	0	0	1	0.451771	4664.63	0
Yes	Not Available	Multi-Family with 5+ Units	Owner	1970s	0	0	0	1	1.33794	12545.7	0
Yes	Not Available	Multi-Family with 5+ Units	Owner	1980s	0	0	0	1	1.56382	17021.6	0
Yes	Not Available	Multi-Family with 5+ Units	Owner	1990s	0	0	0	1	1.4335	15357.9	0
Yes	Not Available	Multi-Family with 5+ Units	Owner	2000s	0	0	0	1	2.34573	22003.1	0
Yes	Not Available	Multi-Family with 5+ Units	Owner	2010s	0	0	0	1	2.61506	21389.6	0
Yes	Not Available	Multi-Family with 5+ Units	Owner	<1940	0	0	0	1	0.70372	4978.81	0
Yes	Not Available	Multi-Family with 5+ Units	Renter	1940s	0	0	0	1	26.8615	73150.5	0
Yes	Not Available	Multi-Family with 5+ Units	Renter	1950s	0	0	0	1	9.28547	85846.6	0
Yes	Not Available	Multi-Family with 5+ Units	Renter	1960s	0	0	0	1	17.2445	177109	0
Yes	Not Available	Multi-Family with 5+ Units	Renter	1970s	0	0	0	1	51.0701	476342	0
Yes	Not Available	Multi-Family with 5+ Units	Renter	1980s	0	0	0	1	59.6923	646283	0
Yes	Not Available	Multi-Family with 5+ Units	Renter	1990s	0	0	0	1	54.718	583117	0
Yes	Not Available	Multi-Family with 5+ Units	Renter	2000s	0	0	0	1	89.5385	835423	0
Yes	Not Available	Multi-Family with 5+ Units	Renter	2010s	0	0	0	1	99.8188	812129	0
Yes	Not Available	Multi-Family with 5+ Units	Renter	<1940	0	0	0	1	26.8615	189038	0
Yes	Not Available	Single-Family Attached	Not Available	1940s	0.402278	0	0.597722	0	95.0783	142158	0.000275341
Yes	Not Available	Single-Family Attached	Not Available	1950s	0.39012	0	0.60988	0	34.4416	175385	0.000371177
Yes	Not Available	Single-Family Attached	Not Available	1960s	0.396257	0	0.603743	0	54.8155	264282	0.000308211
Yes	Not Available	Single-Family Attached	Not Available	1970s	0.400236	0	0.599764	0	104.295	450353	0.000640194
Yes	Not Available	Single-Family Attached	Not Available	1980s	0.416053	0	0.583947	0	140.677	587403	0.000858036
Yes	Not Available	Single-Family Attached	Not Available	1990s	0.412819	0	0.587181	0	108.661	509383	0.000650113
Yes	Not Available	Single-Family Attached	Not Available	2000s	0.415206	0	0.584794	0	156.2	646888	0.000913387
Yes	Not Available	Single-Family Attached	Not Available	2010s	0.411538	0	0.588462	0	95.5634	333290	0.000288365
Yes	Not Available	Single-Family Attached	Not Available	<1940	0.402278	0	0.597722	0	95.0783	367370	0.000904927
Yes	Not Available	Single-Family Attached	Owner	1940s	0	0	0	1	37.5471	54772.9	0
Yes	Not Available	Single-Family Attached	Owner	1950s	0	0	0	1	13.6013	67574.9	0
Yes	Not Available	Single-Family Attached	Owner	1960s	0	0	0	1	21.6471	101826	0
Yes	Not Available	Single-Family Attached	Owner	1970s	0	0	0	1	41.1869	173518	0
Yes	Not Available	Single-Family Attached	Owner	1980s	0	0	0	1	55.5544	226323	0
Yes	Not Available	Single-Family Attached	Owner	1990s	0	0	0	1	42.911	196262	0
Yes	Not Available	Single-Family Attached	Owner	2000s	0	0	0	1	61.6846	249242	0
Yes	Not Available	Single-Family Attached	Owner	2010s	0	0	0	1	37.7387	128415	0
Yes	Not Available	Single-Family Attached	Owner	<1940	0	0	0	1	37.5471	141546	0
Yes	Not Available	Single-Family Attached	Renter	1940s	0	0	0	1	13.1188	20449.8	0
Yes	Not Available	Single-Family Attached	Renter	1950s	0	0	0	1	4.75221	25229.6	0
Yes	Not Available	Single-Family Attached	Renter	1960s	0	0	0	1	7.56338	38017.6	0
Yes	Not Available	Single-Family Attached	Renter	1970s	0	0	0	1	14.3905	64784.4	0
Yes	Not Available	Single-Family Attached	Renter	1980s	0	0	0	1	19.4104	84499.3	0
Yes	Not Available	Single-Family Attached	Renter	1990s	0	0	0	1	14.9929	73276	0
Yes	Not Available	Single-Family Attached	Renter	2000s	0	0	0	1	21.5523	93056.4	0
