Dependency=Census Division RECS	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=Geometry Foundation Type	Dependency=Geometry Stories Low Rise	Dependency=Vintage ACS	Option=1 Car	Option=2 Car	Option=3 Car	Option=None	source_count	source_weight	sampling_probability
New England	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	1	1960-79	0	0	0	1	16	258.455	4.61196e-06
New England	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	1	1960-79	0	0	0	1	4	0	2.13783e-07
New England	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	1	1960-79	0	0	0	1	0	0	1.14323e-06
New England	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	2	1960-79	0	0	0	1	42	16092.8	0.00030828
New England	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	2	1960-79	0	0	0	1	16	258.455	2.10431e-05
New England	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	2	1960-79	0	0	0	1	4	0	9.75435e-07
New England	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	2	1960-79	0	0	0	1	0	0	5.21624e-06
New England	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	3	1960-79	0	0	0	1	42	16092.8	6.76744e-05
New England	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	3	1960-79	0	0	0	1	16	258.455	4.55306e-06
New England	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	3	1960-79	0	0	0	1	4	0	2.33801e-07
New England	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	3	1960-79	0	0	0	1	0	0	1.21358e-06
New England	Multi-Family with 2 - 4 Units	0-1499	Unheated Basement	4+	1960-79	0	0	0	1	42	16092.8	6.0089e-07
New England	Multi-Family with 2 - 4 Units	1500-2499	Unheated Basement	4+	1960-79	0	0	0	1	16	258.455	4.04272e-08
New England	Multi-Family with 2 - 4 Units	2500-3999	Unheated Basement	4+	1960-79	0	0	0	1	4	0	2.07595e-09
New England	Multi-Family with 2 - 4 Units	4000+	Unheated Basement	4+	1960-79	0	0	0	1	0	0	1.07756e-08
New England	Multi-Family with 5+ Units	0-1499	Unheated Basement	1	1960-79	0	0	0	1	58	18878.2	6.43881e-05
New England	Multi-Family with 5+ Units	1500-2499	Unheated Basement	1	1960-79	0	0	0	1	16	747.119	7.65658e-07
New England	Multi-Family with 5+ Units	2500-3999	Unheated Basement	1	1960-79	0	0	0	1	0	0	1.63541e-07
New England	Multi-Family with 5+ Units	4000+	Unheated Basement	1	1960-79	0	0	0	1	0	0	3.03816e-07
New England	Multi-Family with 5+ Units	0-1499	Unheated Basement	2	1960-79	0	0	0	1	58	18878.2	0.000329816
New England	Multi-Family with 5+ Units	1500-2499	Unheated Basement	2	1960-79	0	0	0	1	16	747.119	3.87196e-06
New England	Multi-Family with 5+ Units	2500-3999	Unheated Basement	2	1960-79	0	0	0	1	0	0	7.95716e-07
New England	Multi-Family with 5+ Units	4000+	Unheated Basement	2	1960-79	0	0	0	1	0	0	1.54484e-06
New England	Multi-Family with 5+ Units	0-1499	Unheated Basement	3	1960-79	0	0	0	1	58	18878.2	0.000274637
New England	Multi-Family with 5+ Units	1500-2499	Unheated Basement	3	1960-79	0	0	0	1	16	747.119	3.40127e-06
New England	Multi-Family with 5+ Units	2500-3999	Unheated Basement	3	1960-79	0	0	0	1	0	0	7.29309e-07
New England	Multi-Family with 5+ Units	4000+	Unheated Basement	3	1960-79	0	0	0	1	0	0	1.30394e-06
New England	Multi-Family with 5+ Units	0-1499	Unheated Basement	4+	1960-79	0	0	0	1	58	18878.2	0.000222958
New England	Multi-Family with 5+ Units	1500-2499	Unheated Basement	4+	1960-79	0	0	0	1	16	747.119	3.28203e-06
New England	Multi-Family with 5+ Units	2500-3999	Unheated Basement	4+	1960-79	0	0	0	1	0	0	8.71815e-07
New England	Multi-Family with 5+ Units	4000+	Unheated Basement	4+	1960-79	0	0	0	1	0	0	1.1423e-06
New England	Single-Family Attached	0-1499	Unheated Basement	1	1960-79	0	0	0	1	12	945.857	3.77476e-05
New England	Single-Family Attached	1500-2499	Unheated Basement	1	1960-79	0	0	0	1	10	0	7.11062e-06
New England	Single-Family Attached	2500-3999	Unheated Basement	1	1960-79	0	0	0	1	3	0	4.41142e-06
New England	Single-Family Attached	4000+	Unheated Basement	1	1960-79	0	0	0	1	0	0	1.2974e-06
New England	Single-Family Attached	0-1499	Unheated Basement	2	1960-79	0	0	0	1	12	3039.37	2.03663e-05
New England	Single-Family Attached	1500-2499	Unheated Basement	2	1960-79	0	0	0	1	10	8253.76	1.63094e-05
New England	Single-Family Attached	2500-3999	Unheated Basement	2	1960-79	0	0	0	1	3	0	2.26775e-06
New England	Single-Family Attached	4000+	Unheated Basement	2	1960-79	0	0	0	1	0	0	1.2974e-06
New England	Single-Family Attached	0-1499	Unheated Basement	3	1960-79	0	0	0	1	12	0	5.12124e-07
New England	Single-Family Attached	1500-2499	Unheated Basement	3	1960-79	0	0	0	1	10	0	6.6964e-07
New England	Single-Family Attached	2500-3999	Unheated Basement	3	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Unheated Basement	3	1960-79	0	0	0	1	0	0	1.2974e-06
New England	Single-Family Attached	0-1499	Unheated Basement	4+	1960-79	0	0	0	1	12	0	0
New England	Single-Family Attached	1500-2499	Unheated Basement	4+	1960-79	0	0	0	1	10	0	0
New England	Single-Family Attached	2500-3999	Unheated Basement	4+	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Unheated Basement	4+	1960-79	0	0	0	1	0	0	0
New England	Single-Family Detached	0-1499	Unheated Basement	1	1960-79	0.370305	0	0	0.629695	42	9208.04	0.000496192
New England	Single-Family Detached	1500-2499	Unheated Basement	1	1960-79	0.462715	0.226264	0	0.311021	21	50827.6	0.000451438
New England	Single-Family Detached	2500-3999	Unheated Basement	1	1960-79	0.319918	0.282438	0	0.397644	11	30687	0.000146336
New England	Single-Family Detached	4000+	Unheated Basement	1	1960-79	0	0.61437	0.119549	0.266082	32	1794.26	1.14314e-05
New England	Single-Family Detached	0-1499	Unheated Basement	2	1960-79	0.250509	0	0	0.749491	47	9024.06	4.95926e-05
New England	Single-Family Detached	1500-2499	Unheated Basement	2	1960-79	0.229077	0.514888	0	0.256034	30	57831.9	0.000160826
New England	Single-Family Detached	2500-3999	Unheated Basement	2	1960-79	0.0389541	0.76999	0	0.191055	15	26787.4	0.000142679
New England	Single-Family Detached	4000+	Unheated Basement	2	1960-79	0	0.61437	0.119549	0.266082	32	6248.97	2.7088e-05
New England	Single-Family Detached	0-1499	Unheated Basement	3	1960-79	0	0	0	1	91	0	4.23803e-06
New England	Single-Family Detached	1500-2499	Unheated Basement	3	1960-79	0.240096	0.33799	0	0.421914	168	7348.74	9.49335e-06
New England	Single-Family Detached	2500-3999	Unheated Basement	3	1960-79	0.141162	0.616982	0	0.241856	91	4345.56	8.22472e-06
New England	Single-Family Detached	4000+	Unheated Basement	3	1960-79	0	0.61437	0.119549	0.266082	32	2024.41	2.19383e-06
New England	Single-Family Detached	0-1499	Unheated Basement	4+	1960-79	0	0	0	1	91	0	0
New England	Single-Family Detached	1500-2499	Unheated Basement	4+	1960-79	0.240096	0.33799	0	0.421914	168	0	0
New England	Single-Family Detached	2500-3999	Unheated Basement	4+	1960-79	0.141162	0.616982	0	0.241856	91	0	0
New England	Single-Family Detached	4000+	Unheated Basement	4+	1960-79	0	0.61437	0.119549	0.266082	32	0	0
New England	Mobile Home	0-1499	Unvented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Unvented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Unvented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Unvented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Unvented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Unvented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Unvented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Unvented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Unvented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Unvented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Unvented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Unvented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Unvented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Unvented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Unvented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Unvented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	1	1960-79	0	0	0	1	42	16092.8	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	1	1960-79	0	0	0	1	16	258.455	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	1	1960-79	0	0	0	1	4	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	2	1960-79	0	0	0	1	42	16092.8	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	2	1960-79	0	0	0	1	16	258.455	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	2	1960-79	0	0	0	1	4	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	3	1960-79	0	0	0	1	42	16092.8	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	3	1960-79	0	0	0	1	16	258.455	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	3	1960-79	0	0	0	1	4	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Unvented Crawlspace	4+	1960-79	0	0	0	1	42	16092.8	0
New England	Multi-Family with 2 - 4 Units	1500-2499	Unvented Crawlspace	4+	1960-79	0	0	0	1	16	258.455	0
New England	Multi-Family with 2 - 4 Units	2500-3999	Unvented Crawlspace	4+	1960-79	0	0	0	1	4	0	0
New England	Multi-Family with 2 - 4 Units	4000+	Unvented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	1	1960-79	0	0	0	1	58	18878.2	0
New England	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	1	1960-79	0	0	0	1	16	747.119	0
New England	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	2	1960-79	0	0	0	1	58	18878.2	0
New England	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	2	1960-79	0	0	0	1	16	747.119	0
New England	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	3	1960-79	0	0	0	1	58	18878.2	0
New England	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	3	1960-79	0	0	0	1	16	747.119	0
New England	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	0-1499	Unvented Crawlspace	4+	1960-79	0	0	0	1	58	18878.2	0
New England	Multi-Family with 5+ Units	1500-2499	Unvented Crawlspace	4+	1960-79	0	0	0	1	16	747.119	0
New England	Multi-Family with 5+ Units	2500-3999	Unvented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 5+ Units	4000+	Unvented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	0-1499	Unvented Crawlspace	1	1960-79	0	0	0	1	12	0	0
New England	Single-Family Attached	1500-2499	Unvented Crawlspace	1	1960-79	0	0	0	1	10	0	0
New England	Single-Family Attached	2500-3999	Unvented Crawlspace	1	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Unvented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	0-1499	Unvented Crawlspace	2	1960-79	0	0	0	1	12	0	0
New England	Single-Family Attached	1500-2499	Unvented Crawlspace	2	1960-79	0	0	0	1	10	0	0
New England	Single-Family Attached	2500-3999	Unvented Crawlspace	2	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Unvented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	0-1499	Unvented Crawlspace	3	1960-79	0	0	0	1	12	0	0
New England	Single-Family Attached	1500-2499	Unvented Crawlspace	3	1960-79	0	0	0	1	10	0	0
New England	Single-Family Attached	2500-3999	Unvented Crawlspace	3	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Unvented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Single-Family Attached	0-1499	Unvented Crawlspace	4+	1960-79	0	0	0	1	12	0	0
New England	Single-Family Attached	1500-2499	Unvented Crawlspace	4+	1960-79	0	0	0	1	10	0	0
New England	Single-Family Attached	2500-3999	Unvented Crawlspace	4+	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Unvented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Single-Family Detached	0-1499	Unvented Crawlspace	1	1960-79	0.370305	0	0	0.629695	42	0	0
New England	Single-Family Detached	1500-2499	Unvented Crawlspace	1	1960-79	0.261111	0.215734	0	0.523155	80	8893.71	0
New England	Single-Family Detached	2500-3999	Unvented Crawlspace	1	1960-79	0.243773	0.375602	0	0.380625	33	0	0
New England	Single-Family Detached	4000+	Unvented Crawlspace	1	1960-79	0	0.61437	0.119549	0.266082	32	0	0
New England	Single-Family Detached	0-1499	Unvented Crawlspace	2	1960-79	0.250509	0	0	0.749491	47	4769.37	0
New England	Single-Family Detached	1500-2499	Unvented Crawlspace	2	1960-79	0.215163	0.502233	0	0.282604	77	8388.58	0
New England	Single-Family Detached	2500-3999	Unvented Crawlspace	2	1960-79	0.0797385	0.756484	0	0.163778	54	8167.33	0
New England	Single-Family Detached	4000+	Unvented Crawlspace	2	1960-79	0	0.61437	0.119549	0.266082	32	0	0
New England	Single-Family Detached	0-1499	Unvented Crawlspace	3	1960-79	0	0	0	1	91	0	0
New England	Single-Family Detached	1500-2499	Unvented Crawlspace	3	1960-79	0.240096	0.33799	0	0.421914	168	0	0
New England	Single-Family Detached	2500-3999	Unvented Crawlspace	3	1960-79	0.141162	0.616982	0	0.241856	91	0	0
New England	Single-Family Detached	4000+	Unvented Crawlspace	3	1960-79	0	0.61437	0.119549	0.266082	32	0	0
New England	Single-Family Detached	0-1499	Unvented Crawlspace	4+	1960-79	0	0	0	1	91	0	0
New England	Single-Family Detached	1500-2499	Unvented Crawlspace	4+	1960-79	0.240096	0.33799	0	0.421914	168	0	0
New England	Single-Family Detached	2500-3999	Unvented Crawlspace	4+	1960-79	0.141162	0.616982	0	0.241856	91	0	0
New England	Single-Family Detached	4000+	Unvented Crawlspace	4+	1960-79	0	0.61437	0.119549	0.266082	32	0	0
New England	Mobile Home	0-1499	Vented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Vented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Vented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Vented Crawlspace	1	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Vented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Vented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Vented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Vented Crawlspace	2	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Vented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Vented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Vented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Vented Crawlspace	3	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	0-1499	Vented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	1500-2499	Vented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	2500-3999	Vented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Mobile Home	4000+	Vented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	1	1960-79	0	0	0	1	42	16092.8	4.25951e-05
New England	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	1	1960-79	0	0	0	1	16	258.455	2.91166e-06
New England	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	1	1960-79	0	0	0	1	4	0	1.38872e-07
New England	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	1	1960-79	0	0	0	1	0	0	7.20527e-07
New England	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	2	1960-79	0	0	0	1	42	16092.8	0.00019435
New England	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	2	1960-79	0	0	0	1	16	258.455	1.32851e-05
New England	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	2	1960-79	0	0	0	1	4	0	6.33637e-07
New England	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	2	1960-79	0	0	0	1	0	0	3.28757e-06
New England	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	3	1960-79	0	0	0	1	42	16092.8	4.27179e-05
New England	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	3	1960-79	0	0	0	1	16	258.455	2.88086e-06
New England	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	3	1960-79	0	0	0	1	4	0	1.51876e-07
New England	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	3	1960-79	0	0	0	1	0	0	7.66334e-07
New England	Multi-Family with 2 - 4 Units	0-1499	Vented Crawlspace	4+	1960-79	0	0	0	1	42	16092.8	3.79298e-07
New England	Multi-Family with 2 - 4 Units	1500-2499	Vented Crawlspace	4+	1960-79	0	0	0	1	16	258.455	2.55795e-08
New England	Multi-Family with 2 - 4 Units	2500-3999	Vented Crawlspace	4+	1960-79	0	0	0	1	4	0	1.34852e-09
New England	Multi-Family with 2 - 4 Units	4000+	Vented Crawlspace	4+	1960-79	0	0	0	1	0	0	6.80437e-09
New England	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	1	1960-79	0	0	0	1	58	18878.2	4.08658e-05
New England	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	1	1960-79	0	0	0	1	16	747.119	4.94364e-07
New England	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	1	1960-79	0	0	0	1	0	0	1.06235e-07
New England	Multi-Family with 5+ Units	4000+	Vented Crawlspace	1	1960-79	0	0	0	1	0	0	1.94849e-07
New England	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	2	1960-79	0	0	0	1	58	18878.2	0.000209463
New England	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	2	1960-79	0	0	0	1	16	747.119	2.50056e-06
New England	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	2	1960-79	0	0	0	1	0	0	5.16893e-07
New England	Multi-Family with 5+ Units	4000+	Vented Crawlspace	2	1960-79	0	0	0	1	0	0	9.91307e-07
New England	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	3	1960-79	0	0	0	1	58	18878.2	0.000175093
New England	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	3	1960-79	0	0	0	1	16	747.119	2.19944e-06
New England	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	3	1960-79	0	0	0	1	0	0	4.73755e-07
New England	Multi-Family with 5+ Units	4000+	Vented Crawlspace	3	1960-79	0	0	0	1	0	0	8.38685e-07
New England	Multi-Family with 5+ Units	0-1499	Vented Crawlspace	4+	1960-79	0	0	0	1	58	18878.2	0.000143028
New England	Multi-Family with 5+ Units	1500-2499	Vented Crawlspace	4+	1960-79	0	0	0	1	16	747.119	2.12509e-06
New England	Multi-Family with 5+ Units	2500-3999	Vented Crawlspace	4+	1960-79	0	0	0	1	0	0	5.66327e-07
New England	Multi-Family with 5+ Units	4000+	Vented Crawlspace	4+	1960-79	0	0	0	1	0	0	7.36427e-07
New England	Single-Family Attached	0-1499	Vented Crawlspace	1	1960-79	0	0	0	1	12	0	2.41342e-05
New England	Single-Family Attached	1500-2499	Vented Crawlspace	1	1960-79	0	0	0	1	10	0	4.52493e-06
New England	Single-Family Attached	2500-3999	Vented Crawlspace	1	1960-79	0	0	0	1	3	0	2.69896e-06
New England	Single-Family Attached	4000+	Vented Crawlspace	1	1960-79	0	0	0	1	0	0	8.34022e-07
New England	Single-Family Attached	0-1499	Vented Crawlspace	2	1960-79	0	0	0	1	12	3532.34	1.30214e-05
New England	Single-Family Attached	1500-2499	Vented Crawlspace	2	1960-79	0	0	0	1	10	0	1.03787e-05
New England	Single-Family Attached	2500-3999	Vented Crawlspace	2	1960-79	0	0	0	1	3	0	1.38744e-06
New England	Single-Family Attached	4000+	Vented Crawlspace	2	1960-79	0	0	0	1	0	0	8.34022e-07
New England	Single-Family Attached	0-1499	Vented Crawlspace	3	1960-79	0	0	0	1	12	0	3.2743e-07
New England	Single-Family Attached	1500-2499	Vented Crawlspace	3	1960-79	0	0	0	1	10	0	4.26134e-07
New England	Single-Family Attached	2500-3999	Vented Crawlspace	3	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Vented Crawlspace	3	1960-79	0	0	0	1	0	0	8.34022e-07
New England	Single-Family Attached	0-1499	Vented Crawlspace	4+	1960-79	0	0	0	1	12	0	0
New England	Single-Family Attached	1500-2499	Vented Crawlspace	4+	1960-79	0	0	0	1	10	0	0
New England	Single-Family Attached	2500-3999	Vented Crawlspace	4+	1960-79	0	0	0	1	3	0	0
New England	Single-Family Attached	4000+	Vented Crawlspace	4+	1960-79	0	0	0	1	0	0	0
New England	Single-Family Detached	0-1499	Vented Crawlspace	1	1960-79	0.370305	0	0	0.629695	42	4854.55	0.000310723
New England	Single-Family Detached	1500-2499	Vented Crawlspace	1	1960-79	0.261111	0.215734	0	0.523155	80	4838.56	0.000283911
New England	Single-Family Detached	2500-3999	Vented Crawlspace	1	1960-79	0.243773	0.375602	0	0.380625	33	1944.35	9.18627e-05
New England	Single-Family Detached	4000+	Vented Crawlspace	1	1960-79	0	0.61437	0.119549	0.266082	32	0	7.28447e-06
New England	Single-Family Detached	0-1499	Vented Crawlspace	2	1960-79	0.250509	0	0	0.749491	47	3412.48	3.10557e-05
New England	Single-Family Detached	1500-2499	Vented Crawlspace	2	1960-79	0.215163	0.502233	0	0.282604	77	4216.59	0.000101144
New England	Single-Family Detached	2500-3999	Vented Crawlspace	2	1960-79	0.0797385	0.756484	0	0.163778	54	5183.95	8.95669e-05
New England	Single-Family Detached	4000+	Vented Crawlspace	2	1960-79	0	0.61437	0.119549	0.266082	32	0	1.72614e-05
New England	Single-Family Detached	0-1499	Vented Crawlspace	3	1960-79	0	0	0	1	91	0	2.65392e-06
New England	Single-Family Detached	1500-2499	Vented Crawlspace	3	1960-79	0.240096	0.33799	0	0.421914	168	2119.13	5.97041e-06
New England	Single-Family Detached	2500-3999	Vented Crawlspace	3	1960-79	0.141162	0.616982	0	0.241856	91	0	5.16309e-06
