Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Foundation Type	Dependency=Geometry Building Type	"Option=Uninsulated, Vented"	"Option=Wall R-5, Unvented"	"Option=Wall R-10, Unvented"	"Option=Ceiling R-13, Vented"	"Option=Ceiling R-19, Vented"	Option=None
CR10	1940s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR11	1940s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR02	1940s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR05	1940s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR03	1940s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR04	1940s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR06	1940s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR07	1940s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR08	1940s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR09	1940s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR10	1940s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR11	1940s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR02	1940s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR05	1940s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR03	1940s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR04	1940s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR06	1940s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR07	1940s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR08	1940s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR09	1940s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR10	1940s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR11	1940s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR02	1940s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR05	1940s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR03	1940s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR04	1940s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR06	1940s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR07	1940s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR08	1940s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR09	1940s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR10	1940s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR11	1940s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR02	2010s	Unheated Basement	Single-Family Detached	0	0	0	0	0	1
CR05	2010s	Unheated Basement	Single-Family Detached	0	0	0	0	0	1
CR03	2010s	Unheated Basement	Single-Family Detached	0	0	0	0	0	1
CR04	2010s	Unheated Basement	Single-Family Detached	0	0	0	0	0	1
CR06	2010s	Unheated Basement	Single-Family Detached	0	0	0	0	0	1
CR07	2010s	Unheated Basement	Single-Family Detached	0	0	0	0	0	1
CR08	2010s	Unheated Basement	Single-Family Detached	0	0	0	0	0	1
CR09	2010s	Unheated Basement	Single-Family Detached	0	0	0	0	0	1
CR10	2010s	Unheated Basement	Single-Family Detached	0	0	0	0	0	1
CR11	2010s	Unheated Basement	Single-Family Detached	0	0	0	0	0	1
CR02	2010s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR05	2010s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR03	2010s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR04	2010s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR06	2010s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR07	2010s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR08	2010s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR09	2010s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR10	2010s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR11	2010s	Unheated Basement	Single-Family Attached	0	0	0	0	0	1
CR02	2010s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR05	2010s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR03	2010s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR04	2010s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR06	2010s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR07	2010s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR08	2010s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR09	2010s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR10	2010s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR11	2010s	Unheated Basement	Mobile Home	0	0	0	0	0	1
CR02	2010s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR05	2010s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR03	2010s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR04	2010s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR06	2010s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR07	2010s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR08	2010s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR09	2010s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR10	2010s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR11	2010s	Unheated Basement	Multi-Family with 5+ Units	0	0	0	0	0	1
CR02	2010s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR05	2010s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR03	2010s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR04	2010s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR06	2010s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR07	2010s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR08	2010s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR09	2010s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR10	2010s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
CR11	2010s	Unheated Basement	Multi-Family with 2 - 4 Units	0	0	0	0	0	1
