Dependency=Location	Dependency=Geometry Building Type ACS	Dependency=Vintage ACS	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
OH_Youngstown.Rgnl.AP.725250	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	8.133014
OK_Oklahoma.City-Will.Rogers.World.AP.723530	50 or more Unit	1940-59s	0.429275	0.190242	0.190242	0.190242	113.265141
OK_Oklahoma.City-Will.Rogers.World.AP.723530	50 or more Unit	1960-79s	0.473936	0.175355	0.175355	0.175355	1610.816823
OK_Oklahoma.City-Will.Rogers.World.AP.723530	50 or more Unit	1980-99s	0.400537	0.199821	0.199821	0.199821	3016.257918
OK_Oklahoma.City-Will.Rogers.World.AP.723530	50 or more Unit	2000-09s	0.265674	0.244775	0.244775	0.244775	445.017193
OK_Oklahoma.City-Will.Rogers.World.AP.723530	50 or more Unit	<1940	0.283418	0.238861	0.238861	0.238861	24.242621
OK_Oklahoma.City-Will.Rogers.World.AP.723530	50 or more Unit	2010s	0.253812	0.248729	0.248729	0.248729	146.603036
OK_Tulsa.Intl.AP.723560	50 or more Unit	1940-59s	0.335790	0.221403	0.221403	0.221403	93.004112
OK_Tulsa.Intl.AP.723560	50 or more Unit	1960-79s	0.737889	0.087370	0.087370	0.087370	1515.760039
OK_Tulsa.Intl.AP.723560	50 or more Unit	1980-99s	0.659127	0.113624	0.113624	0.113624	2003.114817
OK_Tulsa.Intl.AP.723560	50 or more Unit	2000-09s	0.492697	0.169101	0.169101	0.169101	278.361268
OK_Tulsa.Intl.AP.723560	50 or more Unit	<1940	0.378845	0.207052	0.207052	0.207052	21.788042
OK_Tulsa.Intl.AP.723560	50 or more Unit	2010s	0.410505	0.196498	0.196498	0.196498	55.480502
OR_Astoria.Rgnl.AP.727910	50 or more Unit	1940-59s	0.625194	0.124935	0.124935	0.124935	7.316694
OR_Astoria.Rgnl.AP.727910	50 or more Unit	1960-79s	0.957266	0.014245	0.014245	0.014245	36.336624
OR_Astoria.Rgnl.AP.727910	50 or more Unit	1980-99s	0.971918	0.026684	0.000699	0.000699	77.583343
OR_Astoria.Rgnl.AP.727910	50 or more Unit	2000-09s	0.729791	0.090070	0.090070	0.090070	13.898872
OR_Astoria.Rgnl.AP.727910	50 or more Unit	<1940	0.834873	0.055042	0.055042	0.055042	3.345434
OR_Astoria.Rgnl.AP.727910	50 or more Unit	2010s	0.484630	0.171790	0.171790	0.171790	4.042355
OR_Burns.Muni.AP.726830	50 or more Unit	1940-59s	0.371971	0.336281	0.166288	0.125461	0.000000
OR_Burns.Muni.AP.726830	50 or more Unit	1960-79s	0.969526	0.010158	0.010158	0.010158	10.728239
OR_Burns.Muni.AP.726830	50 or more Unit	1980-99s	0.941906	0.046615	0.005739	0.005739	7.091711
OR_Burns.Muni.AP.726830	50 or more Unit	2000-09s	0.593801	0.075022	0.075022	0.256156	5.082246
OR_Burns.Muni.AP.726830	50 or more Unit	<1940	0.371971	0.336281	0.166288	0.125461	0.000000
OR_Burns.Muni.AP.726830	50 or more Unit	2010s	0.292024	0.235992	0.235992	0.235992	0.031563
OR_Eugene-Mahlon.Sweet.AP.726930	50 or more Unit	1940-59s	0.570641	0.143120	0.143120	0.143120	47.076155
OR_Eugene-Mahlon.Sweet.AP.726930	50 or more Unit	1960-79s	0.476136	0.174621	0.174621	0.174621	604.567208
OR_Eugene-Mahlon.Sweet.AP.726930	50 or more Unit	1980-99s	0.391804	0.202815	0.202690	0.202690	991.946000
OR_Eugene-Mahlon.Sweet.AP.726930	50 or more Unit	2000-09s	0.305751	0.229459	0.229459	0.235331	150.371174
OR_Eugene-Mahlon.Sweet.AP.726930	50 or more Unit	<1940	0.250000	0.250000	0.250000	0.250000	6.216442
OR_Eugene-Mahlon.Sweet.AP.726930	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	47.475314
OR_Medford-Rogue.Valley.Intl.AP.725970	50 or more Unit	1940-59s	0.681953	0.106016	0.106016	0.106016	38.257828
OR_Medford-Rogue.Valley.Intl.AP.725970	50 or more Unit	1960-79s	0.964678	0.011901	0.011710	0.011710	327.192886
OR_Medford-Rogue.Valley.Intl.AP.725970	50 or more Unit	1980-99s	0.911895	0.037959	0.025073	0.025073	876.990882
OR_Medford-Rogue.Valley.Intl.AP.725970	50 or more Unit	2000-09s	0.852318	0.040733	0.040445	0.066503	138.447686
OR_Medford-Rogue.Valley.Intl.AP.725970	50 or more Unit	<1940	0.794196	0.068601	0.068601	0.068601	6.512918
OR_Medford-Rogue.Valley.Intl.AP.725970	50 or more Unit	2010s	0.737935	0.087355	0.087355	0.087355	2.539547
OR_North.Bend.Muni.AP.726917	50 or more Unit	1940-59s	0.682560	0.105813	0.105813	0.105813	31.528113
OR_North.Bend.Muni.AP.726917	50 or more Unit	1960-79s	0.617852	0.127383	0.127383	0.127383	221.658239
OR_North.Bend.Muni.AP.726917	50 or more Unit	1980-99s	0.874992	0.046059	0.039474	0.039474	386.111783
OR_North.Bend.Muni.AP.726917	50 or more Unit	2000-09s	0.555858	0.148041	0.148041	0.148060	50.567590
OR_North.Bend.Muni.AP.726917	50 or more Unit	<1940	0.332877	0.222374	0.222374	0.222374	15.058444
OR_North.Bend.Muni.AP.726917	50 or more Unit	2010s	0.292333	0.235889	0.235889	0.235889	21.768715
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	50 or more Unit	1940-59s	0.812541	0.062486	0.062486	0.062486	26.931616
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	50 or more Unit	1960-79s	0.966074	0.011311	0.011308	0.011308	407.626584
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	50 or more Unit	1980-99s	0.947793	0.031860	0.010174	0.010174	627.966176
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	50 or more Unit	2000-09s	0.883523	0.035713	0.035713	0.045052	167.449717
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	50 or more Unit	<1940	0.544358	0.151881	0.151881	0.151881	8.341806
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	50 or more Unit	2010s	0.525108	0.158297	0.158297	0.158297	22.384023
OR_Portland.Intl.AP.726980	50 or more Unit	1940-59s	0.283545	0.238818	0.238818	0.238818	340.931171
OR_Portland.Intl.AP.726980	50 or more Unit	1960-79s	0.512936	0.162392	0.162336	0.162336	4590.202560
OR_Portland.Intl.AP.726980	50 or more Unit	1980-99s	0.562766	0.145958	0.145638	0.145638	12042.475440
OR_Portland.Intl.AP.726980	50 or more Unit	2000-09s	0.511712	0.204324	0.141980	0.141984	2713.822898
OR_Portland.Intl.AP.726980	50 or more Unit	<1940	0.255310	0.248230	0.248230	0.248230	235.707395
OR_Portland.Intl.AP.726980	50 or more Unit	2010s	0.347216	0.217595	0.217595	0.217595	353.209038
OR_Redmond-Roberts.Field.726835	50 or more Unit	1940-59s	0.461287	0.179571	0.179571	0.179571	12.482078
OR_Redmond-Roberts.Field.726835	50 or more Unit	1960-79s	0.985652	0.004783	0.004783	0.004783	72.948062
OR_Redmond-Roberts.Field.726835	50 or more Unit	1980-99s	0.887012	0.084041	0.014473	0.014473	325.085482
OR_Redmond-Roberts.Field.726835	50 or more Unit	2000-09s	0.832859	0.071170	0.035977	0.059994	139.647122
OR_Redmond-Roberts.Field.726835	50 or more Unit	<1940	0.987645	0.004118	0.004118	0.004118	0.763458
OR_Redmond-Roberts.Field.726835	50 or more Unit	2010s	0.308832	0.230389	0.230389	0.230389	7.404648
OR_Salem-McNary.Field.726940	50 or more Unit	1940-59s	0.479298	0.173567	0.173567	0.173567	54.552206
OR_Salem-McNary.Field.726940	50 or more Unit	1960-79s	0.851228	0.051251	0.048761	0.048761	986.422186
OR_Salem-McNary.Field.726940	50 or more Unit	1980-99s	0.914465	0.039221	0.023157	0.023157	2145.658479
OR_Salem-McNary.Field.726940	50 or more Unit	2000-09s	0.791406	0.071227	0.062895	0.074472	299.435341
OR_Salem-McNary.Field.726940	50 or more Unit	<1940	0.841684	0.052772	0.052772	0.052772	17.438397
OR_Salem-McNary.Field.726940	50 or more Unit	2010s	0.468660	0.177113	0.177113	0.177113	28.819372
PA_Allentown-Lehigh.Valley.Intl.AP.725170	50 or more Unit	1940-59s	0.410263	0.218132	0.183701	0.187904	284.970044
PA_Allentown-Lehigh.Valley.Intl.AP.725170	50 or more Unit	1960-79s	0.767441	0.078802	0.076351	0.077406	2998.193703
PA_Allentown-Lehigh.Valley.Intl.AP.725170	50 or more Unit	1980-99s	0.551692	0.160368	0.144133	0.143807	3686.553030
PA_Allentown-Lehigh.Valley.Intl.AP.725170	50 or more Unit	2000-09s	0.428363	0.189641	0.186991	0.195004	728.109325
PA_Allentown-Lehigh.Valley.Intl.AP.725170	50 or more Unit	<1940	0.454387	0.183325	0.180382	0.181905	88.056278
PA_Allentown-Lehigh.Valley.Intl.AP.725170	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	41.477173
PA_Bradford.Rgnl.AP.725266	50 or more Unit	1940-59s	0.420206	0.193265	0.193265	0.193265	36.324065
PA_Bradford.Rgnl.AP.725266	50 or more Unit	1960-79s	0.904646	0.031785	0.031785	0.031785	367.337002
PA_Bradford.Rgnl.AP.725266	50 or more Unit	1980-99s	0.754740	0.107892	0.068684	0.068684	289.719460
PA_Bradford.Rgnl.AP.725266	50 or more Unit	2000-09s	0.341804	0.224328	0.216934	0.216934	29.707458
PA_Bradford.Rgnl.AP.725266	50 or more Unit	<1940	0.489251	0.170250	0.170250	0.170250	35.258885
PA_Bradford.Rgnl.AP.725266	50 or more Unit	2010s	0.371971	0.336281	0.166288	0.125461	0.000000
PA_Erie.Intl.AP.725260	50 or more Unit	1940-59s	0.263815	0.245395	0.245395	0.245395	51.232917
PA_Erie.Intl.AP.725260	50 or more Unit	1960-79s	0.521289	0.160074	0.159381	0.159256	531.579134
PA_Erie.Intl.AP.725260	50 or more Unit	1980-99s	0.427845	0.193230	0.188014	0.190911	713.780651
PA_Erie.Intl.AP.725260	50 or more Unit	2000-09s	0.373369	0.208877	0.208877	0.208877	34.429404
PA_Erie.Intl.AP.725260	50 or more Unit	<1940	0.277114	0.240962	0.240962	0.240962	49.043819
PA_Erie.Intl.AP.725260	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	14.789851
PA_Harrisburg-Capital.City.AP.725118	50 or more Unit	1940-59s	0.396767	0.201117	0.201058	0.201058	194.261371
PA_Harrisburg-Capital.City.AP.725118	50 or more Unit	1960-79s	0.720455	0.093452	0.093046	0.093046	1476.311963
PA_Harrisburg-Capital.City.AP.725118	50 or more Unit	1980-99s	0.607817	0.141130	0.125527	0.125527	2931.547233
PA_Harrisburg-Capital.City.AP.725118	50 or more Unit	2000-09s	0.566066	0.163309	0.135313	0.135313	369.542226
PA_Harrisburg-Capital.City.AP.725118	50 or more Unit	<1940	0.398863	0.200379	0.200379	0.200379	116.323843
PA_Harrisburg-Capital.City.AP.725118	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	40.372780
PA_Philadelphia.Intl.AP.724080	50 or more Unit	1940-59s	0.506389	0.191476	0.150220	0.151915	2084.936293
PA_Philadelphia.Intl.AP.724080	50 or more Unit	1960-79s	0.783910	0.081244	0.069881	0.064965	11841.689490
PA_Philadelphia.Intl.AP.724080	50 or more Unit	1980-99s	0.620590	0.156583	0.111061	0.111766	12596.576210
PA_Philadelphia.Intl.AP.724080	50 or more Unit	2000-09s	0.440132	0.188466	0.185674	0.185728	2170.444339
PA_Philadelphia.Intl.AP.724080	50 or more Unit	<1940	0.606805	0.186037	0.103579	0.103579	727.979772
PA_Philadelphia.Intl.AP.724080	50 or more Unit	2010s	0.280251	0.239918	0.239916	0.239916	351.785011
PA_Pittsburgh.Intl.AP.725200	50 or more Unit	1940-59s	0.355678	0.214774	0.214774	0.214774	729.869905
PA_Pittsburgh.Intl.AP.725200	50 or more Unit	1960-79s	0.700774	0.099913	0.099665	0.099648	5849.683083
PA_Pittsburgh.Intl.AP.725200	50 or more Unit	1980-99s	0.428572	0.261919	0.152530	0.156978	6386.862087
PA_Pittsburgh.Intl.AP.725200	50 or more Unit	2000-09s	0.345043	0.222898	0.216029	0.216029	813.361287
PA_Pittsburgh.Intl.AP.725200	50 or more Unit	<1940	0.406622	0.197872	0.197753	0.197753	264.870100
PA_Pittsburgh.Intl.AP.725200	50 or more Unit	2010s	0.263642	0.245501	0.245429	0.245429	92.503468
PA_Wilkes-Barre-Scranton.Intl.AP.725130	50 or more Unit	1940-59s	0.437304	0.187565	0.187565	0.187565	70.249194
PA_Wilkes-Barre-Scranton.Intl.AP.725130	50 or more Unit	1960-79s	0.884888	0.038395	0.038247	0.038470	1223.005416
PA_Wilkes-Barre-Scranton.Intl.AP.725130	50 or more Unit	1980-99s	0.766820	0.091485	0.070868	0.070827	944.062886
PA_Wilkes-Barre-Scranton.Intl.AP.725130	50 or more Unit	2000-09s	0.653916	0.119227	0.105412	0.121445	96.529347
PA_Wilkes-Barre-Scranton.Intl.AP.725130	50 or more Unit	<1940	0.433555	0.188815	0.188815	0.188815	38.427534
PA_Wilkes-Barre-Scranton.Intl.AP.725130	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	7.593862
PA_Williamsport.Rgnl.AP.725140	50 or more Unit	1940-59s	0.528160	0.157280	0.157280	0.157280	57.062224
PA_Williamsport.Rgnl.AP.725140	50 or more Unit	1960-79s	0.889841	0.036720	0.036720	0.036720	957.923248
PA_Williamsport.Rgnl.AP.725140	50 or more Unit	1980-99s	0.887804	0.051251	0.030472	0.030472	1068.708342
PA_Williamsport.Rgnl.AP.725140	50 or more Unit	2000-09s	0.718580	0.113236	0.084092	0.084092	50.973796
PA_Williamsport.Rgnl.AP.725140	50 or more Unit	<1940	0.390305	0.203232	0.203232	0.203232	13.106441
PA_Williamsport.Rgnl.AP.725140	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	7.582396
RI_Providence-T.F.Green.State.AP.725070	50 or more Unit	1940-59s	0.441119	0.187708	0.185586	0.185586	417.945476
RI_Providence-T.F.Green.State.AP.725070	50 or more Unit	1960-79s	0.633314	0.121912	0.121750	0.123024	3388.561113
RI_Providence-T.F.Green.State.AP.725070	50 or more Unit	1980-99s	0.442671	0.186173	0.185578	0.185578	4572.961465
RI_Providence-T.F.Green.State.AP.725070	50 or more Unit	2000-09s	0.268088	0.236904	0.236904	0.258103	518.497101
RI_Providence-T.F.Green.State.AP.725070	50 or more Unit	<1940	0.271501	0.243031	0.242641	0.242826	343.805573
RI_Providence-T.F.Green.State.AP.725070	50 or more Unit	2010s	0.281703	0.239432	0.239432	0.239432	46.000615
SC_Charleston.Intl.AP.722080	50 or more Unit	1940-59s	0.250239	0.249920	0.249920	0.249920	27.972588
SC_Charleston.Intl.AP.722080	50 or more Unit	1960-79s	0.313943	0.229979	0.228402	0.227675	341.863898
SC_Charleston.Intl.AP.722080	50 or more Unit	1980-99s	0.329683	0.227580	0.220886	0.221851	741.484571
SC_Charleston.Intl.AP.722080	50 or more Unit	2000-09s	0.325265	0.228499	0.223118	0.223118	178.222576
SC_Charleston.Intl.AP.722080	50 or more Unit	<1940	0.301349	0.232920	0.232866	0.232866	10.439115
SC_Charleston.Intl.AP.722080	50 or more Unit	2010s	0.263332	0.246058	0.245305	0.245305	67.865031
SC_Columbia.Metro.AP.723100	50 or more Unit	1940-59s	0.335260	0.221580	0.221580	0.221580	57.191087
SC_Columbia.Metro.AP.723100	50 or more Unit	1960-79s	0.522511	0.159362	0.159064	0.159064	650.603866
SC_Columbia.Metro.AP.723100	50 or more Unit	1980-99s	0.440328	0.185574	0.175230	0.198868	1593.027501
SC_Columbia.Metro.AP.723100	50 or more Unit	2000-09s	0.325752	0.231173	0.221538	0.221538	313.906600
SC_Columbia.Metro.AP.723100	50 or more Unit	<1940	0.325830	0.225139	0.224515	0.224515	19.659861
SC_Columbia.Metro.AP.723100	50 or more Unit	2010s	0.250058	0.250012	0.249965	0.249965	59.011425
SC_Greer.Greenville-Spartanburg.AP.723120	50 or more Unit	1940-59s	0.273744	0.242085	0.242085	0.242085	67.979564
SC_Greer.Greenville-Spartanburg.AP.723120	50 or more Unit	1960-79s	0.610723	0.129821	0.129729	0.129727	440.337650
SC_Greer.Greenville-Spartanburg.AP.723120	50 or more Unit	1980-99s	0.344384	0.218444	0.213688	0.223484	1585.659725
SC_Greer.Greenville-Spartanburg.AP.723120	50 or more Unit	2000-09s	0.300872	0.234771	0.232179	0.232179	263.041085
SC_Greer.Greenville-Spartanburg.AP.723120	50 or more Unit	<1940	0.295215	0.235175	0.234805	0.234805	26.264661
SC_Greer.Greenville-Spartanburg.AP.723120	50 or more Unit	2010s	0.251544	0.249498	0.249479	0.249479	45.846507
SD_Huron.Rgnl.AP.726540	50 or more Unit	1940-59s	0.452628	0.182457	0.182457	0.182457	5.957961
SD_Huron.Rgnl.AP.726540	50 or more Unit	1960-79s	0.881370	0.039543	0.039543	0.039543	167.151274
SD_Huron.Rgnl.AP.726540	50 or more Unit	1980-99s	0.956560	0.014480	0.014480	0.014480	118.969207
SD_Huron.Rgnl.AP.726540	50 or more Unit	2000-09s	0.666879	0.111040	0.111040	0.111040	9.539199
SD_Huron.Rgnl.AP.726540	50 or more Unit	<1940	0.250432	0.249856	0.249856	0.249856	8.388711
SD_Huron.Rgnl.AP.726540	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	11.453199
SD_Pierre.Muni.AP.726686	50 or more Unit	1940-59s	0.327450	0.224183	0.224183	0.224183	7.986691
SD_Pierre.Muni.AP.726686	50 or more Unit	1960-79s	0.751728	0.082757	0.082757	0.082757	22.252728
SD_Pierre.Muni.AP.726686	50 or more Unit	1980-99s	0.767714	0.077429	0.077429	0.077429	103.285140
SD_Pierre.Muni.AP.726686	50 or more Unit	2000-09s	0.640547	0.129870	0.114792	0.114792	11.815077
SD_Pierre.Muni.AP.726686	50 or more Unit	<1940	0.250000	0.250000	0.250000	0.250000	0.015987
SD_Pierre.Muni.AP.726686	50 or more Unit	2010s	0.371971	0.336281	0.166288	0.125461	0.000000
SD_Rapid.City.Rgnl.AP.726620	50 or more Unit	1940-59s	0.258566	0.247145	0.247145	0.247145	10.527954
SD_Rapid.City.Rgnl.AP.726620	50 or more Unit	1960-79s	0.711300	0.096233	0.096233	0.096233	123.485203
SD_Rapid.City.Rgnl.AP.726620	50 or more Unit	1980-99s	0.713255	0.095582	0.095582	0.095582	299.491463
SD_Rapid.City.Rgnl.AP.726620	50 or more Unit	2000-09s	0.817890	0.060703	0.060703	0.060703	74.334048
SD_Rapid.City.Rgnl.AP.726620	50 or more Unit	<1940	0.252988	0.249004	0.249004	0.249004	2.831048
SD_Rapid.City.Rgnl.AP.726620	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	2.189204
SD_Sioux.Falls-Foss.Field.726510	50 or more Unit	1940-59s	0.280182	0.239939	0.239939	0.239939	15.933170
SD_Sioux.Falls-Foss.Field.726510	50 or more Unit	1960-79s	0.857912	0.047363	0.047363	0.047363	448.390809
SD_Sioux.Falls-Foss.Field.726510	50 or more Unit	1980-99s	0.808679	0.063774	0.063774	0.063774	946.642891
SD_Sioux.Falls-Foss.Field.726510	50 or more Unit	2000-09s	0.848679	0.050440	0.050440	0.050440	266.106292
SD_Sioux.Falls-Foss.Field.726510	50 or more Unit	<1940	0.273437	0.242188	0.242188	0.242188	9.585234
SD_Sioux.Falls-Foss.Field.726510	50 or more Unit	2010s	0.250000	0.250000	0.250000	0.250000	50.146856
TN_Bristol-TriCities.Rgnl.AP.723183	50 or more Unit	1940-59s	0.304371	0.231876	0.231876	0.231876	27.433375
TN_Bristol-TriCities.Rgnl.AP.723183	50 or more Unit	1960-79s	0.707891	0.097714	0.097205	0.097191	528.576925
TN_Bristol-TriCities.Rgnl.AP.723183	50 or more Unit	1980-99s	0.533810	0.148932	0.144609	0.172649	854.838712
TN_Bristol-TriCities.Rgnl.AP.723183	50 or more Unit	2000-09s	0.462060	0.197605	0.170167	0.170167	71.645172
TN_Bristol-TriCities.Rgnl.AP.723183	50 or more Unit	<1940	0.533450	0.156217	0.155166	0.155166	15.284687
TN_Bristol-TriCities.Rgnl.AP.723183	50 or more Unit	2010s	0.356596	0.224145	0.209630	0.209630	2.163405
TN_Chattanooga-Lovell.Field.AP.723240	50 or more Unit	1940-59s	0.422806	0.192398	0.192398	0.192398	61.213904
TN_Chattanooga-Lovell.Field.AP.723240	50 or more Unit	1960-79s	0.418559	0.196132	0.192847	0.192461	750.767986
TN_Chattanooga-Lovell.Field.AP.723240	50 or more Unit	1980-99s	0.473391	0.176537	0.167207	0.182866	1188.824639
TN_Chattanooga-Lovell.Field.AP.723240	50 or more Unit	2000-09s	0.524011	0.172779	0.151605	0.151605	210.532481
TN_Chattanooga-Lovell.Field.AP.723240	50 or more Unit	<1940	0.413640	0.198166	0.194097	0.194097	24.769858
TN_Chattanooga-Lovell.Field.AP.723240	50 or more Unit	2010s	0.390916	0.211014	0.199035	0.199035	35.105831
TN_Knoxville-McGhee.Tyson.AP.723260	50 or more Unit	1940-59s	0.596096	0.134635	0.134635	0.134635	86.590512
TN_Knoxville-McGhee.Tyson.AP.723260	50 or more Unit	1960-79s	0.315319	0.228894	0.227940	0.227847	1029.677282
TN_Knoxville-McGhee.Tyson.AP.723260	50 or more Unit	1980-99s	0.570491	0.143985	0.137257	0.148267	1554.525537
TN_Knoxville-McGhee.Tyson.AP.723260	50 or more Unit	2000-09s	0.299114	0.238485	0.231200	0.231200	126.168781
TN_Knoxville-McGhee.Tyson.AP.723260	50 or more Unit	<1940	0.271844	0.242968	0.242594	0.242594	13.886847
TN_Knoxville-McGhee.Tyson.AP.723260	50 or more Unit	2010s	0.277251	0.243666	0.239541	0.239541	60.923992
TN_Memphis.Intl.AP.723340	50 or more Unit	1940-59s	0.469672	0.176776	0.176776	0.176776	241.232721
TN_Memphis.Intl.AP.723340	50 or more Unit	1960-79s	0.431188	0.315111	0.126930	0.126770	1689.461220
TN_Memphis.Intl.AP.723340	50 or more Unit	1980-99s	0.553376	0.145829	0.144340	0.156455	2950.880102
TN_Memphis.Intl.AP.723340	50 or more Unit	2000-09s	0.355471	0.219716	0.212406	0.212406	495.890618
TN_Memphis.Intl.AP.723340	50 or more Unit	<1940	0.291271	0.236768	0.235981	0.235981	73.126635
TN_Memphis.Intl.AP.723340	50 or more Unit	2010s	0.279986	0.240754	0.239630	0.239630	113.671424
TN_Nashville.Intl.AP.723270	50 or more Unit	1940-59s	0.545985	0.151338	0.151338	0.151338	168.281838
TN_Nashville.Intl.AP.723270	50 or more Unit	1960-79s	0.585287	0.138326	0.138194	0.138194	2006.031516
TN_Nashville.Intl.AP.723270	50 or more Unit	1980-99s	0.555801	0.145532	0.143614	0.155053	3946.080424
TN_Nashville.Intl.AP.723270	50 or more Unit	2000-09s	0.457434	0.186175	0.178196	0.178196	784.563874
TN_Nashville.Intl.AP.723270	50 or more Unit	<1940	0.280042	0.240534	0.239712	0.239712	43.160802
TN_Nashville.Intl.AP.723270	50 or more Unit	2010s	0.256620	0.248555	0.247413	0.247413	234.218484
TX_Abilene.Rgnl.AP.722660	50 or more Unit	1940-59s	0.542829	0.152390	0.152390	0.152390	7.127721
TX_Abilene.Rgnl.AP.722660	50 or more Unit	1960-79s	0.798730	0.067090	0.067090	0.067090	103.526029
TX_Abilene.Rgnl.AP.722660	50 or more Unit	1980-99s	0.689465	0.103512	0.103512	0.103512	399.954548
TX_Abilene.Rgnl.AP.722660	50 or more Unit	2000-09s	0.560350	0.146550	0.146550	0.146550	59.135020
TX_Abilene.Rgnl.AP.722660	50 or more Unit	<1940	0.282467	0.239178	0.239178	0.239178	8.808256
TX_Abilene.Rgnl.AP.722660	50 or more Unit	2010s	0.549926	0.150025	0.150025	0.150025	7.707524
TX_Amarillo.Intl.AP.723630	50 or more Unit	1940-59s	0.319447	0.226851	0.226851	0.226851	29.149863
TX_Amarillo.Intl.AP.723630	50 or more Unit	1960-79s	0.735176	0.088275	0.088275	0.088275	353.522469
TX_Amarillo.Intl.AP.723630	50 or more Unit	1980-99s	0.693689	0.102104	0.102104	0.102104	800.297029
TX_Amarillo.Intl.AP.723630	50 or more Unit	2000-09s	0.565071	0.144976	0.144976	0.144976	93.614816
TX_Amarillo.Intl.AP.723630	50 or more Unit	<1940	0.346091	0.217970	0.217970	0.217970	9.546855
TX_Amarillo.Intl.AP.723630	50 or more Unit	2010s	0.295939	0.234687	0.234687	0.234687	25.273274
TX_Austin-Mueller.Muni.AP.722540	50 or more Unit	1940-59s	0.251771	0.249410	0.249410	0.249410	131.188817
TX_Austin-Mueller.Muni.AP.722540	50 or more Unit	1960-79s	0.447505	0.184165	0.184165	0.184165	3065.173305
TX_Austin-Mueller.Muni.AP.722540	50 or more Unit	1980-99s	0.382747	0.205751	0.205751	0.205751	9110.014033
TX_Austin-Mueller.Muni.AP.722540	50 or more Unit	2000-09s	0.550125	0.213082	0.118396	0.118396	3155.098282
