Dependency=Geometry Building Type RECS	Dependency=Geometry Story Bin	Dependency=State	Dependency=Vintage ACS	Option=Brick	Option=Concrete	Option=Steel Frame	Option=Wood Frame	Option=Void	source_count	source_weight	fallback_count	fallback_weight
Single-Family Detached	8+	NE	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NE	1940-59	0.0436046	0.00120784	1.75049e-05	0.95517	0	57127	57127	57127	57127
Single-Family Detached	8+	NE	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NE	1960-79	0.0191692	0.000885075	0.000246477	0.979699	0	89258	89258	89258	89258
Single-Family Detached	8+	NE	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NE	1980-99	0.0141882	0.00124213	0.00073478	0.983835	0	57160	57160	57160	57160
Single-Family Detached	8+	NE	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NE	2000-09	0.00850173	0.000387617	0.000103365	0.991007	0	38698	38698	38698	38698
Single-Family Detached	8+	NE	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NE	2010s	0.00433484	0.00173394	4.81649e-05	0.993883	0	20762	20762	20762	20762
Single-Family Detached	8+	NE	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NE	<1940	0.0258661	0.000369276	3.35706e-05	0.973731	0	119152	119152	119152	119152
Mobile Home	8+	NH	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NH	1940-59	0	0	0	1	0	24	24	24	24
Mobile Home	8+	NH	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NH	1960-79	0	0	0.00681044	0.99319	0	881	881	881	881
Mobile Home	8+	NH	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NH	1980-99	0	0	0.00496278	0.995037	0	806	806	806	806
Mobile Home	8+	NH	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NH	2000-09	0	0	0.0106007	0.989399	0	283	283	283	283
Mobile Home	8+	NH	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NH	2010s	0	0	0.00581395	0.994186	0	172	172	172	172
Mobile Home	8+	NH	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NH	<1940	0.4	0.266667	0	0.333333	0	0	0	30	30
Multi-Family with 2 - 4 Units	8+	NH	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NH	1940-59	0	0	0	1	0	58	58	58	58
Multi-Family with 2 - 4 Units	8+	NH	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NH	1960-79	0.00184502	0	0	0.998155	0	1084	1084	1084	1084
Multi-Family with 2 - 4 Units	8+	NH	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NH	1980-99	0	0	0.000429369	0.999571	0	4658	4658	4658	4658
Multi-Family with 2 - 4 Units	8+	NH	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NH	2000-09	0	0	0	1	0	970	970	970	970
Multi-Family with 2 - 4 Units	8+	NH	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NH	2010s	0.00195695	0	0	0.998043	0	511	511	511	511
Multi-Family with 2 - 4 Units	8+	NH	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NH	<1940	0.00510204	0.00255102	0.00255102	0.989796	0	784	784	784	784
Multi-Family with 5+ Units	8+	NH	1940-59	0	0	1	0	0	0	0	6	6
Multi-Family with 5+ Units	<8	NH	1940-59	0.0517241	0.0172414	0.0172414	0.913793	0	58	58	58	58
Multi-Family with 5+ Units	8+	NH	1960-79	0	0	1	0	0	0	0	67	67
Multi-Family with 5+ Units	<8	NH	1960-79	0.0378788	0.0126263	0.00757576	0.941919	0	396	396	396	396
Multi-Family with 5+ Units	8+	NH	1980-99	0	0	1	0	0	1	1	20	20
Multi-Family with 5+ Units	<8	NH	1980-99	0.0173461	0.000867303	0.0104076	0.971379	0	1153	1153	1153	1153
Multi-Family with 5+ Units	8+	NH	2000-09	0	0	1	0	0	1	1	12	12
Multi-Family with 5+ Units	<8	NH	2000-09	0.00961538	0	0.00961538	0.980769	0	104	104	104	104
Multi-Family with 5+ Units	8+	NH	2010s	0	0	1	0	0	0	0	4	4
Multi-Family with 5+ Units	<8	NH	2010s	0	0	0.0322581	0.967742	0	31	31	31	31
Multi-Family with 5+ Units	8+	NH	<1940	0	0	1	0	0	2	2	21	21
Multi-Family with 5+ Units	<8	NH	<1940	0.0261067	0.0102157	0.00908059	0.954597	0	881	881	881	881
Single-Family Attached	8+	NH	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NH	1940-59	0	0.00444444	0	0.995556	0	225	225	225	225
Single-Family Attached	8+	NH	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NH	1960-79	0	0	0	1	0	379	379	379	379
Single-Family Attached	8+	NH	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NH	1980-99	0	0	0.003003	0.996997	0	333	333	333	333
Single-Family Attached	8+	NH	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NH	2000-09	0	0	0	1	0	56	56	56	56
Single-Family Attached	8+	NH	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NH	2010s	0	0	0	1	0	26	26	26	26
Single-Family Attached	8+	NH	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NH	<1940	0.000963855	0.0053012	0	0.993735	0	2075	2075	2075	2075
Single-Family Detached	8+	NH	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NH	1940-59	0.000491079	0.000654772	0.000491079	0.998363	0	6109	6109	6109	6109
Single-Family Detached	8+	NH	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NH	1960-79	0.000116795	0.000116795	0.000408783	0.999358	0	17124	17124	17124	17124
Single-Family Detached	8+	NH	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NH	1980-99	0.000388651	0.000259101	0.00116595	0.998186	0	15438	15438	15438	15438
Single-Family Detached	8+	NH	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NH	2000-09	0.00203666	0.00169722	0.00135777	0.994908	0	5892	5892	5892	5892
Single-Family Detached	8+	NH	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NH	2010s	0	0.001221	0.0018315	0.996947	0	1638	1638	1638	1638
Single-Family Detached	8+	NH	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NH	<1940	0.00105597	0.000938637	0.000351989	0.997653	0	8523	8523	8523	8523
Mobile Home	8+	NJ	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NJ	1940-59	0.026455	0	0.0846561	0.888889	0	8	8	189	189
Mobile Home	8+	NJ	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NJ	1960-79	0.010084	0.000672269	0.0964706	0.892773	0	3	3	2975	2975
Mobile Home	8+	NJ	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NJ	1980-99	0.00335458	0.000335458	0.0422677	0.954042	0	4	4	2981	2981
Mobile Home	8+	NJ	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NJ	2000-09	0.00404858	0	0.0134953	0.982456	0	2	2	741	741
Mobile Home	8+	NJ	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NJ	2010s	0.111969	0	0.019305	0.868726	0	0	0	259	259
Mobile Home	8+	NJ	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NJ	<1940	0.0151515	0	0.0454545	0.939394	0	2	2	66	66
Multi-Family with 2 - 4 Units	8+	NJ	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NJ	1940-59	0.482698	0.0736169	0.00044082	0.443244	0	4537	4537	4537	4537
Multi-Family with 2 - 4 Units	8+	NJ	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NJ	1960-79	0.355981	0.137383	8.3212e-05	0.506553	0	24035	24035	24035	24035
Multi-Family with 2 - 4 Units	8+	NJ	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NJ	1980-99	0.160406	0.0556259	0.0108721	0.773096	0	34768	34768	34768	34768
Multi-Family with 2 - 4 Units	8+	NJ	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NJ	2000-09	0.331414	0.023915	0.000221435	0.644449	0	13548	13548	13548	13548
Multi-Family with 2 - 4 Units	8+	NJ	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NJ	2010s	0.259724	0.00250941	0	0.737767	0	797	797	797	797
Multi-Family with 2 - 4 Units	8+	NJ	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NJ	<1940	0.471404	0.0161888	0.00303293	0.509375	0	25388	25388	25388	25388
Multi-Family with 5+ Units	8+	NJ	1940-59	0	0	1	0	0	0	0	22	22
Multi-Family with 5+ Units	<8	NJ	1940-59	0.614737	0.0694737	0.00210526	0.313684	0	475	475	475	475
Multi-Family with 5+ Units	8+	NJ	1960-79	0	0	1	0	0	3	3	43	43
Multi-Family with 5+ Units	<8	NJ	1960-79	0.783818	0.0922882	0.0139064	0.109987	0	791	791	791	791
Multi-Family with 5+ Units	8+	NJ	1980-99	0	0	1	0	0	3	3	22	22
Multi-Family with 5+ Units	<8	NJ	1980-99	0.42161	0.059322	0.0148305	0.504237	0	472	472	472	472
Multi-Family with 5+ Units	8+	NJ	2000-09	0	0	1	0	0	144	144	144	144
Multi-Family with 5+ Units	<8	NJ	2000-09	0.528418	0.0967742	0	0.374808	0	651	651	651	651
Multi-Family with 5+ Units	8+	NJ	2010s	0	0	1	0	0	2	2	24	24
Multi-Family with 5+ Units	<8	NJ	2010s	0.396552	0.0689655	0.00862069	0.525862	0	116	116	116	116
Multi-Family with 5+ Units	8+	NJ	<1940	0	0	1	0	0	858	858	858	858
Multi-Family with 5+ Units	<8	NJ	<1940	0.570901	0.0414165	0.00107775	0.386605	0	6495	6495	6495	6495
Single-Family Attached	8+	NJ	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NJ	1940-59	0.280811	0.135725	0.00156006	0.581903	0	641	641	641	641
Single-Family Attached	8+	NJ	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NJ	1960-79	0.413462	0.0224359	0	0.564103	0	312	312	312	312
Single-Family Attached	8+	NJ	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NJ	1980-99	0.252721	0	0	0.747279	0	827	827	827	827
Single-Family Attached	8+	NJ	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NJ	2000-09	0.209581	0	0	0.790419	0	167	167	167	167
Single-Family Attached	8+	NJ	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NJ	2010s	0.543163	0.00021004	0	0.456627	0	9	9	9522	9522
Single-Family Attached	8+	NJ	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NJ	<1940	0.136889	0.0096401	0.000642674	0.852828	0	1556	1556	1556	1556
Single-Family Detached	8+	NJ	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NJ	1940-59	0.0817923	0.0280364	0.00302583	0.887145	0	379400	379400	379400	379400
Single-Family Detached	8+	NJ	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NJ	1960-79	0.0483479	0.0109153	0.00233467	0.938402	0	346944	346944	346944	346944
Single-Family Detached	8+	NJ	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NJ	1980-99	0.0309407	0.0137159	0.000839212	0.954504	0	190655	190655	190655	190655
Single-Family Detached	8+	NJ	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NJ	2000-09	0.047458	0.0111416	0.00189673	0.939504	0	75393	75393	75393	75393
Single-Family Detached	8+	NJ	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NJ	2010s	0.0377505	0.0114917	0.00260923	0.948149	0	18013	18013	18013	18013
Single-Family Detached	8+	NJ	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NJ	<1940	0.107898	0.0124732	0.00383954	0.875789	0	424270	424270	424270	424270
Mobile Home	8+	NM	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NM	1940-59	0.0452261	0.115578	0.301508	0.537688	0	7	7	199	199
Mobile Home	8+	NM	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NM	1960-79	0	0	0	1	0	175	175	175	175
Mobile Home	8+	NM	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NM	1980-99	0.00570342	0.00095057	0	0.993346	0	1052	1052	1052	1052
Mobile Home	8+	NM	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NM	2000-09	0	0	0	1	0	269	269	269	269
Mobile Home	8+	NM	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NM	2010s	0	0	0	1	0	20	20	20	20
Mobile Home	8+	NM	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NM	<1940	0	0	0	1	0	26	26	26	26
Multi-Family with 2 - 4 Units	8+	NM	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NM	1940-59	0.0806452	0.0967742	0.0645161	0.758065	0	1	1	124	124
Multi-Family with 2 - 4 Units	8+	NM	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NM	1960-79	0.00164366	0.0463511	0.00394477	0.94806	0	6	6	3042	3042
Multi-Family with 2 - 4 Units	8+	NM	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NM	1980-99	0.000819672	0.0314208	0.00355191	0.964208	0	5	5	3660	3660
Multi-Family with 2 - 4 Units	8+	NM	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NM	2000-09	0	0.00277469	0.00277469	0.994451	0	3	3	1802	1802
Multi-Family with 2 - 4 Units	8+	NM	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NM	2010s	0	0	0.00428725	0.995713	0	0	0	933	933
Multi-Family with 2 - 4 Units	8+	NM	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NM	<1940	0.0506329	0.196203	0.151899	0.601266	0	1	1	158	158
Multi-Family with 5+ Units	8+	NM	1940-59	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	NM	1940-59	0.51711	0.140684	0	0.342205	0	263	263	263	263
Multi-Family with 5+ Units	8+	NM	1960-79	0	0	1	0	0	0	0	3	3
Multi-Family with 5+ Units	<8	NM	1960-79	0.133547	0.227564	0	0.638889	0	936	936	936	936
Multi-Family with 5+ Units	8+	NM	1980-99	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	NM	1980-99	0.0510927	0.003544	0.0209687	0.924395	0	3386	3386	3386	3386
Multi-Family with 5+ Units	8+	NM	2000-09	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	NM	2000-09	0.0593939	0.0121212	0.0490909	0.879394	0	1650	1650	1650	1650
Multi-Family with 5+ Units	8+	NM	2010s	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	NM	2010s	0.0506329	0	0	0.949367	0	79	79	79	79
Multi-Family with 5+ Units	8+	NM	<1940	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	NM	<1940	0.539216	0.0196078	0	0.441176	0	408	408	408	408
Single-Family Attached	8+	NM	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NM	1940-59	0.5	0.283019	0	0.216981	0	106	106	106	106
Single-Family Attached	8+	NM	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NM	1960-79	0.0116959	0.0643275	0	0.923977	0	342	342	342	342
Single-Family Attached	8+	NM	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NM	1980-99	0.00518135	0.00888231	0	0.985936	0	1351	1351	1351	1351
Single-Family Attached	8+	NM	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NM	2000-09	0.00219298	0.00657895	0	0.991228	0	456	456	456	456
Single-Family Attached	8+	NM	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NM	2010s	0	0.0120482	0	0.987952	0	83	83	83	83
Single-Family Attached	8+	NM	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NM	<1940	0.895349	0.0116279	0	0.0930233	0	86	86	86	86
Single-Family Detached	8+	NM	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NM	1940-59	0.301748	0.130249	0.00127904	0.566724	0	9382	9382	9382	9382
Single-Family Detached	8+	NM	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NM	1960-79	0.0972917	0.03665	0.00294377	0.863115	0	13588	13588	13588	13588
Single-Family Detached	8+	NM	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NM	1980-99	0.0545346	0.0166174	0.0022532	0.926595	0	28404	28404	28404	28404
Single-Family Detached	8+	NM	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NM	2000-09	0.0194573	0.00803285	0.00187433	0.970635	0	22408	22408	22408	22408
Single-Family Detached	8+	NM	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NM	2010s	0.00992301	0.00427716	0.00222412	0.983576	0	5845	5845	5845	5845
Single-Family Detached	8+	NM	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NM	<1940	0.634627	0.0409187	0.000386026	0.324069	0	5181	5181	5181	5181
Mobile Home	8+	NV	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NV	1940-59	0.0481928	0.0240964	0.0722892	0.855422	0	83	83	83	83
Mobile Home	8+	NV	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NV	1960-79	0.153299	0.0152284	0.105584	0.725888	0	1970	1970	1970	1970
Mobile Home	8+	NV	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NV	1980-99	0.00975901	0.00577574	0.0971918	0.887273	0	5021	5021	5021	5021
Mobile Home	8+	NV	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NV	2000-09	0.00231839	0.00540958	0.0595054	0.932767	0	1294	1294	1294	1294
Mobile Home	8+	NV	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NV	2010s	0.00458716	0.0137615	0.133028	0.848624	0	218	218	218	218
Mobile Home	8+	NV	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NV	<1940	0.00305344	0.048855	0.172519	0.775573	0	655	655	655	655
Multi-Family with 2 - 4 Units	8+	NV	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NV	1940-59	0.0740741	0.037037	0.0740741	0.814815	0	108	108	108	108
Multi-Family with 2 - 4 Units	8+	NV	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NV	1960-79	0	0.00208406	0.00416811	0.993748	0	2879	2879	2879	2879
Multi-Family with 2 - 4 Units	8+	NV	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NV	1980-99	0.000858369	0.00171674	0.0037196	0.993705	0	3495	3495	3495	3495
Multi-Family with 2 - 4 Units	8+	NV	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NV	2000-09	0	0	0.00280741	0.997193	0	1781	1781	1781	1781
Multi-Family with 2 - 4 Units	8+	NV	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NV	2010s	0	0	0.00428725	0.995713	0	933	933	933	933
Multi-Family with 2 - 4 Units	8+	NV	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NV	<1940	0.0367647	0.117647	0.176471	0.669118	0	136	136	136	136
Multi-Family with 5+ Units	8+	NV	1940-59	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	NV	1940-59	0.3125	0.0208333	0.00833333	0.658333	0	240	240	240	240
Multi-Family with 5+ Units	8+	NV	1960-79	0	0	1	0	0	2	2	3	3
Multi-Family with 5+ Units	<8	NV	1960-79	0.0253434	0.000947418	0.00118427	0.972525	0	4222	4222	4222	4222
Multi-Family with 5+ Units	8+	NV	1980-99	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	NV	1980-99	3.85438e-05	3.85438e-05	0.000134903	0.999788	0	51889	51889	51889	51889
Multi-Family with 5+ Units	8+	NV	2000-09	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	NV	2000-09	0.0338152	0	0	0.966185	0	31820	31820	31820	31820
Multi-Family with 5+ Units	8+	NV	2010s	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	NV	2010s	0.00942408	0	0.00104712	0.989529	0	1910	1910	1910	1910
Multi-Family with 5+ Units	8+	NV	<1940	0	0	1	0	0	0	0	0	0
Multi-Family with 5+ Units	<8	NV	<1940	0.175325	0.0194805	0.116883	0.688312	0	154	154	154	154
Single-Family Attached	8+	NV	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NV	1940-59	0.0281771	0.00747556	0.0149511	0.949396	0	1739	1739	1739	1739
Single-Family Attached	8+	NV	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NV	1960-79	0.0538666	0.000462374	0.00294764	0.942723	0	17302	17302	17302	17302
Single-Family Attached	8+	NV	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NV	1980-99	0.000289567	0.000248201	0.00603955	0.993423	0	24174	24174	24174	24174
Single-Family Attached	8+	NV	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NV	2000-09	0.000482276	0	0.00277309	0.996745	0	16588	16588	16588	16588
Single-Family Attached	8+	NV	2010s	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NV	2010s	0.000239521	0	0.00215569	0.997605	0	4175	4175	4175	4175
Single-Family Attached	8+	NV	<1940	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NV	<1940	0.112245	0.00255102	0.163265	0.721939	0	1176	1176	1176	1176
Single-Family Detached	8+	NV	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NV	1940-59	0.0126676	0.00612649	0.00958128	0.971625	0	21709	21709	21709	21709
Single-Family Detached	8+	NV	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NV	1960-79	0.00400173	0.00124835	0.00602009	0.98873	0	85713	85713	85713	85713
Single-Family Detached	8+	NV	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NV	1980-99	0.00129299	0.000366348	0.0111585	0.987182	0	232020	232020	232020	232020
Single-Family Detached	8+	NV	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NV	2000-09	0.00140869	0.000182608	0.00569128	0.992717	0	230001	230001	230001	230001
Single-Family Detached	8+	NV	2010s	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NV	2010s	0.00113452	0.000249042	0.0025596	0.996057	0	72277	72277	72277	72277
Single-Family Detached	8+	NV	<1940	0	0	0	0	1	0	0	0	0
Single-Family Detached	<8	NV	<1940	0.074637	0.0172414	0.170145	0.737976	0	4408	4408	4408	4408
Mobile Home	8+	NY	1940-59	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NY	1940-59	0.026455	0	0.0846561	0.888889	0	0	0	189	189
Mobile Home	8+	NY	1960-79	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NY	1960-79	0.010084	0.000672269	0.0964706	0.892773	0	0	0	2975	2975
Mobile Home	8+	NY	1980-99	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NY	1980-99	0.00335458	0.000335458	0.0422677	0.954042	0	0	0	2981	2981
Mobile Home	8+	NY	2000-09	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NY	2000-09	0.00404858	0	0.0134953	0.982456	0	0	0	741	741
Mobile Home	8+	NY	2010s	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NY	2010s	0.111969	0	0.019305	0.868726	0	0	0	259	259
Mobile Home	8+	NY	<1940	0	0	0	0	1	0	0	0	0
Mobile Home	<8	NY	<1940	0.0151515	0	0.0454545	0.939394	0	0	0	66	66
Multi-Family with 2 - 4 Units	8+	NY	1940-59	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NY	1940-59	0.767139	9.76563e-05	0	0.232764	0	20480	20480	20480	20480
Multi-Family with 2 - 4 Units	8+	NY	1960-79	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NY	1960-79	0.504482	3.86369e-05	0	0.495479	0	25882	25882	25882	25882
Multi-Family with 2 - 4 Units	8+	NY	1980-99	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NY	1980-99	0.232991	0	0	0.767009	0	14786	14786	14786	14786
Multi-Family with 2 - 4 Units	8+	NY	2000-09	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NY	2000-09	0.37826	0	0	0.62174	0	15915	15915	15915	15915
Multi-Family with 2 - 4 Units	8+	NY	2010s	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NY	2010s	0.35343	0	0	0.64657	0	2886	2886	2886	2886
Multi-Family with 2 - 4 Units	8+	NY	<1940	0	0	0	0	1	0	0	0	0
Multi-Family with 2 - 4 Units	<8	NY	<1940	0.505012	2.39229e-05	0	0.494964	0	83602	83602	83602	83602
Multi-Family with 5+ Units	8+	NY	1940-59	0	0	1	0	0	0	0	22	22
Multi-Family with 5+ Units	<8	NY	1940-59	0.86755	0.00662252	0	0.125828	0	151	151	151	151
Multi-Family with 5+ Units	8+	NY	1960-79	0	0	1	0	0	5	5	43	43
Multi-Family with 5+ Units	<8	NY	1960-79	0.809129	0.0248963	0.00414938	0.161826	0	241	241	241	241
Multi-Family with 5+ Units	8+	NY	1980-99	0	0	1	0	0	1	1	22	22
Multi-Family with 5+ Units	<8	NY	1980-99	0.104895	0.00699301	0	0.888112	0	143	143	143	143
Multi-Family with 5+ Units	8+	NY	2000-09	0	0	1	0	0	0	0	154	154
Multi-Family with 5+ Units	<8	NY	2000-09	0.0412371	0	0	0.958763	0	97	97	97	97
Multi-Family with 5+ Units	8+	NY	2010s	0	0	1	0	0	1	1	24	24
Multi-Family with 5+ Units	<8	NY	2010s	0.222222	0	0	0.777778	0	36	36	36	36
Multi-Family with 5+ Units	8+	NY	<1940	0	0	1	0	0	1	1	946	946
Multi-Family with 5+ Units	<8	NY	<1940	0.427966	0.0169492	0	0.555085	0	236	236	236	236
Single-Family Attached	8+	NY	1940-59	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NY	1940-59	0.354808	0.000125953	0	0.645066	0	15879	15879	15879	15879
Single-Family Attached	8+	NY	1960-79	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NY	1960-79	0.163466	0	0	0.836534	0	6821	6821	6821	6821
Single-Family Attached	8+	NY	1980-99	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NY	1980-99	0.055805	0	0	0.944195	0	1559	1559	1559	1559
Single-Family Attached	8+	NY	2000-09	0	0	0	0	1	0	0	0	0
Single-Family Attached	<8	NY	2000-09	0.197324	0.00334448	0	0.799331	0	299	299	299	299
Single-Family Attached	8+	NY	2010s	0	0	0	0	1	0	0	0	0
