Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	Option=Void	source_count	source_weight
5B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	13.783	134027
5B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.370864	0.431745	0.114992	0.0129351	0.0694638	0	0	7.86446	80852.3
5B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.00708881	0.0129465	0.979965	0	0	1.93788	15723.4
5B	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0504225	745.015
5B	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0504225	90.2036
5B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	3.65656	32497
5B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.474148	0.39487	0.0843517	0.0236577	0.022973	0	0	1.15736	10548.2
5B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0167819	0.0233947	0.959823	0	0	0.900775	7067.73
5B	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0131447	195.735
5B	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0131447	23.6988
5B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	1.12516	9785.7
5B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.615809	0.287476	0.062143	0.0209437	0.013629	0	0	0.493709	4394.13
5B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0157571	0.0240695	0.960173	0	0	0.181919	1440.24
5B	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00226568	28.8094
5B	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00226568	3.48814
5B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.133105	1117.93
5B	Multi-Family with 5+ Units	4000+	Room AC	0	0.681359	0.211658	0.0674	0.0155728	0.0240102	0	0	0.0457104	434.978
5B	Single-Family Attached	0-1499	Central AC	0	0	0	0.019984	0.0305664	0.94945	0	0	47.7102	376272
5B	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.73465	24863.4
5B	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.73465	3010.37
5B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	54.0445	469293
5B	Single-Family Attached	0-1499	Room AC	0.00389024	0.582474	0.283696	0.087974	0.0167038	0.0252625	0	0	20.1661	192694
5B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.0718753	0.068391	0.859734	0	0	33.5211	248145
5B	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.00093	26316.4
5B	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.00093	3186.29
5B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	14.3378	113788
5B	Single-Family Attached	1500-2499	Room AC	0.156438	0.567169	0.197613	0.0491493	0.0232678	0.00636315	0	0	2.9677	25139.3
5B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.149811	0.108808	0.741381	0	0	15.5814	111543
5B	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.521626	6914.01
5B	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.521626	837.122
5B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	4.41188	34264.5
5B	Single-Family Attached	2500-3999	Room AC	0.193883	0.630986	0.123236	0.0310164	0.0176447	0.00323366	0	0	1.26597	10472.5
5B	Single-Family Attached	4000+	Central AC	0	0	0	0.141475	0.112592	0.745933	0	0	3.14679	22729.8
5B	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0899094	1017.64
5B	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0899094	123.213
5B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.52192	3914.42
5B	Single-Family Attached	4000+	Room AC	0.10888	0.739457	0.0961027	0.0356306	0.013896	0.00603379	0	0	0.117211	1036.68
5B	Single-Family Detached	0-1499	Central AC	0	0	0	0.019984	0.0305664	0.94945	0	0	47.7102	376272
5B	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	1.73465	24863.4
5B	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	1.73465	3010.37
5B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	54.0445	469293
5B	Single-Family Detached	0-1499	Room AC	0.00389024	0.582474	0.283696	0.087974	0.0167038	0.0252625	0	0	20.1661	192694
5B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.0718753	0.068391	0.859734	0	0	33.5211	248145
5B	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.00093	26316.4
5B	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.00093	3186.29
5B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	14.3378	113788
5B	Single-Family Detached	1500-2499	Room AC	0.156438	0.567169	0.197613	0.0491493	0.0232678	0.00636315	0	0	2.9677	25139.3
5B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.149811	0.108808	0.741381	0	0	15.5814	111543
5B	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.521626	6914.01
5B	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.521626	837.122
5B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	4.41188	34264.5
5B	Single-Family Detached	2500-3999	Room AC	0.193883	0.630986	0.123236	0.0310164	0.0176447	0.00323366	0	0	1.26597	10472.5
5B	Single-Family Detached	4000+	Central AC	0	0	0	0.141475	0.112592	0.745933	0	0	3.14679	22729.8
5B	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0899094	1017.64
5B	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
5B	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0899094	123.213
5B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.52192	3914.42
5B	Single-Family Detached	4000+	Room AC	0.10888	0.739457	0.0961027	0.0356306	0.013896	0.00603379	0	0	0.117211	1036.68
6A	Mobile Home	0-1499	Central AC	0	0	0	0.00250182	0.0354679	0.96203	0	0	0.545782	10271.2
6A	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.049966	715.759
6A	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.049966	86.6614
6A	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.945158	20899.6
6A	Mobile Home	0-1499	Room AC	0	0.474382	0.214457	0.218628	0.00323148	0.0893014	0	0	2.51415	46842.6
6A	Mobile Home	1500-2499	Central AC	0	0	0	0.00937813	0.0827092	0.907913	0	0	0.383466	6773.71
6A	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0576363	757.589
6A	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0576363	91.726
6A	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.250746	5067.44
6A	Mobile Home	1500-2499	Room AC	0	0.607435	0.196445	0.160622	0.0059194	0.0295795	0	0	0.36999	6111.18
6A	Mobile Home	2500-3999	Central AC	0	0	0	0.0209269	0.140877	0.838197	0	0	0.178244	3044.82
6A	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0150253	199.038
6A	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0150253	24.0988
6A	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0771572	1525.94
6A	Mobile Home	2500-3999	Room AC	0	0.735207	0.13328	0.110276	0.00488358	0.0163536	0	0	0.157831	2545.78
6A	Mobile Home	4000+	Central AC	0	0	0	0.0195885	0.144493	0.835918	0	0	0.0359978	620.463
6A	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00258982	29.2956
6A	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00258982	3.547
6A	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.0091276	174.326
6A	Mobile Home	4000+	Room AC	0	0.764793	0.0922578	0.112448	0.00341394	0.0270864	0	0	0.0146129	252.009
6A	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00573814	0.0151379	0.979124	0	0	6.02372	43401.3
6A	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.06314	350.594
6A	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.06314	42.4486
6A	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	18.1786	156725
6A	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.340717	0.414615	0.137493	0.0113621	0.0958132	0	0	28.4944	212016
6A	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0219294	0.0359897	0.942081	0	0	4.23226	28622.4
6A	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0728325	371.083
6A	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0728325	44.9293
6A	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	4.82271	38000.6
6A	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.449943	0.391684	0.104177	0.0214649	0.0327303	0	0	4.19333	27660
6A	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0499344	0.062553	0.887513	0	0	1.96726	12865.9
6A	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0189868	97.493
6A	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0189868	11.8041
6A	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	1.484	11443
6A	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.593454	0.289588	0.0779414	0.0192978	0.0197194	0	0	1.7888	11522.6
6A	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0469286	0.0644165	0.888655	0	0	0.397303	2621.78
6A	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00327264	14.3496
6A	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00327264	1.7374
6A	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.175555	1307.26
6A	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.65436	0.212478	0.0842434	0.0142995	0.0346199	0	0	0.165618	1140.62
6A	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00573814	0.0151379	0.979124	0	0	6.02372	43401.3
6A	Multi-Family with 5+ Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.06314	350.594
6A	Multi-Family with 5+ Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Multi-Family with 5+ Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.06314	42.4486
6A	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	0	18.1786	156725
6A	Multi-Family with 5+ Units	0-1499	Room AC	0	0.340717	0.414615	0.137493	0.0113621	0.0958132	0	0	28.4944	212016
6A	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.0219294	0.0359897	0.942081	0	0	4.23226	28622.4
6A	Multi-Family with 5+ Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0728325	371.083
6A	Multi-Family with 5+ Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Multi-Family with 5+ Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0728325	44.9293
6A	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0	4.82271	38000.6
6A	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.449943	0.391684	0.104177	0.0214649	0.0327303	0	0	4.19333	27660
6A	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0499344	0.062553	0.887513	0	0	1.96726	12865.9
6A	Multi-Family with 5+ Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0189868	97.493
6A	Multi-Family with 5+ Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Multi-Family with 5+ Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0189868	11.8041
6A	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0	1.484	11443
6A	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.593454	0.289588	0.0779414	0.0192978	0.0197194	0	0	1.7888	11522.6
6A	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0469286	0.0644165	0.888655	0	0	0.397303	2621.78
6A	Multi-Family with 5+ Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00327264	14.3496
6A	Multi-Family with 5+ Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Multi-Family with 5+ Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00327264	1.7374
6A	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0	0.175555	1307.26
6A	Multi-Family with 5+ Units	4000+	Room AC	0	0.65436	0.212478	0.0842434	0.0142995	0.0346199	0	0	0.165618	1140.62
6A	Single-Family Attached	0-1499	Central AC	0	0	0	0.0583472	0.0801961	0.861457	0	0	104.197	684957
6A	Single-Family Attached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.5056	12384.1
6A	Single-Family Attached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Single-Family Attached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.5056	1499.43
6A	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	0	71.2804	548772
6A	Single-Family Attached	0-1499	Room AC	0.00607331	0.552729	0.281402	0.108649	0.0151553	0.0359915	0	0	73.0655	505294
6A	Single-Family Attached	1500-2499	Central AC	0	0	0	0.179463	0.15345	0.667088	0	0	73.2088	451718
6A	Single-Family Attached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.89023	13107.9
6A	Single-Family Attached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Single-Family Attached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.89023	1587.05
6A	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	0	18.9104	133059
6A	Single-Family Attached	1500-2499	Room AC	0.228392	0.503315	0.183308	0.0567649	0.0197422	0.00847789	0	0	10.7525	65921.7
6A	Single-Family Attached	2500-3999	Central AC	0	0	0	0.313427	0.204561	0.482012	0	0	34.0292	203049
6A	Single-Family Attached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	3443.78
6A	Single-Family Attached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Single-Family Attached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	416.96
6A	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0	5.81891	40067.4
6A	Single-Family Attached	2500-3999	Room AC	0.279587	0.553075	0.112912	0.0353827	0.0147874	0.00425546	0	0	4.58685	27461.5
6A	Single-Family Attached	4000+	Central AC	0	0	0	0.298183	0.213247	0.48857	0	0	6.87247	41376.8
6A	Single-Family Attached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	506.876
6A	Single-Family Attached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Single-Family Attached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	61.3707
6A	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0	0.68837	4577.36
6A	Single-Family Attached	4000+	Room AC	0.164675	0.679801	0.0923511	0.0426311	0.0122144	0.00832811	0	0	0.424677	2718.44
6A	Single-Family Detached	0-1499	Central AC	0	0	0	0.0583472	0.0801961	0.861457	0	0	104.197	684957
6A	Single-Family Detached	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.5056	12384.1
6A	Single-Family Detached	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Single-Family Detached	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.5056	1499.43
6A	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	0	71.2804	548772
6A	Single-Family Detached	0-1499	Room AC	0.00607331	0.552729	0.281402	0.108649	0.0151553	0.0359915	0	0	73.0655	505294
6A	Single-Family Detached	1500-2499	Central AC	0	0	0	0.179463	0.15345	0.667088	0	0	73.2088	451718
6A	Single-Family Detached	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	2.89023	13107.9
6A	Single-Family Detached	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Single-Family Detached	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	2.89023	1587.05
6A	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	0	18.9104	133059
6A	Single-Family Detached	1500-2499	Room AC	0.228392	0.503315	0.183308	0.0567649	0.0197422	0.00847789	0	0	10.7525	65921.7
6A	Single-Family Detached	2500-3999	Central AC	0	0	0	0.313427	0.204561	0.482012	0	0	34.0292	203049
6A	Single-Family Detached	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	3443.78
6A	Single-Family Detached	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Single-Family Detached	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.75346	416.96
6A	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0	5.81891	40067.4
6A	Single-Family Detached	2500-3999	Room AC	0.279587	0.553075	0.112912	0.0353827	0.0147874	0.00425546	0	0	4.58685	27461.5
6A	Single-Family Detached	4000+	Central AC	0	0	0	0.298183	0.213247	0.48857	0	0	6.87247	41376.8
6A	Single-Family Detached	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	506.876
6A	Single-Family Detached	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6A	Single-Family Detached	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.129869	61.3707
6A	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0	0.68837	4577.36
6A	Single-Family Detached	4000+	Room AC	0.164675	0.679801	0.0923511	0.0426311	0.0122144	0.00832811	0	0	0.424677	2718.44
6B	Mobile Home	0-1499	Central AC	0	0	0	0.00250182	0.0354679	0.96203	0	0	0.545782	1400.62
6B	Mobile Home	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.049966	97.6035
6B	Mobile Home	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6B	Mobile Home	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.049966	11.8175
6B	Mobile Home	0-1499	None	0	0	0	0	0	0	1	0	0.945158	2849.94
6B	Mobile Home	0-1499	Room AC	0	0.474382	0.214457	0.218628	0.00323148	0.0893014	0	0	2.51415	6387.63
6B	Mobile Home	1500-2499	Central AC	0	0	0	0.00937813	0.0827092	0.907913	0	0	0.383466	923.687
6B	Mobile Home	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0576363	103.308
6B	Mobile Home	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6B	Mobile Home	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0576363	12.5081
6B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0	0.250746	691.015
6B	Mobile Home	1500-2499	Room AC	0	0.607435	0.196445	0.160622	0.0059194	0.0295795	0	0	0.36999	833.342
6B	Mobile Home	2500-3999	Central AC	0	0	0	0.0209269	0.140877	0.838197	0	0	0.178244	415.202
6B	Mobile Home	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0150253	27.1416
6B	Mobile Home	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6B	Mobile Home	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0150253	3.2862
6B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0	0.0771572	208.083
6B	Mobile Home	2500-3999	Room AC	0	0.735207	0.13328	0.110276	0.00488358	0.0163536	0	0	0.157831	347.152
6B	Mobile Home	4000+	Central AC	0	0	0	0.0195885	0.144493	0.835918	0	0	0.0359978	84.6086
6B	Mobile Home	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00258982	3.99486
6B	Mobile Home	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6B	Mobile Home	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00258982	0.483682
6B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0	0.0091276	23.7717
6B	Mobile Home	4000+	Room AC	0	0.764793	0.0922578	0.112448	0.00341394	0.0270864	0	0	0.0146129	34.3648
6B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00573814	0.0151379	0.979124	0	0	6.02372	5918.36
6B	Multi-Family with 2 - 4 Units	0-1499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.06314	47.8082
6B	Multi-Family with 2 - 4 Units	0-1499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6B	Multi-Family with 2 - 4 Units	0-1499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.06314	5.78844
6B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	0	18.1786	21371.6
6B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.340717	0.414615	0.137493	0.0113621	0.0958132	0	0	28.4944	28911.2
6B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.0219294	0.0359897	0.942081	0	0	4.23226	3903.06
6B	Multi-Family with 2 - 4 Units	1500-2499	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0728325	50.6022
6B	Multi-Family with 2 - 4 Units	1500-2499	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6B	Multi-Family with 2 - 4 Units	1500-2499	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0728325	6.12672
6B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0	4.82271	5181.9
6B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.449943	0.391684	0.104177	0.0214649	0.0327303	0	0	4.19333	3771.82
6B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0499344	0.062553	0.887513	0	0	1.96726	1754.44
6B	Multi-Family with 2 - 4 Units	2500-3999	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0189868	13.2945
6B	Multi-Family with 2 - 4 Units	2500-3999	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6B	Multi-Family with 2 - 4 Units	2500-3999	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.0189868	1.60965
6B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0	1.484	1560.41
6B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.593454	0.289588	0.0779414	0.0192978	0.0197194	0	0	1.7888	1571.26
6B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0469286	0.0644165	0.888655	0	0	0.397303	357.515
6B	Multi-Family with 2 - 4 Units	4000+	Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00327264	1.95677
6B	Multi-Family with 2 - 4 Units	4000+	Evaporative or Swamp Cooler	0	0	0	0	0	0	0	1	5e-18	5e-18
6B	Multi-Family with 2 - 4 Units	4000+	Non-Ducted Heat Pump	0	0	0	0	0	1	0	0	0.00327264	0.236918
6B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0	0.175555	178.263
