Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=Other Fuel	Option=Propane	source_count	source_weight	fallback_count	fallback_weight
Multi-Family with 5+ Units	Wood	ND	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	ND	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Single-Family Detached	Wood	ND	0.674961	0	0.109101	0.0720279	0.14391	2	2016.19	28	156043
Mobile Home	Wood	NE	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	NE	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NE	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	NE	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Single-Family Detached	Wood	NE	0.674961	0	0.109101	0.0720279	0.14391	4	15679.2	28	156043
Mobile Home	Wood	NH	0.420527	0.20618	0.0786352	0.0935815	0.201076	0	0	79	179137
Multi-Family with 2 - 4 Units	Wood	NH	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NH	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	NH	0.409942	0.220127	0.0522641	0.103092	0.214574	0	0	73	162611
Single-Family Detached	Wood	NH	0.395689	0.156967	0	0.0796401	0.367703	13	42962.7	13	42962.7
Mobile Home	Wood	NJ	0.72178	0.131148	0	0.0431913	0.103881	0	0	36	272768
Multi-Family with 2 - 4 Units	Wood	NJ	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NJ	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	NJ	0.699734	0.14154	0	0.0466137	0.112112	0	0	33	252741
Single-Family Detached	Wood	NJ	0.699734	0.14154	0	0.0466137	0.112112	2	13442.5	33	252741
Mobile Home	Wood	NM	0.52327	0	0.0280156	0.0573147	0.3914	4	22567	21	103766
Multi-Family with 2 - 4 Units	Wood	NM	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NM	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	NM	0.668698	0	0.0358017	0.0732437	0.222257	0	0	17	81199.4
Single-Family Detached	Wood	NM	0.668698	0	0.0358017	0.0732437	0.222257	6	25579.3	17	81199.4
Mobile Home	Wood	NV	0.52327	0	0.0280156	0.0573147	0.3914	0	0	21	103766
Multi-Family with 2 - 4 Units	Wood	NV	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NV	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	NV	0.668698	0	0.0358017	0.0732437	0.222257	0	0	17	81199.4
Single-Family Detached	Wood	NV	0.668698	0	0.0358017	0.0732437	0.222257	3	13303.2	17	81199.4
Mobile Home	Wood	NY	0.72178	0.131148	0	0.0431913	0.103881	3	20026.7	36	272768
Multi-Family with 2 - 4 Units	Wood	NY	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	NY	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	NY	0.699734	0.14154	0	0.0466137	0.112112	0	0	33	252741
Single-Family Detached	Wood	NY	0.699734	0.14154	0	0.0466137	0.112112	9	64692.1	33	252741
Mobile Home	Wood	OH	0.713763	0	0.0529459	0.0596833	0.173608	2	28209.4	38	344770
Multi-Family with 2 - 4 Units	Wood	OH	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	OH	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	OH	0.669172	0	0.0611939	0.0689809	0.200653	0	0	34	298301
Single-Family Detached	Wood	OH	0.689909	0	0.0630901	0.0513943	0.195607	6	81894.3	32	289335
Mobile Home	Wood	OK	0.676497	0	0.190911	0	0.132592	1	7703.52	28	154856
Multi-Family with 2 - 4 Units	Wood	OK	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	OK	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	OK	0.63699	0	0.214225	0	0.148784	0	0	25	138003
Single-Family Detached	Wood	OK	0.632084	0	0.217121	0	0.150795	5	30224.3	24	136163
Mobile Home	Wood	OR	0.628874	0	0.0623096	0.0420114	0.266805	5	29742.4	55	410226
Multi-Family with 2 - 4 Units	Wood	OR	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	OR	0.766575	0	0.119662	0	0.113762	2	12134.5	8	47238.3
Single-Family Attached	Wood	OR	0.601567	0	0.0694278	0.0468108	0.282195	0	0	48	368167
Single-Family Detached	Wood	OR	0.83822	0	0.107805	0	0.0539754	19	100065	19	100065
Mobile Home	Wood	PA	0.72178	0.131148	0	0.0431913	0.103881	0	0	36	272768
Multi-Family with 2 - 4 Units	Wood	PA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	PA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	PA	0.699734	0.14154	0	0.0466137	0.112112	0	0	33	252741
Single-Family Detached	Wood	PA	0.827265	0.0382677	0	0.0366893	0.0977783	22	174607	22	174607
Mobile Home	Wood	RI	0.420527	0.20618	0.0786352	0.0935815	0.201076	0	0	79	179137
Multi-Family with 2 - 4 Units	Wood	RI	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	RI	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	RI	0.409942	0.220127	0.0522641	0.103092	0.214574	0	0	73	162611
Single-Family Detached	Wood	RI	0.419077	0.225032	0.0311471	0.105389	0.219355	4	7083.08	72	159067
Mobile Home	Wood	SC	0.919337	0.00970713	0	0.0316488	0.0393074	0	0	49	339174
Multi-Family with 2 - 4 Units	Wood	SC	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	SC	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	SC	0.906619	0.0112376	0	0.0366388	0.0455049	0	0	43	292981
Single-Family Detached	Wood	SC	0.903398	0.0116252	0	0.0379025	0.0470744	3	18179.9	41	283212
Mobile Home	Wood	SD	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Multi-Family with 2 - 4 Units	Wood	SD	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	SD	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	SD	0.674961	0	0.109101	0.0720279	0.14391	0	0	28	156043
Single-Family Detached	Wood	SD	0.674961	0	0.109101	0.0720279	0.14391	2	3570.42	28	156043
Mobile Home	Wood	TN	0.787659	0	0	0	0.212341	0	0	20	106721
Multi-Family with 2 - 4 Units	Wood	TN	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	TN	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	TN	0.765691	0	0	0	0.234309	0	0	19	96715.5
Single-Family Detached	Wood	TN	0.765691	0	0	0	0.234309	5	24084.1	19	96715.5
Mobile Home	Wood	TX	0.676497	0	0.190911	0	0.132592	0	0	28	154856
Multi-Family with 2 - 4 Units	Wood	TX	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	TX	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	TX	0.63699	0	0.214225	0	0.148784	0	0	25	138003
Single-Family Detached	Wood	TX	0.632084	0	0.217121	0	0.150795	4	38546.9	24	136163
Mobile Home	Wood	UT	0.757901	0	0.101732	0	0.140367	0	0	45	125007
Multi-Family with 2 - 4 Units	Wood	UT	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	UT	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	UT	0.775303	0	0.105058	0	0.11964	0	0	42	121050
Single-Family Detached	Wood	UT	0.775303	0	0.105058	0	0.11964	0	0	42	121050
Mobile Home	Wood	VA	0.919337	0.00970713	0	0.0316488	0.0393074	3	26691.1	49	339174
Multi-Family with 2 - 4 Units	Wood	VA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	VA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	VA	0.906619	0.0112376	0	0.0366388	0.0455049	2	9768.1	43	292981
Single-Family Detached	Wood	VA	0.94641	0	0	0	0.0535898	14	101167	14	101167
Mobile Home	Wood	VT	0.420527	0.20618	0.0786352	0.0935815	0.201076	2	2267.51	79	179137
Multi-Family with 2 - 4 Units	Wood	VT	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	VT	0.766575	0	0.119662	0	0.113762	1	1328.12	8	47238.3
Single-Family Attached	Wood	VT	0.409942	0.220127	0.0522641	0.103092	0.214574	0	0	73	162611
Single-Family Detached	Wood	VT	0.455207	0.206827	0	0.0356878	0.302278	29	27808.6	29	27808.6
Mobile Home	Wood	WA	0.628874	0	0.0623096	0.0420114	0.266805	2	12316.7	55	410226
Multi-Family with 2 - 4 Units	Wood	WA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	WA	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	WA	0.601567	0	0.0694278	0.0468108	0.282195	0	0	48	368167
Single-Family Detached	Wood	WA	0.902223	0	0	0.0977769	0	12	79800.9	12	79800.9
Mobile Home	Wood	WI	0.713763	0	0.0529459	0.0596833	0.173608	1	6243.84	38	344770
Multi-Family with 2 - 4 Units	Wood	WI	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	WI	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	WI	0.669172	0	0.0611939	0.0689809	0.200653	0	0	34	298301
Single-Family Detached	Wood	WI	0.689909	0	0.0630901	0.0513943	0.195607	9	59134.1	32	289335
Mobile Home	Wood	WV	0.919337	0.00970713	0	0.0316488	0.0393074	2	8717.27	49	339174
Multi-Family with 2 - 4 Units	Wood	WV	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	WV	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	WV	0.906619	0.0112376	0	0.0366388	0.0455049	0	0	43	292981
Single-Family Detached	Wood	WV	0.903398	0.0116252	0	0.0379025	0.0470744	7	24935.9	41	283212
Mobile Home	Wood	WY	0.757901	0	0.101732	0	0.140367	2	1744.67	45	125007
Multi-Family with 2 - 4 Units	Wood	WY	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Multi-Family with 5+ Units	Wood	WY	0.766575	0	0.119662	0	0.113762	0	0	8	47238.3
Single-Family Attached	Wood	WY	0.775303	0	0.105058	0	0.11964	0	0	42	121050
Single-Family Detached	Wood	WY	0.775303	0	0.105058	0	0.11964	5	6549.95	42	121050
# Created by: sources\recs\recs2020\tsv_maker.py and sources\aris\tsv_maker.py
# Description: The water heater fuel type.
# Source: U.S. EIA 2020 Residential Energy Consumption Survey (RECS) microdata.
# Source: Alaska specific distribution is based on Alaska Retrofit Information System (2008 to 2022) maintained by Alaska Housing Finance Corpotation.
# Assumption: Due to low sample sizes, fallback rules applied with lumping of:
# Assumption: [1] State: Census Division RECS
# Assumption: [2] Geometry building SF: Mobile, Single family attached, Single family detached
# Assumption: [3] Geometry building MF: Multi-Family with 2 - 4 Units, Multi-Family with 5+ Units
# Assumption: [4] State: Census Region[5] State: National
# Assumption: For Alaska, we are using a field in ARIS that lumps muti-family 2-4 units and multi-family 5+ units buildings together. Data from the American Community Survey is used to distribute the between these two building types.
# Assumption: For Alaska, wood and coal heating is modeled as other fuel.
# Assumption: For Alaska, when a building uses more than one fuel for water heating, the fuel with highest consumption is considered the water heater fuel. Rest of the fuels are ignored.
