	field	enumeration	enumeration_description
9042	in.generation_and_emissions_assessment_region	NWPPc	Generation and assessment region of NWPPc
9043	in.generation_and_emissions_assessment_region	NYSTc	Generation and assessment region of NYSTc
9044	in.generation_and_emissions_assessment_region	RFCEc	Generation and assessment region of RFCEc
9045	in.generation_and_emissions_assessment_region	RFCMc	Generation and assessment region of RFCMc
9046	in.generation_and_emissions_assessment_region	RFCWc	Generation and assessment region of RFCWc
9047	in.generation_and_emissions_assessment_region	RMPAc	Generation and assessment region of RMPAc
9048	in.generation_and_emissions_assessment_region	SPNOc	Generation and assessment region of SPNOc
9049	in.generation_and_emissions_assessment_region	SPSOc	Generation and assessment region of SPSOc
9050	in.generation_and_emissions_assessment_region	SRMVc	Generation and assessment region of SRMVc
9051	in.generation_and_emissions_assessment_region	SRMWc	Generation and assessment region of SRMWc
9052	in.generation_and_emissions_assessment_region	SRSOc	Generation and assessment region of SRSOc
9053	in.generation_and_emissions_assessment_region	SRTVc	Generation and assessment region of SRTVc
9054	in.generation_and_emissions_assessment_region	SRVCc	Generation and assessment region of SRVCc
9055	in.geometry_attic_type	Finished Attic or Cathedral Ceilings	Living space extends up to the roof structure
9056	in.geometry_attic_type	None	No attic
9057	in.geometry_attic_type	Vented Attic	Attic space is unfinished
9058	in.geometry_building_horizontal_location_mf	Left	Unit is located on the left side of a multifamily building, and has a shared right wall
9059	in.geometry_building_horizontal_location_mf	Middle	Unit is located in the middle of a multifamily building, and has shared walls on the left and right
9060	in.geometry_building_horizontal_location_mf	None	Unit is not part of a multifamily building
9061	in.geometry_building_horizontal_location_mf	Not Applicable	Unit does not have shared walls on the right or left
9062	in.geometry_building_horizontal_location_mf	Right	Unit is located on the right side of a multifamily building, and has a shared left wall
9063	in.geometry_building_horizontal_location_sfa	Left	Unit is located on the left side of a multifamily building, and has a shared right wall
9064	in.geometry_building_horizontal_location_sfa	Middle	Unit is located in the middle of a single-family attached building, and has shared walls on the left and right
9065	in.geometry_building_horizontal_location_sfa	None	Unit is not part of a single-family attached building
9066	in.geometry_building_horizontal_location_sfa	Right	Unit is located on the right side of a single-family attached building, and has a shared left wall
9067	in.geometry_building_level_mf	Bottom	Unit is on the bottom level of a multifamily building, and may have a shared ceiling
9068	in.geometry_building_level_mf	Middle	Unit is in a middle level of a multifamily building and has a shared floor and ceiling
9069	in.geometry_building_level_mf	None	Not a multifamily building unit
9070	in.geometry_building_level_mf	Top	Unit is on the top level of a multifamily building and has a shared floor
9071	in.geometry_building_number_units_mf	10	Unit is in a multifamily building with 10 units
9072	in.geometry_building_number_units_mf	11	Unit is in a multifamily building with 11 units
9073	in.geometry_building_number_units_mf	116	Unit is in a multifamily building with 116 units
9074	in.geometry_building_number_units_mf	12	Unit is in a multifamily building with 12 units
9075	in.geometry_building_number_units_mf	13	Unit is in a multifamily building with 13 units
9076	in.geometry_building_number_units_mf	14	Unit is in a multifamily building with 14 units
9077	in.geometry_building_number_units_mf	15	Unit is in a multifamily building with 15 units
9078	in.geometry_building_number_units_mf	16	Unit is in a multifamily building with 16 units
9079	in.geometry_building_number_units_mf	17	Unit is in a multifamily building with 17 units
9080	in.geometry_building_number_units_mf	18	Unit is in a multifamily building with 18 units
9081	in.geometry_building_number_units_mf	183	Unit is in a multifamily building with 183 units
9082	in.geometry_building_number_units_mf	19	Unit is in a multifamily building with 19 units
9083	in.geometry_building_number_units_mf	2	Unit is in a multifamily building with 2 units
9084	in.geometry_building_number_units_mf	20	Unit is in a multifamily building with 20 units
9085	in.geometry_building_number_units_mf	24	Unit is in a multifamily building with 24 units
9086	in.geometry_building_number_units_mf	3	Unit is in a multifamily building with 3 units
9087	in.geometry_building_number_units_mf	30	Unit is in a multifamily building with 30 units
9088	in.geometry_building_number_units_mf	323	Unit is in a multifamily building with 323 units
9089	in.geometry_building_number_units_mf	36	Unit is in a multifamily building with 36 units
9090	in.geometry_building_number_units_mf	4	Unit is in a multifamily building with 4 units
9091	in.geometry_building_number_units_mf	43	Unit is in a multifamily building with 43 units
9092	in.geometry_building_number_units_mf	5	Unit is in a multifamily building with 5 units
9093	in.geometry_building_number_units_mf	6	Unit is in a multifamily building with 6 units
9094	in.geometry_building_number_units_mf	67	Unit is in a multifamily building with 67 units
9095	in.geometry_building_number_units_mf	7	Unit is in a multifamily building with 7 units
9096	in.geometry_building_number_units_mf	8	Unit is in a multifamily building with 8 units
9097	in.geometry_building_number_units_mf	9	Unit is in a multifamily building with 9 units
9098	in.geometry_building_number_units_mf	None	Unit is not part of a multifamily building
9099	in.geometry_building_number_units_sfa	10	Unit is in a single-family attached building with 10 units
9100	in.geometry_building_number_units_sfa	12	Unit is in a single-family attached building with 12 units
9101	in.geometry_building_number_units_sfa	144	Unit is in a single-family attached building with 144 units
9102	in.geometry_building_number_units_sfa	15	Unit is in a single-family attached building with 15 units
9103	in.geometry_building_number_units_sfa	16	Unit is in a single-family attached building with 16 units
9104	in.geometry_building_number_units_sfa	20	Unit is in a single-family attached building with 20 units
9105	in.geometry_building_number_units_sfa	24	Unit is in a single-family attached building with 24 units
9106	in.geometry_building_number_units_sfa	30	Unit is in a single-family attached building with 30 units
9107	in.geometry_building_number_units_sfa	36	Unit is in a single-family attached building with 36 units
9108	in.geometry_building_number_units_sfa	5	Unit is in a single-family attached building with 5 units
9109	in.geometry_building_number_units_sfa	50	Unit is in a single-family attached building with 50 units
9110	in.geometry_building_number_units_sfa	6	Unit is in a single-family attached building with 6 units
9111	in.geometry_building_number_units_sfa	60	Unit is in a single-family attached building with 60 units
9112	in.geometry_building_number_units_sfa	7	Unit is in a single-family attached building with 7 units
9113	in.geometry_building_number_units_sfa	8	Unit is in a single-family attached building with 8 units
9114	in.geometry_building_number_units_sfa	90	Unit is in a single-family attached building with 90 units
9115	in.geometry_building_number_units_sfa	None	Unit is not part of a single-family attached building
9116	in.geometry_building_type_acs	10 to 19 Unit	Multifamily building with 10 to 19 units, as defined by the American Community Survey
9117	in.geometry_building_type_acs	2 Unit	Multifamily building with 2 units, as defined by the American Community Survey
9118	in.geometry_building_type_acs	20 to 49 Unit	Multifamily building with 20 to 49 units, as defined by the American Community Survey
9119	in.geometry_building_type_acs	3 or 4 Unit	Multifamily building with 3 to 4 units, as defined by the American Community Survey
9120	in.geometry_building_type_acs	5 to 9 Unit	Multifamily building with 5 to 9 units, as defined by the American Community Survey
9121	in.geometry_building_type_acs	50 or more Unit	Multifamily building with 50 or more units, as defined by the American Community Survey
9122	in.geometry_building_type_acs	Mobile Home	Mobile home building type as defined by the American Community Survey
9123	in.geometry_building_type_acs	Single-Family Attached	Single-family attached building type as defined by the American Community Survey
9124	in.geometry_building_type_acs	Single-Family Detached	Single-family detached building type as defined by the American Community Survey
9125	in.geometry_building_type_height	Mobile Home	Mobile home building type
9126	in.geometry_building_type_height	Multifamily with 2-4 Units	Multifamily building with 2-4 Units
9127	in.geometry_building_type_height	Multifamily with 5+ units, 1-3 stories	Multifamily building with 5 or more units and 1 to 3 stories (low-rise)
9128	in.geometry_building_type_height	Multifamily with 5+ units, 4-7 stories	Multifamily building with 5 or more units and 4 to 7 stories (mid-rise)
9129	in.geometry_building_type_height	Multifamily with 5+ units, 8+ stories	Multifamily building with 5 or more units and more than 8 stories (high-rise)
9130	in.geometry_building_type_height	Single-Family Attached	Single-family attached building type
9131	in.geometry_building_type_height	Single-Family Detached	Single-family detached building type
9132	in.geometry_building_type_recs	Mobile Home	Mobile home building type as defined by RECS 2009
9133	in.geometry_building_type_recs	Multi-Family with 2 - 4 Units	Multifamily building type with 2 to 4 units as defined by RECS 2009
9134	in.geometry_building_type_recs	Multi-Family with 5+ Units	Multifamily building type with more than 5 units as defined by RECS 2009
9135	in.geometry_building_type_recs	Single-Family Attached	Single-family attached building type as defined by RECS 2009
9136	in.geometry_building_type_recs	Single-Family Detached	Single-family detached building type as defined by RECS 2009
9137	in.geometry_floor_area	0-499	Finished floor area bin from 0 to 499 ft2
9138	in.geometry_floor_area	1000-1499	Finished floor area bin from 1000 to 1499 ft2
9139	in.geometry_floor_area	1500-1999	Finished floor area bin from 1500 to 1999 ft2
9140	in.geometry_floor_area	2000-2499	Finished floor area bin from 2000 to 2499 ft2
9141	in.geometry_floor_area	2500-2999	Finished floor area bin from 2500 to 2999 ft2
9142	in.geometry_floor_area	3000-3999	Finished floor area bin from 3000 to 3999 ft2
9143	in.geometry_floor_area	4000+	Finished floor area bin 4000 ft2 and greater
9144	in.geometry_floor_area	500-749	Finished floor area bin from 500 to 749 ft2
9145	in.geometry_floor_area	750-999	Finished floor area bin from 750 to 999 ft2
9146	in.geometry_floor_area_bin	0-1499	Finished floor area bin from 0 to 1499 ft2
9147	in.geometry_floor_area_bin	1500-2499	Finished floor area bin from 1500 to 2499 ft2
9148	in.geometry_floor_area_bin	2500-3999	Finished floor area bin from 2500 to 3999 ft2
9149	in.geometry_floor_area_bin	4000+	Finished floor area bin 4000 ft2 and greater
9150	in.geometry_foundation_type	Ambient	Pier and beam foundation
9151	in.geometry_foundation_type	Heated Basement	Heated basement foundation
9152	in.geometry_foundation_type	Slab	Slab foundation
9153	in.geometry_foundation_type	Unheated Basement	Unheated basement foundation
9154	in.geometry_foundation_type	Unvented Crawlspace	Unvented crawlspace foundation
9155	in.geometry_foundation_type	Vented Crawlspace	Vented crawlspace foundation
9156	in.geometry_garage	1 Car	Building has a 1 car garage
9157	in.geometry_garage	2 Car	Building has a 2 car garage
9158	in.geometry_garage	3 Car	Building has a 3 car garage
9159	in.geometry_garage	None	Building does not have a garage
9160	in.geometry_stories	1	1 story building
9161	in.geometry_stories	10	10 story building
9162	in.geometry_stories	11	11 story building
9163	in.geometry_stories	12	12 story building
9164	in.geometry_stories	13	13 story building
9165	in.geometry_stories	14	14 story building
9166	in.geometry_stories	15	15 story building
9167	in.geometry_stories	2	2 story building
9168	in.geometry_stories	20	20 story building
9169	in.geometry_stories	21	21 story building
9170	in.geometry_stories	3	3 story building
9171	in.geometry_stories	4	4 story building
9172	in.geometry_stories	5	5 story building
9173	in.geometry_stories	6	6 story building
9174	in.geometry_stories	7	7 story building
9175	in.geometry_stories	8	8 story building
9176	in.geometry_stories	9	9 story building
9177	in.geometry_stories_low_rise	1	1 story building
9178	in.geometry_stories_low_rise	2	2 story building
9179	in.geometry_stories_low_rise	3	3 story building
9180	in.geometry_stories_low_rise	4+	4+ story building
9181	in.geometry_story_bin	8+	8 or more story building
9182	in.geometry_story_bin	<8	Less than 8 story building
9183	in.geometry_wall_exterior_finish	Aluminum, Light	Aluminum, Light exterior finish
9184	in.geometry_wall_exterior_finish	Brick, Light	Brick, Light exterior finish
9185	in.geometry_wall_exterior_finish	Brick, Medium/Dark	Brick, Medium/Dark exterior finish
9186	in.geometry_wall_exterior_finish	Fiber-Cement, Light	Fiber-Cement, Light exterior finish
9187	in.geometry_wall_exterior_finish	None	None exterior finish
9188	in.geometry_wall_exterior_finish	Shingle, Asbestos, Medium	Shingle, Asbestos, Medium exterior finish
9189	in.geometry_wall_exterior_finish	Shingle, Composition, Medium	Shingle, Composition, Medium exterior finish
9190	in.geometry_wall_exterior_finish	Stucco, Light	Stucco, Light exterior finish
9191	in.geometry_wall_exterior_finish	Stucco, Medium/Dark	Stucco, Medium/Dark exterior finish
9192	in.geometry_wall_exterior_finish	Vinyl, Light	Vinyl, Light exterior finish
9193	in.geometry_wall_exterior_finish	Wood, Medium/Dark	Wood, Medium/Dark exterior finish
9194	in.geometry_wall_type	Brick	Exterior wall type is brick
9195	in.geometry_wall_type	Concrete	Exterior wall type is concrete
9196	in.geometry_wall_type	Steel Frame	Exterior wall type is steel frame
9197	in.geometry_wall_type	Wood Frame	Exterior wall type is wood frame
