Dependency=Location EPW	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
0114831_United_States_OR_Lane_41039_726930_44.05_-123.06_NSRDB_2.0.1_2012_AMY.epw	1950s	0.42	0.11	0.35	0.0	0.08	0.03
0114831_United_States_OR_Lane_41039_726930_44.05_-123.06_NSRDB_2.0.1_2012_AMY.epw	1960s	0.36	0.05	0.51	0.0	0.05	0.04
0114831_United_States_OR_Lane_41039_726930_44.05_-123.06_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.07	0.37	0.0	0.15	0.0
0114831_United_States_OR_Lane_41039_726930_44.05_-123.06_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.52	0.0	0.05	0.03
0114831_United_States_OR_Lane_41039_726930_44.05_-123.06_NSRDB_2.0.1_2012_AMY.epw	1990s	0.55	0.0	0.4	0.0	0.02	0.02
0114831_United_States_OR_Lane_41039_726930_44.05_-123.06_NSRDB_2.0.1_2012_AMY.epw	2000s	0.32	0.0	0.59	0.0	0.07	0.02
0120110_United_States_OR_Jackson_41029_725970_42.21_-122.7_NSRDB_2.0.1_2012_AMY.epw	<1950	0.25	0.07	0.57	0.0	0.11	0.0
0120110_United_States_OR_Jackson_41029_725970_42.21_-122.7_NSRDB_2.0.1_2012_AMY.epw	1950s	0.42	0.11	0.35	0.0	0.08	0.03
0120110_United_States_OR_Jackson_41029_725970_42.21_-122.7_NSRDB_2.0.1_2012_AMY.epw	1960s	0.36	0.05	0.51	0.0	0.05	0.04
0120110_United_States_OR_Jackson_41029_725970_42.21_-122.7_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.07	0.37	0.0	0.15	0.0
0120110_United_States_OR_Jackson_41029_725970_42.21_-122.7_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.52	0.0	0.05	0.03
0120110_United_States_OR_Jackson_41029_725970_42.21_-122.7_NSRDB_2.0.1_2012_AMY.epw	1990s	0.55	0.0	0.4	0.0	0.02	0.02
0120110_United_States_OR_Jackson_41029_725970_42.21_-122.7_NSRDB_2.0.1_2012_AMY.epw	2000s	0.32	0.0	0.59	0.0	0.07	0.02
0098927_United_States_OR_Coos_41011_726930_43.41_-124.26_NSRDB_2.0.1_2012_AMY.epw	<1950	0.25	0.07	0.57	0.0	0.11	0.0
0098927_United_States_OR_Coos_41011_726930_43.41_-124.26_NSRDB_2.0.1_2012_AMY.epw	1950s	0.42	0.11	0.35	0.0	0.08	0.03
0098927_United_States_OR_Coos_41011_726930_43.41_-124.26_NSRDB_2.0.1_2012_AMY.epw	1960s	0.36	0.05	0.51	0.0	0.05	0.04
0098927_United_States_OR_Coos_41011_726930_43.41_-124.26_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.07	0.37	0.0	0.15	0.0
0098927_United_States_OR_Coos_41011_726930_43.41_-124.26_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.52	0.0	0.05	0.03
0098927_United_States_OR_Coos_41011_726930_43.41_-124.26_NSRDB_2.0.1_2012_AMY.epw	1990s	0.55	0.0	0.4	0.0	0.02	0.02
0098927_United_States_OR_Coos_41011_726930_43.41_-124.26_NSRDB_2.0.1_2012_AMY.epw	2000s	0.32	0.0	0.59	0.0	0.07	0.02
0181247_United_States_OR_Umatilla_41059_726880_45.69_-118.82_NSRDB_2.0.1_2012_AMY.epw	<1950	0.25	0.07	0.57	0.0	0.11	0.0
0181247_United_States_OR_Umatilla_41059_726880_45.69_-118.82_NSRDB_2.0.1_2012_AMY.epw	1950s	0.42	0.11	0.35	0.0	0.08	0.03
0181247_United_States_OR_Umatilla_41059_726880_45.69_-118.82_NSRDB_2.0.1_2012_AMY.epw	1960s	0.36	0.05	0.51	0.0	0.05	0.04
0181247_United_States_OR_Umatilla_41059_726880_45.69_-118.82_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.07	0.37	0.0	0.15	0.0
0181247_United_States_OR_Umatilla_41059_726880_45.69_-118.82_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.52	0.0	0.05	0.03
0181247_United_States_OR_Umatilla_41059_726880_45.69_-118.82_NSRDB_2.0.1_2012_AMY.epw	1990s	0.55	0.0	0.4	0.0	0.02	0.02
0181247_United_States_OR_Umatilla_41059_726880_45.69_-118.82_NSRDB_2.0.1_2012_AMY.epw	2000s	0.32	0.0	0.59	0.0	0.07	0.02
0121187_United_States_OR_Multnomah_41051_726980_45.61_-122.62_NSRDB_2.0.1_2012_AMY.epw	<1950	0.25	0.07	0.57	0.0	0.11	0.0
0121187_United_States_OR_Multnomah_41051_726980_45.61_-122.62_NSRDB_2.0.1_2012_AMY.epw	1950s	0.42	0.11	0.35	0.0	0.08	0.03
0121187_United_States_OR_Multnomah_41051_726980_45.61_-122.62_NSRDB_2.0.1_2012_AMY.epw	1960s	0.36	0.05	0.51	0.0	0.05	0.04
0121187_United_States_OR_Multnomah_41051_726980_45.61_-122.62_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.07	0.37	0.0	0.15	0.0
0121187_United_States_OR_Multnomah_41051_726980_45.61_-122.62_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.52	0.0	0.05	0.03
0121187_United_States_OR_Multnomah_41051_726980_45.61_-122.62_NSRDB_2.0.1_2012_AMY.epw	1990s	0.55	0.0	0.4	0.0	0.02	0.02
0121187_United_States_OR_Multnomah_41051_726980_45.61_-122.62_NSRDB_2.0.1_2012_AMY.epw	2000s	0.32	0.0	0.59	0.0	0.07	0.02
0142626_United_States_OR_Deschutes_41017_726920_44.25_-121.18_NSRDB_2.0.1_2012_AMY.epw	<1950	0.25	0.07	0.57	0.0	0.11	0.0
0142626_United_States_OR_Deschutes_41017_726920_44.25_-121.18_NSRDB_2.0.1_2012_AMY.epw	1950s	0.42	0.11	0.35	0.0	0.08	0.03
0142626_United_States_OR_Deschutes_41017_726920_44.25_-121.18_NSRDB_2.0.1_2012_AMY.epw	1960s	0.36	0.05	0.51	0.0	0.05	0.04
0142626_United_States_OR_Deschutes_41017_726920_44.25_-121.18_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.07	0.37	0.0	0.15	0.0
0142626_United_States_OR_Deschutes_41017_726920_44.25_-121.18_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.52	0.0	0.05	0.03
0142626_United_States_OR_Deschutes_41017_726920_44.25_-121.18_NSRDB_2.0.1_2012_AMY.epw	1990s	0.55	0.0	0.4	0.0	0.02	0.02
0142626_United_States_OR_Deschutes_41017_726920_44.25_-121.18_NSRDB_2.0.1_2012_AMY.epw	2000s	0.32	0.0	0.59	0.0	0.07	0.02
0115653_United_States_OR_Marion_41047_726940_44.89_-123.02_NSRDB_2.0.1_2012_AMY.epw	<1950	0.25	0.07	0.57	0.0	0.11	0.0
0115653_United_States_OR_Marion_41047_726940_44.89_-123.02_NSRDB_2.0.1_2012_AMY.epw	1950s	0.42	0.11	0.35	0.0	0.08	0.03
0115653_United_States_OR_Marion_41047_726940_44.89_-123.02_NSRDB_2.0.1_2012_AMY.epw	1960s	0.36	0.05	0.51	0.0	0.05	0.04
0115653_United_States_OR_Marion_41047_726940_44.89_-123.02_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.07	0.37	0.0	0.15	0.0
0115653_United_States_OR_Marion_41047_726940_44.89_-123.02_NSRDB_2.0.1_2012_AMY.epw	1980s	0.39	0.0	0.52	0.0	0.05	0.03
0115653_United_States_OR_Marion_41047_726940_44.89_-123.02_NSRDB_2.0.1_2012_AMY.epw	1990s	0.55	0.0	0.4	0.0	0.02	0.02
0115653_United_States_OR_Marion_41047_726940_44.89_-123.02_NSRDB_2.0.1_2012_AMY.epw	2000s	0.32	0.0	0.59	0.0	0.07	0.02
1185049_United_States_PA_Lehigh_42077_725170_40.65_-75.46_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.31	0.53	0.0	0.1	0.06
1185049_United_States_PA_Lehigh_42077_725170_40.65_-75.46_NSRDB_2.0.1_2012_AMY.epw	1950s	0.06	0.27	0.67	0.0	0.0	0.0
1185049_United_States_PA_Lehigh_42077_725170_40.65_-75.46_NSRDB_2.0.1_2012_AMY.epw	1960s	0.34	0.34	0.17	0.0	0.15	0.0
1185049_United_States_PA_Lehigh_42077_725170_40.65_-75.46_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.28	0.17	0.0	0.15	0.0
1185049_United_States_PA_Lehigh_42077_725170_40.65_-75.46_NSRDB_2.0.1_2012_AMY.epw	1980s	0.26	0.22	0.23	0.0	0.0	0.29
1185049_United_States_PA_Lehigh_42077_725170_40.65_-75.46_NSRDB_2.0.1_2012_AMY.epw	1990s	0.16	0.26	0.4	0.0	0.0	0.18
1185049_United_States_PA_Lehigh_42077_725170_40.65_-75.46_NSRDB_2.0.1_2012_AMY.epw	2000s	0.2	0.04	0.27	0.0	0.04	0.45
1084878_United_States_PA_McKean_42083_725280_41.81_-78.62_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.31	0.53	0.0	0.1	0.06
1084878_United_States_PA_McKean_42083_725280_41.81_-78.62_NSRDB_2.0.1_2012_AMY.epw	1950s	0.06	0.27	0.67	0.0	0.0	0.0
1084878_United_States_PA_McKean_42083_725280_41.81_-78.62_NSRDB_2.0.1_2012_AMY.epw	1960s	0.34	0.34	0.17	0.0	0.15	0.0
1084878_United_States_PA_McKean_42083_725280_41.81_-78.62_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.28	0.17	0.0	0.15	0.0
1084878_United_States_PA_McKean_42083_725280_41.81_-78.62_NSRDB_2.0.1_2012_AMY.epw	1980s	0.26	0.22	0.23	0.0	0.0	0.29
1084878_United_States_PA_McKean_42083_725280_41.81_-78.62_NSRDB_2.0.1_2012_AMY.epw	1990s	0.16	0.26	0.4	0.0	0.0	0.18
1084878_United_States_PA_McKean_42083_725280_41.81_-78.62_NSRDB_2.0.1_2012_AMY.epw	2000s	0.2	0.04	0.27	0.0	0.04	0.45
1047213_United_States_PA_Erie_42049_725260_42.09_-80.18_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.31	0.53	0.0	0.1	0.06
1047213_United_States_PA_Erie_42049_725260_42.09_-80.18_NSRDB_2.0.1_2012_AMY.epw	1950s	0.06	0.27	0.67	0.0	0.0	0.0
1047213_United_States_PA_Erie_42049_725260_42.09_-80.18_NSRDB_2.0.1_2012_AMY.epw	1960s	0.34	0.34	0.17	0.0	0.15	0.0
1047213_United_States_PA_Erie_42049_725260_42.09_-80.18_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.28	0.17	0.0	0.15	0.0
1047213_United_States_PA_Erie_42049_725260_42.09_-80.18_NSRDB_2.0.1_2012_AMY.epw	1980s	0.26	0.22	0.23	0.0	0.0	0.29
1047213_United_States_PA_Erie_42049_725260_42.09_-80.18_NSRDB_2.0.1_2012_AMY.epw	1990s	0.16	0.26	0.4	0.0	0.0	0.18
1047213_United_States_PA_Erie_42049_725260_42.09_-80.18_NSRDB_2.0.1_2012_AMY.epw	2000s	0.2	0.04	0.27	0.0	0.04	0.45
1137624_United_States_PA_York_42133_723990_40.21_-76.86_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.31	0.53	0.0	0.1	0.06
1137624_United_States_PA_York_42133_723990_40.21_-76.86_NSRDB_2.0.1_2012_AMY.epw	1950s	0.06	0.27	0.67	0.0	0.0	0.0
1137624_United_States_PA_York_42133_723990_40.21_-76.86_NSRDB_2.0.1_2012_AMY.epw	1960s	0.34	0.34	0.17	0.0	0.15	0.0
1137624_United_States_PA_York_42133_723990_40.21_-76.86_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.28	0.17	0.0	0.15	0.0
1137624_United_States_PA_York_42133_723990_40.21_-76.86_NSRDB_2.0.1_2012_AMY.epw	1980s	0.26	0.22	0.23	0.0	0.0	0.29
1137624_United_States_PA_York_42133_723990_40.21_-76.86_NSRDB_2.0.1_2012_AMY.epw	1990s	0.16	0.26	0.4	0.0	0.0	0.18
1137624_United_States_PA_York_42133_723990_40.21_-76.86_NSRDB_2.0.1_2012_AMY.epw	2000s	0.2	0.04	0.27	0.0	0.04	0.45
1192839_United_States_PA_Delaware_42045_724080_39.85_-75.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.31	0.53	0.0	0.1	0.06
1192839_United_States_PA_Delaware_42045_724080_39.85_-75.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.06	0.27	0.67	0.0	0.0	0.0
1192839_United_States_PA_Delaware_42045_724080_39.85_-75.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.34	0.34	0.17	0.0	0.15	0.0
1192839_United_States_PA_Delaware_42045_724080_39.85_-75.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.28	0.17	0.0	0.15	0.0
1192839_United_States_PA_Delaware_42045_724080_39.85_-75.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.26	0.22	0.23	0.0	0.0	0.29
1192839_United_States_PA_Delaware_42045_724080_39.85_-75.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.16	0.26	0.4	0.0	0.0	0.18
1192839_United_States_PA_Delaware_42045_724080_39.85_-75.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.2	0.04	0.27	0.0	0.04	0.45
1046536_United_States_PA_Allegheny_42003_725200_40.49_-80.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.31	0.53	0.0	0.1	0.06
1046536_United_States_PA_Allegheny_42003_725200_40.49_-80.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.06	0.27	0.67	0.0	0.0	0.0
1046536_United_States_PA_Allegheny_42003_725200_40.49_-80.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.34	0.34	0.17	0.0	0.15	0.0
1046536_United_States_PA_Allegheny_42003_725200_40.49_-80.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.28	0.17	0.0	0.15	0.0
1046536_United_States_PA_Allegheny_42003_725200_40.49_-80.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.26	0.22	0.23	0.0	0.0	0.29
1046536_United_States_PA_Allegheny_42003_725200_40.49_-80.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.16	0.26	0.4	0.0	0.0	0.18
1046536_United_States_PA_Allegheny_42003_725200_40.49_-80.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.2	0.04	0.27	0.0	0.04	0.45
1175460_United_States_PA_Luzerne_42079_725130_41.33_-75.74_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.31	0.53	0.0	0.1	0.06
1175460_United_States_PA_Luzerne_42079_725130_41.33_-75.74_NSRDB_2.0.1_2012_AMY.epw	1950s	0.06	0.27	0.67	0.0	0.0	0.0
1175460_United_States_PA_Luzerne_42079_725130_41.33_-75.74_NSRDB_2.0.1_2012_AMY.epw	1960s	0.34	0.34	0.17	0.0	0.15	0.0
1175460_United_States_PA_Luzerne_42079_725130_41.33_-75.74_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.28	0.17	0.0	0.15	0.0
1175460_United_States_PA_Luzerne_42079_725130_41.33_-75.74_NSRDB_2.0.1_2012_AMY.epw	1980s	0.26	0.22	0.23	0.0	0.0	0.29
1175460_United_States_PA_Luzerne_42079_725130_41.33_-75.74_NSRDB_2.0.1_2012_AMY.epw	1990s	0.16	0.26	0.4	0.0	0.0	0.18
1175460_United_States_PA_Luzerne_42079_725130_41.33_-75.74_NSRDB_2.0.1_2012_AMY.epw	2000s	0.2	0.04	0.27	0.0	0.04	0.45
1136992_United_States_PA_Lycoming_42081_725140_41.25_-76.9_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.31	0.53	0.0	0.1	0.06
1136992_United_States_PA_Lycoming_42081_725140_41.25_-76.9_NSRDB_2.0.1_2012_AMY.epw	1950s	0.06	0.27	0.67	0.0	0.0	0.0
1136992_United_States_PA_Lycoming_42081_725140_41.25_-76.9_NSRDB_2.0.1_2012_AMY.epw	1960s	0.34	0.34	0.17	0.0	0.15	0.0
1136992_United_States_PA_Lycoming_42081_725140_41.25_-76.9_NSRDB_2.0.1_2012_AMY.epw	1970s	0.4	0.28	0.17	0.0	0.15	0.0
1136992_United_States_PA_Lycoming_42081_725140_41.25_-76.9_NSRDB_2.0.1_2012_AMY.epw	1980s	0.26	0.22	0.23	0.0	0.0	0.29
1136992_United_States_PA_Lycoming_42081_725140_41.25_-76.9_NSRDB_2.0.1_2012_AMY.epw	1990s	0.16	0.26	0.4	0.0	0.0	0.18
1136992_United_States_PA_Lycoming_42081_725140_41.25_-76.9_NSRDB_2.0.1_2012_AMY.epw	2000s	0.2	0.04	0.27	0.0	0.04	0.45
1314625_United_States_RI_Kent_44003_725070_41.73_-71.42_NSRDB_2.0.1_2012_AMY.epw	<1950	0.0	0.68	0.2	0.0	0.1	0.02
1314625_United_States_RI_Kent_44003_725070_41.73_-71.42_NSRDB_2.0.1_2012_AMY.epw	1950s	0.02	0.78	0.12	0.0	0.08	0.0
1314625_United_States_RI_Kent_44003_725070_41.73_-71.42_NSRDB_2.0.1_2012_AMY.epw	1960s	0.0	0.73	0.13	0.0	0.1	0.04
1314625_United_States_RI_Kent_44003_725070_41.73_-71.42_NSRDB_2.0.1_2012_AMY.epw	1970s	0.02	0.49	0.15	0.0	0.28	0.06
1314625_United_States_RI_Kent_44003_725070_41.73_-71.42_NSRDB_2.0.1_2012_AMY.epw	1980s	0.07	0.59	0.16	0.0	0.14	0.03
1314625_United_States_RI_Kent_44003_725070_41.73_-71.42_NSRDB_2.0.1_2012_AMY.epw	1990s	0.0	0.61	0.13	0.0	0.21	0.05
1314625_United_States_RI_Kent_44003_725070_41.73_-71.42_NSRDB_2.0.1_2012_AMY.epw	2000s	0.0	0.66	0.1	0.0	0.15	0.09
1050718_United_States_SC_Charleston_45019_722080_32.89_-80.02_NSRDB_2.0.1_2012_AMY.epw	<1950	0.19	0.05	0.59	0.0	0.12	0.06
1050718_United_States_SC_Charleston_45019_722080_32.89_-80.02_NSRDB_2.0.1_2012_AMY.epw	1950s	0.51	0.11	0.12	0.0	0.14	0.13
1050718_United_States_SC_Charleston_45019_722080_32.89_-80.02_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.06	0.44	0.05	0.05	0.1
1050718_United_States_SC_Charleston_45019_722080_32.89_-80.02_NSRDB_2.0.1_2012_AMY.epw	1970s	0.57	0.0	0.27	0.0	0.07	0.09
1050718_United_States_SC_Charleston_45019_722080_32.89_-80.02_NSRDB_2.0.1_2012_AMY.epw	1980s	0.62	0.05	0.23	0.0	0.0	0.11
1050718_United_States_SC_Charleston_45019_722080_32.89_-80.02_NSRDB_2.0.1_2012_AMY.epw	1990s	0.69	0.0	0.2	0.0	0.05	0.06
1050718_United_States_SC_Charleston_45019_722080_32.89_-80.02_NSRDB_2.0.1_2012_AMY.epw	2000s	0.4	0.0	0.58	0.0	0.0	0.02
1026416_United_States_SC_Lexington_45063_723100_33.97_-81.1_NSRDB_2.0.1_2012_AMY.epw	<1950	0.19	0.05	0.59	0.0	0.12	0.06
1026416_United_States_SC_Lexington_45063_723100_33.97_-81.1_NSRDB_2.0.1_2012_AMY.epw	1950s	0.51	0.11	0.12	0.0	0.14	0.13
1026416_United_States_SC_Lexington_45063_723100_33.97_-81.1_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.06	0.44	0.05	0.05	0.1
1026416_United_States_SC_Lexington_45063_723100_33.97_-81.1_NSRDB_2.0.1_2012_AMY.epw	1970s	0.57	0.0	0.27	0.0	0.07	0.09
1026416_United_States_SC_Lexington_45063_723100_33.97_-81.1_NSRDB_2.0.1_2012_AMY.epw	1980s	0.62	0.05	0.23	0.0	0.0	0.11
1026416_United_States_SC_Lexington_45063_723100_33.97_-81.1_NSRDB_2.0.1_2012_AMY.epw	1990s	0.69	0.0	0.2	0.0	0.05	0.06
1026416_United_States_SC_Lexington_45063_723100_33.97_-81.1_NSRDB_2.0.1_2012_AMY.epw	2000s	0.4	0.0	0.58	0.0	0.0	0.02
1002341_United_States_SC_Spartanburg_45083_723120_34.89_-82.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.19	0.05	0.59	0.0	0.12	0.06
1002341_United_States_SC_Spartanburg_45083_723120_34.89_-82.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.51	0.11	0.12	0.0	0.14	0.13
1002341_United_States_SC_Spartanburg_45083_723120_34.89_-82.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.31	0.06	0.44	0.05	0.05	0.1
1002341_United_States_SC_Spartanburg_45083_723120_34.89_-82.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.57	0.0	0.27	0.0	0.07	0.09
1002341_United_States_SC_Spartanburg_45083_723120_34.89_-82.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.62	0.05	0.23	0.0	0.0	0.11
1002341_United_States_SC_Spartanburg_45083_723120_34.89_-82.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.69	0.0	0.2	0.0	0.05	0.06
1002341_United_States_SC_Spartanburg_45083_723120_34.89_-82.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.4	0.0	0.58	0.0	0.0	0.02
0651451_United_States_SD_Beadle_46005_726540_44.41_-98.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0651451_United_States_SD_Beadle_46005_726540_44.41_-98.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0651451_United_States_SD_Beadle_46005_726540_44.41_-98.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0651451_United_States_SD_Beadle_46005_726540_44.41_-98.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0651451_United_States_SD_Beadle_46005_726540_44.41_-98.22_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0651451_United_States_SD_Beadle_46005_726540_44.41_-98.22_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0651451_United_States_SD_Beadle_46005_726540_44.41_-98.22_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0594658_United_States_SD_Hughes_46065_726560_44.37_-100.3_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0594658_United_States_SD_Hughes_46065_726560_44.37_-100.3_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0594658_United_States_SD_Hughes_46065_726560_44.37_-100.3_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0594658_United_States_SD_Hughes_46065_726560_44.37_-100.3_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0594658_United_States_SD_Hughes_46065_726560_44.37_-100.3_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0594658_United_States_SD_Hughes_46065_726560_44.37_-100.3_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0594658_United_States_SD_Hughes_46065_726560_44.37_-100.3_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0521881_United_States_SD_Pennington_46103_726620_44.05_-103.06_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0521881_United_States_SD_Pennington_46103_726620_44.05_-103.06_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0521881_United_States_SD_Pennington_46103_726620_44.05_-103.06_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0521881_United_States_SD_Pennington_46103_726620_44.05_-103.06_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0521881_United_States_SD_Pennington_46103_726620_44.05_-103.06_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0521881_United_States_SD_Pennington_46103_726620_44.05_-103.06_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0521881_United_States_SD_Pennington_46103_726620_44.05_-103.06_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0690509_United_States_SD_Minnehaha_46099_726510_43.57_-96.74_NSRDB_2.0.1_2012_AMY.epw	<1950	0.1	0.06	0.52	0.0	0.09	0.23
0690509_United_States_SD_Minnehaha_46099_726510_43.57_-96.74_NSRDB_2.0.1_2012_AMY.epw	1950s	0.07	0.1	0.69	0.0	0.0	0.14
0690509_United_States_SD_Minnehaha_46099_726510_43.57_-96.74_NSRDB_2.0.1_2012_AMY.epw	1960s	0.14	0.05	0.68	0.0	0.0	0.13
0690509_United_States_SD_Minnehaha_46099_726510_43.57_-96.74_NSRDB_2.0.1_2012_AMY.epw	1970s	0.14	0.06	0.64	0.0	0.01	0.15
0690509_United_States_SD_Minnehaha_46099_726510_43.57_-96.74_NSRDB_2.0.1_2012_AMY.epw	1980s	0.14	0.05	0.55	0.0	0.03	0.23
0690509_United_States_SD_Minnehaha_46099_726510_43.57_-96.74_NSRDB_2.0.1_2012_AMY.epw	1990s	0.03	0.0	0.67	0.0	0.01	0.29
0690509_United_States_SD_Minnehaha_46099_726510_43.57_-96.74_NSRDB_2.0.1_2012_AMY.epw	2000s	0.16	0.0	0.58	0.0	0.0	0.26
0998813_United_States_TN_Sullivan_47163_723350_36.45_-82.42_NSRDB_2.0.1_2012_AMY.epw	<1950	0.52	0.0	0.48	0.0	0.0	0.0
0998813_United_States_TN_Sullivan_47163_723350_36.45_-82.42_NSRDB_2.0.1_2012_AMY.epw	1950s	0.75	0.0	0.19	0.0	0.0	0.05
0998813_United_States_TN_Sullivan_47163_723350_36.45_-82.42_NSRDB_2.0.1_2012_AMY.epw	1960s	0.55	0.0	0.27	0.0	0.08	0.11
0998813_United_States_TN_Sullivan_47163_723350_36.45_-82.42_NSRDB_2.0.1_2012_AMY.epw	1970s	0.32	0.0	0.61	0.0	0.03	0.03
0998813_United_States_TN_Sullivan_47163_723350_36.45_-82.42_NSRDB_2.0.1_2012_AMY.epw	1980s	0.31	0.0	0.5	0.0	0.0	0.18
0998813_United_States_TN_Sullivan_47163_723350_36.45_-82.42_NSRDB_2.0.1_2012_AMY.epw	1990s	0.4	0.0	0.44	0.0	0.06	0.1
0998813_United_States_TN_Sullivan_47163_723350_36.45_-82.42_NSRDB_2.0.1_2012_AMY.epw	2000s	0.5	0.0	0.47	0.0	0.0	0.02
0939546_United_States_TN_Hamilton_47065_723240_35.05_-85.22_NSRDB_2.0.1_2012_AMY.epw	<1950	0.52	0.0	0.48	0.0	0.0	0.0
0939546_United_States_TN_Hamilton_47065_723240_35.05_-85.22_NSRDB_2.0.1_2012_AMY.epw	1950s	0.75	0.0	0.19	0.0	0.0	0.05
0939546_United_States_TN_Hamilton_47065_723240_35.05_-85.22_NSRDB_2.0.1_2012_AMY.epw	1960s	0.55	0.0	0.27	0.0	0.08	0.11
0939546_United_States_TN_Hamilton_47065_723240_35.05_-85.22_NSRDB_2.0.1_2012_AMY.epw	1970s	0.32	0.0	0.61	0.0	0.03	0.03
