lighting_exterior,lighting_exterior_holiday,refrigerator,extra_refrigerator,freezer,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,permanent_spa_pump,permanent_spa_heater,hot_water_recirculation_pump,general_water_use
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
0.621,0,0.96,0.96,0.96,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,1,0.986
0.658,0,0.94,0.94,0.94,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,1,1
0.639,0,0.92,0.92,0.92,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,1,0.863
0.547,0,0.88,0.88,0.88,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,1,0.616
0.463,0,0.82,0.82,0.82,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
0.621,0,0.96,0.96,0.96,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,1,0.986
0.658,0,0.94,0.94,0.94,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,1,1
0.639,0,0.92,0.92,0.92,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,1,0.863
0.547,0,0.88,0.88,0.88,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,1,0.616
0.463,0,0.82,0.82,0.82,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
0.621,0,0.96,0.96,0.96,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,1,0.986
0.658,0,0.94,0.94,0.94,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,1,1
0.639,0,0.92,0.92,0.92,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,1,0.863
0.547,0,0.88,0.88,0.88,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,1,0.616
0.463,0,0.82,0.82,0.82,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
0.621,0,0.96,0.96,0.96,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,1,0.986
0.658,0,0.94,0.94,0.94,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,1,1
0.639,0,0.92,0.92,0.92,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,1,0.863
0.547,0,0.88,0.88,0.88,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,1,0.616
0.463,0,0.82,0.82,0.82,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
0.621,0,0.96,0.96,0.96,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,1,0.986
0.658,0,0.94,0.94,0.94,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,1,1
0.639,0,0.92,0.92,0.92,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,1,0.863
0.547,0,0.88,0.88,0.88,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,1,0.616
0.463,0,0.82,0.82,0.82,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
0.621,0,0.96,0.96,0.96,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,1,0.986
0.658,0,0.94,0.94,0.94,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,1,1
0.639,0,0.92,0.92,0.92,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,1,0.863
0.547,0,0.88,0.88,0.88,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,1,0.616
0.463,0,0.82,0.82,0.82,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
0.621,0,0.96,0.96,0.96,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,1,0.986
0.658,0,0.94,0.94,0.94,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,1,1
0.639,0,0.92,0.92,0.92,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,1,0.863
0.547,0,0.88,0.88,0.88,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,1,0.616
0.463,0,0.82,0.82,0.82,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
0.621,0,0.96,0.96,0.96,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,1,0.986
0.658,0,0.94,0.94,0.94,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,1,1
0.639,0,0.92,0.92,0.92,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,1,0.863
0.547,0,0.88,0.88,0.88,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,1,0.616
0.463,0,0.82,0.82,0.82,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
0.621,0,0.96,0.96,0.96,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,1,0.986
0.658,0,0.94,0.94,0.94,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,1,1
0.639,0,0.92,0.92,0.92,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,1,0.863
0.547,0,0.88,0.88,0.88,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,1,0.616
0.463,0,0.82,0.82,0.82,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
0.621,0,0.96,0.96,0.96,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,1,0.986
0.658,0,0.94,0.94,0.94,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,1,1
0.639,0,0.92,0.92,0.92,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,1,0.863
0.547,0,0.88,0.88,0.88,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,1,0.616
0.463,0,0.82,0.82,0.82,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,1,0.466
0.371,0,0.8,0.8,0.8,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,1,0.315
0.343,0,0.78,0.78,0.78,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,1,0.288
0.343,0,0.76,0.76,0.76,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,1,0.288
0.334,0,0.74,0.74,0.74,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,1,0.342
0.306,0,0.72,0.72,0.72,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,1,0.37
0.334,0,0.72,0.72,0.72,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,1,0.521
0.398,0,0.76,0.76,0.76,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,1,0.603
0.436,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,1,0.534
0.315,0,0.82,0.82,0.82,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,1,0.507
0.213,0,0.82,0.82,0.82,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,1,0.507
0.222,0,0.8,0.8,0.8,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,1,0.466
0.232,0,0.8,0.8,0.8,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,1,0.479
0.222,0,0.84,0.84,0.84,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,1,0.479
0.259,0,0.84,0.84,0.84,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,1,0.479
0.287,0,0.84,0.84,0.84,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,1,0.534
0.297,0,0.82,0.82,0.82,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,1,0.589
0.361,0,0.88,0.88,0.88,0.4,0.554,0.4,0.4,0.223,0.223,1,1,1,0.699
0.491,0,0.96,0.96,0.96,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,1,0.877
0.584,0,1,1,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,1,0.89
