Dependency=Geometry Building Type RECS	Dependency=PUMA	Dependency=Tenure	Dependency=Vintage ACS	Option=<10000	Option=10000-14999	Option=15000-19999	Option=20000-24999	Option=25000-29999	Option=30000-34999	Option=35000-39999	Option=40000-44999	Option=45000-49999	Option=50000-59999	Option=60000-69999	Option=70000-79999	Option=80000-99999	Option=100000-119999	Option=120000-139999	Option=140000-159999	Option=160000-179999	Option=180000-199999	Option=200000+	source_count	source_weight	sampling_probability
Mobile Home	CA, 03734	Renter	2000-09	0.0821429	0.0535714	0.0714286	0.132143	0.00714286	0.0940476	0.0547619	0.0511905	0.052381	0.0428571	0.0678571	0.075	0.107143	0.0714286	0	0.0107143	0.0261905	0	0	41	840	0
Multi-Family with 2 - 4 Units	CA, 03734	Owner	2000-09	0.0490884	0.00935016	0	0.0130902	0.00981767	0	0.0458158	0.00841515	0	0.0495559	0.0584385	0.0406732	0.0677887	0.0444133	0.102852	0.0472183	0.0691912	0.0224404	0.361851	106	2139	1.71697e-05
Multi-Family with 2 - 4 Units	CA, 03734	Renter	2000-09	0.0576923	0.0673077	0.0528846	0	0	0.0625	0	0	0	0.0913462	0.0576923	0.0865385	0.3125	0.153846	0	0.0576923	0	0	0	12	208	0.000150434
Multi-Family with 5+ Units	CA, 03734	Owner	2000-09	0.0243902	0.0131924	0.00839836	0.0149421	0.010183	0.015327	0.0170067	0.0208559	0.0167617	0.0385975	0.0389124	0.0417469	0.10323	0.0792945	0.0856283	0.0637576	0.0551492	0.0444413	0.308185	1207	28577	7.59424e-05
Multi-Family with 5+ Units	CA, 03734	Renter	2000-09	0.0759036	0.106265	0.0662651	0.10506	0.0720482	0.0390361	0.0419277	0.0720482	0.0228916	0.0621687	0.026506	0.0248193	0.122892	0.0920482	0.0260241	0.0159036	0	0.00506024	0.0231325	196	4150	0.00297085
Single-Family Attached	CA, 03734	Owner	2000-09	0.0134084	0.00706285	0.0131877	0.0118634	0.00584892	0.00811124	0.00882856	0.016995	0.0177123	0.0398389	0.0397837	0.0505435	0.101694	0.0966727	0.0849749	0.0936931	0.0575512	0.061193	0.271037	868	18123	1.70318e-05
Single-Family Attached	CA, 03734	Renter	2000-09	0.0327344	0.0406857	0.0414085	0.0426477	0.035729	0.0418216	0.029843	0.0153862	0.0243701	0.0523544	0.0626807	0.0521479	0.0853986	0.0990293	0.0629905	0.0419248	0.0405824	0.0345931	0.163672	446	9684	7.20908e-05
Single-Family Detached	CA, 03734	Owner	2000-09	0	0	0	0	0	0	0	0	0	0	0.0870787	0	0	0.0758427	0	0.160112	0.143258	0.0533708	0.480337	19	356	0.000173527
Single-Family Detached	CA, 03734	Renter	2000-09	0.04093	0.0377657	0.0449886	0.0186421	0.0354956	0.0348077	0.0347389	0.0355644	0.0328128	0.0670702	0.0493224	0.0407925	0.115154	0.0906652	0.069753	0.0645938	0.0444383	0.0313682	0.111096	626	14537	0.00010049
Mobile Home	CA, 03734	Owner	2010s	0.0464316	0.0773861	0.0799656	0.00601892	0.0593293	0.0541702	0.0902837	0.00859845	0.0094583	0.049871	0.0687876	0.0963027	0.104901	0.044712	0.0799656	0.0206363	0.00601892	0.0300946	0.0670679	67	1163	1.0095e-05
Mobile Home	CA, 03734	Renter	2010s	0.0750507	0.0507099	0.127789	0.0466531	0.131846	0	0	0.030426	0	0.0567951	0.168357	0	0.0993915	0.0121704	0.150101	0	0	0	0.0507099	21	493	1.38483e-05
Multi-Family with 2 - 4 Units	CA, 03734	Owner	2010s	0.0452261	0.0577889	0	0.0565327	0	0.0163317	0	0.0100503	0	0.0163317	0.0364322	0	0.0904523	0.0376884	0.0565327	0.0841709	0.0515075	0.0565327	0.384422	36	796	8.3804e-06
Multi-Family with 2 - 4 Units	CA, 03734	Renter	2010s	0.109621	0.02897	0.0507868	0.0225322	0.0708155	0.0770744	0.0636624	0.0171674	0.0300429	0.0416667	0.0779685	0.0500715	0.0872675	0.0734979	0.0532904	0.0416667	0.0236052	0.0109084	0.0693848	208	5592	7.34259e-05
Multi-Family with 5+ Units	CA, 03734	Owner	2010s	0.0187114	0.0139453	0.0180053	0.0128861	0.00529568	0.00794351	0.0121801	0.00935569	0.00617829	0.0342454	0.0566637	0.0331862	0.0686673	0.039541	0.104501	0.078376	0.0368932	0.0375993	0.405825	249	5665	3.24425e-05
Multi-Family with 5+ Units	CA, 03734	Renter	2010s	0.0941105	0.102611	0.0376442	0.033394	0.0686096	0.0412872	0.0085003	0.0655738	0.033394	0.114754	0.0837887	0.0698239	0.0977535	0.051609	0.0157863	0.0321797	0	0.0121433	0.037037	98	1647	0.00126914
Single-Family Attached	CA, 03734	Owner	2010s	0.00290992	0.00328947	0.00366903	0.00885628	0.00240385	0.00265688	0.0122723	0.013917	0.00253036	0.0236589	0.0231528	0.0208755	0.0563006	0.0823634	0.0864119	0.0803391	0.0587045	0.0536437	0.462045	373	7904	2.42765e-05
Single-Family Attached	CA, 03734	Renter	2010s	0.0547445	0.0346715	0.00583942	0.0529197	0.0452555	0.0116788	0.0591241	0.0153285	0.0259124	0.0375912	0.0346715	0.070073	0.0766423	0.0744526	0.0624088	0.0291971	0.019708	0.0562044	0.233577	129	2740	0.000102756
Single-Family Detached	CA, 03734	Owner	2010s	0	0	0	0	0	0	0	0.169565	0	0	0	0	0	0.156522	0	0.0869565	0.0826087	0	0.504348	13	230	0.000103611
Single-Family Detached	CA, 03734	Renter	2010s	0.0541631	0.036877	0.0337079	0.0328436	0.0250648	0.0334198	0.0282339	0.0115241	0.0253529	0.0602132	0.0535869	0.0985307	0.115817	0.0841256	0.0838375	0.0452319	0.0302506	0.056756	0.0904638	162	3471	6.00015e-05
Mobile Home	CA, 03734	Owner	<1940	0	0.0477387	0.138191	0	0.0301508	0.0628141	0.0276382	0	0.0904523	0.120603	0.0201005	0	0.0477387	0.213568	0.0326633	0.110553	0.0226131	0.0351759	0	26	398	4.96339e-05
Mobile Home	CA, 03734	Renter	<1940	0.110924	0.0344538	0.087395	0.0714286	0.0705882	0.123529	0.0731092	0	0.0394958	0.0487395	0.0445378	0.0134454	0.0756303	0.0504202	0.010084	0	0	0.0756303	0.0705882	48	1190	6.80875e-05
Multi-Family with 2 - 4 Units	CA, 03734	Owner	<1940	0.0856643	0.0297203	0.0227273	0.0402098	0.0751748	0	0.027972	0	0.0297203	0.108392	0.0384615	0.0664336	0.0716783	0.106643	0.11014	0.0244755	0	0.0384615	0.124126	43	572	0.000310143
Multi-Family with 2 - 4 Units	CA, 03734	Renter	<1940	0.0442281	0.0180807	0.0876217	0.0325452	0.052573	0.038943	0.0511822	0.0361613	0.018637	0.0815021	0.050904	0.0458971	0.149374	0.100974	0.0383866	0.0472879	0.0470097	0.0069541	0.0517385	216	3595	0.00271736
Multi-Family with 5+ Units	CA, 03734	Owner	<1940	0.0450005	0.0186661	0.00948441	0.0270407	0.0204823	0.0193724	0.020785	0.0132176	0.0167491	0.0343053	0.0426799	0.0450005	0.0909091	0.115024	0.0556957	0.0487337	0.0559984	0.0386439	0.282212	465	9911	0.000265426
Multi-Family with 5+ Units	CA, 03734	Renter	<1940	0.102655	0.12859	0.091588	0.0785525	0.0609682	0.0834408	0.0475253	0.0531604	0.052142	0.0821509	0.0490868	0.0441306	0.057234	0.030552	0.0171091	0.00672143	0.0060425	0.000814719	0.00753615	763	14729	0.0103834
Single-Family Attached	CA, 03734	Owner	<1940	0.126126	0.0427928	0.0292793	0.0540541	0.0698198	0.0675676	0	0	0.0765766	0	0.0405405	0.0292793	0.0405405	0.157658	0	0.045045	0.0315315	0.130631	0.0585586	29	444	0.000370377
Single-Family Attached	CA, 03734	Renter	<1940	0.0439158	0.0416285	0.0333943	0.0274474	0.0187557	0.0535224	0.0407136	0.0347667	0.0516926	0.0754803	0.0896615	0.0475755	0.13495	0.0649588	0.0494053	0.0439158	0.0402562	0.010979	0.0969808	102	2186	0.0015677
Single-Family Detached	CA, 03734	Owner	<1940	0.0297783	0.0042078	0.0249231	0.0195825	0.0276744	0.0233047	0.0458003	0.0182877	0.0325295	0.0614986	0.038032	0.0453148	0.0983978	0.0752549	0.0538922	0.0569671	0.0636025	0.0584237	0.222528	384	6179	0.00416255
Single-Family Detached	CA, 03734	Renter	<1940	0.0664484	0.0536825	0.0166939	0.011784	0.0199673	0.0304419	0.0245499	0.01473	0.0425532	0.0815057	0.10802	0.0723404	0.1018	0.0988543	0.0445172	0.0405892	0.0366612	0.0130933	0.121768	168	3055	0.00241055
Mobile Home	CA, 03735	Owner	1940-59	0.134486	0.0989433	0.0115274	0.0720461	0.054755	0.116234	0.0326609	0.0480307	0.0384246	0.0893372	0.0480307	0.0201729	0.0730067	0.0826129	0.0230548	0.012488	0	0	0.0441883	58	1041	2.03714e-05
Mobile Home	CA, 03735	Renter	1940-59	0.0637652	0.1083	0.114372	0.0759109	0.0394737	0.0293522	0.0404858	0.232794	0	0.00809717	0.0192308	0.0991903	0.0303644	0.00708502	0.090081	0.0334008	0.00809717	0	0	40	988	1.89162e-05
Multi-Family with 2 - 4 Units	CA, 03735	Owner	1940-59	0	0	0.0753138	0	0	0	0	0	0	0	0.292887	0	0.380753	0	0.108787	0.142259	0	0	0	12	239	0.000125583
Multi-Family with 2 - 4 Units	CA, 03735	Renter	1940-59	0.0706806	0.0719895	0.059555	0.0399215	0.108639	0.0124346	0.0706806	0.0445026	0.0955497	0.0589005	0.0621728	0.0556283	0.117801	0	0.0458115	0.0575916	0.00850785	0	0.0196335	93	1528	0.00122307
Multi-Family with 5+ Units	CA, 03735	Owner	1940-59	0.0691653	0.047438	0.0275213	0.026616	0.0365743	0.0200978	0.086185	0.0204599	0.00959623	0.0452653	0.0485244	0.0512403	0.0941517	0.0838313	0.0597501	0.0554047	0.0409198	0.020641	0.156618	263	5523	0.000153569
Multi-Family with 5+ Units	CA, 03735	Renter	1940-59	0.0527568	0.10591	0.0476002	0.0698136	0.0646569	0.126934	0.0591035	0.0345101	0.0535502	0.10948	0.0662436	0.0293534	0.0733836	0.0436335	0.0495835	0.00714002	0.00436335	0	0.00198334	124	2521	0.00171801
Single-Family Attached	CA, 03735	Owner	1940-59	0.0869565	0	0	0	0.0289855	0.0724638	0.0253623	0	0.0253623	0.166667	0.0905797	0	0.163043	0.119565	0.0253623	0.163043	0	0	0.0326087	23	276	0.000226084
Single-Family Attached	CA, 03735	Renter	1940-59	0.0779412	0.0235294	0.102941	0.0970588	0.0720588	0.0367647	0.025	0.120588	0.0117647	0.207353	0.0617647	0.0279412	0.0352941	0	0.075	0.025	0	0	0	47	680	0.00044587
Single-Family Detached	CA, 03735	Owner	1940-59	0.0308265	0.0338049	0.0305287	0.0335071	0.0442293	0.0212956	0.03172	0.0142964	0.0236783	0.0741623	0.0711839	0.0329114	0.102755	0.0750558	0.0618019	0.0442293	0.0756515	0.0545048	0.143857	488	6715	0.00475073
Single-Family Detached	CA, 03735	Renter	1940-59	0.121304	0.0333586	0.0564822	0.0155421	0.0288097	0.0299469	0.0382866	0.0231236	0.045489	0.115997	0.0712661	0.0678544	0.0784685	0.0875663	0.0420773	0.0261562	0.0238817	0.0060652	0.0883245	168	2638	0.00188548
Mobile Home	CA, 03735	Owner	1960-79	0.0461615	0.0688933	0.0671984	0.0610169	0.0908275	0.0430708	0.0499501	0.0666002	0.0354935	0.0742772	0.0701894	0.0769691	0.0860419	0.0514457	0.027318	0.0425723	0.0168495	0.00498504	0.0201396	556	10030	2.42349e-05
Mobile Home	CA, 03735	Renter	1960-79	0.0589731	0.0391459	0.0472801	0.0790544	0.104982	0.0986274	0.0465175	0.0803254	0.0246568	0.0854093	0.0490595	0.0386375	0.118963	0.0327911	0.0338078	0.0238943	0.00686324	0.00584647	0.0251652	154	3934	2.25038e-05
Multi-Family with 2 - 4 Units	CA, 03735	Owner	1960-79	0.0212461	0.0241108	0.0261399	0.0259012	0.0352113	0.0360468	0.042731	0.0225591	0.0365242	0.048699	0.0479828	0.0710193	0.0965624	0.0857006	0.0577704	0.0787778	0.048699	0.0331821	0.161136	415	8378	0.000144758
Multi-Family with 2 - 4 Units	CA, 03735	Renter	1960-79	0.0659341	0.0716675	0.00477783	0.0731008	0.090301	0.0688008	0.0449116	0.0869565	0.0420449	0.050645	0.079312	0.0692785	0.0716675	0.0501672	0.0516006	0.0372671	0.0105112	0.0248447	0.00621118	121	2093	0.00140981
Multi-Family with 5+ Units	CA, 03735	Owner	1960-79	0	0	0.0531401	0	0	0.0628019	0	0	0.135266	0.0531401	0.0772947	0.0772947	0.173913	0.115942	0.10628	0	0	0.0917874	0.0531401	17	207	0.00028624
Multi-Family with 5+ Units	CA, 03735	Renter	1960-79	0.0595638	0.0683725	0.0530621	0.067953	0.0532718	0.0608221	0.0241191	0.0471896	0.0759228	0.0954279	0.0654362	0.0687919	0.096057	0.0700503	0.0404782	0.0199245	0.00755034	0.00566275	0.020344	284	4768	0.00320223
Single-Family Attached	CA, 03735	Owner	1960-79	0	0	0	0	0	0.0506912	0.115207	0.110599	0.0460829	0	0.105991	0	0.119816	0.0645161	0.235023	0	0	0.0322581	0.119816	17	217	0.000212181
Single-Family Attached	CA, 03735	Renter	1960-79	0.107988	0.0192308	0.0147929	0.109467	0.0931953	0.0680473	0	0.0724852	0.056213	0.0414201	0.0443787	0.0532544	0.10355	0.0591716	0.0177515	0.0606509	0.0369822	0.0414201	0	43	676	0.000418453
Single-Family Detached	CA, 03735	Owner	1960-79	0.00682594	0.0204778	0.0300962	0.0142724	0.0170648	0.0304065	0.0155135	0.00806702	0.0387837	0.0437481	0.0636053	0.0412659	0.0645361	0.0769469	0.113249	0.107974	0.0319578	0.0353708	0.239839	231	3223	0.00248035
Single-Family Detached	CA, 03735	Renter	1960-79	0.0143761	0.0327775	0.0189764	0.0603795	0.0103508	0.0247269	0.0448534	0.0897067	0.0425532	0.0621047	0.0678551	0.0701553	0.115584	0.164462	0.0339275	0.0350776	0.0368028	0.00862565	0.066705	104	1739	0.000984407
Mobile Home	CA, 03735	Owner	1980-99	0.0452663	0.042696	0.0385549	0.0416964	0.0514065	0.0471227	0.0528345	0.0382693	0.0491218	0.0454091	0.0981008	0.0815365	0.112095	0.070684	0.0585463	0.0429816	0.0197058	0.0112809	0.0526917	380	7003	7.37585e-06
Mobile Home	CA, 03735	Renter	1980-99	0.129688	0.0683491	0.107256	0.0494217	0.042061	0.0529267	0.0361023	0.0501227	0.0536278	0.0308447	0.0357518	0.0729057	0.0886786	0.113915	0.0290922	0.0164739	0.0185769	0.0042061	0	116	2853	6.84899e-06
Multi-Family with 2 - 4 Units	CA, 03735	Owner	1980-99	0.0570927	0.0142	0.0256185	0.0133216	0.0259113	0.0455277	0.0174206	0.0477236	0.0339628	0.0515298	0.0578246	0.0392329	0.082272	0.0983751	0.0682184	0.0357195	0.0749524	0.0295711	0.181525	359	6831	6.81212e-05
Multi-Family with 2 - 4 Units	CA, 03735	Renter	1980-99	0.0231214	0.0450867	0.110983	0.0323699	0.0936416	0.0890173	0.0890173	0.0208092	0.0346821	0.0531792	0.0763006	0.0705202	0.106358	0	0.0427746	0.049711	0	0.0473988	0.0150289	43	865	0.000663442
Multi-Family with 5+ Units	CA, 03735	Owner	1980-99	0.0736067	0	0.0357518	0.0431125	0.0126183	0.0368034	0.0336488	0.0588854	0	0.0378549	0.0389064	0.0368034	0.0904311	0.0546793	0.114616	0.0694006	0	0.0136698	0.249211	65	951	0.000283517
Multi-Family with 5+ Units	CA, 03735	Renter	1980-99	0.0735369	0.064631	0.0585242	0.0656489	0.0409669	0.0666667	0.0463104	0.0669211	0.0356234	0.086514	0.0773537	0.0796438	0.113995	0.0409669	0.0351145	0.0338422	0.00305344	0.00279898	0.00788804	231	3930	0.00317176
Single-Family Attached	CA, 03735	Owner	1980-99	0.0311419	0	0.0380623	0	0.0761246	0	0.0380623	0	0.0968858	0.0484429	0	0.0415225	0.155709	0.0795848	0.193772	0.15917	0	0	0.0415225	20	289	0.000154749
Single-Family Attached	CA, 03735	Renter	1980-99	0	0.0185185	0	0.042328	0.177249	0.0714286	0.037037	0	0.0529101	0.0634921	0.0529101	0.0449735	0.18254	0.140212	0.0238095	0.0634921	0.0291005	0	0	29	378	0.000305188
Single-Family Detached	CA, 03735	Owner	1980-99	0.0246126	0.0382862	0.01732	0.0100273	0.0145852	0.0319052	0.0109389	0.0519599	0.0401094	0.0382862	0.0583409	0.0264357	0.0811304	0.0437557	0.0820419	0.0820419	0.0811304	0.108478	0.158614	90	1097	0.000852485
Single-Family Detached	CA, 03735	Renter	1980-99	0.0139616	0.0820244	0.0139616	0.08726	0.139616	0.069808	0.0401396	0	0.0139616	0.176265	0.034904	0.0209424	0.153578	0.0506108	0.0139616	0	0.061082	0.0139616	0.0139616	41	573	0.000338336
Mobile Home	CA, 03735	Owner	2000-09	0.022864	0.0204573	0.02858	0.0418171	0.0240674	0.0213598	0.0186522	0.0628761	0.0646811	0.101384	0.0631769	0.0685921	0.0697954	0.148616	0.0174489	0.0923586	0.0246691	0.0252708	0.0833333	172	3324	1.12394e-05
Mobile Home	CA, 03735	Renter	2000-09	0.0821429	0.0535714	0.0714286	0.132143	0.00714286	0.0940476	0.0547619	0.0511905	0.052381	0.0428571	0.0678571	0.075	0.107143	0.0714286	0	0.0107143	0.0261905	0	0	41	840	1.04366e-05
Multi-Family with 2 - 4 Units	CA, 03735	Owner	2000-09	0.0490884	0.00935016	0	0.0130902	0.00981767	0	0.0458158	0.00841515	0	0.0495559	0.0584385	0.0406732	0.0677887	0.0444133	0.102852	0.0472183	0.0691912	0.0224404	0.361851	106	2139	1.76611e-06
Multi-Family with 2 - 4 Units	CA, 03735	Renter	2000-09	0.124456	0.0535612	0.0493716	0.046332	0.0474	0.0502752	0.0633369	0.0630083	0.0404173	0.0598045	0.0553684	0.0495359	0.0580794	0.0679372	0.049043	0.0368028	0.0245626	0.0162655	0.0444426	492	12173	1.72003e-05
Multi-Family with 5+ Units	CA, 03735	Owner	2000-09	0.0243902	0.0131924	0.00839836	0.0149421	0.010183	0.015327	0.0170067	0.0208559	0.0167617	0.0385975	0.0389124	0.0417469	0.10323	0.0792945	0.0856283	0.0637576	0.0551492	0.0444413	0.308185	1207	28577	4.44645e-05
Multi-Family with 5+ Units	CA, 03735	Renter	2000-09	0.140028	0.039604	0.182461	0.236209	0.0551627	0.0509194	0.0537482	0.0523338	0	0.0509194	0.0183876	0	0.0424328	0.0113154	0.0282885	0.0381895	0	0	0	34	707	0.000497434
Single-Family Attached	CA, 03735	Owner	2000-09	0.0134084	0.00706285	0.0131877	0.0118634	0.00584892	0.00811124	0.00882856	0.016995	0.0177123	0.0398389	0.0397837	0.0505435	0.101694	0.0966727	0.0849749	0.0936931	0.0575512	0.061193	0.271037	868	18123	3.05395e-05
Single-Family Attached	CA, 03735	Renter	2000-09	0.0327344	0.0406857	0.0414085	0.0426477	0.035729	0.0418216	0.029843	0.0153862	0.0243701	0.0523544	0.0626807	0.0521479	0.0853986	0.0990293	0.0629905	0.0419248	0.0405824	0.0345931	0.163672	446	9684	6.02285e-05
Single-Family Detached	CA, 03735	Owner	2000-09	0	0	0	0.0773585	0	0.0339623	0.054717	0	0	0.0132075	0.0150943	0.0301887	0.0566038	0.0358491	0.0811321	0.054717	0.0415094	0.181132	0.324528	43	530	0.000399572
Single-Family Detached	CA, 03735	Renter	2000-09	0.0657277	0	0	0.0798122	0.169014	0	0	0	0.42723	0.0657277	0	0	0.056338	0.0375587	0	0	0.028169	0	0.0704225	12	213	0.000158583
Mobile Home	CA, 03735	Owner	2010s	0.0464316	0.0773861	0.0799656	0.00601892	0.0593293	0.0541702	0.0902837	0.00859845	0.0094583	0.049871	0.0687876	0.0963027	0.104901	0.044712	0.0799656	0.0206363	0.00601892	0.0300946	0.0670679	67	1163	1.65079e-05
Mobile Home	CA, 03735	Renter	2010s	0.0750507	0.0507099	0.127789	0.0466531	0.131846	0	0	0.030426	0	0.0567951	0.168357	0	0.0993915	0.0121704	0.150101	0	0	0	0.0507099	21	493	1.53287e-05
Multi-Family with 2 - 4 Units	CA, 03735	Owner	2010s	0.0452261	0.0577889	0	0.0565327	0	0.0163317	0	0.0100503	0	0.0163317	0.0364322	0	0.0904523	0.0376884	0.0565327	0.0841709	0.0515075	0.0565327	0.384422	36	796	5.3614e-06
Multi-Family with 2 - 4 Units	CA, 03735	Renter	2010s	0.109621	0.02897	0.0507868	0.0225322	0.0708155	0.0770744	0.0636624	0.0171674	0.0300429	0.0416667	0.0779685	0.0500715	0.0872675	0.0734979	0.0532904	0.0416667	0.0236052	0.0109084	0.0693848	208	5592	5.22154e-05
Multi-Family with 5+ Units	CA, 03735	Owner	2010s	0.0187114	0.0139453	0.0180053	0.0128861	0.00529568	0.00794351	0.0121801	0.00935569	0.00617829	0.0342454	0.0566637	0.0331862	0.0686673	0.039541	0.104501	0.078376	0.0368932	0.0375993	0.405825	249	5665	2.5845e-05
Multi-Family with 5+ Units	CA, 03735	Renter	2010s	0.0356295	0.0855107	0.194774	0.268409	0.0166271	0	0.239905	0.0285036	0	0.0190024	0	0.04038	0	0.0190024	0	0	0	0.0166271	0.0356295	25	421	0.000289134
Single-Family Attached	CA, 03735	Owner	2010s	0.00290992	0.00328947	0.00366903	0.00885628	0.00240385	0.00265688	0.0122723	0.013917	0.00253036	0.0236589	0.0231528	0.0208755	0.0563006	0.0823634	0.0864119	0.0803391	0.0587045	0.0536437	0.462045	373	7904	7.74884e-06
Single-Family Attached	CA, 03735	Renter	2010s	0.0547445	0.0346715	0.00583942	0.0529197	0.0452555	0.0116788	0.0591241	0.0153285	0.0259124	0.0375912	0.0346715	0.070073	0.0766423	0.0744526	0.0624088	0.0291971	0.019708	0.0562044	0.233577	129	2740	1.52819e-05
Single-Family Detached	CA, 03735	Owner	2010s	0.0357143	0.047619	0	0	0	0	0	0	0.0555556	0.0912698	0	0	0.047619	0	0.0555556	0.126984	0.111111	0.174603	0.253968	21	252	0.000187663
Single-Family Detached	CA, 03735	Renter	2010s	0.0541631	0.036877	0.0337079	0.0328436	0.0250648	0.0334198	0.0282339	0.0115241	0.0253529	0.0602132	0.0535869	0.0985307	0.115817	0.0841256	0.0838375	0.0452319	0.0302506	0.056756	0.0904638	162	3471	7.44802e-05
Mobile Home	CA, 03735	Owner	<1940	0	0.0477387	0.138191	0	0.0301508	0.0628141	0.0276382	0	0.0904523	0.120603	0.0201005	0	0.0477387	0.213568	0.0326633	0.110553	0.0226131	0.0351759	0	26	398	2.21275e-05
Mobile Home	CA, 03735	Renter	<1940	0.110924	0.0344538	0.087395	0.0714286	0.0705882	0.123529	0.0731092	0	0.0394958	0.0487395	0.0445378	0.0134454	0.0756303	0.0504202	0.010084	0	0	0.0756303	0.0705882	48	1190	2.05469e-05
Multi-Family with 2 - 4 Units	CA, 03735	Owner	<1940	0.0723404	0	0.0255319	0	0.0468085	0.0723404	0.144681	0.0340426	0	0	0.242553	0.170213	0	0.0680851	0.0553191	0	0	0.0382979	0.0297872	21	235	0.000117068
Multi-Family with 2 - 4 Units	CA, 03735	Renter	<1940	0.0655625	0.0910973	0.031746	0.0345066	0.0517598	0.0289855	0.0503796	0.100759	0.031746	0.109041	0.0752243	0.068323	0.0745342	0.0324362	0.0876467	0.0255349	0	0.0358868	0.00483092	86	1449	0.00114014
Multi-Family with 5+ Units	CA, 03735	Owner	<1940	0.0450005	0.0186661	0.00948441	0.0270407	0.0204823	0.0193724	0.020785	0.0132176	0.0167491	0.0343053	0.0426799	0.0450005	0.0909091	0.115024	0.0556957	0.0487337	0.0559984	0.0386439	0.282212	465	9911	0.000123
Multi-Family with 5+ Units	CA, 03735	Renter	<1940	0.125815	0.0741855	0.0521303	0.0661654	0.104261	0.0340852	0.0245614	0.0606516	0.0947368	0.0656642	0.0701754	0.0786967	0.0526316	0.0235589	0.00551378	0.0531328	0.00802005	0	0.00601504	101	1995	0.00137603
Single-Family Attached	CA, 03735	Owner	<1940	0.0150479	0	0	0.0670315	0	0.0629275	0.0492476	0.0109439	0.0547196	0.0451436	0.188782	0.0848153	0.0205198	0.0519836	0.0533516	0.127223	0.0711354	0	0.0971272	52	731	0.000508232
Single-Family Attached	CA, 03735	Renter	<1940	0.0359094	0.0312256	0.0858704	0.0936768	0.0530835	0.0874317	0.0882123	0.0398126	0.0148322	0.0999219	0.0491803	0.0725995	0.0546448	0.0507416	0.102264	0.010929	0.00624512	0.0179547	0.00546448	71	1281	0.00100231
Single-Family Detached	CA, 03735	Owner	<1940	0.0314249	0.0206016	0.0298574	0.0275435	0.018213	0.0358289	0.0282153	0.0393372	0.0337389	0.0638203	0.0503844	0.056132	0.0818094	0.105845	0.078749	0.0552362	0.051728	0.0498619	0.141674	968	13397	0.00924882
Single-Family Detached	CA, 03735	Renter	<1940	0.045742	0.0472175	0.0847386	0.0531197	0.0423693	0.0375211	0.0244519	0.0352024	0.0297218	0.0889545	0.061973	0.0832631	0.0678752	0.0834739	0.0887437	0.0255059	0.0056914	0.00379427	0.0906408	287	4744	0.00367069
Mobile Home	CA, 03736	Owner	1940-59	0.0906963	0.0953785	0.0910431	0.0806382	0.0808983	0.0583543	0.0702332	0.0532385	0.046562	0.0743952	0.0538455	0.043614	0.0457817	0.0491633	0.0228041	0.00832394	0.00832394	0.0090176	0.0176884	620	11533	1.55966e-06
Mobile Home	CA, 03736	Renter	1940-59	0.147429	0.109689	0.0857427	0.0721695	0.0493269	0.0804458	0.0821011	0.0389539	0.0708453	0.0570514	0.0568307	0.0513132	0.0395056	0.0119179	0.0253807	0.00750386	0	0	0.0137939	376	9062	1.30398e-06
Multi-Family with 2 - 4 Units	CA, 03736	Owner	1940-59	0.0419373	0.0275124	0.0226404	0.0534008	0.0435613	0.0304738	0.0420329	0.0519679	0.0410776	0.0789071	0.0714559	0.0534008	0.0749904	0.0968666	0.0746083	0.0514903	0.024551	0.0213985	0.0977264	604	10468	3.63948e-06
Multi-Family with 2 - 4 Units	CA, 03736	Renter	1940-59	0.0630817	0.0992761	0.0237849	0.0227508	0.0124095	0.0341262	0.0237849	0.0144778	0.0361944	0.111686	0.0341262	0.0475698	0.16546	0.0847983	0.0641158	0.101344	0.0144778	0.0134436	0.033092	54	967	3.66638e-05
Multi-Family with 5+ Units	CA, 03736	Owner	1940-59	0.0606437	0.0674126	0.042271	0.0266611	0.0542893	0.0454483	0.0552563	0.0553944	0.0129852	0.0915872	0.0656168	0.0563614	0.0924161	0.0797071	0.0479348	0.0252797	0.0223788	0.0104987	0.0878574	388	7239	1.08727e-05
